Song, Artist, Last Week, Peak Position, Weeks on Chart
"21","Adele",-,1,52
"
Whitney: The Greatest Hits
","
Whitney Houston
",6,2,31
"
 NOW 41
","
Various Artists
",3,3,2
"
19
","
Adele
",9,4,122
"
2012 Grammy Nominees
","
Various Artists
",8,4,4
"
A Different Kind Of Truth
","
Van Halen
",2,2,2
"
Kisses On The Bottom
","
Paul McCartney
",5,5,2
"
Doo-Wops & Hooligans
","
Bruno Mars
",30,3,72
"
Own The Night
","
Lady Antebellum
",17,1,23
"
Barton Hollow
","
The Civil Wars
",41,10,54
"
Mylo Xyloto
","
Coldplay
",14,1,17
"
Take Care
","
Drake
",10,1,14
"
Stronger
","
Kelly Clarkson
",12,2,17
"
Scars & Stories
","
The Fray
 ",4,4,2
"
My Kinda Party
","
Jason Aldean
",16,2,68
"
The Twilight Saga: Breaking Dawn: Part 1
","
Soundtrack
",22,4,15
"
Talk That Talk
","
Rihanna
",18,3,13
"
Sorry For Party Rocking
","
LMFAO
",11,5,35
"
The Band Perry
","
The Band Perry
",24,4,71
"
 Kidz Bop 21
","
Kidz Bop Kids
",15,2,5
"
Wasting Light
","
Foo Fighters
",59,1,45
"
Tailgates & Tanlines
","
Luke Bryan
",19,2,28
"
Sigh No More
","
Mumford & Sons
",29,2,100
"
Home
","
Dierks Bentley
",7,7,2
"
Speak Now
","
Taylor Swift
",42,1,69
"
TM:103: Hustlerz Ambition
","
Young Jeezy
",23,3,9
"
Duets II
","
Tony Bennett
",37,1,22
"
Watch The Throne
","
Jay Z Kanye West
",27,1,28
"
Bon Iver
","
Bon Iver
",49,2,30
"
My Life II...The Journey Continues (Act 1)
","
Mary J. Blige
",21,5,13
"
Bangarang (EP)
","
Skrillex
",32,14,8
"
Emotional Traffic
","
Tim McGraw
",20,2,4
"
El Camino
","
The Black Keys
",26,2,11
"
Making Mirrors
","
Gotye
",28,20,7
"
Here And Now
","
Nickelback
",25,2,13
"
Born To Die
","
Lana Del Rey
",13,2,3
"
Whitney Houston
","
Whitney Houston
",72,1,165
"
The Bodyguard
","
Whitney Houston
",80,1,143
"
Tha Carter IV
","
Lil Wayne
",31,1,25
"
Hands All Over
","
Maroon 5
",43,2,70
"
Red River Blue
","
Blake Shelton
",48,1,32
"
Nothing But The Beat
","
David Guetta
",34,5,22
"
Torches
","
Foster The People
",55,8,39
"
Old Ideas
","
Leonard Cohen
",33,3,3
"
Clear As Day
","
Scotty McCreery
",47,1,20
"
4
","
Beyonce
",38,1,34
"
Chief
","
Eric Church
",51,1,30
"
The Fresh Beat Band: Music From The Hit TV Show
","
Soundtrack
",40,21,3
"
Teenage Dream
","
Katy Perry
",61,1,78
"
Clancy's Tavern
","
Toby Keith
 ",46,5,17
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",70,49,37
"
Four The Record
","
Miranda Lambert
",56,3,16
"
The Best Of Etta James: 20th Century Masters The Millennium Collection
","
Etta James
",73,32,13
"
NOW 40
","
Various Artists
",39,3,15
"
Lioness: Hidden Treasures
","
 Amy Winehouse
",74,5,11
"
Halfway To Heaven
","
Brantley Gilbert
",62,4,27
"
Open Invitation
","
Tyrese
",85,9,16
"
WOW Gospel 2012
","
Various Artists
",50,30,4
"
Born This Way
","
Lady Gaga
",64,1,39
"
Sinatra: Best Of The Best
","
Frank Sinatra
",36,23,14
"
Pink Friday
","
Nicki Minaj
",69,1,65
"
Cole World: The Sideline Story
","
J. Cole
",65,1,21
"
Break The Spell
","
Daughtry
",63,8,13
"
Identity
","
James Fortune & FIYA
",91,7,5
"
I Look To You
","
Whitney Houston
",118,1,27
"
God, Love & Romance
","
Fred Hammond
",54,8,3
"
As The Crow Flies (EP)
","
Amos Lee
",-,-,-
"
Ceremonials
","
Florence + The Machine
",60,6,16
"
NOW That's What I Call Country Ballads
","
Various Artists
",58,58,4
"
4X4=12
","
deadmau5
",152,47,49
"
Live In Miami
","
Hillsong UNITED
",-,-,-
"
Soul 2
","
Seal
",53,8,4
"
You Get What You Give
 ","
Zac Brown Band
",82,1,74
"
American Capitalist
","
Five Finger Death Punch
",79,3,19
"
Come To The Well
","
Casting Crowns
",86,2,18
"
Who's Feeling Young Now?
","
Punch Brothers
",-,-,-
"
F.A.M.E.
","
Chris Brown
",102,1,42
"
Arrow
","
Heartless Bastards
",-,-,-
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",76,19,13
"
The Evolution Of Le'Andria Johnson (EP)
","
Le'Andria Johnson
",-,-,-
"
Need You Now
","
Lady Antebellum
",111,1,108
"
Ambition
","
Wale
",78,2,16
"
Resolution
","
Lamb Of God
",68,3,4
"
Rolling Papers
","
Wiz Khalifa
",135,2,43
"
Planet Pit
","
Pitbull
",92,7,35
"
Heart
","
Audrey Assad
",-,-,-
"
Whitney
","
Whitney Houston
",122,1,87
"
Believe
","
Celtic Woman
",88,13,4
"
Move
","
Third Day
",81,9,29
"
The Preacher's Wife
","
Soundtrack
",183,3,40
"
1
","
The Beatles
",97,1,132
"
The Path Of Totality
","
Korn
",90,10,11
"
Loud
","
Rihanna
",104,3,66
"
Back To Love
","
Anthony Hamilton
",83,12,10
"
The Best Of Boyz II Men: 20th Century Masters The Millennium Collection
","
Boyz II Men
",98,70,37
"
The Very Best Of Neil Diamond: The Studio Recordings
","
Neil Diamond
",87,45,11
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",105,73,26
"
Formula: Vol. 1
","
Romeo Santos
",101,9,15
"
Chimes Of Freedom: The Songs Of Bob Dylan
","
Various Artists
",77,11,4
"
Recovery
","
Eminem
",95,1,87
"
Brothers
","
The Black Keys
",100,3,91
"
God's Not Dead
","
newsboys
",149,63,7
"
The Best Of Lionel Richie: 20th Century Masters The Millennium Collection
","
Lionel Richie
",116,71,30
"
When The Sun Goes Down
","
Selena Gomez & The Scene
",103,3,34
"
Beyond Magnetic (EP)
","
Metallica
",66,29,8
"
Hell On Heels
","
Pistol Annies
",93,5,26
"
 Drive
","
Soundtrack
",71,31,9
"
The Best Of Barry White: 20th Century Masters The Millennium Collection
","
Barry White
",107,78,43
"
Be The Void
","
Dr. Dog
",45,45,2
"
The Awakening Of Le'Andria Johnson (EP)
","
Le'Andria Johnson
",151,24,18
"
Barefoot Blue Jean Night
","
Jake Owen
",110,6,23
"
Rocket Man: Number Ones
","
Elton John
",67,9,53
"
WOW Hits 2012
","
Various Artists
",114,35,21
"
Lungs
","
Florence + The Machine
",109,14,90
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",117,60,80
"
Awake
","
Skillet
",140,2,126
"
Where I Find You
","
Kari Jobe
",94,10,4
"
100 Proof
","
Kellie Pickler
",84,7,4
"
Icon: George Strait
","
George Strait
",108,62,14
"
The Generous Mr. Lovewell
","
MercyMe
",-,3,38
"
Evanescence
","
Evanescence
",113,1,19
"
Duets: An American Classic
","
Tony Bennett
",164,3,56
"
Fearless
","
Taylor Swift
",159,1,171
"
For Emma, Forever Ago
","
Bon Iver
",-,64,21
"
 My World 2.0
","
Justin Bieber
",125,1,100
"
Love After War
","
Robin Thicke
",89,22,11
"
Icon: Josh Turner
","
Josh Turner
",128,98,12
"
Back To Black
","
Amy Winehouse
 ",177,2,107
"
Hell: The Sequel (EP)
","
Bad Meets Evil
",119,1,36
"
The Foundation
","
Zac Brown Band
",129,9,169
"
Greatest Hits
","
Foo Fighters
",-,11,45
"
Number One Hits
","
Tim McGraw
",130,27,59
"
Concerto: One Night In Central Park
","
Andrea Bocelli
",131,4,14
"
Camp
","
Childish Gambino
",165,11,12
"
NOW 39
","
Various Artists
",126,3,28
"
Hats Off To The Bull
","
Chevelle
",134,20,11
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",148,1,45
"
Journey's Greatest Hits
","
Journey
",142,10,202
"
Joyful Noise
","
Soundtrack
",96,12,6
"
#1 Girl
","
Mindless Behavior
",106,7,22
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",146,66,55
"
The Best Of Jackson 5: 20th Century Masters The Millennium Collection
","
Jackson 5
",166,114,6
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",158,109,35
"
Number Ones
","
Michael Jackson
",132,13,146
"
Outlaws Like Me
","
Justin Moore
",139,5,35
"
 Megalithic Symphony
","
AWOLNATION
",156,99,22
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",162,18,59
"
Young & Old
","
Tennis
",-,-,-
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",137,8,197
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",155,67,98
"
lovestrong.
","
Christina Perri
",200,4,36
"
Super Hits
","
Willie Nelson
",178,98,30
"
Curtain Call: The Hits
","
Eminem
",176,1,149
"
I'm With You
","
Red Hot Chili Peppers
",182,2,25
"
The Best Of Aerosmith: 20th Century Masters...
","
Aerosmith
",147,67,37
"
Irreversible...2012
","
La Arrolladora Banda el Limon de Rene Camacho
",136,42,4
"
Celebration
","
Madonna
",52,7,15
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",153,26,210
"
Radioactive
","
YelaWolf
",170,27,13
"
iTunes Live (EP)
","
Colbie Caillat
",-,-,-
"
The Miseducation Of Lauryn Hill
","
 Lauryn Hill
",-,1,82
"
Elvis: Best Of Love
","
Elvis Presley
",191,139,7
"
Arise: The Live Worship Expierence
","
William McDowell
",150,63,10
"
Speak Now: World Tour Live CD + DVD
","
Taylor Swift
",-,11,11
"
All Of You
","
Colbie Caillat
",-,6,17
"
Here For A Good Time
","
George Strait
",-,3,21
"
Young The Giant
","
Young The Giant
",185,42,15
"
Tramp
","
Sharon Van Etten
",75,75,2
"
Blue Slide Park
","
Mac Miller
",174,1,15
"
The Marshall Mathers LP
","
Eminem
",173,1,119
"
All Eyez On Me
","
2Pac
",-,1,101
"
Mac + Devin Go To High School (Soundtrack)
","
Snoop Dogg & Wiz Khalifa
",172,29,10
"
Sweet Sour
","
Band Of Skulls
",138,138,2
"
Wildflower
","
Lauren Alaina
",169,5,19
"
Greatest Hits
","
Guns N' Roses
",167,3,227
"
Immortal
","
Michael Jackson
",-,24,12
"
 This Is Country Music
","
Brad Paisley
",180,2,39
"
How Great Is Our God: The Essential Collection
","
Chris Tomlin
",175,40,14
"
Super Hits
","
Janis Joplin
",-,113,14
"
Super Hits
","
Johnny Cash
",-,166,2
"
So Proud
","
Brian Courtney Wilson
",44,44,2
"
Hello Fear
","
Kirk Franklin
",179,5,38
"
An Afternoon In The Garden
","
Elvis Presley
",195,85,44
"
VH1 Storytellers
","
Johnny Cash & Willie Nelson
",-,56,39
"
Glee: The Music, Season 3: Volume 7
","
Soundtrack
",196,9,11
"
At Last!
","
Etta James
",-,96,4
"
The Essential Michael Jackson
","
Michael Jackson
",-,53,56
"
Sounds Of Summer:The Very Best Of The Beach Boys
","
The Beach Boys
",-,16,110
"
Give Us Rest Or (A Requiem Mass In C [The Happiest Of All Keys])
","
David Crowder Band
",127,2,6
"
Thank Me Later
","
Drake
",-,1,82
"
Greatest Hits... So Far!!!
","
P!nk
",-,5,57
"
Neon
","
Chris Young
",193,4,30
"
My Love Is Your Love
","
Whitney Houston
",-,13,76
"
Lady Antebellum
","
Lady Antebellum
",-,4,148
"
War Is The Answer
","
Five Finger Death Punch
",187,7,101
"
The Dreamer / The Believer
","
Common
",161,18,9
"
Fallen Empires
 ","
Snow Patrol
",154,5,6
"
The Best Of George Strait: 20th Century Masters The Millennium Collection
","
George Strait
",199,76,47
"
The Best Of Chuck Berry: 20th Century Masters The Millennium Collection
","
Chuck Berry
",-,134,2
"
Icon: Etta James
","
Etta James
",-,155,3
