Song, Artist, Last Week, Peak Position, Weeks on Chart
"1","The Beatles",-,1,6
"
Black & Blue
","
Backstreet Boys
",2,1,5
"
Now 5
","
Various Artists
",3,2,6
"
Human Clay
","
Creed
",4,1,65
"
Hotshot
","
Shaggy
",7,5,20
"
Chocolate Starfish And The Hot Dog Flavored Water
","
Limp Bizkit
",8,1,10
"
Greatest Hits
","
Tim McGraw
",6,4,5
"
Oops!...I Did It Again
","
Britney Spears
",5,1,32
"
Tha Last Meal
","
Snoop Dogg
",-,-,-
"
No Strings Attached
","
'N Sync
",9,1,40
"
Lovers Rock
","
Sade
",12,3,6
"
Breathe
","
Faith Hill
",13,1,59
"
Stankonia
","
OutKast
",15,2,8
"
Who Let The Dogs Out
","
Baha Men
",11,5,20
"
Country Grammar
","
Nelly
",16,1,26
"
Greatest Hits
","
Lenny Kravitz
",17,2,9
"
Beware Of Dog
","
Lil Bow Wow
",23,8,13
"
All That You Can't Leave Behind
","
U2
",20,3,8
"
tp-2.com
","
R. Kelly
",19,1,7
"
Fly
","
Dixie Chicks
 ",22,1,69
"
A Day Without Rain
","
Enya
",18,17,5
"
The Better Life
","
3 Doors Down
",21,7,46
"
Dream A Dream
","
Charlotte Church
",10,7,10
"
Lights Out
","
Lil Wayne
",-,-,-
"
Music
","
Madonna
",31,1,14
"
Charlie's Angels
","
Soundtrack
",24,7,9
"
No Angel
","
Dido
",29,27,32
"
 Mad Season
","
matchbox twenty
",30,3,31
"
Christina Aguilera
","
Christina Aguilera
",26,1,70
"
Sound Loaded
","
Ricky Martin
",25,4,6
"
Restless
","
Xzibit
",14,14,2
"
Aaron's Party (Come Get It)
","
Aaron Carter
",27,16,13
"
Revelation
","
98 Degrees
",28,2,13
"
The Writing's On The Wall
","
Destiny's Child
",32,5,74
"
The Dynasty Roc La Familia (2000 -- )
","
JAY-Z
",37,1,8
"
Awake
","
Godsmack
",40,5,8
"
The Marshall Mathers LP
","
Eminem
",46,1,31
"
Can't Take Me Home
","
P!nk
",45,26,38
"
[Hybrid Theory]
","
Linkin Park
",44,16,9
"
Conspiracy Of One
","
The Offspring
",36,9,6
"
Totally Hits 3
","
Various Artists
",41,25,6
"
X
","
K-Ci & JoJo
",33,21,3
"
Back For The First Time
","
Ludacris
",50,4,10
"
Renegades
","
Rage Against The Machine
",35,14,3
"
 Rule 3:36
","
Ja Rule
",58,1,11
"
One Voice
","
Billy Gilman
",42,22,27
"
My Kind Of Christmas
","
Christina Aguilera
",34,28,9
"
Let's Get Ready
","
Mystikal
",53,1,13
"
Crush
","
Bon Jovi
",52,9,28
"
Mama's Gun
","
Erykah Badu
",47,11,5
"
Infest
","
Papa Roach
",60,5,35
"
Platinum Christmas
","
Various Artists
",43,32,6
