Song, Artist, Last Week, Peak Position, Weeks on Chart
"They Don't Know","Jason Aldean",-,1,1
"
Views
","
Drake
",3,1,20
"
Suicide Squad: The Album
 ","
Soundtrack
",4,1,6
"
Wild World
","
Bastille
",-,-,-
"
Signs Of Light
","
The Head And The Heart
",-,-,-
"
Birds In The Trap Sing McKnight
","
Travis Scott
",1,1,2
"
Live At The Hollywood Bowl
","
The Beatles
",-,-,-
"
Acoustic Recordings: 1998-2016
","
Jack White
",-,-,-
"
Dangerous Woman
","
Ariana Grande
 ",11,2,17
"
Dig Your Roots
","
Florida Georgia Line
",5,2,3
"
Schmilco
","
Wilco
",-,-,-
"
Blurryface
","
twenty one pilots
",7,1,70
"
Blonde
","
Frank Ocean
",10,1,4
"
ANTI
","
Rihanna
",8,1,34
"
Lemonade
","
Beyonce
",9,1,21
"
This Is Acting
","
Sia
",13,4,33
"
25
","
Adele
",14,1,43
"
Encore: Movie Partners Sing Broadway
","
Barbra Streisand
",6,1,3
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",15,3,51
"
Cold World
","
Of Mice & Men
",-,-,-
"
Major Key
","
DJ Khaled
",16,1,7
"
The Life Of Pablo
","
Kanye West
",21,1,24
"
Sunlit Youth
","
Local Natives
",-,-,-
"
Encore
","
DJ Snake
",22,8,6
"
A Head Full Of Dreams
","
Coldplay
",24,2,41
"
Traveller
","
Chris Stapleton
",19,1,53
"
Skeleton Tree
","
Nick Cave & The Bad Seeds
",-,-,-
"
Bad Vibrations
","
A Day To Remember
",2,2,2
"
T R A P S O U L
","
Bryson Tiller
",20,8,51
"
Nine Track Mind
","
Charlie Puth
",25,6,33
"
Coloring Book
","
Chance The Rapper
",30,8,18
"
I Told You
","
Tory Lanez
",23,4,4
"
Epic Lit
","
Various Artists
",27,27,2
"
Islah
","
Kevin Gates
",28,2,33
"
Something Worth Saving
","
Gavin DeGraw
",-,-,-
"
The RCA-List
","
Various Artists
",32,32,5
"
Glory
","
Britney Spears
",12,3,3
"
Ripcord
","
Keith Urban
",49,4,19
"
Purpose
","
Justin Bieber
",33,1,44
"
Big Mess
","
Grouplove
",-,-,-
"
Straight To DVD II: Past, Present And Future Hearts
","
All Time Low
",-,-,-
"
Vessel
","
twenty one pilots
",36,21,109
"
Skin
","
Flume
",37,8,16
"
Sea Of Noise
","
St. Paul & The Broken Bones
",-,-,-
"
One Way
","
Tamela Mann
",-,-,-
"
Beauty Behind The Madness
","
The Weeknd
",40,1,55
"
Badlands
","
Halsey
",35,2,55
"
Act V: Hymns With The Devil In Confessional
","
The Dear Hunter
",-,-,-
"
Lukas Graham
","
Lukas Graham
",26,3,24
"
Thank You
","
Meghan Trainor
",34,3,18
"
NOW 59
","
Various Artists
",29,5,6
"
When It's Dark Out
","
G-Eazy
",38,5,41
"
Google Play: Live At The Milk Jamroom (EP)
","
D.R.A.M.
",43,43,7
"
Low Kii Savage (EP)
","
Kiiara
",46,46,23
"
Montevallo
","
Sam Hunt
",39,3,99
"
Black
","
Dierks Bentley
",70,2,16
"
VHS
","
X Ambassadors
",54,7,64
"
JEFFERY
","
Young Thug
",31,8,3
"
DS2
","
Future
",52,1,61
"
Sremmlife 2
","
Rae Sremmurd
",53,7,5
"
7/27
","
Fifth Harmony
",42,4,16
"
2014 Forest Hills Drive
","
J. Cole
",58,1,93
