Song, Artist, Last Week, Peak Position, Weeks on Chart
"Modern Vampires Of The City","Vampire Weekend",-,1,1
"
Love Is Everything
","
George Strait
",-,-,-
"
Demi
","
Demi Lovato
",-,-,-
"
The Great Gatsby: Music From Baz Luhrmann's Film
","
Soundtrack
",2,2,2
"
Golden
","
Lady Antebellum
",1,1,2
"
NOW 46
","
Various Artists
",3,3,2
"
The 20/20 Experience
","
Justin Timberlake
",6,1,9
"
To Be Loved
","
Michael Buble
",4,1,4
"
Annie Up
","
Pistol Annies
",5,5,2
"
Based On A True Story ...
","
Blake Shelton
",9,3,8
"
The Heist
","
Macklemore & Ryan Lewis
",12,2,32
"
How Mercy Looks From Here
","
Amy Grant
",-,-,-
"
Life On A Rock
","
Kenny Chesney
",8,1,3
"
Love Will...
","
Trace Adkins
",-,-,-
"
Night Visions
","
Imagine Dragons
",14,2,37
"
The Truth About Love
","
 P!nk
",11,1,35
"
Unorthodox Jukebox
","
Bruno Mars
",10,1,23
"
Here's To The Good Times
","
Florida Georgia Line
",16,7,24
"
Time
","
Rod Stewart
",7,7,2
"
The Greatest Generation
","
The Wonder Years
",-,-,-
"
I Am Not A Human Being II
","
Lil Wayne
",22,2,8
"
Save Rock And Roll
","
Fall Out Boy
",21,1,5
"
Pioneer
","
The Band Perry
",19,2,7
"
Side Effects Of You
","
Fantasia
",18,2,4
"
One Of Us Is The Killer
","
The Dillinger Escape Plan
",-,-,-
"
Nashville: Season 1: Volume 2
","
Soundtrack
",13,13,2
"
Ungrateful
","
Escape The Fate
",-,-,-
"
Volume 3
","
She & Him
",15,15,2
"
The Lumineers
","
The Lumineers
",23,2,59
"
Babel
","
Mumford & Sons
",24,1,34
"
Two Lanes Of Freedom
","
Tim McGraw
",33,2,15
"
Dave's Picks Volume 6: San Francisco, 12/20/69/St. Louis, 2/2/70
","
Grateful Dead
",-,-,-
"
Unapologetic
","
Rihanna
",25,1,26
"
Mother
","
 Natalie Maines
",17,17,2
"
Some Nights
","
fun.
",29,3,65
"
21
","
Adele
",27,1,117
"
Red
","
Taylor Swift
",34,1,30
"
Spring Break... Here To Party
","
Luke Bryan
",30,1,11
"
Onyx
","
Pop Evil
",-,-,-
"
good kid, m.A.A.d city
","
Kendrick Lamar
",52,2,30
"
Wheelhouse
","
Brad Paisley
",35,2,6
"
Precious Memories: Volume II
","
Alan Jackson
",20,5,8
"
My Head Is An Animal
","
Of Monsters And Men
",32,6,59
"
Chief
","
Eric Church
",46,1,95
"
Born To Die
","
Lana Del Rey
",69,2,68
"
Lip Lock
","
Eve
",-,-,-
"
Tailgates & Tanlines
","
Luke Bryan
",47,2,93
"
All That Echoes
","
Josh Groban
 ",39,1,15
"
Night Train
","
Jason Aldean
",44,1,31
"
Pitch Perfect
","
Soundtrack
",51,3,30
"
Tornado
","
 Little Big Town
",40,2,36
"
The World From The Side Of The Moon
","
Phillip Phillips
",50,4,26
"
NOW That's What I Call A Country Party
","
Various Artists
",31,31,2
"
Caught In The Act: Live
","
Eric Church
 ",45,5,6
"
Relief
","
Mike Stud
",109,55,2
"
+
","
Ed Sheeran
",62,5,49
"
Overexposed
","
Maroon 5
",49,2,47
"
Indicud
","
Kid Cudi
",43,2,5
"
Star Trek: Into Darkness
","
Soundtrack
",-,-,-
"
Greatest Hits: Chapter One
","
Kelly Clarkson
",54,11,26
"
Bankrupt!
","
Phoenix
",55,4,4
"
Our Version Of Events
","
Emeli Sande
",71,28,27
"
Four The Record
","
Miranda Lambert
",58,3,79
"
NOW 45
","
Various Artists
",56,3,15
"
Paramore
","
Paramore
",59,1,6
"
Blown Away
","
Carrie Underwood
",53,1,55
"
Hotel California
","
Tyga
",66,7,6
"
Bring Your Nothing
","
Shane & Shane
",-,-,-
"
Promises
","
The Boxer Rebellion
",-,-,-
"
Super Hits
","
 George Jones
",68,56,4
"
Sigh No More
","
Mumford & Sons
",76,2,165
"
Hunter Hayes
","
Hunter Hayes
",64,17,66
"
Doo-Wops & Hooligans
","
Bruno Mars
",72,3,135
"
Under The Influence
","
Straight No Chaser
",28,28,2
"
Boys & Girls
","
Alabama Shakes
",75,6,55
"
Same Trailer Different Park
","
Kacey Musgraves
",78,2,9
"
El Camino
","
The Black Keys
",103,2,76
"
Kaleidoscope Dream
","
Miguel
",84,3,33
"
The Piano Guys 2
","
The Piano Guys
",38,38,2
"
More Than Just A Dream
","
Fitz And The Tantrums
",26,26,2
"
Take Me Home
","
One Direction
",82,1,27
"
Asondeguerra Tour
","
Juan Luis Guerra 440
",-,-,-
"
10,000 Reasons
","
Matt Redman
",61,60,24
"
Journey's Greatest Hits
","
Journey
",81,10,261
"
Les Miserables
","
Soundtrack
",57,1,22
"
Venomous Rat Regeneration Vendor
","
Rob Zombie
",60,7,4
"
The Legend Of Johnny Cash
","
Johnny Cash
",80,5,118
"
Best Days
","
Tamela Mann
",63,14,36
"
Dark & Dirty Mile
","
Jason Boland And The Stragglers
",-,-,-
"
Uncaged
","
Zac Brown Band
",86,1,45
"
16 Biggest Hits
","
George Jones
",107,42,4
"
Love Has Come For You
","
Steve Martin & Edie Brickell
",67,21,4
"
Outlaw Gentlemen & Shady Ladies
","
Volbeat
",79,9,6
"
Long.Live.A$AP
","
A$AP Rocky
",99,1,18
"
American Kid
","
Patty Griffin
",36,36,2
"
Haunted House (EP)
","
Knife Party
",37,37,2
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",127,18,268
"
Girl On Fire
","
Alicia Keys
",77,1,25
"
Nashville: Season 1: Volume 1
","
Soundtrack
",85,14,23
"
Green
","
R.E.M.
",-,12,41
"
Unstoppable Momentum
","
Joe Satriani
",42,42,2
"
Endless Fantasy
","
Anamanaguchi
",-,-,-
"
How I Learned To Stop Giving A Shit And Love Mindless Self Indulgence
","
Mindless Self Indulgence
",-,-,-
"
Discovery
","
Daft Punk
",-,44,22
"
Paradise (EP)
","
Lana Del Rey
",165,10,18
"
#willpower
","
will.i.am
",102,9,4
"
Number Ones
","
Michael Jackson
",100,13,159
"
Kidz Bop Party Hits!
","
Kidz Bop Kids
",-,-,-
"
WOW Hits 2013
","
Various Artists
",95,35,34
"
Now What?!
","
Deep Purple
",-,110,2
"
Monomania
","
Deerhunter
",41,41,2
