Song, Artist, Last Week, Peak Position, Weeks on Chart
"No Strings Attached","'N Sync",-,1,5
"
My Name Is Joe
","
Joe
",-,-,-
"
Unleash The Dragon
","
Sisqo
",4,2,21
"
Supernatural
","
Santana
",3,1,45
"
The Writing's On The Wall
","
Destiny's Child
",7,5,39
"
Christina Aguilera
","
Christina Aguilera
",14,1,35
"
Return Of Saturn
","
No Doubt
",2,2,2
"
Human Clay
","
Creed
",12,1,30
"
Emotional
","
Carl Thomas
",-,-,-
"
Devil Without A Cause
 ","
Kid Rock
",13,4,69
"
Dr. Dre -- 2001
","
Dr. Dre
",9,2,23
"
Fly
 ","
Dixie Chicks
",16,1,34
"
On How Life Is
","
Macy Gray
",10,4,39
"
Romeo Must Die -- The Album
","
Soundtrack
",6,3,4
"
 ...And Then There Was X
","
DMX
",11,1,18
"
Unrestricted
","
Da Brat
",5,5,2
"
Millennium
","
Backstreet Boys
",20,1,49
"
Vol. 3... Life And Times Of S. Carter
","
JAY-Z
",15,1,17
"
The Wall Live 1980-81: Is There Anybody Out There?
","
Pink Floyd
",-,-,-
"
Breathe
","
Faith Hill
",19,1,24
"
Hooray For Boobies
","
Bloodhound Gang
",17,14,8
"
Yeeeah Baby
","
Big Punisher
",8,3,3
"
Europop
","
Eiffel 65
",30,4,21
"
Californication
","
Red Hot Chili Peppers
",22,3,46
"
All The Way...A Decade Of Song
","
Celine Dion
",25,1,23
"
WWF: World Wrestling Federation -- Aggression
 ","
Various Artists
",23,8,5
"
The Better Life
","
3 Doors Down
",27,27,11
"
War & Peace Vol. 2 (The Peace Disc)
","
Ice Cube
",18,3,5
"
BTNHResurrection
","
Bone Thugs-N-Harmony
",24,2,8
"
Significant Other
","
Limp Bizkit
",32,1,44
"
Marc Anthony
","
Marc Anthony
",28,8,30
"
...Baby One More Time
","
Britney Spears
",40,1,67
"
Can't Take Me Home
","
P!nk
",29,26,3
"
Enrique
","
Enrique Iglesias
",38,33,22
"
Opposite Of H2O
","
Drag-On
",21,5,4
"
Life Story
","
Black Rob
",26,3,7
"
Latest Greatest Straitest Hits
","
George Strait
",33,2,7
"
Enema Of The State
","
Blink-182
",39,9,47
"
Let's Make Sure We Kiss Goodbye
","
Vince Gill
",-,-,-
"
Affirmation
","
Savage Garden
",43,6,24
"
So Real
","
Mandy Moore
",55,31,20
"
Come On Over
","
Shania Twain
",42,2,129
"
Everything You Want
","
Vertical Horizon
",41,40,16
"
Brand New Day
","
 Sting
",36,15,30
"
Causin' Drama
","
Drama
",35,32,11
"
G
","
Gerald Levert
",31,8,7
"
Godsmack
","
Godsmack
",45,22,68
"
Now 3
","
Various Artists
",60,4,20
"
Lonely Grill
","
Lonestar
",50,28,47
"
Grammy Nominees 2000
","
Various Artists
",56,9,11
"
Slipknot
","
Slipknot
",52,51,41
"
Tarzan
","
Soundtrack
",61,5,47
"
Issues
","
Korn
",48,1,23
"
Where I Wanna Be
","
Donell Jones
",46,35,28
"
Voodoo
","
D'Angelo
",63,1,13
"
Two Against Nature
","
Steely Dan
",37,6,8
"
The Piece Maker
","
Tony Touch
",-,-,-
"
Sweet Kisses
","
Jessica Simpson
",75,52,22
"
J.E. Heartbreak
","
Jagged Edge
",54,8,14
"
Blue
","
Third Eye Blind
",64,40,22
"
Vitamin C
","
Vitamin C
",91,61,7
"
The Slim Shady LP
","
Eminem
",70,2,61
"
Reinventing The Steel
","
Pantera
",44,4,5
"
Play
","
Moby
",53,53,37
"
Astro Lounge
","
Smash Mouth
",88,6,46
"
Dirty Harriet
","
Rah Digga
",34,18,3
"
Stiff Upper Lip
","
AC/DC
",58,7,8
"
Wide Open Spaces
","
Dixie Chicks
",71,4,117
"
Totally Hits
","
Various Artists
",73,14,24
"
God Is Working -- Live
","
The Brooklyn Tabernacle Choir
",-,-,-
"
The Fundamental Elements Of Southtown
","
P.O.D.
",51,51,16
"
Real Live Woman
","
Trisha Yearwood
",49,27,4
"
'N Sync
","
'N Sync
",96,2,109
"
Make Yourself
","
Incubus
",62,62,21
"
Book Of Thugs: Chapter A.K., Verse 47
","
Trick Daddy
",69,26,10
"
A Little Bit Of Mambo
","
Lou Bega
",74,3,35
"
A Place In The Sun
","
Tim McGraw
",86,1,51
"
5
","
Lenny Kravitz
",72,28,102
"
400 Degreez
","
Juvenile
",68,9,77
"
Voice Of An Angel
","
Charlotte Church
",119,28,58
"
Da Baddest B***h
","
Trina
",57,33,5
"
Hear My Cry
","
Sonique
",67,67,10
"
WOW Worship Orange: Today's 30 Most Powerful Worship Songs
","
Various Artists
",65,65,4
"
Telling Stories
","
Tracy Chapman
",78,33,10
"
Like Water For Chocolate
","
Common
",47,16,4
"
From The Bottom To The Top
","
Sammie
",83,75,6
"
A Place In The Sun
","
Lit
",85,31,58
"
S & M
","
Metallica With Michael Kamen Conducting The San Francisco Symphony Orchestra
",81,2,22
"
Irv Gotti Presents... The Murderers
","
The Murderers
",59,15,5
