Song, Artist, Last Week, Peak Position, Weeks on Chart
"Ultraviolence","Lana Del Rey",-,1,1
"
In The Lonely Hour
","
Sam Smith
",-,-,-
"
The Hunting Party
","
Linkin Park
",-,-,-
"
Frozen
","
Soundtrack
",3,1,30
"
Band Of Brothers
","
Willie Nelson
",-,-,-
"
Platinum
","
Miranda Lambert
",2,1,3
"
Lazaretto
","
Jack White
",1,1,2
"
A.K.A.
","
Jennifer Lopez
",-,-,-
"
while(1<2)
","
deadmau5
",-,-,-
"
Just As I Am
","
Brantley Gilbert
",4,2,5
"
NOW 50
","
Various Artists
",6,1,7
"
Ghost Stories
 ","
Coldplay
",7,1,5
"
The Fault In Our Stars
","
Soundtrack
",5,5,5
"
Turn Blue
","
The Black Keys
",8,1,6
"
Mutineers
","
David Gray
",-,-,-
"
Mali Is
","
Mali Music
",-,-,-
"
Xscape
","
Michael Jackson
",9,2,6
"
A Town Called Paradise
","
Tiesto
",-,-,-
"
The New Classic
","
Iggy Azalea
",22,3,9
"
Crash My Party
","
Luke Bryan
",11,1,45
"
Here's To The Good Times
","
Florida Georgia Line
",17,4,81
"
NOW That's What I Call Country: Volume 7
","
Various Artists
",10,10,3
"
Animal Ambition: An Untamed Desire To Win
","
50 Cent
",15,4,3
"
The Outsiders
","
Eric Church
",19,1,19
"
Pure Heroine
","
Lorde
",25,3,38
"
Led Zeppelin
","
Led Zeppelin
",16,7,98
"
AM
","
Arctic Monkeys
",39,6,41
"
Native
","
OneRepublic
",26,4,65
"
Based On A True Story ...
","
Blake Shelton
",30,3,65
"
 Think Like A Man Too (Soundtrack)
","
Mary J. Blige
",-,-,-
"
Born To Die
","
Lana Del Rey
",55,2,125
"
G I R L
","
Pharrell Williams
",29,2,16
"
Led Zeppelin III
","
Led Zeppelin
",21,1,45
"
Led Zeppelin II
","
Led Zeppelin
",20,1,101
"
PRISM
","
Katy Perry
",38,1,35
"
Love In The Future
","
John Legend
 ",41,4,42
"
Rewind
","
Rascal Flatts
",27,5,6
"
Night Visions
","
Imagine Dragons
",34,2,94
"
Kuntry Livin'
","
Big Smo
",40,31,3
"
Talk Dirty
","
Jason Derulo
",35,4,10
"
The Very Best Of
","
Frankie Valli & The 4 Seasons
",-,-,-
"
Vans Warped Tour '14: 2014 Tour Compilation
","
Various Artists
",58,42,2
"
The Marshall Mathers LP 2
","
Eminem
",52,1,33
"
Bad Blood
","
Bastille
",46,11,42
"
Aladdin
","
Original Broadway Cast Recording
",-,45,2
"
Me. I Am Mariah... The Elusive Chanteuse
","
Mariah Carey
",43,3,4
"
Journey's Greatest Hits
","
Journey
",50,10,310
"
Riser
","
Dierks Bentley
",47,6,17
"
Remember Two Things
","
Dave Matthews Band
",-,-,-
"
She Looks So Perfect (EP)
","
5 Seconds Of Summer
",54,2,12
"
Amazing
","
Ricky Dillard & New G
",28,28,2
