Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Blood For Blood
 ","
HellYeah
",18,18,2
"
Stay Gold
","
First Aid Kit
",23,23,2
"
Greatest Hits
","
Boston
",130,47,18
"
Cole Swindell
","
Cole Swindell
",72,3,18
"
Unorthodox Jukebox
","
Bruno Mars
",51,1,80
"
NOW 49
","
Various Artists
",57,1,20
"
How To Train Your Dragon 2: Music From The Motion Picture
","
Soundtrack
",79,58,2
"
Behind The Light
","
Phillip Phillips
",42,7,5
"
Whispers
","
Passenger
",12,12,2
"
Natural Renegade: Opus Collection
","
Willie Nelson
",-,-,-
"
Chapter Of The Forest
","
Trevor Hall
",-,-,-
"
Same Trailer Different Park
","
Kacey Musgraves
",71,2,59
"
Storyline
","
Hunter Hayes
",69,3,7
"
Shatter Me
","
Lindsey Stirling
",56,2,8
"
Songs Of The Story So Far (EP)
","
The Story So Far
",-,-,-
"
Paramore
","
Paramore
",70,1,58
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",59,18,318
"
Simplicity
","
Tesla
",24,24,2
"
Disney Karaoke Series: Frozen (EP)
","
Various Artists
",65,17,10
"
+
","
Ed Sheeran
",76,5,98
"
Days Of Gold
","
Jake Owen
",74,15,27
"
Familiars
","
The Antlers
",-,-,-
"
Oxymoron
","
ScHoolboy Q
",86,1,17
"
Chase Dreams (EP)
","
Kalin And Myles
",-,-,-
"
Midnight Memories
","
One Direction
",78,1,30
"
Count Me In
","
Rebelution
",14,14,2
"
Nothing Was The Same
","
Drake
",85,1,39
"
Shine On
","
Sarah McLachlan
",62,4,7
"
[Hybrid Theory]
","
Linkin Park
",108,2,142
"
 Brazil: Music Is The Pulse
","
Various Artists
",-,-,-
"
Beyonce
","
Beyonce
",88,1,28
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",66,1,38
"
The Lego Movie
","
Soundtrack
",-,37,7
"
The Rockville LP
","
O.A.R.
",13,13,2
"
The Secret (EP)
","
Austin Mahone
",63,5,4
"
Honest
 ","
Future
",94,2,9
"
Formula: Vol. 2
","
Romeo Santos
",117,5,17
"
The Dark Side Of The Moon
","
Pink Floyd
",73,1,867
"
Paradise (EP)
","
Lana Del Rey
",-,10,50
"
Stockholm
","
Chrissie Hynde
",36,36,2
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",80,19,74
"
My Krazy Life
","
YG
",92,2,14
"
Last Dance
","
Keith Jarrett / Charlie Haden
",-,-,-
"
The Blessed Unrest
","
Sara Bareilles
",107,2,45
"
The Legend Of Johnny Cash
","
Johnny Cash
",82,5,171
"
Yours Truly
","
Ariana Grande
",97,1,38
"
Shakira.
","
Shakira
",83,2,13
"
Doo-Wops & Hooligans
","
Bruno Mars
",87,3,191
"
Sail Out (EP)
","
Jhene Aiko
",95,8,31
"
Mastermind
","
Rick Ross
",113,1,16
"
Lunatic
","
KONGOS
",119,102,10
"
good kid, m.A.A.d city
","
Kendrick Lamar
",115,2,87
"
Greatest Hits
","
The Notorious B.I.G.
",-,1,29
"
Welcome To The New
","
MercyMe
",138,4,11
"
Kidz Bop 25
","
Kidz Bop Kids
",144,3,23
"
Testimony
","
August Alsina
",103,2,10
"
Because The Internet
","
Childish Gambino
",126,7,28
"
Tailgates & Tanlines
","
Luke Bryan
",93,2,150
"
21
","
Adele
",104,1,174
"
Eye On It
","
tobyMac
",60,1,43
"
Save Rock And Roll
","
Fall Out Boy
",121,1,62
"
The 1975
","
The 1975
",89,28,32
"
Sinatra: Best Of The Best
","
Frank Sinatra
",75,23,27
"
Neon Steeple
","
Crowder
",84,9,4
"
Corazon
","
Santana
",68,9,7
"
Lindsey Stirling
","
Lindsey Stirling
",111,23,82
"
Back In Black
","
AC/DC
",91,4,170
"
Sex And Love
","
Enrique Iglesias
",120,8,14
"
Supernova
","
Ray LaMontagne
",96,3,8
"
Hail To The King
","
Avenged Sevenfold
",112,1,43
"
Thrive
","
Casting Crowns
",90,6,21
"
Bangerz
","
Miley Cyrus
",106,1,37
"
Morning Phase
","
Beck
",109,3,17
"
Rivers In The Wasteland
","
NEEDTOBREATHE
",101,3,10
"
Road Between
","
Lucy Hale
",67,14,3
"
Pitch Perfect
","
Soundtrack
",152,3,87
"
Sorry I'm Late
","
Cher Lloyd
",-,12,3
"
22 Jump Street
","
Soundtrack
",189,129,2
"
Settle
","
Disclosure
",141,38,9
"
Red River Blue
","
 Blake Shelton
",123,1,114
"
Their Greatest Hits 1971-1975
","
Eagles
",81,1,154
"
Lights Out
","
Ingrid Michaelson
",116,5,10
"
The Eminem Show
","
Eminem
",143,1,170
"
After Party
","
Ghost Town
",-,-,-
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",148,18,147
"
Going To Hell
","
The Pretty Reckless
",147,5,14
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",154,22,193
"
Uncaged
","
Zac Brown Band
",140,1,95
"
Night Train
","
Jason Aldean
",129,1,88
"
Leave Your Mark
","
Stars In Stereo
",-,-,-
"
War Eternal
","
Arch Enemy
",44,44,2
"
La Gargola
","
Chevelle
",131,3,12
"
The Foundation
","
Zac Brown Band
",142,9,269
"
The Essential Michael Jackson
","
Michael Jackson
",150,53,102
"
The Wrong Side Of Heaven...Volume 2
","
Five Finger Death Punch
",149,2,31
"
All The Right Reasons
","
Nickelback
",162,1,197
"
If/Then: A New Musical
","
Original Broadway Cast Recording
 ",64,19,3
"
Jersey Boys
","
Original Broadway Cast Recording
",-,85,62
"
Unstoppable Love
","
Jesus Culture
",114,25,3
"
You Get What You Give
","
Zac Brown Band
",136,1,164
"
WOW Hits 2014
","
Various Artists
",110,25,39
"
Love Is Everything
","
George Strait
",98,2,48
"
Halfway To Heaven
","
Brantley Gilbert
",151,4,129
"
Out Among The Stars
","
Johnny Cash
",77,3,13
"
Metallica
","
Metallica
",171,1,311
"
A.M.
","
Chris Young
",-,3,16
"
Number Ones
","
Michael Jackson
",128,13,181
"
Let The Ocean Take Me
","
The Amity Affliction
",31,31,2
"
Chef
","
Soundtrack
",168,160,4
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",175,5,178
"
Greatest Hits
","
Fleetwood Mac
",-,14,53
"
The Slim Shady LP
","
Eminem
",-,2,103
"
NOW 48
","
Various Artists
",179,3,32
"
My Own Lane
","
Kid Ink
",-,3,21
"
Songs You Know By Heart: Jimmy Buffett's Greatest Hit(s)
","
Jimmy Buffett
",-,100,33
"
Thriller
","
Michael Jackson
 ",161,1,212
"
Greatest Hits 1974-78
","
The Steve Miller Band
",-,18,26
"
Mothership
","
Led Zeppelin
",135,7,187
"
Where It All Began
","
Dan + Shay
",-,6,11
"
Teenage Dream
","
Katy Perry
",177,1,182
"
Blue Smoke
","
Dolly Parton
",137,6,6
"
Super Hits
","
Willie Nelson
",159,98,91
"
Playing For Change 3: Songs Around The World
","
Various Artists
",-,-,-
"
Pretty Low
","
Expire
",-,-,-
"
Greatest Hits
","
Guns N' Roses
",173,3,283
"
Modern Vampires Of The City
 ","
Vampire Weekend
",165,1,52
"
Disgusting
","
Beartooth
",48,48,2
"
Sigh No More
","
Mumford & Sons
",186,2,211
"
New Eyes
","
Clean Bandit
",-,-,-
"
Greatest Hits
","
James Taylor
",198,15,60
"
Recess
","
Skrillex
",182,4,14
"
Helios
","
The Fray
",-,8,6
"
Meteora
","
Linkin Park
",-,1,107
"
Stolen Dance (EP)
","
Milky Chance
",-,-,-
"
One Love, One Rhythm: The 2014 FIFA World Cup Official Album
","
Various Artists
",124,45,3
"
Supermodel
","
Foster The People
",170,3,14
"
Nirvana E.P.
","
Sam Smith
",-,126,5
"
...Hits
","
Phil Collins
",-,6,118
"
1
","
The Beatles
",167,1,176
"
El Camino
","
The Black Keys
",190,2,99
"
Hunter Hayes
","
Hunter Hayes
",-,7,121
"
Babel
","
Mumford & Sons
",172,1,90
"
Oh, What A Life
","
American Authors
",146,15,14
"
Rose (EP)
 ","
The Front Bottoms
",-,-,-
"
A Letter Home
","
Neil Young
",100,13,4
"
Vessel
","
twenty one pilots
",-,58,15
"
All The Little Lights
","
Passenger
",127,26,47
"
Outlaw Gentlemen & Shady Ladies
","
Volbeat
",-,9,43
"
Number One Hits
","
Tim McGraw
",-,27,87
