Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Big Bang","Busta Rhymes",-,1,1
"
Taking The Long Way
","
Dixie Chicks
",2,1,4
"
Decemberunderground
","
AFI
",1,1,2
"
High School Musical
","
Soundtrack
",5,1,23
"
One - X
","
Three Days Grace
",-,-,-
"
Cars
","
Soundtrack
",7,6,2
"
Stadium Arcadium
","
Red Hot Chili Peppers
",6,1,6
"
Me And My Gang
","
Rascal Flatts
",8,1,11
"
New Joc City
","
Yung Joc
",3,3,2
"
Laugh Now, Cry Later
","
Ice Cube
",4,4,2
"
St. Elsewhere
","
Gnarls Barkley
",11,11,6
"
Amore
","
Andrea Bocelli
",25,3,20
"
A Girl Like Me
","
Rihanna
",9,5,8
"
12 Gardens Live
","
Billy Joel
",-,-,-
"
NOW 21
","
Various Artists
",10,2,11
"
Some Hearts
","
Carrie Underwood
",13,2,31
"
Oral Fixation Vol. 2
","
Shakira
",15,5,29
"
Precious Memories
","
Alan Jackson
",28,4,16
"
Blue Collar Comedy Tour: One For The Road
","
Various Artists
",19,19,2
"
White Trash With Money
","
Toby Keith
",29,2,10
"
All The Right Reasons
","
Nickelback
",24,1,37
"
10,000 Days
","
Tool
",14,1,7
"
Greatest Hits Vol 2: Reflected
","
Tim McGraw
",22,2,12
"
A Fever You Can't Sweat Out
","
Panic! At The Disco
",21,16,28
"
Back To Bedlam
","
James Blunt
",17,2,37
"
What's Left Of Me
","
Nick Lachey
",31,2,6
"
The Legend Of Johnny Cash
","
Johnny Cash
",42,5,34
"
PCD
","
The Pussycat Dolls
",23,5,40
"
American Idol Season 5: Encores
","
Soundtrack
",16,3,4
"
The Sound Of Revenge
","
Chamillionaire
",18,10,30
"
We Shall Overcome: The Seeger Sessions
","
Bruce Springsteen
",33,3,8
"
King
","
T.I.
",26,1,12
"
How To Save A Life
","
The Fray
",30,26,24
"
We Don't Need To Whisper
","
Angels & Airwaves
",20,4,4
"
Pearl Jam
","
Pearl Jam
",35,2,7
"
In My Own Words
","
Ne-Yo
",32,1,16
"
Eye To The Telescope
","
KT Tunstall
",37,33,19
"
IV
","
Godsmack
",40,1,8
"
The Road And The Radio
","
Kenny Chesney
",48,1,32
"
Surprise
","
Paul Simon
",65,14,6
"
Foiled
","
Blue October
",34,29,11
"
Stand Still, Look Pretty
","
The Wreckers
",36,14,4
"
Feels Like Today
","
Rascal Flatts
",49,1,90
"
 All The Roadrunning
","
Mark Knopfler And Emmylou Harris
",62,17,8
"
Breakaway
","
Kelly Clarkson
",43,3,81
"
Listennn: The Album
","
DJ Khaled
",12,12,2
"
 Living With War
","
Neil Young
",74,15,6
"
Earth To America
","
Widespread Panic
",-,-,-
"
It's Time
","
Michael Buble
",55,7,71
"
Modern Day Drifter
","
Dierks Bentley
",57,6,58
"
Time Well Wasted
","
Brad Paisley
",63,2,44
"
Be Here
","
Keith Urban
",50,3,91
"
The Breakthrough
","
Mary J. Blige
",41,1,26
"
15
","
Buckcherry
",46,46,10
"
The Road To Here
","
Little Big Town
",58,51,37
"
Daniel Powter
","
Daniel Powter
",38,9,10
"
Baby Makin' Music
","
The Isley Brothers Feat. Ronald Isley
",47,5,6
"
Curious George (Soundtrack)
","
Jack Johnson
",59,1,19
"
Greatest Hits Volume 1
","
Phil Vassar
",67,10,7
"
Broken Boy Soldiers
","
The Raconteurs
",44,7,5
"
King Of Kings
","
Don Omar
 ",45,7,4
"
Hillbilly Deluxe
","
Brooks & Dunn
",72,3,42
"
The Rising Tied
","
Fort Minor
",51,51,14
"
Louder Now
","
Taking Back Sunday
",53,2,8
"
Move Along
","
The All-American Rejects
",54,6,49
"
Wolfmother
","
Wolfmother
",70,22,7
"
Unwritten
","
Natasha Bedingfield
",60,26,35
"
Extreme Behavior
","
Hinder
",66,66,20
"
Your Man
","
Josh Turner
",75,2,21
"
A Little More Livin'
","
Trent Willmon
",-,-,-
"
Rather Ripped
","
Sonic Youth
",-,-,-
"
Monkey Business
","
The Black Eyed Peas
",71,2,54
"
The Trinity
","
Sean Paul
",64,7,38
"
In Between Dreams
","
Jack Johnson
",81,2,68
"
Greatest Hits
","
Guns N' Roses
",79,3,117
"
Songs About Me
","
Trace Adkins
",88,11,65
"
Walk The Line
","
Soundtrack
",102,9,31
"
WWE: Wreckless Intent
","
Soundtrack
",68,8,4
"
Songs From Black Mountain
","
Live
",52,52,2
"
Vans Warped Tour 2006 Compilation
","
Various Artists
",27,27,2
"
Greatest Hits
","
Huey Lewis & The News
",100,70,4
"
Disneymania 4: Music Stars Sing Disney ...Their Way!
","
Various Artists
",73,15,11
"
Fallout From The War
","
Shadows Fall
",-,-,-
"
Coming Up To Breathe
","
MercyMe
",98,13,8
"
Jersey Boys
","
Original Broadway Cast Recording
",186,85,2
"
Eyes Open
","
Snow Patrol
",76,34,6
"
See You On The Other Side
","
Korn
",91,3,28
"
Director
","
Avant
",78,4,8
"
Twice The Speed Of Life
","
Sugarland
",89,16,74
"
Chris Brown
","
Chris Brown
",84,2,29
"
Killa Season
","
Cam'ron
",61,2,5
"
Curtain Call: The Hits
","
Eminem
",82,1,28
"
Rockin' You Tonight
","
Blaine Larsen
",-,-,-
"
From Under The Cork Tree
","
Fall Out Boy
",85,9,59
"
Barrio Fino: En Directo
","
Daddy Yankee
",149,24,27
"
Flyleaf
","
Flyleaf
",86,60,17
"
Goodbye Alice In Wonderland
","
Jewel
",77,8,7
"
Yeah!
","
Def Leppard
",80,16,4
"
Greatest Hits
","
Creed
",116,15,55
"
On Top Of Our Game
","
Dem Franchize Boyz
",87,5,19
"
Every Man For Himself
","
Hoobastank
",83,12,5
"
Retaliation
","
Dane Cook
",121,4,47
"
My Ghetto Report Card
","
E-40
",97,3,14
"
Greatest Hits 2
","
Toby Keith
",123,3,84
"
Have A Nice Day
","
Bon Jovi
",106,2,39
"
Let Love In
","
Goo Goo Dolls
",93,9,8
"
The Best Of Poison: 20 Years Of Rock
","
Poison
",111,17,11
"
Bolton Swings Sinatra: The Second Time Around
","
Michael Bolton
",56,51,4
"
Lifesong
","
Casting Crowns
",118,9,42
"
I'm Not Dead
","
P!nk
",104,6,11
"
Unpredictable
","
Jamie Foxx
",126,1,26
"
Jason Aldean
","
Jason Aldean
",112,37,47
"
Todd Smith
","
LL Cool J
",99,6,10
"
Jagged Edge
","
Jagged Edge
",95,4,6
"
Youth
","
Matisyahu
",109,4,15
"
Greatest Hits II
","
Diamond Rio
",142,62,6
"
So Amazin'
","
Christina Milian
",90,11,5
"
A Beautiful Lie
","
Thirty Seconds To Mars
",127,44,9
"
Tough All Over
","
Gary Allan
",131,3,30
"
The Charm
","
Bubba Sparxxx
",107,9,11
"
Ancora
","
Il Divo
",168,1,21
"
Educated Horses
","
Rob Zombie
",114,5,12
"
 Demon Days
","
Gorillaz
",119,6,56
"
The River In Reverse
","
Elvis Costello & Allen Toussaint
",103,103,2
"
The Way It Is
","
Keyshia Cole
",113,6,52
"
21 Number Ones
","
Kenny Rogers
",147,24,21
"
Best Of Chris Isaak
","
Chris Isaak
",156,54,6
"
3121
","
Prince
",128,1,13
"
Sapphire
","
Teena Marie
",135,24,6
"
The Greatest Songs Of The Fifties
","
Barry Manilow
",129,1,20
"
The Emancipation Of Mimi
","
Mariah Carey
",110,1,62
"
WOW Worship (Aqua)
","
Various Artists
",140,75,11
"
Soundtrack To Your Life
","
Ashley Parker Angel
",92,5,5
"
Blood Money
","
Mobb Deep
",96,3,7
"
Begin To Hope
","
Regina Spektor
",-,-,-
"
Pa'l Mundo
","
Wisin & Yandel
",136,30,24
"
Koast II Koast
","
Kottonmouth Kings
",39,39,2
"
Victory Live!
","
Tye Tribbett & G.A.
",132,64,4
"
Fireflies
","
Faith Hill
",139,1,46
"
Confessions On A Dance Floor
","
Madonna
",124,1,31
"
Somewhere Down In Texas
","
George Strait
",163,1,32
"
In My Mind
","
Heather Headley
",130,5,20
"
NOW Latino
","
Various Artists
",122,36,13
"
Tha Carter II
","
Lil Wayne
",117,2,28
"
 Into The Rush
","
Aly & AJ
",138,36,44
"
Black & Blue
","
Roy D. Mercer
",190,146,2
"
Water & Bridges
","
Kenny Rogers
",170,14,13
"
Amor
","
Andrea Bocelli
",-,110,12
"
X&Y
","
Coldplay
",148,1,54
"
Popaganda
","
 Head Automatica
",69,69,2
"
The Anatomy Of
","
Between The Buried And Me
",-,-,-
"
Il Divo
","
Il Divo
",199,4,61
"
Wherever You Are
","
 Third Day
",184,8,32
"
Comin' To Your City
","
Big & Rich
",185,7,24
"
Underage Thinking
","
Teddy Geiger
",134,8,13
"
Hero
","
Kirk Franklin
",158,13,37
"
Celtic Woman
","
Celtic Woman
",169,53,64
"
The Right To Bare Arms
","
Larry The Cable Guy
",-,7,27
"
The Long Road Home: The Ultimate John Fogerty-Creedence Collection
","
John Fogerty
",-,13,17
"
A Prairie Home Companion
","
Soundtrack
",-,-,-
"
Kerosene
","
Miranda Lambert
",150,18,62
"
The Garden
","
Zero 7
",94,94,2
"
III
","
Joe Nichols
",178,7,34
"
Greatest Hits
","
Neil Young
",-,27,15
"
50 Number Ones
","
George Strait
",187,1,71
"
 Both Sides Of The Gun
","
Ben Harper
",146,7,13
"
Chapter V
","
Staind
",160,1,45
"
American Idiot
","
Green Day
",162,1,91
"
Amarantine
","
Enya
",-,6,29
"
Chroma
","
Cartel
",-,-,-
"
Greatest Hits: The Road Less Traveled
","
Melissa Etheridge
",-,14,14
"
Rock Of Ages: The Definitive Collection
","
Def Leppard
",176,10,27
"
Stone Cold Classics
","
Queen
",161,45,10
"
Us And Them
","
Shinedown
",180,23,36
"
Monster Ballads: Platinum Edition
","
Various Artists
",181,18,20
"
Suitcase
","
Keb' Mo'
",-,-,-
"
Kidz Bop 9
","
Kidz Bop Kids
",151,2,17
"
Doin' Somethin' Right
","
Billy Currington
",166,11,35
"
Greatest Hits
","
Shania Twain
",152,2,64
"
Danielle Peck
","
Danielle Peck
",115,115,2
"
Move By Yourself
","
Donavon Frankenreiter
",105,105,2
"
Arriving
","
Chris Tomlin
",-,39,35
"
Ten Thousand Fists
","
Disturbed
",174,1,39
"
Greatest Hits
","
Bone Thugs-N-Harmony
",191,95,56
"
She Wants Revenge
","
She Wants Revenge
",197,38,20
"
FishScale
","
Ghostface Killah
",133,4,12
"
Borron Y Cuenta Nueva
","
Grupo Montez de Durango
",153,66,7
"
Piece By Piece
","
Katie Melua
",108,108,2
"
Mas Alla Del Sol
","
Joan Sebastian
",-,-,-
"
Prairie Wind
","
Neil Young
",-,11,27
"
Rockford
","
Cheap Trick
",101,101,2
"
Whatever People Say I Am, That's What I'm Not
","
Arctic Monkeys
",164,24,17
"
If Only You Were Lonely
","
Hawthorne Heights
",157,3,16
"
You Can't Fix Stupid
","
Ron White
",-,14,11
"
Personal File
","
Johnny Cash
",-,108,3
"
Tierra Extrana
","
Patrulla 81
",125,125,2
"
NOW #1's
","
Various Artists
",179,6,21
"
Un Nuevo Dia
","
Frankie J
",-,-,-
"
Wildflower
","
Sheryl Crow
",198,2,38
"
Back 2 Da Basics
","
Yo Gotti
",155,84,4
