Song, Artist, Last Week, Peak Position, Weeks on Chart
"Lines, Vines And Trying Times","Jonas Brothers",-,1,1
"
The E.N.D.
","
The Black Eyed Peas
",1,1,2
"
Big Whiskey And The GrooGrux King
","
Dave Matthews Band
",2,1,3
"
Relapse
","
Eminem
",3,1,5
"
Monuments And Melodies
","
Incubus
",-,-,-
"
The Fame
","
Lady Gaga
",6,4,34
"
Chickenfoot
","
Chickenfoot
",4,4,3
"
Hannah Montana: The Movie
","
Soundtrack
",7,1,13
"
21st Century Breakdown
","
Green Day
",8,1,6
"
Fearless
","
Taylor Swift
",11,1,32
"
Only By The Night
","
Kings Of Leon
",12,5,39
"
The Foundation
","
Zac Brown Band
",16,12,31
"
Greatest Hits II
","
Kenny Chesney
",13,3,5
"
Michael Buble Meets Madison Square Garden
","
Michael Buble
",-,-,-
"
Unstoppable
","
Rascal Flatts
",14,1,11
"
Dark Horse
","
Nickelback
 ",15,2,31
"
Wide Open
","
Jason Aldean
",19,4,11
"
The Last
","
Aventura
",5,5,2
"
127 Rose Avenue
","
Hank Williams Jr.
",-,-,-
"
Learn To Live
","
Darius Rucker
",25,5,40
"
Twilight
","
Soundtrack
",17,1,33
"
Classique
","
Will Downing
",-,-,-
"
The Sound Of Madness
","
Shinedown
",21,8,52
"
Let It Roll: Songs By George Harrison
","
George Harrison
",-,-,-
"
Lady Antebellum
","
Lady Antebellum
",26,4,62
"
I Am...Sasha Fierce
 ","
Beyonce
",24,1,31
"
Let The Truth Be Told
","
Laura Izibor
",-,-,-
"
Love On The Inside
","
Sugarland
",37,1,48
"
The Ecstatic
","
Mos Def
",9,9,2
"
NOW 30
","
Various Artists
",22,1,13
"
Defying Gravity
","
Keith Urban
",29,1,12
"
Funhouse
","
P!nk
",27,2,34
"
Secret, Profane & Sugarcane
","
Elvis Costello
",23,13,3
"
In A Perfect World...
","
Keri Hilson
",31,4,13
"
Scars & Souvenirs
","
Theory Of A Deadman
",32,26,64
"
Above And Beyonce: Video Collection & Dance Mixes (EP)
","
Beyonce
",-,-,-
"
Street Sweeper Social Club
","
Street Sweeper Social Club
",-,-,-
"
Epiphany
","
Chrisette Michele
",39,1,7
"
That Lonesome Song
","
Jamey Johnson
",47,28,46
"
The Introduction Of Marcus Cooper
","
Pleasure P
",10,10,2
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",38,3,58
"
Together Through Life
","
Bob Dylan
",57,1,8
"
The Fray
","
The Fray
",45,1,20
"
Back & Fourth
","
Pete Yorn
",-,-,-
"
Little Bit Of Everything
","
Billy Currington
",62,13,19
"
Taylor Swift
","
Taylor Swift
",36,5,139
"
Good Time
","
Alan Jackson
",55,1,68
"
Live From Madison Square Garden
","
Eric Clapton And Steve Winwood
",52,14,5
"
La Revolucion
","
Wisin & Yandel
",30,7,4
"
ISolated INcident
","
Dane Cook
",43,4,5
"
Troubadour
","
George Strait
",73,1,64
"
Back From The Dead
","
Spinal Tap
",-,-,-
"
Intuition
","
Jamie Foxx
",49,3,27
"
Swan Songs
","
Hollywood Undead
",50,22,42
"
Carnival Ride
","
Carrie Underwood
",53,1,87
"
One Of The Boys
","
Katy Perry
",46,9,53
"
Want
","
3OH!3
",44,44,31
"
Mitchel Musso
","
Mitchel Musso
",35,19,3
"
Genius: The Ultimate Ray Charles Collection
","
Ray Charles
",42,35,5
"
Uplifter
","
311
",28,3,3
"
Quiet Nights
","
Diana Krall
",70,3,12
"
All I Ever Wanted
","
Kelly Clarkson
",56,1,15
"
No Line On The Horizon
","
U2
",66,1,16
"
Deeper Than Rap
","
Rick Ross
",54,1,9
"
New Again
","
Taking Back Sunday
",33,7,3
"
Rock N Roll Jesus
","
Kid Rock
",85,1,89
"
19
","
Adele
",83,10,54
"
Congo Square
","
Teena Marie
",20,20,2
"
Kellie Pickler
","
Kellie Pickler
",80,9,27
"
Blackout! 2
","
Method Man & Redman
",48,7,5
"
Wolfgang Amadeus Phoenix
","
Phoenix
",68,37,6
"
Let The Dominoes Fall
","
Rancid
",41,11,3
"
Viva La Vida or Death And All His Friends
","
Coldplay
",76,1,53
"
David Cook
","
David Cook
",72,3,31
"
Finding Beauty In Negative Spaces
","
Seether
",78,9,86
"
El Nino Loco
","
Rodney Carrington
",-,-,-
"
Just Go
","
Lionel Richie
",58,24,5
"
Veckatimest
","
Grizzly Bear
",63,8,4
"
Tha Carter III
","
Lil Wayne
",79,1,54
"
The High End Of Low
","
Marilyn Manson
",60,4,4
"
The Eternal
","
Sonic Youth
",18,18,2
"
Disney Channel Playlist
","
Various Artists
",88,82,2
"
iSouljaBoyTellem
","
Soulja Boy Tell'em
",74,43,27
"
Uncle Charlie
","
Charlie Wilson
",107,2,18
"
Love V/S Money
","
The-Dream
",77,2,15
"
I'm Not A Fan..But The Kids Like It!
","
Brokencyde
",-,-,-
"
The Point Of It All
","
Anthony Hamilton
",97,12,27
"
Daughtry
","
Daughtry
",101,1,135
"
Greatest Hits Volume 1
","
Rascal Flatts
",91,6,34
"
The Sound
","
Mary Mary
",99,7,35
"
Yanni Voices
","
Yanni
",116,20,13
"
Vans Warped Tour: 2009 Tour Compilation
 ","
Various Artists
",69,69,2
"
Tear Gas
","
The Jacka Of The Mob Figaz
",-,-,-
"
Back On My B.S.
","
Busta Rhymes
",67,5,5
"
Bitte Orca
","
Dirty Projectors
",65,65,2
"
Soul
","
Seal
",93,13,32
"
WOW Hits 2009
","
Various Artists
",121,31,37
"
Incredibad
","
The Lonely Island
",87,13,19
"
Paper Trail
","
T.I.
",82,1,38
"
Chess: In Concert
","
Cast Recording
",-,-,-
"
[a_CROSS//the_EARTH] : : Tear Down The Walls
","
Hillsong UNITED
",89,21,4
"
808s & Heartbreak
","
Kanye West
",84,1,30
"
Flight 666 (Soundtrack)
 ","
Iron Maiden
",34,34,2
"
City Of Black & White
","
Mat Kearney
",95,13,5
"
Swoon
","
Silversun Pickups
",94,7,10
"
Hustle Till I Die
","
Juicy J Of Three 6 Mafia
",-,-,-
"
Feel That Fire
","
Dierks Bentley
",114,3,20
"
Cage The Elephant
","
Cage The Elephant
",119,99,10
"
When The World Comes Down
","
The All-American Rejects
",92,15,27
"
The Last Kiss
","
Jadakiss
",90,3,11
"
Oracular Spectacular
","
MGMT
",106,38,68
"
Death Magnetic
","
Metallica
",118,1,41
