Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Monterey International Pop Festival
","
Various Artists
",59,58,3
"
Vans Warped Tour: 2007 Tour Compilation
","
Various Artists
",55,31,3
"
Once
","
Soundtrack
",100,71,4
"
The Needles The Space
","
Straylight Run
",-,-,-
"
One - X
","
Three Days Grace
",83,5,54
"
Elliott Yamin
","
Elliott Yamin
",70,3,14
"
Bucky Covington
","
Bucky Covington
",57,4,10
"
Carry On
","
Chris Cornell
",44,17,3
"
Introducing Joss Stone
","
Joss Stone
",73,2,14
"
Love, Pain & The Whole Crazy Thing
","
Keith Urban
",72,3,33
"
Pirates Of The Caribbean: At World's End
","
Soundtrack
",56,14,5
"
Boys Like Girls
","
Boys Like Girls
",106,80,10
"
Messengers
","
August Burns Red
",-,-,-
"
Not Too Late
","
Norah Jones
",67,1,21
"
Year Zero
","
Nine Inch Nails
",76,2,10
"
As Cruel As School Children
","
Gym Class Heroes
",84,35,28
"
Alright, Still...
","
Lily Allen
",85,20,21
"
Waking Up Laughing
","
Martina McBride
",74,4,12
"
 For The Love
","
Tracy Lawrence
",77,53,21
"
One Of The Boys
","
Gretchen Wilson
",63,5,6
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",80,6,8
"
Live In Dublin
","
 Bruce Springsteen With The Sessions Band
",47,23,3
"
Rocket Man: Number Ones
","
Elton John
",88,9,13
"
Don't You Fake It
","
The Red Jumpsuit Apparatus
",87,25,49
"
 Snakes & Arrows
","
Rush
",78,3,8
"
How To Save A Life
","
The Fray
",82,14,77
"
Southern Weather
","
The Almost
",104,39,12
"
 Phobia
","
Breaking Benjamin
",91,2,46
"
Love
","
The Beatles
",103,4,31
"
15
","
Buckcherry
",95,41,63
"
If You're Going Through Hell
","
Rodney Atkins
",61,3,49
"
The Black Parade
","
My Chemical Romance
",107,2,35
"
Systematic Chaos
","
Dream Theater
",69,19,3
"
A Beautiful Lie
","
Thirty Seconds To Mars
",99,36,62
"
So Much Better
","
Carl Thomas
",65,25,3
"
POISON'D!
","
Poison
",75,32,3
"
 Time Well Wasted
","
Brad Paisley
",93,2,97
"
Historia De Un Idolo
","
Vicente Fernandez
",112,81,12
"
Doin' Somethin' Right
","
Billy Currington
",89,11,62
"
High School Musical: The Concert
","
Various Artists
",120,28,8
"
Your Man
","
Josh Turner
",81,2,74
"
Greatest Hits Vol 2: Reflected
","
Tim McGraw
",86,2,65
"
The Road To Here
","
Little Big Town
",90,51,86
"
We Were Dead Before The Ship Even Sank
","
Modest Mouse
",108,1,14
"
The Fragile Army
","
 The Polyphonic Spree
",-,-,-
"
The Story
 ","
Brandi Carlile
",123,41,12
"
High School Musical
","
Soundtrack
",121,1,76
"
Duets: An American Classic
","
Tony Bennett
",92,3,37
"
Precious Memories
","
Alan Jackson
",111,4,69
"
Fantasia
","
Fantasia
",116,19,28
"
Pure BS
","
Blake Shelton
",94,8,8
"
Survival Of The Fittest
 ","
Lil Boosie, Webbie & Foxx
",110,17,5
"
Ain't Nothing Like Me
","
Joe
",113,2,9
"
Greatest Hits
","
Gary Allan
",105,5,16
"
Flyleaf
","
Flyleaf
",171,60,66
"
Rival Factions
","
Project 86
",-,-,-
"
It Just Comes Natural
","
George Strait
",97,3,38
"
Los Leones
","
Casa De Leones
",-,-,-
"
Ahora Y Siempre
","
Alacranes Musical
",144,47,5
"
(portable sounds)
","
tobyMac
",118,10,18
"
Have A Nice Day
","
Bon Jovi
",-,2,57
"
Dignity
","
Hilary Duff
",147,3,12
"
The One And Only
","
Lil Wyte
",102,46,3
"
The Warmth Of The Sun
","
The Beach Boys
",101,40,5
"
Them Vs. You Vs. Me
","
Finger Eleven
",136,31,16
"
Stadium Arcadium
","
Red Hot Chili Peppers
",117,1,59
"
Disneymania 5: Music Stars Sing Disney... Their Way!
","
Various Artists
",161,14,13
"
Sam's Town
","
The Killers
",141,2,38
"
Hey Eugene!
","
Pink Martini
",131,30,6
"
Small Town Girl
","
Kellie Pickler
",122,9,34
"
K.O.B.: Live
","
Aventura
",-,124,25
"
Life In Cartoon Motion
","
MIKA
",134,29,13
"
Jason Aldean
","
Jason Aldean
",115,37,100
"
A New Journey
","
Celtic Woman
",98,4,21
"
PCD
","
The Pussycat Dolls
",143,5,93
"
 Light Grenades
","
Incubus
",159,1,30
"
La Mejor... Coleccion
","
Marco Antonio Solis
",139,114,6
"
HellYeah
","
HellYeah
",168,9,11
"
 The Perfect Melody
","
Zion
",158,53,3
"
Get Money Stay True
","
Paul Wall
",138,8,12
"
The Best Of Van Morrison Volume 3
","
Van Morrison
",-,-,-
"
Music Is My Savior
","
Mims
",125,4,13
"
On Letting Go
","
Circa Survive
",142,24,4
"
Buck The World
","
Young Buck
",149,3,13
"
Long Trip Alone
","
Dierks Bentley
",155,5,36
"
The Inspiration
","
Young Jeezy
",150,1,28
"
Morning Constitutions
","
Larry The Cable Guy
",64,16,12
"
The Open Door
","
Evanescence
",148,1,38
"
Awake
","
Josh Groban
",126,2,33
"
Anonymous
","
Tomahawk
",-,-,-
"
Ciara: The Evolution
","
Ciara
",157,1,29
"
United Abominations
","
Megadeth
",128,8,6
"
Dreamgirls
","
 Soundtrack
",166,1,29
"
The Sun And The Moon Complete
","
The Bravery
",182,24,5
"
Some People Change
","
Montgomery Gentry
",114,23,16
"
Jersey Boys
","
Original Broadway Cast Recording
",162,85,21
"
Spring Awakening
","
Original Broadway Cast Recording
",96,96,2
"
Taking The Long Way
","
Dixie Chicks
",140,1,57
"
U218: Singles
","
U2
",160,12,27
"
Countrified
","
Emerson Drive
",156,141,7
"
10,000 Days
","
Tool
",183,1,58
"
Shrek The Third
 ","
Soundtrack
",119,34,6
"
Music And Lyrics
","
Soundtrack
",173,63,14
"
The Poison
","
Bullet For My Valentine
",178,128,24
"
Robbers & Cowards
","
Cold War Kids
",-,173,5
"
The Road And The Radio
","
Kenny Chesney
",135,1,83
"
Destination Moon
","
Deborah Cox
",-,-,-
"
Music From Regions Beyond
","
Tiger Army
",124,49,3
"
Sinners Like Me
","
Eric Church
",186,29,13
"
Rodrigo y Gabriela
","
Rodrigo y Gabriela
",-,160,5
"
Dusk And Summer
","
Dashboard Confessional
",127,2,22
"
Van Morrison At The Movies
","
Van Morrison
",154,35,16
"
Carnavas
","
Silversun Pickups
",189,80,23
"
Five Score And Seven Years Ago
","
Relient K
",197,6,16
"
Boxer
","
The National
",-,68,4
"
Dangerous Man
","
Trace Adkins
",177,3,45
"
Nothing Left To Lose
","
Mat Kearney
",-,109,22
"
Eyes Open
","
Snow Patrol
",176,27,59
"
Like Father, Like Son
","
Birdman & Lil Wayne
",-,3,33
"
Ten Thousand Fists
","
Disturbed
",-,1,80
"
Eye To The Telescope
","
KT Tunstall
",167,33,71
"
Back To Basics
","
Christina Aguilera
",175,1,45
"
Begin To Hope
","
Regina Spektor
",-,20,31
"
Writer's Block
","
Peter Bjorn And John
",-,158,10
"
Cassadaga
","
Bright Eyes
",-,4,10
"
Once Again
","
John Legend
",194,3,35
"
We All Love Ella: Celebrating The First Lady Of Song
","
Various Artists
",132,105,3
"
Wincing The Night Away
","
The Shins
",-,2,21
"
Waitin' In The Country
","
Jason Michael Carroll
",192,8,20
"
Neon Bible
","
Arcade Fire
",185,2,16
"
Like Red On A Rose
","
Alan Jackson
",129,4,39
"
Fall
","
Clay Walker
",-,15,9
