Song, Artist, Last Week, Peak Position, Weeks on Chart
"As I Am","Alicia Keys",-,1,10
"
Juno
","
Soundtrack
",3,2,3
"
Growing Pains
","
Mary J. Blige
",4,1,5
"
In Rainbows
","
Radiohead
",2,1,4
"
Love Behind The Melody
","
Raheem DeVaughn
",-,-,-
"
Taylor Swift
","
Taylor Swift
",5,5,65
"
Live From Philadelphia
","
John Legend
",-,-,-
"
NOW 26
","
Various Artists
",6,3,10
"
Exclusive
","
Chris Brown
",7,4,11
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",15,1,30
"
Coco
","
Colbie Caillat
",11,5,27
"
Just Like You
","
Keyshia Cole
",12,2,17
"
Alvin And The Chipmunks
","
Soundtrack
 ",13,13,7
"
The Ultimate Hits
","
Garth Brooks
",9,3,11
"
Long Road Out Of Eden
","
Eagles
",8,1,12
"
Enjoy The Ride
","
Sugarland
",17,4,63
"
The Dutchess
","
Fergie
",10,2,70
"
High School Musical 2
","
Soundtrack
",22,1,23
"
Dreaming Out Loud
","
OneRepublic
",14,14,9
"
Daughtry
","
Daughtry
",19,1,61
"
Little Voice
","
Sara Bareilles
",18,18,16
"
Raising Sand
","
Robert Plant / Alison Krauss
",25,2,13
"
Sweeney Todd: The Demon Barber Of Fleet Street
","
Soundtrack
",16,16,5
"
Carnival Ride
","
Carrie Underwood
",21,1,13
"
Still Feels Good
","
Rascal Flatts
",28,1,17
"
Lupe Fiasco's The Cool
","
Lupe Fiasco
",23,14,5
"
Mothership
 ","
Led Zeppelin
",20,7,10
"
The Makings Of A Man
","
Jaheim
",27,11,5
"
All The Right Reasons
","
Nickelback
",30,1,120
"
RIOT!
","
Paramore
",29,15,32
"
Once
","
Soundtrack
",32,31,25
"
It Won't Be Soon Before Long
","
Maroon 5
",38,1,35
"
Minutes To Midnight
","
Linkin Park
",24,1,36
"
Jonas Brothers
","
Jonas Brothers
",34,5,24
"
Blackout
","
Britney Spears
",35,2,12
"
Back To Black
","
Amy Winehouse
",46,6,45
"
souljaboytellem.com
","
Soulja Boy Tell'em
",40,4,16
"
5*Stunna
","
Birdman
",39,18,6
"
Graduation
","
Kanye West
",31,1,19
"
Love/Hate
","
The-Dream
",47,30,6
"
The Grammys: 50th Anniversary Collection
","
Various Artists
",37,37,3
"
Duets: Friends & Legends
","
Anne Murray
",-,-,-
"
Back Of My Lac'
","
J. Holiday
",48,5,16
"
The Fight Of My Life
","
Kirk Franklin
",41,33,5
"
American Gangster
","
JAY-Z
",33,1,11
"
Hannah Montana
","
Soundtrack
",53,1,65
"
Some People Have Real Problems
","
Sia
",26,26,2
"
Jordin Sparks
","
Jordin Sparks
",51,10,9
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",54,3,19
"
Rock N Roll Jesus
","
Kid Rock
",44,1,15
"
Made Of Bricks
","
Kate Nash
",36,36,2
"
Reba Duets
","
Reba McEntire
",45,1,18
"
Echoes, Silence, Patience & Grace
","
Foo Fighters
",52,3,17
"
Greatest Hits
","
Keith Urban
",49,11,9
"
Good Girl Gone Bad
 ","
Rihanna
",59,2,33
"
Timbaland Presents Shock Value
","
Timbaland
",42,5,42
"
Some Hearts
","
Carrie Underwood
",72,2,114
"
Taking Chances
","
Celine Dion
",43,3,10
"
15
","
Buckcherry
",65,41,92
"
Hairspray
","
Soundtrack
",50,2,28
"
The Best Of Andrea Bocelli: Vivere
","
Andrea Bocelli
",56,9,12
"
Face Off
","
Bow Wow & Omarion
",57,11,6
"
Call Me Irresponsible
","
Michael Buble
",55,1,38
"
Them Vs. You Vs. Me
","
Finger Eleven
",63,31,46
"
Exile On Mainstream
","
matchbox twenty
",62,3,16
"
Rough Around The Edges: Live From Madison Square Garden
","
Dane Cook
",58,11,10
"
The Reminder
","
Feist
",66,16,38
"
Go
","
Mario
",64,21,6
"
Total Dance 2008
","
DJ Skribble
",102,69,2
"
FutureSex/LoveSounds
","
Justin Timberlake
",61,1,71
"
High School Musical
","
Soundtrack
",70,1,106
"
Finding Beauty In Negative Spaces
","
Seether
",68,9,13
"
22 More Hits
","
George Strait
",69,13,10
"
Ultimate Santana
","
Santana
",74,8,14
"
High School Musical 2: Non-Stop Dance Party
","
Various Artists
",76,52,4
"
Good Times, Bad Times...Ten Years Of Godsmack
","
Godsmack
",75,35,7
"
Distortion
","
The Magnetic Fields
",-,-,-
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",73,22,7
"
Carnival Vol. II: Memories Of An Immigrant
","
Wyclef Jean
",77,28,7
"
5th Gear
","
Brad Paisley
",83,3,31
"
Girls And Boys
","
Ingrid Michaelson
",106,81,8
"
Flyleaf
","
Flyleaf
",79,57,96
"
Boys Like Girls
","
Boys Like Girls
",80,55,40
"
Magic
","
Bruce Springsteen
",87,1,16
"
The Real Thing: Words And Sounds Vol. 3
","
Jill Scott
",99,4,17
"
Lost Highway
","
Bon Jovi
",96,1,31
"
P.S. I Love You
","
Soundtrack
",60,60,4
"
One - X
","
 Three Days Grace
",90,5,84
"
Avenged Sevenfold
","
Avenged Sevenfold
",88,4,12
"
Sawdust
","
The Killers
",81,12,10
"
World Wrestling Entertainment Presents: Raw Greatest Hits: The Music
","
Soundtrack
",71,66,5
"
Living Hard
","
Gary Allan
",94,3,13
"
Greatest Hits
","
Spice Girls
",-,-,-
"
Liverpool 8
","
Ringo Starr
",-,-,-
"
The Altar And The Door
","
Casting Crowns
",91,2,21
"
 Italia
","
Chris Botti
",89,27,17
"
Into The Wild (Soundtrack)
","
Eddie Vedder
",98,11,18
"
Everything Is Fine
","
Josh Turner
",101,5,12
"
Made
","
Scarface
",82,17,7
"
Sean Kingston
","
Sean Kingston
",103,6,25
"
Curtis
","
50 Cent
",78,2,19
"
The Best Damn Thing
","
Avril Lavigne
",95,1,40
"
Continuum
","
John Mayer
",105,2,71
"
Capaz De Todo Por Ti
","
K-Paz De La Sierra
",107,93,8
"
One Man Band
","
James Taylor
",84,4,35
"
All That Is Within Me
","
MercyMe
",108,15,9
"
8 Diagrams
","
Wu-Tang Clan
",86,25,6
"
Gangsta Grillz: The Album
","
Drama
",92,26,7
"
Pavarotti's Greatest Hits
","
Luciano Pavarotti
",85,85,24
"
I'm Not Dead
","
P!nk
",93,6,79
"
Who We Are
","
Lifehouse
",114,14,30
"
Little Bit Of Life
","
Craig Morgan
",123,57,16
"
Greatest Hits, Volume One: The Singles
","
Goo Goo Dolls
",104,33,10
"
 WOW Hits 2008
","
Various Artists
",109,56,16
"
Across The Pond: The UK's Best And Brightest
","
Various Artists
",100,100,3
"
The Heroin Diaries Soundtrack
","
Sixx: A.M.
",112,62,14
"
Kala
","
M.I.A.
",116,18,13
"
Audio Day Dream
","
Blake Lewis
",111,10,7
"
Songs 4 Worship: Country
","
Various Artists
",67,67,8
"
I Am
","
Chrisette Michele
",125,29,31
"
Enchanted
","
Soundtrack
",97,39,9
"
Home At Last
","
Billy Ray Cyrus
",124,20,20
"
B'Day
","
Beyonce
",117,1,67
"
The Real Testament
","
Plies
",126,2,24
"
If You're Going Through Hell
","
Rodney Atkins
",128,3,79
"
Wisin Vs. Yandel: Los Extraterrestres
","
Wisin & Yandel
",122,14,11
"
Elect The Dead
","
Serj Tankian
",119,4,13
"
Back To The Traphouse
","
Gucci Mane
",132,57,6
"
Every Second Counts
 ","
Plain White T's
",172,10,47
"
Famous
","
Puddle Of Mudd
",139,27,11
"
Let It Go
","
Tim McGraw
",134,1,43
"
Thirsty
","
Marvin Sapp
",137,112,22
"
Kings Of Bachata: Sold Out At Madison Square Garden
","
Aventura
",129,97,8
"
Awake
","
Josh Groban
",115,2,60
"
Motown: A Journey Through Hitsville USA
","
Boyz II Men
",110,27,10
"
Across The Universe: Deluxe Edition
","
Soundtrack
",120,24,19
"
Complete Clapton
","
Eric Clapton
",127,14,15
"
NOW Party Hits!
","
Various Artists
",136,60,10
"
Family
","
LeAnn Rimes
",121,4,15
"
Inhuman Rampage
","
DragonForce
",147,103,13
"
Frank
","
Amy Winehouse
",151,61,9
"
All The Lost Souls
","
James Blunt
 ",118,7,18
"
The Best Of 2Pac - Part 1: Thug
","
2Pac
",159,65,7
"
Todo Cambio
","
Camila
",142,76,22
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",146,6,38
"
Ga Ga Ga Ga Ga
","
Spoon
",130,10,18
"
Konvicted
","
Akon
",138,2,62
"
Trey Day
","
Trey Songz
",152,11,15
"
One Chance
","
Paul Potts
",131,23,18
"
See The Morning
","
Chris Tomlin
",160,15,51
"
Still On Top - The Greatest Hits
","
Van Morrison
",155,48,11
"
Blackbird
","
Alter Bridge
",144,13,12
"
Headstrong
","
Ashley Tisdale
",168,5,31
"
Icky Thump
","
The White Stripes
",135,2,27
"
Phobia
","
Breaking Benjamin
",158,2,67
"
Infinity On High
","
Fall Out Boy
",133,1,50
"
Relentless
","
Jason Aldean
",153,4,34
"
Some People Change
","
Montgomery Gentry
",174,23,43
"
Something To Say
","
Matthew West
",-,-,-
"
Disney's Karaoke Series: Hannah Montana
","
Various Artists
",173,84,14
"
The Dethalbum (Soundtrack)
","
Dethklok
",148,21,14
"
Te Quiero
","
Flex
",-,-,-
"
Alright, Still...
","
Lily Allen
",-,20,36
"
A Hundred Miles Or More: A Collection
","
Alison Krauss
",154,10,42
"
 La Mejor... Coleccion
","
Marco Antonio Solis
",171,92,32
"
A Place To Land
","
Little Big Town
",183,24,11
"
I-Empire
","
Angels & Airwaves
",140,9,11
"
Greatest Highs
","
Kottonmouth Kings
",-,-,-
"
Cease To Begin
","
Band Of Horses
",-,35,4
"
The Boatlift
","
Pitbull
",162,50,5
"
Comatose
","
Skillet
",-,55,12
"
La Vida... Es Un Ratico
","
Juanes
",-,13,12
"
Greatest Hits
","
David Gray
",177,96,8
"
The Very Best Of The Doors
","
The Doors
",178,113,10
"
Boxer
","
The National
",193,68,6
"
NOW 25
","
Various Artists
",170,1,27
"
One Cell In The Sea
","
A Fine Frenzy
",149,91,19
"
Hate It Or Love It
","
Chingy
",150,84,5
"
Good Morning Revival
","
Good Charlotte
",187,7,12
"
15 Anos de Exitos
","
Alejandro Fernandez
",-,-,-
"
Lead Sails Paper Anchor
","
Atreyu
",180,8,15
"
Wincing The Night Away
","
The Shins
",175,2,25
"
The Solution
","
Beanie Sigel
",161,37,6
"
The Art Of Love & War
","
Angie Stone
",-,11,7
"
As Daylight Dies
","
Killswitch Engage
",200,32,21
"
Kidz Bop 12
","
Kidz Bop Kids
",-,7,22
"
T.I. Vs T.I.P.
","
T.I.
",141,1,28
"
 Carnavas
","
Silversun Pickups
",-,80,26
"
We The Best
","
DJ Khaled
",167,8,27
"
System
","
Seal
",143,35,10
"
Finding Forever
","
Common
",163,1,22
"
Greatest Hits
","
Sara Evans
",169,8,15
"
Vena Sera
","
Chevelle
",-,12,12
"
Music And Lyrics
","
Soundtrack
",164,63,17
"
August Rush
","
Soundtrack
",156,99,9
"
U218: Singles
","
U2
",157,12,43
"
51/50 Ratchet
","
Hurricane Chris
",-,24,7
"
Extreme Behavior
","
Hinder
",-,6,94
"
The Shepherd's Dog
","
Iron And Wine
",165,24,11
"
The Naked Brothers Band (Soundtrack)
","
The Naked Brothers Band
",192,23,15
