Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Restored
","
Jeremy Camp
",-,-,-
"
The Polar Express
","
Soundtrack
",54,46,3
"
Greatest Hits Vol. I
","
Korn
",32,4,7
"
Los Lonely Boys
","
Los Lonely Boys
",50,9,39
"
When The Sun Goes Down
","
Kenny Chesney
",35,1,42
"
Autobiography
","
Ashlee Simpson
",51,1,18
"
The Diary Of Alicia Keys
","
Alicia Keys
",73,1,51
"
Now 16
","
Various Artists
",42,1,17
"
100,000,000 Bon Jovi Fans Can't Be Wrong...
","
Bon Jovi
",-,-,-
"
The Greatest Hits Collection II
 ","
Brooks & Dunn
",40,7,5
"
Hot Fuss
","
The Killers
",63,26,23
"
Motown Two
","
Michael McDonald
",49,9,4
"
aMOTIOn
","
A Perfect Circle
",-,-,-
"
Number Ones
","
Bee Gees
",23,23,2
"
Peachtree Road
","
Elton John
",17,17,2
"
Closer
","
Josh Groban
",79,1,54
"
Reise, Reise
","
Rammstein
",-,-,-
"
Best: 1991 - 2004
","
Seal
",47,47,2
"
Unfinished Business
","
R. Kelly & Jay-Z
",29,1,4
"
The Chronicles Of Life And Death
","
Good Charlotte
",45,3,7
"
Contraband
","
Velvet Revolver
",46,1,24
"
Youth
","
Collective Soul
",-,-,-
"
Be Here
","
Keith Urban
",43,3,9
"
The Dana Owens Album
","
Queen Latifah
",66,16,8
"
Greatest Hits
","
Guns N' Roses
",60,3,35
"
Mud On The Tires
","
Brad Paisley
",48,8,70
"
We Are Not Alone
","
Breaking Benjamin
",69,20,21
"
Bridget Jones: The Edge Of Reason
","
Soundtrack
",-,-,-
"
Healing Rain
","
Michael W. Smith
",55,11,4
"
Shrek 2
","
Soundtrack
",44,8,28
"
Futures
","
Jimmy Eat World
",53,6,5
"
WOW Hits 2005
","
Various Artists
",64,39,7
"
 Straight Outta Ca$hville
","
Young Buck
",58,3,13
"
Elephunk
","
The Black Eyed Peas
",59,14,74
"
Mexico En La Piel
","
Luis Miguel
",37,37,2
"
Words & Music: John Mellencamp's Greatest Hits
","
John Mellencamp
",52,13,5
"
Feels Like Home
","
Norah Jones
",68,1,41
"
My Brother & Me
","
Ying Yang Twins
",41,12,3
"
Meteora
","
Linkin Park
",77,1,87
"
The SpongeBob SquarePants Movie
","
Soundtrack
",148,84,2
"
What A Wonderful World
","
LeAnn Rimes
",150,85,3
"
The DEFinition
","
LL Cool J
",61,4,12
"
Hopes And Fears
","
Keane
",91,53,19
"
Ocean Avenue
","
Yellowcard
",75,23,67
"
Barenaked For The Holidays
","
Barenaked Ladies
",182,89,2
"
Restless
","
Sara Evans
",71,20,37
"
Heavier Things
","
John Mayer
",96,1,61
"
This Type Of Thinking (Could Do Us In)
","
Chevelle
",83,8,9
"
Lest We Forget: The Best Of
","
 Marilyn Manson
",81,9,8
"
Comin' From Where I'm From
","
Anthony Hamilton
",95,33,60
"
License To Chill
","
Jimmy Buffett
",78,1,19
"
Harmonium
","
Vanessa Carlton
",33,33,2
"
Blake Shelton's Barn & Grill
","
Blake Shelton
",85,20,4
"
What I Do
","
Alan Jackson
",72,1,11
"
Golden Road
","
Keith Urban
",86,11,111
"
Come Away With Me
","
Norah Jones
",87,1,143
"
MMHMM
","
Relient K
",74,15,3
"
As Time Goes By ... The Great American Songbook Vol. II
","
Rod Stewart
",88,2,44
"
Want Two
","
Rufus Wainwright
",-,-,-
"
The New Danger
","
Mos Def
",67,5,6
"
Chuck
","
Sum 41
",82,10,6
"
Martina
","
Martina McBride
",70,7,60
"
Shock'n Y'All
","
Toby Keith
",84,1,55
"
Take It All Away
","
Ryan Cabrera
",90,8,14
"
Mind Body & Soul
","
Joss Stone
",80,11,8
"
Fallen
","
Evanescence
",94,3,90
"
Good News For People Who Love Bad News
","
Modest Mouse
",100,18,33
"
The Art Of Romance
","
Tony Bennett
",65,65,2
"
Tha Carter
","
Lil Wayne
",89,5,21
"
My Everything
","
Anita Baker
",98,4,11
"
The Christmas Collection
","
Frank Sinatra
",200,115,2
"
Acoustic
","
John Lennon
",76,31,3
"
Dangerously In Love
","
Beyonce
",122,1,74
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",99,99,11
"
Getting Away With Murder
","
Papa Roach
",102,17,12
"
In Love And Death
","
The Used
 ",97,6,8
"
Dino: The Essential Dean Martin
","
Dean Martin
",111,28,25
"
Beautifully Human: Words And Sounds Vol. 2
","
Jill Scott
",104,3,12
"
 The Hunger For More
","
Lloyd Banks
",101,1,21
"
Crossfade
","
Crossfade
",109,109,19
"
In This Skin
","
Jessica Simpson
",147,2,66
"
The Princess Diaries 2: Royal Engagement
","
Soundtrack
",117,15,16
"
Jump Back: The Best Of The Rolling Stones: '71-'93
","
The Rolling Stones
",115,30,13
"
A Hangover You Don't Deserve
","
Bowling For Soup
",114,37,10
"
The Reason
","
Hoobastank
",130,3,50
"
Sounds Of Summer:The Very Best Of The Beach Boys
","
The Beach Boys
",129,16,76
"
Casting Crowns
","
Casting Crowns
",113,59,48
"
Garden State
","
Soundtrack
",103,20,15
"
Happy People/U Saved Me
","
R. Kelly
",107,2,13
"
Let's Be Us Again
","
Lonestar
",123,14,26
"
Care Bears: Holiday Hugs!
","
Various Artists
",-,-,-
"
Totally Hits 2004 Vol. 2
","
Various Artists
",108,19,7
"
Chariot - Stripped
","
Gavin DeGraw
",142,56,17
"
Radio Disney Jingle Jams
","
Various Artists
",-,-,-
"
Guerilla City
","
Guerilla Black
",126,20,8
"
Razon De Sobra
","
Marco Antonio Solis
",92,58,3
"
Three Days Grace
","
Three Days Grace
",120,69,59
"
1.22.03.Acoustic (EP)
","
Maroon 5
",160,42,21
"
A Cinderella Story
","
Soundtrack
",128,9,19
"
The OC: Music From: Mix 2
","
Soundtrack
",112,90,4
"
Alive At Last
","
Train
",93,48,3
"
Greatest Hits Volume II
","
Alan Jackson
",125,19,49
"
 Devotion
","
newsboys
",132,56,3
"
The Best Of Mandy Moore
","
Mandy Moore
",-,-,-
"
Kidz Bop 6
","
Kidz Bop Kids
",163,23,15
"
SMiLE
","
Brian Wilson
",110,13,8
"
Leave A Whisper
","
Shinedown
",139,53,33
"
Disclaimer II
","
Seether
",121,53,23
"
From A Basement On The Hill
","
Elliott Smith
",105,19,5
"
The Ultimate Collection
","
Michael Jackson
",-,-,-
"
A Windham Hill Christmas: I'll Be Home For Christmas
","
Various Artists
",-,-,-
"
Welcome To Diverse City
","
tobyMac
",141,54,7
"
Trouble
","
Akon
",124,38,21
"
Beautiful Soul
","
Jesse McCartney
",159,50,8
"
Franz Ferdinand
","
Franz Ferdinand
",143,32,35
"
The Long Road
","
Nickelback
",145,6,61
"
Antics
","
Interpol
",133,15,8
"
Halo 2: Original Soundtrack And New Music, Volume One
","
Soundtrack
",185,162,2
"
Awake: The Best Of Live
","
Live
",154,65,3
"
All Things New
","
Steven Curtis Chapman
",167,22,9
"
 Vol. 3: (The Subliminal Verses)
","
Slipknot
",153,2,26
"
Greatest Hits 1994-2004
","
Terri Clark
",106,14,17
"
Mi Sangre
","
Juanes
",135,33,8
"
The Greatest Hits
","
Juvenile
",119,31,5
"
M.I.A.M.I. (Money Is A Major Issue)
","
Pitbull
",140,14,13
"
The Beautiful Struggle
","
Talib Kweli
",137,14,8
"
The College Dropout
","
Kanye West
",151,2,41
"
The Very Best Of Sheryl Crow
","
Sheryl Crow
",175,2,55
"
Final Straw
","
Snow Patrol
",138,114,15
"
Chris Isaak Christmas
","
Chris Isaak
",-,-,-
"
Big & Rich's Super Galactic Fan Pak (EP)
","
Big & Rich
",134,90,4
"
Dierks Bentley
","
Dierks Bentley
",161,26,65
"
Za Za Za
","
Grupo Climax
",162,79,15
"
Metamorphosis
","
Hilary Duff
",193,1,64
"
Baptism
","
Lenny Kravitz
",199,14,21
"
Pressure Chief
","
Cake
",157,17,7
"
Shall We Dance?
","
Soundtrack
",116,116,6
"
Shark Tale
","
Soundtrack
",156,31,9
"
50 Years Of Hits
","
George Jones
",118,118,2
"
Silver & Gold
","
Vanessa Williams
",-,-,-
"
See If I Care
","
Gary Allan
",179,17,40
"
Get Born
","
Jet
",173,26,59
"
Greatest Hits
","
Bone Thugs-N-Harmony
",-,-,-
"
Where You Want To Be
","
Taking Back Sunday
",169,3,17
"
Comin' On Strong
","
Trace Adkins
",164,31,51
"
Astronaut
","
Duran Duran
",136,17,6
"
Chainsmoker LP
","
Monoxide
",-,-,-
"
The King Of Crunk & BME Recordings Present
","
Lil Scrappy/Trillville
",165,12,39
"
Sweet Right Here
","
SHeDAISY
",197,16,23
"
The Black Album
","
JAY-Z
",178,1,53
"
Motown
","
Michael McDonald
",-,14,57
"
Have A Fun Christmas
","
Various Artists
",-,-,-
"
Passing Through
","
Randy Travis
",127,127,2
"
Las Mas Bailables Del Pasito Duranguense
","
Various Artists
",131,131,2
"
Around The Sun
","
R.E.M.
",149,13,7
"
Manilow Scores: Songs From Copacabana And Harmony
","
Barry Manilow
",-,47,7
