Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Greatest Hits: Decade #1
","
Carrie Underwood
",45,4,19
"
SremmLife
","
Rae Sremmurd
",44,5,15
"
NOW 53
","
Various Artists
",32,2,11
"
Piece By Piece
","
Kelly Clarkson
",35,1,7
"
Magazines Or Novels
","
Andy Grammer
",57,27,11
"
Skrillex And Diplo Present Jack U
","
Skrillex & Diplo
",53,26,8
"
Live From The Woods At Fontanel
","
NEEDTOBREATHE
",-,-,-
"
BRINGING BACK THE SUNSHINE
","
Blake Shelton
",108,1,29
"
Dream Your Life Away
","
Vance Joy
",51,17,32
"
Riser
","
Dierks Bentley
",145,6,57
"
Kintsugi
","
Death Cab For Cutie
",34,8,3
"
Globalization
","
Pitbull
",54,18,21
"
Human
","
Three Days Grace
",40,16,3
"
Motion
","
Calvin Harris
",59,5,24
"
FOUR
","
One Direction
",49,1,22
"
Here's To The Good Times
","
Florida Georgia Line
",69,4,124
"
Guardians Of The Galaxy: Awesome Mix Vol. 1
","
Soundtrack
",56,1,38
"
Night Visions
","
Imagine Dragons
",43,2,137
"
Fan Of A Fan: The Album
","
Chris Brown & Tyga
",55,7,8
"
Ignite The Night
","
Chase Rice
",70,3,33
"
Talking Dreams
","
Echosmith
",72,38,28
"
I Don’t Like Shit, I Don’t Go Outside: An Album By Earl Sweatshirt
","
Earl Sweatshirt
",-,12,3
"
Reclassified
","
Iggy Azalea
",67,16,17
"
+
","
Ed Sheeran
",66,5,140
"
I Dont Dance
","
Lee Brice
",52,5,32
"
Rebel Heart
","
Madonna
",41,2,6
"
First Kiss
","
Kid Rock
",71,2,8
"
The Very Best Of Daryl Hall John Oates
 ","
Daryl Hall John Oates
",-,34,18
"
Greatest Hits
","
Fleetwood Mac
",78,14,81
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",84,5,361
"
Frozen
","
Soundtrack
",75,1,73
"
The Big Revival
","
Kenny Chesney
",116,2,30
"
Doo-Wops & Hooligans
","
Bruno Mars
",88,3,222
"
Nothing Was The Same
","
Drake
",86,1,79
"
PRISM
","
Katy Perry
",79,1,77
"
Born To Die
","
Lana Del Rey
",80,2,168
"
good kid, m.A.A.d city
","
Kendrick Lamar
",76,2,129
"
Strangers To Ourselves
","
Modest Mouse
",81,3,5
"
Beyonce
","
Beyonce
",73,1,71
"
Glitterbug
","
The Wombats
",-,-,-
"
Trilogy
","
The Weeknd
",82,4,59
"
The Eminem Show
","
Eminem
",87,1,211
"
The Foundation
","
Zac Brown Band
",-,9,282
"
Native
","
OneRepublic
",85,4,108
"
Journey's Greatest Hits
","
Journey
",104,10,352
"
Strange Trails
","
Lord Huron
",23,23,2
"
The Past, The Present, The Future
","
Jodeci
",62,23,3
"
Take Care
","
Drake
",94,1,111
"
Blacc Hollywood
","
Wiz Khalifa
",96,1,35
"
 21
","
Adele
",92,1,217
"
Sundown Heaven Town
","
Tim McGraw
",98,3,30
"
Home
","
Soundtrack
",63,40,4
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",173,2,63
"
The Very Best Of
","
Frankie Valli & The 4 Seasons
",118,33,14
"
Going To Hell
","
The Pretty Reckless
",-,5,28
"
The Marshall Mathers LP 2
","
Eminem
",101,1,76
"
These Things Happen
","
G-Eazy
",103,3,40
"
Run
","
AWOLNATION
",133,17,5
"
Greatest Hits II
","
Kenny Chesney
",-,3,96
"
Sex Playlist
","
Omarion
",99,49,9
"
Greatest Hits: We Will Rock You
","
Queen
",105,42,38
"
Coming Up For Air
","
Kodaline
",-,-,-
"
Day Of The Dead
","
Hollywood Undead
",68,18,3
"
It Goes Like This
","
Thomas Rhett
",-,6,47
"
Based On A True Story ...
","
Blake Shelton
",146,3,108
"
Unorthodox Jukebox
 ","
Bruno Mars
",112,1,116
"
Non-Fiction
","
Ne-Yo
",93,5,12
"
Greatest Hits 1974-78
","
The Steve Miller Band
",-,18,27
"
Save Rock And Roll
","
Fall Out Boy
",102,1,104
"
AM
","
Arctic Monkeys
",109,6,84
"
Fuse
","
Keith Urban
",198,1,55
"
Back In Black
","
AC/DC
",100,4,213
"
Mr. Wonderful
","
Action Bronson
",89,7,4
"
Just As I Am
","
Brantley Gilbert
",135,2,48
"
X
","
Chris Brown
",106,2,31
"
Lead Us Back: Songs Of Worship
","
Third Day
",115,20,7
"
No Pier Pressure
","
Brian Wilson
",28,28,2
"
Vessel
","
twenty one pilots
",91,58,35
"
Tailgates & Tanlines
","
Luke Bryan
",-,2,185
"
 Greatest Hits
","
2Pac
",114,3,92
"
5 Seconds Of Summer
","
5 Seconds Of Summer
",90,1,39
"
Better Than Home
","
Beth Hart
",-,-,-
"
Sadnecessary
","
Milky Chance
",107,17,26
"
Tokyo Dome Live In Concert
","
Van Halen
",60,20,3
"
Curtain Call: The Hits
","
Eminem
",110,1,237
"
Greatest Hits So Far...
","
Zac Brown Band
",77,20,23
"
Loaded: The Best Of Blake Shelton
 ","
Blake Shelton
",-,18,169
"
Love In The Future
","
John Legend
",117,4,83
"
The Very Best Of Travis Tritt
","
Travis Tritt
",-,124,17
"
Thrive
","
Casting Crowns
",121,6,60
"
Pure Heroine
","
Lorde
",111,3,81
"
Chief
","
Eric Church
",-,1,141
"
Luca Brasi 2: A Gangsta Grillz Special Edition
","
Kevin Gates
",131,38,18
"
747
","
Lady Antebellum
",-,2,23
"
Greatest Hits
","
Guns N' Roses
",147,3,311
"
Crown (EP)
","
The-Dream
",-,-,-
"
2015 Academy Of Country Music Awards ZinePak
","
Various Artists
",129,64,4
"
Trigga
","
Trey Songz
",144,1,41
"
 Little Earthquakes
","
Tori Amos
",-,54,39
"
Aerosmith's Greatest Hits
","
Aerosmith
",-,43,44
"
Sweet Talker
","
Jessie J
",113,10,25
"
Number Ones
","
Michael Jackson
",119,13,207
"
Bombs Away
","
Sheppard
",143,31,6
"
Full Speed
","
Kid Ink
 ",142,14,11
"
Kids In Love
","
The Mowgli's
",-,-,-
"
Master Of Puppets
","
Metallica
",196,29,79
"
Because The Internet
","
Childish Gambino
",126,7,68
"
 Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",167,22,224
"
Metallica
","
Metallica
",171,1,343
"
Teenage Dream
","
Katy Perry
",134,1,207
"
Halcyon
","
Ellie Goulding
",137,9,90
"
Love Ran Red
","
Chris Tomlin
",-,8,19
"
50 Number Ones
","
George Strait
",-,1,86
"
The Essential Billy Joel
","
Billy Joel
",170,15,33
"
Greatest Hits 1970-2002
","
Elton John
",155,12,79
"
Sometimes I Sit And Think, And Sometimes I Just Sit.
","
Courtney Barnett
",97,20,4
"
Number One Hits
","
Tim McGraw
",178,27,102
"
Eric Paslay
","
Eric Paslay
",-,31,4
"
Kidz Bop 27
","
Kidz Bop Kids
",132,3,14
"
 Boston
","
Boston
",-,3,136
"
All The Right Reasons
","
Nickelback
",-,1,204
"
Talk Dirty
","
Jason Derulo
",130,4,51
"
The Very Best Of Dwight Yoakam
","
Dwight Yoakam
",-,87,13
"
The Black Parade
","
My Chemical Romance
",128,2,67
"
Songs About Jane
","
Maroon 5
",149,6,145
"
Anatomy Of A Love Song
","
Kenny Lattimore
",-,-,-
"
G I R L
","
Pharrell Williams
",177,2,57
"
Dark Horse
","
Nickelback
",164,2,164
"
Red
","
Taylor Swift
",138,1,105
"
Ten
","
Pearl Jam
",-,2,258
"
This Is All Yours
","
alt-J
",172,4,28
"
Bad
","
Michael Jackson
",165,1,111
"
2015 Grammy Nominees
","
Various Artists
",156,9,13
"
Red River Blue
","
Blake Shelton
",199,1,152
"
Duets: Re-Working The Catalogue
","
Van Morrison
",120,23,4
"
Greatest Hits: Chapter One
","
Kelly Clarkson
",140,11,58
"
The Dark Side Of The Moon
","
Pink Floyd
",185,1,904
"
Chaos And The Calm
","
James Bay
",161,15,4
"
Babel
","
Mumford & Sons
",200,1,100
"
Prayer
","
Robin Schulz
",151,42,19
"
Pitch Perfect
","
Soundtrack
",174,3,114
"
Edge Of The Sun
","
Calexico
",-,-,-
"
Hot Rocks 1964-1971
","
The Rolling Stones
",195,4,249
"
Recovery
","
Eminem
",168,1,186
"
Pray: Live
","
The Brooklyn Tabernacle Choir
",-,128,2
"
Madness
","
Sleeping With Sirens
",95,13,5
"
Restart
","
newsboys
",-,38,29
"
Annie
","
Soundtrack
",122,12,18
"
FROOT
","
Marina And The Diamonds
",181,8,5
