Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Hunger Games: Songs From District 12 And Beyond","Soundtrack",-,1,1
"
21
","
Adele
",2,1,57
"
Port Of Morrow
","
The Shins
",-,-,-
"
Up All Night
","
One Direction
",1,1,2
"
The OF Tape Vol. 2
","
Odd Future
",-,-,-
"
Wrecking Ball
","
Bruce Springsteen
",4,1,3
"
The MF Life
","
Melanie Fiona
",-,-,-
"
NOW 41
","
Various Artists
",8,3,7
"
Whitney: The Greatest Hits
","
Whitney Houston
 ",6,2,36
"
Radio Music Society
","
 Esperanza Spalding
",-,-,-
"
Some Nights
","
fun.
",10,3,5
"
Making Mirrors
","
Gotye
",9,9,12
"
Unexpected Arrival
","
Diggy
",-,-,-
"
Talk That Talk
","
Rihanna
",13,3,18
"
19
","
Adele
",11,4,127
"
Tailgates & Tanlines
","
Luke Bryan
",14,2,33
"
Shake It Up: Live 2 Dance: Music From The Disney Channel Series
","
Soundtrack
",-,-,-
"
Take Care
","
Drake
",7,1,19
"
Stronger
","
Kelly Clarkson
",16,2,22
"
Careless World: Rise Of The Last King
","
Tyga
",12,4,5
"
Sorry For Party Rocking
","
LMFAO
",23,5,40
"
El Camino
","
The Black Keys
",19,2,16
"
Casey James
 ","
Casey James
",-,-,-
"
Voyage
","
Celtic Thunder
",71,24,4
"
My Kinda Party
","
Jason Aldean
",21,2,73
"
Born To Die
","
Lana Del Rey
",32,2,8
"
Own The Night
","
Lady Antebellum
",25,1,28
"
Chief
","
Eric Church
",28,1,35
"
Project X
","
Soundtrack
",18,12,4
"
TM:103: Hustlerz Ambition
","
Young Jeezy
",24,3,14
"
Teenage Dream
","
Katy Perry
",94,1,83
"
Bangarang (EP)
","
Skrillex
",27,14,13
"
Mylo Xyloto
","
Coldplay
",33,1,22
"
Ceremonials
","
Florence + The Machine
",54,6,21
"
Top 25 Praise Songs 2012 Edition
","
Various Artists
",26,26,3
"
Watch The Throne
","
Jay Z Kanye West
",46,1,33
"
Believe
","
Celtic Woman
",92,13,9
"
Hands All Over
","
Maroon 5
",77,2,75
"
Nothing But The Beat
","
David Guetta
",90,5,27
"
Here And Now
","
Nickelback
",36,2,18
"
The Bodyguard
","
Whitney Houston
",20,1,148
"
Sigh No More
","
Mumford & Sons
",37,2,105
"
Torches
","
Foster The People
",56,8,44
"
I Look To You
","
Whitney Houston
",17,1,32
"
Halfway To Heaven
","
Brantley Gilbert
",50,4,32
"
Half Naked & Almost Famous (EP)
","
MGK
",-,-,-
"
Barton Hollow
","
The Civil Wars
",55,10,59
"
Kidz Bop 21
","
Kidz Bop Kids
",40,2,10
"
Doo-Wops & Hooligans
","
Bruno Mars
",39,3,77
"
A Different Kind Of Truth
","
Van Halen
",35,2,7
"
Passion: White Flag
","
Passion
",5,5,2
"
Tha Carter IV
","
Lil Wayne
",30,1,30
"
The Band Perry
","
The Band Perry
",41,4,76
"
The Fresh Beat Band: Music From The Hit TV Show
","
Soundtrack
",74,21,8
"
Four The Record
","
Miranda Lambert
",51,3,21
"
Duets II
","
Tony Bennett
",34,1,27
"
Red River Blue
","
Blake Shelton
",58,1,37
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",57,49,42
"
Whitney Houston
","
Whitney Houston
",29,1,170
"
2012 Grammy Nominees
","
Various Artists
",42,4,9
"
My Life II...The Journey Continues (Act 1)
","
 Mary J. Blige
",47,5,18
"
Birdy
","
Birdy
",-,-,-
"
Speak Now
","
Taylor Swift
",67,1,74
"
You Get What You Give
","
Zac Brown Band
",81,1,79
"
Clancy's Tavern
","
Toby Keith
",66,5,22
"
4
","
Beyonce
",60,1,39
"
Clear As Day
","
Scotty McCreery
",62,1,25
"
Emotional Traffic
","
 Tim McGraw
",65,2,9
"
Break It Yourself
","
Andrew Bird
",31,10,3
"
Footloose (2011)
","
Soundtrack
",49,14,11
"
Pink Friday
","
Nicki Minaj
",75,1,70
"
American Capitalist
","
Five Finger Death Punch
",68,3,24
"
Planet Pit
","
Pitbull
",82,7,40
"
Voice Of Ages
","
The Chieftains
",48,17,5
"
Lioness: Hidden Treasures
","
Amy Winehouse
",95,5,16
"
God's Not Dead
","
newsboys
",99,63,12
"
 Brothers
","
The Black Keys
",93,3,96
"
Cole World: The Sideline Story
","
J. Cole
",84,1,26
"
The Twilight Saga: Breaking Dawn: Part 1
","
Soundtrack
",80,4,20
"
Opus Collection
","
Billy Joel
",-,-,-
"
 Break The Spell
","
Daughtry
",72,8,18
"
NOW 40
","
Various Artists
",104,3,20
"
Come To The Well
","
Casting Crowns
",98,2,23
"
Ambition
","
Wale
",96,2,21
"
Kisses On The Bottom
","
Paul McCartney
",63,5,7
"
Home
","
Dierks Bentley
",86,7,7
"
Born This Way
","
Lady Gaga
",131,1,44
"
Open Invitation
","
Tyrese
",101,9,21
"
All Of Me
","
Estelle
",89,28,4
"
Spring Break 4... Suntan City (EP)
","
Luke Bryan
",52,9,3
"
Il Volo ...Takes Flight: Live From The Detroit Opera House
","
Il Volo
",85,85,3
"
Recovery
","
Eminem
",64,1,92
"
Wasting Light
","
Foo Fighters
",114,1,50
"
Rolling Papers
","
Wiz Khalifa
",110,2,48
"
My Love Is Your Love
","
Whitney Houston
",69,13,81
"
Scars & Stories
","
 The Fray
",97,4,7
"
Fearless
","
Taylor Swift
",145,1,176
"
Black Radio
","
Robert Glasper Experiment
",112,15,4
"
WOW Gospel 2012
","
Various Artists
",102,30,9
"
Back To Love
","
Anthony Hamilton
",111,12,15
"
NOW That's What I Call Country Ballads
","
Various Artists
",109,58,9
"
Triple Feature: I'm Your Baby Tonight/My Love Is Your Love/Just Whitney
","
Whitney Houston
",61,21,5
"
Barefoot Blue Jean Night
","
Jake Owen
",116,6,28
"
The Muppets
","
Soundtrack
",-,38,11
"
The Foundation
","
Zac Brown Band
",119,9,174
"
Young The Giant
","
Young The Giant
",164,42,20
"
Megalithic Symphony
","
AWOLNATION
",129,99,27
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",126,60,85
"
Blue Slide Park
","
Mac Miller
",-,1,17
"
Formula: Vol. 1
","
Romeo Santos
",115,9,20
"
Just Whitney...
","
Whitney Houston
",79,9,29
"
The Best Of Lionel Richie: 20th Century Masters The Millennium Collection
","
Lionel Richie
",136,71,35
"
Hell On Heels
","
Pistol Annies
",147,5,31
"
Awake
","
Skillet
",121,2,131
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",133,67,103
"
Lungs
","
Florence + The Machine
",123,14,95
"
WOW Hits 2012
","
Various Artists
",139,35,26
"
The Best Of Etta James: 20th Century Masters The Millennium Collection
","
Etta James
",113,32,18
"
Loud
","
Rihanna
",182,3,71
"
This Ole Boy
","
Craig Morgan
",151,41,4
"
I'm Your Baby Tonight
","
Whitney Houston
",76,3,56
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",146,26,215
"
Journey's Greatest Hits
","
Journey
",150,10,207
"
Need You Now
","
Lady Antebellum
",122,1,113
"
The Path Of Totality
","
 Korn
",118,10,16
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",137,73,31
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",138,19,18
"
4X4=12
","
deadmau5
",144,47,54
"
Old Ideas
","
Leonard Cohen
",91,3,8
"
The Best Of Boyz II Men: 20th Century Masters The Millennium Collection
","
Boyz II Men
",148,70,42
"
The Best Of Barry White: 20th Century Masters The Millennium Collection
","
Barry White
",153,78,48
"
Icon: Josh Turner
","
Josh Turner
",190,98,17
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",155,109,40
"
Camp
","
Childish Gambino
",132,11,17
"
Taylor Swift
","
Taylor Swift
",140,5,258
"
Klusterfuk (EP)
","
Tech N9ne
",15,15,2
"
Torture
","
Cannibal Corpse
",38,38,2
"
War Is The Answer
","
Five Finger Death Punch
",171,7,106
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",158,66,60
"
47th Academy Of Country Music Awards: 2012 Nominee Spotlight
","
Various Artists
",-,-,-
"
Doin' My Thing
","
Luke Bryan
",-,6,72
"
The Marshall Mathers LP
","
Eminem
",169,1,124
"
VH1 Storytellers
","
Johnny Cash & Willie Nelson
",176,56,44
"
F.A.M.E.
","
Chris Brown
",127,1,47
"
Sweeter
","
Gavin DeGraw
",-,8,14
"
Breakfast
","
Chiddy Bang
",149,8,5
