Song, Artist, Last Week, Peak Position, Weeks on Chart
"
This Is Your Time
","
Michael W. Smith
",90,21,4
"
A Christmas Album
","
Michael Crawford
",128,98,5
"
The Source Presents Hip-Hop Hits -- Volume 3
","
Various Artists
",101,99,3
"
 Tonight The Stars Revolt!
","
Powerman 5000
",112,29,22
"
If I Left The Zoo
","
Jars Of Clay
",95,44,6
"
Blaque
","
Blaque
",126,79,29
"
Stan And Judy's Kid
","
Adam Sandler
",115,16,13
"
Secret Of Giving: A Christmas Collection
","
Reba McEntire
",93,85,7
"
The Slim Shady LP
","
Eminem
",119,2,43
"
Merry Christmas Wherever You Are
","
George Strait
",84,78,7
"
Sheryl Crow And Friends: Live From Central Park
","
Sheryl Crow
",107,107,2
"
The Whole Shebang
","
SHeDAISY
",127,77,32
"
Buffett Live: Tuesdays, Thursdays, Saturdays
","
Jimmy Buffett
",117,37,6
"
I'm Alright
","
Jo Dee Messina
",132,61,92
"
 Get It On...Tonite
","
Montell Jordan
",105,32,6
"
Classics In The Key Of G
","
Kenny G
",130,17,25
"
WCW Mayhem The Music
","
Various Artists
",121,40,5
"
The Irish Tenors: Home For Christmas
","
John McDermott/Anthony Kearns/Ronan Tynan
",111,111,5
"
A Very Special Christmas Live: From Washington, D.C.
","
Various Artists
",102,100,5
"
D'lectrified
","
Clint Black
",131,75,12
"
Running With Scissors
","
"Weird Al" Yankovic
",125,16,25
"
(Speechless)
","
Steven Curtis Chapman
",114,31,27
"
No. 4
","
Stone Temple Pilots
",129,6,8
"
Black Diamond
","
Angie Stone
",122,94,12
"
Toy Story 2
","
Soundtrack
",120,111,5
"
Sittin' Fat Down South
","
Lil Troy
",124,20,36
"
Touched By An Angel -- The Christmas Album
","
Various Artists
",118,86,5
"
Breakdown
","
Melissa Etheridge
",141,12,11
"
100% Ginuwine
","
Ginuwine
",143,5,40
"
Notting Hill
","
 Soundtrack
",137,19,30
"
Awake And Breathe
","
B*Witched
",133,91,8
"
Dysfunction
","
Staind
",140,74,21
"
On How Life Is
","
Macy Gray
",154,97,21
"
Americana
","
The Offspring
",142,2,57
"
Monster Ballads
","
Various Artists
",144,27,25
"
 Only God Can Judge Me
","
Master P
",123,2,8
"
Who Needs Pictures
","
Brad Paisley
",155,143,13
"
Follow The Leader
","
Korn
",150,1,70
"
Faith
","
Faith Hill
",156,7,87
"
Mr. Hankey's Christmas Classics
","
Various Artists
",138,138,3
"
Tarzan
","
Soundtrack
",145,5,31
"
You've Come A Long Way, Baby
","
Fatboy Slim
",152,34,53
"
The Matrix
","
Soundtrack
",161,7,38
"
WoW Worship: Today's 30 Most Powerful Worship Songs
","
Various Artists
",148,70,27
"
Looking Forward
","
Crosby, Stills, Nash & Young
",158,26,8
"
Where I Wanna Be
","
Donell Jones
",139,35,10
"
N***a Please
","
Ol' Dirty Bastard
",151,10,14
"
Yellow Submarine Songtrack
","
The Beatles
",162,15,14
"
Plains
","
George Winston
",157,76,12
"
Winter Solstice On Ice
","
Various Artists
",136,131,5
"
Light It Up
","
Soundtrack
",134,19,6
"
The Fragile
","
Nine Inch Nails
",163,1,13
"
Runaway Bride
","
Soundtrack
",153,4,21
"
More Music From Austin Powers: The Spy Who Shagged Me
","
Soundtrack
",160,145,7
"
Tight Rope
","
Brooks & Dunn
",173,31,13
"
Love Liberty Disco
","
newsboys
",146,80,5
"
The Miseducation Of Lauryn Hill
","
Lauryn Hill
",171,1,69
"
Peace
","
Eurythmics
",168,25,9
"
Always Never The Same
","
George Strait
",177,6,39
"
Double Live
","
Garth Brooks
",176,1,54
"
The Ego Has Landed
","
Robbie Williams
",165,63,22
"
Nasty Little Thoughts
","
Stroke9
",184,168,3
"
Man On The Moon
","
Soundtrack
",-,-,-
"
Wisconsin Death Trip
","
Static-X
",180,116,17
"
Immobilarity
","
Chef Raekwon
",135,9,5
"
Austin Powers: The Spy Who Shagged Me
","
Soundtrack
",183,5,25
"
Soundsystem
","
311
",181,9,10
"
Smoke Rings In The Dark
","
Gary Allan
",175,84,7
"
Pokemon: 2.B.A. Master -- Music From The Hit TV Series
","
 Soundtrack
",178,90,25
"
Chopper City In The Ghetto
","
B.G.
",166,9,35
"
Before These Crowded Streets
","
Dave Matthews Band
",188,1,84
"
Spirit
","
Jewel
",-,3,50
"
Live At Luther College
","
Dave Matthews & Tim Reynolds
",-,2,44
"
# 1's
","
Mariah Carey
",-,4,53
"
The Magic Of Christmas
","
Natalie Cole With The London Symphony Orchestra
",159,159,3
"
Songs From The Last Century
","
George Michael
",-,-,-
"
...Hits
","
Phil Collins
",196,18,62
"
Guerrilla Warfare
","
Hot Boys
",170,5,21
"
It's Dark And Hell Is Hot
","
DMX
",198,1,81
"
Aria -- The Opera Album
","
Andrea Bocelli
 ",174,59,65
"
Live In Concert
","
Natalie Merchant
",189,82,6
"
Tha Streetz Iz A Mutha
","
Kurupt
",149,31,5
"
A Place In The Sun
","
Lit
",191,31,41
"
Cold Hard Truth
","
George Jones
",185,53,25
"
Slipknot
","
Slipknot
",194,112,23
"
Desde Un Principio -- From The Beginning
","
Marc Anthony
",199,159,5
"
Vol. 2... Hard Knock Life
","
JAY-Z
",190,1,62
"
Mambo #5
","
The Countdown Singers
",-,-,-
"
No Limit Top Dogg
","
Snoop Dogg
",167,2,32
"
It's Real
","
K-Ci & JoJo
",186,8,26
"
To Venus And Back
","
Tori Amos
",-,12,10
"
You Can't Stop The Bum Rush
","
Len
",182,46,27
"
A Gift Of Christmas: A Superstar Celebration Of Caring
 ","
Various Artists
",179,179,2
"
The Irish Tenors
","
John McDermott/Anthony Kearns/Ronan Tynan
",-,151,9
