Song, Artist, Last Week, Peak Position, Weeks on Chart
"Life Is Good","Nas",-,1,1
"
Uncaged
","
Zac Brown Band
",1,1,2
"
 Kidz Bop 22
","
Kidz Bop Kids
",-,-,-
"
Channel Orange
","
Frank Ocean
",2,2,2
"
Believe
","
Justin Bieber
",3,1,5
"
...Hits
","
Phil Collins
",-,6,104
"
Up All Night
","
One Direction
",7,1,19
"
The Dark Knight Rises
","
Soundtrack
",-,-,-
"
21
","
Adele
",8,1,74
"
Overexposed
","
Maroon 5
",5,2,4
"
Doo-Wops & Hooligans
","
Bruno Mars
",135,3,94
"
Collide With The Sky
","
Pierce The Veil
",-,-,-
"
Fortune
","
Chris Brown
",4,1,3
"
Living Things
","
Linkin Park
",6,1,4
"
Teenage Dream
","
Katy Perry
",9,1,100
"
Welcome To The Fishbowl
","
Kenny Chesney
",10,2,5
"
Looking 4 Myself
","
Usher
",14,1,6
"
Tailgates & Tanlines
","
Luke Bryan
",11,2,50
"
Spark Seeker
","
Matisyahu
",-,-,-
"
Band Of Brothers
","
HellYeah
",-,-,-
"
Maybach Music Group Presents: Self Made 2
","
Various Artists
",13,4,4
"
Carry Me Back
","
Old Crow Medicine Show
",-,-,-
"
The Lumineers
","
The Lumineers
",28,17,16
"
Amaryllis
","
Shinedown
",108,4,17
"
Some Nights
","
fun.
",18,3,22
"
Blown Away
","
Carrie Underwood
",20,1,12
"
Unbroken
","
Demi Lovato
",124,4,29
"
Chief
","
Eric Church
",15,1,52
"
All I Was
","
Tremonti
",-,-,-
"
Yellow And Green
","
Baroness
",-,-,-
"
NOW 42
","
Various Artists
",25,3,12
"
Write Me Back
","
R. Kelly
",23,5,4
"
Pink Friday: Roman Reloaded
","
Nicki Minaj
 ",41,1,16
"
Weight & Glory
","
KB
",-,-,-
"
Making Mirrors
","
Gotye
",37,6,29
"
My Head Is An Animal
","
Of Monsters And Men
",32,6,16
"
My Kinda Party
","
Jason Aldean
",39,2,90
"
Old School New Rules
","
Hank Williams Jr.
",12,12,2
"
One Lovely Day
","
Citizen Cope
",-,-,-
"
The Idler Wheel Is Wiser Than...
","
Fiona Apple
",27,3,5
"
Born And Raised
","
John Mayer
",40,1,9
"
American Idol: Season 11: Highlights (EP)
","
Phillip Phillips
",26,25,3
"
You Get What You Give
","
Zac Brown Band
",16,1,96
"
Wild Ones
","
Flo Rida
",24,14,3
"
Tuskegee
","
Lionel Richie
",44,1,17
"
Brave
","
Soundtrack
",103,33,5
"
Thirty Miles West
","
Alan Jackson
",36,2,7
"
The Foundation
","
Zac Brown Band
",19,9,191
"
Sigh No More
","
Mumford & Sons
",52,2,122
"
Let It Shine
","
Soundtrack
",38,12,6
"
Hunter Hayes
","
Hunter Hayes
",34,18,23
"
Blunderbuss
","
Jack White
",81,1,13
"
Project X
","
Soundtrack
",45,12,12
"
NOW That's What I Call Country: Volume 5
","
Various Artists
",42,13,6
"
Ultimate
","
 Prince
",-,55,6
"
19
","
Adele
",62,4,144
"
Stronger
","
Kelly Clarkson
",48,2,39
"
Rock Of Ages
 ","
Soundtrack
",30,5,7
"
God's Not Dead
","
newsboys
",-,45,24
"
Love Is A Four Letter Word
","
Jason Mraz
",61,2,14
"
 Clockwork Angels
","
Rush
",51,2,6
"
Hard 2 Love
","
Lee Brice
",33,5,13
"
Swing Lo Magellan
","
Dirty Projectors
",22,22,2
"
+
","
Ed Sheeran
",53,5,6
"
El Camino
","
The Black Keys
",58,2,33
"
Boys & Girls
","
Alabama Shakes
",60,8,16
"
Halfway To Heaven
","
Brantley Gilbert
",46,4,49
"
Punching Bag
","
Josh Turner
",35,4,6
"
Talk That Talk
","
Rihanna
 ",67,3,35
"
Bangarang (EP)
","
Skrillex
",68,14,30
"
Take Care
","
Drake
",55,1,36
"
Born To Die
","
 Lana Del Rey
",76,2,25
"
Tonight
","
tobyMac
",146,6,48
"
Bringing Down The Giant
","
Saving Abel
",-,-,-
"
California 37
","
Train
",66,4,14
"
Rebirth
","
Jimmy Cliff
",-,-,-
"
Up All Night
","
Kip Moore
",47,6,13
"
Ceremonials
","
Florence + The Machine
",86,6,38
"
Own The Night
","
Lady Antebellum
 ",71,1,45
"
Continued Silence (EP)
","
Imagine Dragons
",111,80,10
"
Changed
","
Rascal Flatts
",70,3,16
"
Murdered Love
","
P.O.D.
",17,17,2
