Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Death Of A Bachelor
","
Panic! At The Disco
",115,1,132
"
Their Greatest Hits 1971-1975
","
Eagles
",127,1,235
"
ANTI
","
Rihanna
",119,1,131
"
High As Hope
","
Florence + The Machine
",79,2,4
"
good kid, m.A.A.d city
","
Kendrick Lamar
",118,2,300
"
Happy Endings
","
Old Dominion
",117,7,44
"
The Now Now
","
Gorillaz
",77,4,4
"
 2014 Forest Hills Drive
","
J. Cole
",124,1,190
"
California Sunrise
","
Jon Pardi
",125,11,108
"
Culture
","
Migos
",123,1,78
"
 Revenge
","
XXXTENTACION
",114,28,35
"
Vibras
","
J Balvin
",108,15,9
"
Without Warning
","
21 Savage, Offset & Metro Boomin
",122,4,39
"
Tangled Up
","
Thomas Rhett
",128,6,142
"
Nothing Was The Same
","
Drake
",133,1,247
"
Back In Black
","
AC/DC
",126,4,318
"
Illuminate
","
Shawn Mendes
",130,1,95
"
Reckless
","
 NAV
",120,8,10
"
Greatest Hits
","
The Notorious B.I.G.
",140,1,138
"
A Decade Of Destruction
","
Five Finger Death Punch
",138,29,34
"
Reloaded: 20 #1 Hits
","
Blake Shelton
",131,5,121
"
1
","
The Beatles
",139,1,327
"
Sounds Of Summer:The Very Best Of The Beach Boys
","
The Beach Boys
",132,16,143
"
All Time Greatest Hits
","
Lynyrd Skynyrd
",-,56,29
"
Metallica
","
Metallica
",137,1,493
"
Doo-Wops & Hooligans
","
Bruno Mars
",136,3,385
"
There's Really A Wolf
","
Russ
",149,7,64
"
Lil Boat 2
","
Lil Yachty
",165,2,19
"
Greatest Hits
","
Foo Fighters
",150,11,141
"
[Hybrid Theory]
","
Linkin Park
",134,2,218
"
Greatest Hits
","
Red Hot Chili Peppers
",142,18,179
"
Abbey Road
","
The Beatles
",155,1,267
"
Mothership
","
Led Zeppelin
",147,7,262
"
I Can Only Imagine: The Very Best Of MercyMe
","
MercyMe
",145,23,21
"
Their Greatest Hits: Volumes 1 & 2
","
Eagles
 ",156,86,12
"
From The Fires
","
Greta Van Fleet
",184,36,34
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",153,5,103
"
The Very Best Of Fleetwood Mac
","
Fleetwood Mac
 ",151,12,77
"
The Hits
","
Billy Joel
",168,34,20
"
25
","
Adele
",161,1,140
"
Love Yourself: Her
","
BTS
",160,7,40
"
Here's To The Good Times
","
Florida Georgia Line
",144,4,255
"
Smoke + Mirrors
","
Imagine Dragons
",175,1,112
"
Hot Rocks 1964-1971
","
The Rolling Stones
",183,4,274
"
Dangerous Woman
","
Ariana Grande
",146,2,107
"
Memories...Do Not Open
","
The Chainsmokers
",167,1,68
"
From A Room: Volume 1
","
Chris Stapleton
",157,2,64
"
T R A P S O U L
","
Bryson Tiller
",169,8,148
"
Light Of Mine
","
KYLE
 ",154,29,10
"
Dex Meets Dexter
","
Famous Dex
",152,12,16
"
21
","
Adele
",-,1,374
"
Purpose
","
Justin Bieber
",170,1,140
"
Blonde
","
Frank Ocean
",181,1,93
"
Activated
","
Tee Grizzley
",158,10,11
"
Come Tomorrow
 ","
Dave Matthews Band
",129,1,7
"
If You're Reading This It's Too Late
","
Drake
",172,1,179
"
The Very Best Of Daryl Hall John Oates
","
Daryl Hall John Oates
",177,34,36
"
The Life Of Pablo
","
Kanye West
",178,1,118
"
Beach House 3
","
Ty Dolla $ign
",163,11,22
"
Forever
","
Popcaan
",-,-,-
"
Number One Hits
","
Tim McGraw
",176,27,120
"
If I Know Me
 ","
Morgan Wallen
",162,72,13
"
K.T.S.E.
","
Teyana Taylor
",116,17,5
"
Flower Boy
","
Tyler, The Creator
",-,2,49
"
Too Hard
","
 Lil Baby
",180,80,32
"
The Best Of 2Pac - Part 1: Thug
","
2Pac
",-,65,29
"
Crash My Party
","
Luke Bryan
",174,1,228
"
Cleopatra
","
The Lumineers
",193,1,108
"
Trip
","
Jhene Aiko
",179,5,44
"
Woodstock
","
Portugal. The Man
",185,32,58
"
Take Me To The Disco
","
Meg Myers
",-,-,-
"
Grateful
","
DJ Khaled
",187,1,57
"
Beautiful Trauma
","
P!nk
",194,1,41
"
Badlands
","
Halsey
",186,2,141
"
Collage (EP)
","
The Chainsmokers
 ",189,6,64
"
Greatest Hits: Decade #1
","
Carrie Underwood
",191,4,135
"
Golden Hour
","
Kacey Musgraves
",173,4,17
"
FUTURE
","
Future
",196,1,73
"
Ultimate Sinatra
","
Frank Sinatra
",-,32,48
"
The Bigger Artist
","
A Boogie Wit da Hoodie
",198,4,43
"
Simon And Garfunkel's Greatest Hits
","
Simon & Garfunkel
",195,5,169
"
I Am...Sasha Fierce
","
Beyonce
",197,1,177
"
How Can It Be
","
Lauren Daigle
",-,28,107
"
Ripcord
","
Keith Urban
",192,4,111
"
Born To Die
","
Lana Del Rey
",-,2,313
"
From A Room: Volume 2
","
Chris Stapleton
",-,2,32
"
Hozier
","
Hozier
",-,2,157
"
War & Leisure
","
Miguel
",190,9,34
"
Red
","
Taylor Swift
",-,1,149
