Song, Artist, Last Week, Peak Position, Weeks on Chart
"
 The Notorious KIM
","
Lil' Kim
",76,4,21
"
Fear Of Flying
","
Mya
",68,15,30
"
Halfway Between The Gutter And The Stars
","
Fatboy Slim
",51,51,2
"
Shyne
","
Shyne
",61,5,8
"
In Blue
","
The Corrs
",90,21,10
"
Nathan Michael Shawn Wanya
","
Boyz II Men
",65,4,10
"
Dead Man Walkin
","
 Snoop Dogg
",53,24,3
"
7
","
S Club 7
",-,-,-
"
Little Nicky
","
Soundtrack
",101,95,3
"
The Essential Bob Dylan
","
Bob Dylan
",82,67,3
"
Emotional
","
Carl Thomas
",91,9,31
"
G.O.A.T. Featuring James T. Smith: The Greatest Of All Time
","
LL Cool J
",66,1,10
"
Significant Other
","
Limp Bizkit
",74,1,74
"
The Heat
","
Toni Braxton
",85,2,30
"
Eat At Whitey's
","
Everlast
",78,20,5
"
Dr. Dre -- 2001
","
Dr. Dre
",72,2,53
"
Remember The Titans
","
Soundtrack
",71,71,7
"
Greatest Hits Volume 2
","
James Taylor
",97,97,2
"
La Luna
","
Sarah Brightman
",96,17,12
"
MTV: The Return Of Rock Volume 2
","
Various Artists
",75,75,2
"
Supernatural
","
Santana
",98,1,75
"
You're The One
","
Paul Simon
",87,19,7
"
Selected Works: 1972--1999
","
Eagles
",-,-,-
"
Ride Wit Us Or Collide Wit Us
","
Outlawz
",95,95,2
"
The Three Tenors Christmas
","
Carreras-Domingo-Pavarotti (Mercurio)
",175,111,2
"
...Baby One More Time
","
Britney Spears
",121,1,97
"
Reflection Eternal
","
Talib Kweli & Hi-Tek
",89,17,5
"
Play
","
Moby
",103,45,67
"
Make Yourself
","
Incubus
",100,47,51
"
Songs From An American Movie Vol. One: Learning How To Smile
","
Everclear
",110,9,19
"
All The Way...A Decade Of Song
","
Celine Dion
",106,1,53
"
Blender
","
Collective Soul
",94,22,6
"
Born To Fly
","
Sara Evans
",113,62,6
"
No One Does It Better
","
SoulDecision
",105,103,13
"
Timeless: Live In Concert
","
Barbra Streisand
",102,21,9
"
A Place In The Sun
","
Tim McGraw
",117,1,81
"
Marc Anthony
","
Marc Anthony
",120,8,60
"
Bounce
","
Soundtrack
",-,-,-
"
People Like Us
","
Aaron Tippin
",99,53,17
"
Baller Blockin
","
Cash Money Millionaires
",108,13,10
"
No Name Face
","
Lifehouse
",142,127,3
"
On How Life Is
","
Macy Gray
",118,4,69
"
 The History Of Rock
","
Kid Rock
",112,2,25
"
Joy: A Christmas Collection
","
Avalon
",126,126,3
"
Strait Up
","
Various Artists
",56,56,2
"
Bette
","
Bette Midler
",178,69,6
"
...And Then There Was X
","
DMX
",109,1,48
"
Everything You Want
","
Vertical Horizon
",127,40,46
"
Stories From The City, Stories From The Sea
","
PJ Harvey
",92,42,3
"
Down The Road I Go
","
Travis Tritt
",124,51,7
"
Mirror Mirror
","
Kelly Price
",107,5,21
"
George Strait
","
George Strait
",111,7,9
"
Burn
","
Jo Dee Messina
",135,19,16
"
The Whole Shebang
","
SHeDAISY
",137,70,80
"
Sweet Kisses
","
Jessica Simpson
",125,25,52
"
Mi Reflejo
","
Christina Aguilera
",129,27,10
"
Christmas With Yolanda Adams
","
Yolanda Adams
",-,-,-
"
Brand New Year
","
SHeDAISY
",199,144,2
"
Vapor Transmission
","
Orgy
",104,16,6
"
Mer De Noms
","
A Perfect Circle
",132,4,26
"
Nothin' But Drama
","
Profyle
",119,50,5
"
Bizaar
","
Insane Clown Posse
",79,20,3
"
My Name Is Joe
","
Joe
",114,2,31
"
Sailing To Philadelphia
","
Mark Knopfler
",128,60,8
"
White Pony
","
Deftones
",148,3,22
"
The Promise
","
Plus One
",154,76,26
"
Ally McBeal: A Very Ally Christmas Featuring Vonda Shepard
","
Soundtrack
",-,-,-
"
 Jazzmatazz Streetsoul
","
Guru
",123,32,7
"
Tomorrow's Sounds Today
","
Dwight Yoakam
",115,68,3
"
The Abba Generation
","
A*Teens
",141,71,27
"
Bizzar
","
Insane Clown Posse
",86,21,3
"
Heart Of A Champion: A Collection Of 30 Hits
","
Carman
",138,53,4
"
Unleash The Dragon
","
Sisqo
",130,2,51
"
This Christmas Time
","
Lonestar
",-,-,-
"
Lonely Grill
","
Lonestar
",144,28,77
"
Crystal Clear
","
Jaci Velasquez
",161,49,11
"
Duets
","
Soundtrack
",146,102,10
"
Art And Life
 ","
Beenie Man
",131,68,19
"
Gotta Tell You
","
Samantha Mumba
",158,158,3
"
Shine: The Hits
","
newsboys
",155,122,4
"
Sooner Or Later
","
BBMak
",139,38,27
"
Mission: Impossible 2
","
Soundtrack
",183,2,26
"
When A Woman Loves
","
Patti LaBelle
",133,63,4
"
Who Needs Pictures
","
Brad Paisley
 ",162,102,29
"
Loyalty And Betrayal
","
E-40
",122,18,6
"
How Do You Like Me Now?!
","
Toby Keith
",180,85,46
"
Red Dirt Girl
","
Emmylou Harris
",164,54,10
"
Trapped In Crime
","
C-Murder
",140,9,11
"
Almost Famous
","
Soundtrack
",134,43,10
"
The Source Hip-Hop Music Awards 2000--The Album
","
Various Artists
",145,17,14
"
Return Of Saturn
","
No Doubt
",149,2,32
"
The Very Best Of Cat Stevens
","
Cat Stevens
",160,58,33
"
I Got That Work
","
Big Tymers
",143,3,27
"
Thankful
","
Mary Mary
",163,59,29
"
The Fundamental Elements Of Southtown
","
P.O.D.
",179,51,45
"
Love And Freedom
","
BeBe
",156,30,12
"
Affirmation
","
Savage Garden
",173,6,54
"
The Slim Shady LP
","
Eminem
",174,2,91
"
Live In London And More...
","
Donnie McClurkin
",185,108,13
"
WoW Worship: Today's 30 Most Powerful Worship Songs
 ","
Various Artists
",196,70,69
"
What A Wonderful World
","
Anne Murray
",153,38,23
"
Voice Of An Angel
","
Charlotte Church
",-,28,69
"
Inside Job
","
Don Henley
",191,7,26
"
Play: The B-Sides
","
Moby
",165,165,2
"
I Will Sing
","
Don Moen
",-,104,3
"
Little Drummer Boys
","
Mark And Brian
",62,62,2
"
S.D.E.
","
Cam'ron
",150,14,9
"
J.E. Heartbreak
","
Jagged Edge
",169,8,44
"
Blue
","
Third Eye Blind
",177,40,52
"
Enema Of The State
","
Blink-182
",172,9,77
"
Whitney: The Greatest Hits
","
Whitney Houston
",195,5,27
"
 Just Another Day In Parodies
","
Cledus T. Judd
",-,-,-
"
Christmas In The Country
","
Bill & Gloria Gaither And Their Homecoming Friends
",-,-,-
"
Visit Me
","
Changing Faces
",136,46,6
