Song, Artist, Last Week, Peak Position, Weeks on Chart
"Yeezus","Kanye West",-,1,1
"
Born Sinner
","
J. Cole
",-,-,-
"
Watching Movies With The Sound Off
","
Mac Miller
",-,-,-
"
Talk A Good Game
","
Kelly Rowland
",-,-,-
"
13
","
Black Sabbath
",1,1,2
"
Random Access Memories
","
Daft Punk
",2,1,5
"
Hunter Hayes
","
Hunter Hayes
",80,7,71
"
Here's To The Good Times
","
Florida Georgia Line
",5,5,29
"
The 20/20 Experience
","
Justin Timberlake
",3,1,14
"
Night Visions
","
Imagine Dragons
",11,2,42
"
Unorthodox Jukebox
","
Bruno Mars
",19,1,28
"
Based On A True Story ...
","
Blake Shelton
",7,3,13
"
True Believers
","
Darius Rucker
",6,2,5
"
Kveikur
","
Sigur Ros
",-,-,-
"
The Heist
","
Macklemore & Ryan Lewis
",17,2,37
"
Native
","
OneRepublic
",111,4,13
"
Fashionably Late
","
Falling In Reverse
",-,-,-
"
NOW That's What I Call Country: Volume 6
","
Various Artists
",16,16,2
"
The Voice: The Complete Season 4 Collection
 ","
Danielle Bradbery
",-,-,-
"
Ice On The Dune
","
Empire Of The Sun
",-,-,-
"
NOW 46
 ","
Various Artists
",21,3,7
"
Anthem
","
Hanson
",-,-,-
"
Golden
","
Lady Antebellum
",22,1,7
"
The Truth About Love
","
P!nk
",28,1,40
"
The Lumineers
","
The Lumineers
",27,2,64
"
...Like Clockwork
","
Queens Of The Stone Age
",15,1,3
"
Better
","
Chrisette Michele
",12,12,2
"
The Great Gatsby: Music From Baz Luhrmann's Film
","
Soundtrack
",24,2,7
"
Man Of Steel
","
Soundtrack
",9,9,2
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",38,19,61
"
To Be Loved
","
Michael Buble
",25,1,9
"
Modern Vampires Of The City
","
Vampire Weekend
",29,1,6
"
Save Rock And Roll
","
Fall Out Boy
",26,1,10
"
Wrote A Song For Everyone
","
John Fogerty
",18,3,4
"
Love Is Everything
","
George Strait
",20,2,6
"
Babel
","
Mumford & Sons
",31,1,39
"
24/Seven (Soundtrack)
","
Big Time Rush
",4,4,2
"
Pitch Perfect
","
Soundtrack
",70,3,35
"
Life On A Rock
","
Kenny Chesney
",36,1,8
"
good kid, m.A.A.d city
","
Kendrick Lamar
",56,2,35
"
Clublife Vol 3: Stockholm
","
Tiesto
",-,-,-
"
I Am Not A Human Being II
","
Lil Wayne
",43,2,13
"
Overexposed
","
Maroon 5
",37,2,52
"
Red
","
Taylor Swift
",46,1,35
"
Demi
","
Demi Lovato
",42,3,6
"
The Wack Album
","
 The Lonely Island
",10,10,2
"
21
","
Adele
",47,1,122
