Song, Artist, Last Week, Peak Position, Weeks on Chart
"Smoke + Mirrors","Imagine Dragons",-,1,1
"
If You're Reading This It's Too Late
","
Drake
",1,1,2
"
Fifty Shades Of Grey
","
Soundtrack
",2,2,2
"
1989
","
Taylor Swift
",5,1,17
"
x
","
Ed Sheeran
",4,1,35
"
In The Lonely Hour
","
Sam Smith
",3,2,36
"
V
","
Maroon 5
",10,1,25
"
Title
","
Meghan Trainor
",6,1,6
"
The Pinkprint
","
Nicki Minaj
",12,2,10
"
Hozier
","
Hozier
",11,2,20
"
NOW 53
","
Various Artists
",7,2,3
"
Uptown Special.
","
Mark Ronson
",13,5,6
"
American Beauty / American Psycho
","
Fall Out Boy
",14,1,5
"
The Underdog
","
Aaron Watson
",-,-,-
"
Montevallo
","
Sam Hunt
",18,3,17
"
2014 Forest Hills Drive
","
J. Cole
",16,1,11
"
2015 Grammy Nominees
","
 Various Artists
",9,9,5
"
My Everything
","
Ariana Grande
",19,1,26
"
1000 Forms Of Fear
","
Sia
",15,1,30
"
Night Visions
","
Imagine Dragons
",46,2,129
"
Non-Fiction
","
Ne-Yo
",24,5,4
"
Guardians Of The Galaxy: Awesome Mix Vol. 1
","
Soundtrack
",26,1,30
"
Morning Phase
","
Beck
",8,3,30
"
Nick Jonas
","
Nick Jonas
",33,6,15
"
Globalization
","
Pitbull
",41,18,13
"
FOUR
","
One Direction
",31,1,14
"
Reflection
","
Fifth Harmony
",27,5,3
"
Old Boots, New Dirt
","
Jason Aldean
",30,1,20
"
SremmLife
","
Rae Sremmurd
",39,5,7
"
Crash My Party
","
Luke Bryan
",37,1,80
"
Love Sex Passion
","
Raheem DeVaughn
",-,-,-
"
Kidz Bop 27
","
Kidz Bop Kids
",23,3,6
"
Greatest Hits: Decade #1
","
Carrie Underwood
",35,4,11
"
Anything Goes
","
Florida Georgia Line
",38,1,19
"
Frozen
","
Soundtrack
",44,1,65
"
Beyonce
","
Beyonce
",34,1,63
"
+
 ","
Ed Sheeran
",28,5,132
"
Native
","
OneRepublic
",32,4,100
"
Terraplane
","
Steve Earle And The Dukes
",-,-,-
"
The Definitive Collection
","
Stevie Wonder
",-,35,54
"
Chapter One
","
Ella Henderson
",56,11,6
"
Wallflower
","
Diana Krall
",21,10,3
"
PRISM
","
Katy Perry
",36,1,69
"
Shadows In The Night
","
Bob Dylan
",22,7,3
"
Love Stuff
","
Elle King
",-,-,-
"
Motion
","
Calvin Harris
",54,5,16
"
Dream Your Life Away
","
Vance Joy
",51,17,24
"
Songs In The Key Of Life
","
Stevie Wonder
",-,1,82
"
Queen Of The Clouds
","
Tove Lo
",62,14,21
"
Los Duo
","
Juan Gabriel
",25,25,2
"
Full Speed
","
Kid Ink
",45,14,3
"
The Outsiders
","
Eric Church
 ",49,1,54
"
TALKING IS HARD
","
WALK THE MOON
",57,26,12
"
Platinum
","
Miranda Lambert
",42,1,38
"
X
","
Chris Brown
",59,2,23
"
 Rock Or Bust
","
AC/DC
",43,3,12
"
Mono
","
The Mavericks
",-,-,-
"
Love In The Future
","
John Legend
",48,4,75
"
Sweet Talker
","
Jessie J
",83,10,17
"
We Will Not Be Shaken
","
Bethel Music
",121,12,4
"
Ignite The Night
","
Chase Rice
",116,3,25
"
Take Care
","
Drake
",76,1,103
"
I Love You, Honeybear
","
Father John Misty
",17,17,2
"
Nothing Was The Same
","
Drake
",70,1,71
"
Born To Die
","
Lana Del Rey
",72,2,160
"
AM
","
Arctic Monkeys
",60,6,76
"
A Quien Quiera Escuchar
","
Ricky Martin
",20,20,2
"
I Will Follow
","
Jeremy Camp
",55,25,3
"
Journey's Greatest Hits
","
Journey
",66,10,344
"
Trilogy
","
The Weeknd
",73,4,51
"
Prayer
","
Robin Schulz
",61,42,11
"
Vestiges & Claws
","
Jose Gonzalez
",-,-,-
"
Here's To The Good Times
","
Florida Georgia Line
",79,4,116
"
Greatest Hits
","
Fleetwood Mac
",74,14,73
"
Forever Charlie
","
Charlie Wilson
",47,17,4
"
Unorthodox Jukebox
","
Bruno Mars
",64,1,108
"
The Marshall Mathers LP 2
","
Eminem
",69,1,68
"
BRINGING BACK THE SUNSHINE
","
Blake Shelton
",63,1,21
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",94,5,353
"
For You
","
Selena Gomez
",82,24,13
"
Cole Swindell
","
Cole Swindell
",95,3,51
"
The Eminem Show
","
Eminem
",99,1,203
"
Greatest Hits So Far...
","
Zac Brown Band
",68,20,15
"
good kid, m.A.A.d city
","
Kendrick Lamar
",88,2,121
"
The New Classic
","
Iggy Azalea
",77,3,41
"
Blacc Hollywood
","
Wiz Khalifa
",101,1,27
"
Save Rock And Roll
","
Fall Out Boy
",111,1,96
"
It Goes Like This
","
Thomas Rhett
",91,6,42
"
5 Seconds Of Summer
","
5 Seconds Of Summer
",100,1,31
"
Teenage Dream
","
Katy Perry
",67,1,199
"
21
","
Adele
",89,1,209
"
Reality Show
","
Jazmine Sullivan
",97,12,6
"
These Things Happen
","
G-Eazy
",110,3,32
"
Doo-Wops & Hooligans
","
Bruno Mars
",90,3,214
"
Trigga
","
Trey Songz
",114,1,34
"
Nostalgia
","
Annie Lennox
",40,10,9
"
The Legend Of Johnny Cash
","
Johnny Cash
",108,5,206
"
Back In Black
","
AC/DC
",87,4,205
"
The Pale Emperor
","
Marilyn Manson
",80,8,5
"
The Hunger Games: Mockingjay, Part I
 ","
Soundtrack
",148,18,14
"
I Dont Dance
","
Lee Brice
",96,5,24
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",129,19,88
"
Halcyon
","
Ellie Goulding
",153,9,82
"
Pure Heroine
","
Lorde
",122,3,73
"
Sadnecessary
","
Milky Chance
",127,17,18
"
Greatest Hits: We Will Rock You
","
Queen
",92,42,30
"
Because The Internet
","
Childish Gambino
",105,7,60
"
RUN WILD. LIVE FREE. LOVE STRONG.
","
for KING & COUNTRY
",144,13,12
"
No Fixed Address
","
Nickelback
",98,4,14
"
G I R L
","
Pharrell Williams
",78,2,49
"
Pitch Perfect
","
Soundtrack
",133,3,106
"
Curtain Call: The Hits
","
Eminem
",140,1,229
"
Greatest Hits
","
2Pac
",188,3,84
"
NOW 52
","
Various Artists
",84,2,17
"
Cheek To Cheek
","
Tony Bennett & Lady Gaga
",58,1,21
"
Wanted On Voyage
","
George Ezra
",124,19,4
"
The Essential Michael Jackson
","
Michael Jackson
",-,53,123
"
Anybody Wanna Buy A Heart?
","
K. Michelle
",86,6,11
"
Red
","
Taylor Swift
",119,1,97
"
Just As I Am
","
Brantley Gilbert
",112,2,40
"
Black Messiah
","
 D'Angelo And The Vanguard
",65,5,10
"
Songs About Jane
","
Maroon 5
",163,6,137
"
WOW Gospel 2015
","
Various Artists
",93,64,3
"
Sundown Heaven Town
","
Tim McGraw
",113,3,23
"
Pain Killer
","
Little Big Town
",126,7,18
"
Bad Blood
","
Bastille
",123,11,77
"
What A Terrible World, What A Beautiful World
","
The Decemberists
",103,7,5
"
Talk Dirty
","
Jason Derulo
",130,4,43
"
Riser
","
Dierks Bentley
",115,6,49
"
Greatest Hits
","
Guns N' Roses
",141,3,304
"
Luca Brasi 2: A Gangsta Grillz Special Edition
","
Kevin Gates
",145,38,10
"
Anomaly
","
Lecrae
",147,1,24
"
The London Sessions
","
Mary J. Blige
",125,9,12
"
Nevermind
","
Nirvana
",-,1,285
"
Paperwork
","
T.I.
",135,2,18
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",152,2,55
"
Recovery
","
Eminem
",177,1,178
"
Ghost Stories
","
Coldplay
",120,1,40
"
Number One Hits
","
Tim McGraw
",137,27,94
"
The Big Revival
","
Kenny Chesney
",134,2,22
"
Formula: Vol. 2
","
Romeo Santos
",-,5,29
"
Talking Dreams
","
Echosmith
",197,109,20
"
Rumours
","
Fleetwood Mac
",183,1,195
"
The Very Best Of Travis Tritt
","
Travis Tritt
",167,124,10
"
Holding All The Roses
","
Blackberry Smoke
",29,29,2
"
B4.Da.$$
","
Joey Bada$$
",117,5,5
"
Glen Campbell: I'll Be Me
","
Soundtrack
",-,-,-
"
The Young OG Project
","
Fabolous
",132,12,9
"
Midnight Memories
","
One Direction
",161,1,64
"
Greatest Hits
","
The Notorious B.I.G.
",-,1,33
"
This Is All Yours
","
alt-J
",155,4,22
"
Ultraviolence
","
Lana Del Rey
",168,1,36
"
Annie
","
Soundtrack
",106,12,13
"
Lost On The River
","
The New Basement Tapes
",131,23,15
"
Thriller
","
Michael Jackson
",162,1,238
"
.5: The Gray Chapter
","
Slipknot
",139,1,18
"
Devil Without A Cause
","
Kid Rock
",-,4,99
