Song, Artist, Last Week, Peak Position, Weeks on Chart
"Fearless","Taylor Swift",-,1,15
"
Uncle Charlie
","
Charlie Wilson
",-,-,-
"
The Fray
","
The Fray
",4,1,3
"
Dark Horse
","
Nickelback
",11,2,14
"
I Am...Sasha Fierce
","
Beyonce
",12,1,14
"
Intuition
","
Jamie Foxx
",14,3,10
"
Testimony: Vol. 2, Love & Politics
","
India.Arie
",3,3,2
"
808s & Heartbreak
","
Kanye West
",16,1,13
"
Raising Sand
","
Robert Plant / Alison Krauss
",2,2,63
"
The Fame
","
Lady Gaga
",26,10,17
"
Years Of Refusal
","
Morrissey
",-,-,-
"
Paper Trail
","
T.I.
",18,1,21
"
Working On A Dream
","
Bruce Springsteen
",6,1,4
"
Viva La Vida or Death And All His Friends
","
Coldplay
",8,1,36
"
A Different Me
","
Keyshia Cole
",19,2,10
"
It's Not Me, It's You
","
Lily Allen
",5,5,2
"
Twilight
","
Soundtrack
",20,1,16
"
Funhouse
","
P!nk
 ",23,2,17
"
19
","
Adele
",10,10,37
"
Grammy Nominees 2009
","
Various Artists
",9,6,4
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",17,3,41
"
Slumdog Millionaire
","
Soundtrack
",48,16,9
"
NOW 29
","
Various Artists
",28,3,15
"
Incredibad
","
The Lonely Island
",13,13,2
"
Circus
","
Britney Spears
",24,1,12
"
High School Musical 3: Senior Year
","
Soundtrack
",54,2,18
"
The Rebirth
","
Bobby V
",7,7,2
"
Only By The Night
","
Kings Of Leon
",34,5,22
"
Year Of The Gentleman
","
Ne-Yo
",25,2,23
"
Freedom
","
Akon
",36,7,12
"
Hold Time
","
M. Ward
",-,-,-
"
Rock N Roll Jesus
","
Kid Rock
",21,1,72
"
Tha Carter III
","
Lil Wayne
",29,1,37
"
The Annie Lennox Collection
","
Annie Lennox
",-,-,-
"
Good Girl Gone Bad
","
Rihanna
",31,2,90
"
David Cook
","
David Cook
",32,3,14
"
Innocence & Instinct
","
Red
",15,15,2
"
One Of The Boys
","
Katy Perry
",37,9,36
"
Kidz Bop 15
","
Kidz Bop Kids
",27,7,3
"
Learn To Live
","
Darius Rucker
",39,5,23
"
Taylor Swift
","
Taylor Swift
",38,5,122
"
The Foundation
","
Zac Brown Band
",41,17,14
"
Mamma Mia!
","
Soundtrack
",40,1,33
"
Spectacular!
 ","
Soundtrack
",195,44,2
"
When The World Comes Down
","
The All-American Rejects
",42,15,10
"
Love On The Inside
","
Sugarland
",33,1,31
"
Soul
","
Seal
",49,13,15
"
Feel That Fire
","
Dierks Bentley
",22,3,3
"
Dark Was The Night: A Red Hot Compilation
","
Various Artists
 ",-,-,-
"
Jennifer Hudson
","
Jennifer Hudson
",30,2,21
"
The Point Of It All
","
Anthony Hamilton
",47,12,10
"
Swan Songs
","
Hollywood Undead
",58,22,25
"
 Da REAList
","
Plies
",53,14,10
"
Ryan Leslie
","
Ryan Leslie
",35,35,2
"
Fearless
","
Jazmine Sullivan
",50,6,22
"
Common Existence
","
Thursday
",-,-,-
"
Evolver
","
John Legend
",52,4,17
"
Theater Of The Mind
","
Ludacris
",59,5,13
"
Scars & Souvenirs
","
Theory Of A Deadman
",66,26,47
"
Death Magnetic
","
Metallica
",45,1,24
"
Spirit
","
Leona Lewis
",44,1,46
"
That Lonesome Song
","
Jamey Johnson
",46,28,29
"
Carnival Ride
","
Carrie Underwood
 ",63,1,70
"
WOW Gospel 2009: 30 Of The Year's Top Gospel Artists And Songs
","
Various Artists
",65,27,4
"
Rockferry
","
Duffy
",43,4,41
"
Quiereme Mas
","
Patrulla 81
",-,-,-
"
onmyradio
","
Musiq Soulchild
",80,11,11
"
Day & Age
","
The Killers
",64,6,13
"
Take It To The Limit
","
Hinder
",75,4,16
"
Tonight: Franz Ferdinand
","
Franz Ferdinand
",104,9,4
"
iSouljaBoyTellem
","
Soulja Boy Tell'em
",87,43,10
"
The Recession
","
Young Jeezy
",78,1,25
"
Lady Antebellum
","
Lady Antebellum
",55,4,45
"
Greatest Hits Volume 1
","
Rascal Flatts
",68,6,17
"
All Hope Is Gone
","
Slipknot
",76,1,26
"
Black Ice
","
AC/DC
",51,1,18
"
WOW Hits 2009
","
Various Artists
",62,31,20
"
Thr33 Ringz
","
T-Pain
",77,4,15
"
The Ballads
","
Mariah Carey
",61,10,5
"
Walt Disney Records Presents: Radio Disney Jams 11
","
Various Artists
",56,41,4
"
Folie A Deux
","
Fall Out Boy
",79,8,10
"
David Archuleta
","
David Archuleta
",60,2,15
"
The Sound Of Madness
","
Shinedown
",91,8,35
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",86,6,95
"
The Promise
","
Il Divo
",71,5,14
"
A Little Bit Longer
","
Jonas Brothers
",74,1,28
"
March Of The Zapotec And Realpeople Holland
","
Beirut
",-,-,-
"
Saving Abel
","
Saving Abel
",88,49,44
"
Indestructible
","
Disturbed
",95,1,38
"
Willie And The Wheel
","
Willie Nelson And Asleep At The Wheel
",113,90,3
"
Oracular Spectacular
","
MGMT
",97,38,51
"
The Sound
","
Mary Mary
",99,7,18
"
Doll Domination
","
The Pussycat Dolls
",103,4,22
"
Lucky Old Sun
","
Kenny Chesney
",73,1,19
"
Homesick
","
A Day To Remember
",85,21,3
"
The Life Of A Song
","
Joey + Rory
",98,61,16
"
Good Time
","
Alan Jackson
",90,1,51
"
Merriweather Post Pavilion
","
Animal Collective
",114,13,5
"
 Notorious
","
Soundtrack
",83,4,6
"
Minutes To Midnight
","
Linkin Park
",108,1,93
"
Noble Beast
","
Andrew Bird
",102,12,5
"
Coming Back To You
","
Melinda Doolittle
",92,58,3
"
Breakout
","
Miley Cyrus
",107,1,31
"
That Don't Make Me A Bad Guy
","
Toby Keith
",94,5,17
"
NOW That's What I Call Motown
","
Various Artists
",93,13,6
"
Hello Love
","
Chris Tomlin
",135,9,25
"
Troubadour
","
George Strait
",57,1,47
"
Audience Of One
","
Heather Headley
",126,27,6
"
Chinese Democracy
","
Guns N' Roses
",123,3,13
"
The Ultimate Hits
 ","
Garth Brooks
",109,3,68
"
3 Doors Down
","
3 Doors Down
",112,1,40
"
In Rainbows
","
Radiohead
",70,1,49
"
Something Else
","
Robin Thicke
",96,3,21
"
Voices: WWE The Music Vol. 9
","
Soundtrack
",100,11,4
