Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Waking Up
","
OneRepublic
",-,21,51
"
I'll Never Get Out Of This World Alive
","
Steve Earle
",133,24,4
"
Bad, Bad Leroy Brown & Other Favorites
","
Jim Croce
",152,116,8
"
Hits Alive
","
Brad Paisley
 ",-,9,27
"
Greatest Hits
","
Fleetwood Mac
",187,14,30
"
50 Fun Songs For Kids
","
The Countdown Kids
",166,104,7
"
What If We Were Real
","
Mandisa
",134,66,7
"
American Saturday Night
","
Brad Paisley
",-,2,77
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",169,126,8
"
Charleston, SC 1966
","
Darius Rucker
",150,2,32
