Song, Artist, Last Week, Peak Position, Weeks on Chart
"21","Adele",-,1,22
"
Kidz Bop 20
","
Kidz Bop Kids
",-,-,-
"
Time Of My Life
","
3 Doors Down
",-,-,-
"
4
","
 Beyonce
",5,1,4
"
We The Best Forever
","
DJ Khaled
",-,-,-
"
Red River Blue
","
Blake Shelton
",1,1,2
"
Universal Pulse
","
311
",-,-,-
"
My Kinda Party
","
Jason Aldean
",7,2,38
"
Back To Black
","
Amy Winehouse
",-,2,79
"
When The Sun Goes Down
","
Selena Gomez & The Scene
",10,3,4
"
Hell: The Sequel (EP)
","
Bad Meets Evil
",11,1,6
"
Born This Way
","
Lady Gaga
",13,1,9
"
Neon
","
Chris Young
",4,4,2
"
 If Not Now, When?
","
Incubus
",2,2,2
"
All Of You
","
Colbie Caillat
",6,6,2
"
Dream With Me
","
Jackie Evancho
",12,2,6
"
Bon Iver
","
Bon Iver
",21,2,5
"
Sigh No More
","
Mumford & Sons
",19,2,70
"
Teenage Dream
","
Katy Perry
",23,1,48
"
Outlaws Like Me
","
Justin Moore
",15,5,5
"
NOW 38
","
Various Artists
",17,2,12
"
You Get What You Give
 ","
Zac Brown Band
",24,1,44
"
The Truth Is...
","
Theory Of A Deadman
",8,8,2
"
This Is Country Music
","
Brad Paisley
",16,2,9
"
The Light Of The Sun
","
Jill Scott
",14,1,5
"
American Idol Season 10 Highlights: Scotty McCreery (EP)
","
Scotty McCreery
",20,10,4
"
Finally Famous
","
Big Sean
",18,3,4
"
Planet Pit
","
Pitbull
",27,7,5
"
Speak Now
","
Taylor Swift
",30,1,39
"
Yours Truly
","
Sublime With Rome
",9,9,2
"
Pink Friday
","
Nicki Minaj
",31,1,35
"
Join Us
","
They Might Be Giants
",-,-,-
"
19
","
Adele
",32,10,92
"
Torches
","
Foster The People
",35,8,9
"
Doo-Wops & Hooligans
","
Bruno Mars
",29,3,42
"
Shake It Up: Break It Down
","
Soundtrack
",22,22,2
"
Superfiction
","
Cold
",-,-,-
"
 The Band Perry
","
The Band Perry
",34,4,41
"
The Harrow & The Harvest
","
Gillian Welch
",53,20,4
"
Loud
","
Rihanna
",40,3,36
"
Rolling Papers
","
Wiz Khalifa
",38,2,17
"
In The Mountain In The Cloud
","
Portugal. The Man
",-,-,-
"
Recovery
","
Eminem
",46,1,57
"
Wasting Light
","
 Foo Fighters
",47,1,15
"
NOW That's What I Call Country: Volume 4
","
Various Artists
",33,14,6
"
Sunrise Sessions
","
Kottonmouth Kings
",-,-,-
"
Femme Fatale
","
Britney Spears
",41,1,17
"
F.A.M.E.
","
Chris Brown
",45,1,18
"
Need You Now
","
Lady Antebellum
",52,1,78
"
iTunes Festival: London 2011 (EP)
","
Adele
",62,50,2
"
Hemingway's Whiskey
","
Kenny Chesney
",60,1,43
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",48,18,37
"
Lungs
","
Florence + The Machine
",51,14,60
"
lovestrong.
","
Christina Perri
",90,4,11
"
Nothing Like This
","
Rascal Flatts
",58,6,36
"
My World 2.0
","
Justin Bieber
",56,1,70
"
Frank
","
Amy Winehouse
",-,57,21
"
Sorry For Party Rocking
","
LMFAO
",55,12,5
"
Harry Potter And The Deathly Hallows: Part 2
","
Soundtrack
",25,25,2
"
Pieces Of Me
","
Ledisi
",54,8,6
"
Lemonade Mouth
","
Soundtrack
",44,4,15
"
Rave On: Buddy Holly
","
Various Artists
",50,15,4
"
Promises
","
Richard Smallwood With Vision
",-,-,-
"
My Damnation
","
Chelsea Grin
",-,-,-
"
Everything's Fine
","
The Summer Set
",-,-,-
"
Within And Without
","
Washed Out
",26,26,2
"
All I Want Is You
","
Miguel
",59,37,29
"
Hello Fear
","
Kirk Franklin
",79,5,18
"
Holding Onto Strings Better Left To Fray
","
Seether
",75,2,10
"
Never Say Never: The Remixes (EP)
","
Justin Bieber
",64,1,23
"
Church Music
","
David Crowder Band
",153,11,20
"
Greatest Hits... So Far!!!
","
P!nk
",73,5,36
"
This Loud Morning
","
David Cook
",57,7,4
"
The Foundation
","
Zac Brown Band
",80,9,140
"
Love?
","
Jennifer Lopez
",83,5,12
"
The Fame
","
Lady Gaga
",92,2,143
"
King Of Hearts
","
Lloyd
",49,10,3
"
15 Minutes: Fame... Can You Take It?
","
Barry Manilow
",63,7,6
"
Il Volo
","
Il Volo
",94,10,10
"
Ronnie Dunn
","
Ronnie Dunn
",77,5,7
"
Hands All Over
","
Maroon 5
",84,2,40
"
Born Free
","
Kid Rock
",71,5,36
"
Ukulele Songs
","
Eddie Vedder
",67,4,8
"
Burlesque
","
Soundtrack
",87,18,34
"
2Cellos
","
2Cellos
",-,-,-
"
Hot Sauce Committee Part Two
","
Beastie Boys
",104,2,12
"
Brothers
","
The Black Keys
",89,3,62
"
Vans Warped Tour '11: 2011 Tour Compilation
","
Various Artists
",61,61,7
"
BTR (Soundtrack)
","
Big Time Rush
",96,3,41
"
All 6's & 7's
","
Tech N9ne
",78,4,7
"
Stronger
","
Sara Evans
",88,6,20
"
Revolution
","
Miranda Lambert
",82,8,95
"
Helplessness Blues
","
Fleet Foxes
",85,4,12
"
Attack Attack!
","
Attack Attack!
 ",-,27,6
"
American Idol Season 10 Highlights: James Durbin (EP)
","
James Durbin
",69,31,4
