Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Curtain Call: The Hits
","
Eminem
",-,1,220
"
Merry Christmas... Love, Elvis
","
Elvis Presley
",132,101,13
"
Holiday For Swing!
","
Seth MacFarlane
",82,51,3
"
Classic Christmas Album
","
Barbra Streisand
",154,95,11
"
The Best Of The Temptations Christmas
","
The Temptations
",133,102,12
"
Turn Blue
","
The Black Keys
",-,1,28
"
Cole Swindell
","
Cole Swindell
",170,3,42
"
good kid, m.A.A.d city
","
Kendrick Lamar
",172,2,112
"
The Very Best Of Fleetwood Mac
","
Fleetwood Mac
",171,12,61
"
Back In Black
","
AC/DC
",152,4,196
"
NOW Christmas
","
Various Artists
",118,34,15
"
Christmas With Nashville
 ","
Various Artists
",76,59,7
"
Midnight Memories
","
One Direction
",175,1,55
"
Christmas Songs By Sinatra
","
Frank Sinatra
",139,107,19
"
Home For Christmas
","
Susan Boyle
",123,17,16
"
On This Winter's Night
","
Lady Antebellum
",124,8,24
"
NOW That's What I Call Disney 3
","
Various Artists
",-,39,6
"
Burning Lights
","
Chris Tomlin
",183,1,42
"
Number Ones
","
Michael Jackson
",-,13,194
"
Doo-Wops & Hooligans
","
Bruno Mars
",-,3,205
"
NOW That's What I Call Country: Volume 7
","
Various Artists
",-,10,25
"
Nothing Was The Same
","
Drake
",150,1,62
"
Elf
","
Soundtrack
",169,81,31
"
Christmas Portrait
","
Carpenters
",159,114,32
"
Moonshine In The Trunk
","
Brad Paisley
",-,2,14
"
Promise To Love: Album IV
","
Kem
",184,3,17
"
Riser
","
Dierks Bentley
",-,6,40
"
NOW 50
","
Various Artists
",-,1,32
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",-,8,205
"
Shatter Me
","
Lindsey Stirling
",177,2,30
"
These Things Happen
","
G-Eazy
",185,3,23
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",-,18,167
"
Gold: A 50th Anniversary Christmas Celebration
","
Johnny Mathis
",153,114,12
"
PTX: Vol. II
","
Pentatonix
",188,10,17
"
PTX: Volume 1
","
Pentatonix
",189,14,9
"
Welcome To The New
","
MercyMe
",-,4,31
"
[Hybrid Theory]
","
Linkin Park
",-,2,157
"
Tailgates & Tanlines
","
Luke Bryan
",-,2,171
"
The Dark Side Of The Moon
","
Pink Floyd
",102,1,892
"
Monuments To An Elegy
","
The Smashing Pumpkins
",33,33,2
"
Houses Of The Holy
","
Led Zeppelin
",-,1,105
"
Greatest Hits
","
Foo Fighters
",-,11,78
"
1
","
The Beatles
",-,1,183
"
Songs Of Innocence
","
U2
",-,9,8
"
Ignite The Night
","
Chase Rice
",186,3,16
"
51 Songs Kids Really Love To Sing
","
Kids Choir
",168,81,29
"
Abbey Road
","
The Beatles
",196,1,178
"
Because The Internet
","
Childish Gambino
",199,7,51
