Song, Artist, Last Week, Peak Position, Weeks on Chart
"1989","Taylor Swift",-,1,8
"
The Pinkprint
","
Nicki Minaj
",-,-,-
"
That's Christmas To Me
","
Pentatonix
",3,2,9
"
2014 Forest Hills Drive
","
J. Cole
",1,1,2
"
Black Messiah
","
D'Angelo And The Vanguard
",-,-,-
"
In The Lonely Hour
","
Sam Smith
",8,2,27
"
FOUR
","
One Direction
",7,1,5
"
x
","
Ed Sheeran
",9,1,26
"
Man Against Machine
","
Garth Brooks
",10,4,6
"
Rock Or Bust
","
AC/DC
",5,3,3
"
Christmas
","
Michael Buble
",11,1,37
"
Greatest Hits: Decade #1
","
Carrie Underwood
",4,4,2
"
LIVESOS
","
5 Seconds Of Summer
 ",-,-,-
"
Hozier
","
Hozier
",14,2,11
"
Partners
","
Barbra Streisand
",16,1,14
"
Guardians Of The Galaxy: Awesome Mix Vol. 1
","
Soundtrack
",13,1,21
"
Holiday Wishes
 ","
Idina Menzel
",12,6,10
"
Old Boots, New Dirt
","
Jason Aldean
",18,1,11
"
Frozen
","
Soundtrack
",15,1,56
"
My Everything
","
Ariana Grande
",17,1,17
"
NOW 52
","
Various Artists
",21,2,8
"
Cheek To Cheek
","
Tony Bennett & Lady Gaga
",20,1,13
"
Frozen: The Songs
","
Soundtrack
",19,16,12
"
V
","
Maroon 5
",22,1,16
"
Anything Goes
","
Florida Georgia Line
",24,1,10
"
The Voice: The Complete Season 7 Collection
","
Matt McAndrew
",-,-,-
"
Into The Woods
","
Soundtrack
",-,-,-
"
Sucker
","
Charli XCX
",-,-,-
"
Anybody Wanna Buy A Heart?
","
K. Michelle
",6,6,2
"
The Endless River
","
Pink Floyd
",28,3,6
"
Sonic Highways (Soundtrack)
","
Foo Fighters
",26,2,6
"
Crash My Party
","
Luke Bryan
",35,1,71
"
 Disney Karaoke Series: Frozen (EP)
","
Various Artists
",27,17,36
"
PTXmas (EP)
","
Pentatonix
",23,7,13
"
Title (EP)
","
Meghan Trainor
",34,15,15
"
No Fixed Address
","
Nickelback
",38,4,5
"
The Cowboy Rides Away: Live From AT&T Stadium
","
George Strait
",40,4,14
"
Luca Brasi 2: A Gangsta Grillz Special Edition
","
Kevin Gates
",-,-,-
"
Home For The Holidays
","
Darius Rucker
",30,25,8
"
It's The Girls!
","
Bette Midler
",31,3,7
"
The Voice: The Complete Season 7 Collection
","
Craig Wayne Boyd
",-,-,-
"
Michael W. Smith & Friends: The Spirit Of Christmas
","
Michael W. Smith
",29,16,12
"
Nick Jonas
","
Nick Jonas
",41,6,6
"
BRINGING BACK THE SUNSHINE
","
Blake Shelton
",46,1,12
"
Sweet Talker
","
Jessie J
",71,10,8
"
The London Sessions
","
Mary J. Blige
",25,9,3
"
Montevallo
","
Sam Hunt
",43,3,8
"
The Voice: The Complete Season 7 Collection
","
Chris Jamison
",-,-,-
"
Beyonce
","
Beyonce
",45,1,54
"
The Hunger Games: Mockingjay, Part I
","
Soundtrack
",44,18,5
"
Noel
","
Josh Groban
",48,1,59
"
For You
","
Selena Gomez
",52,24,4
"
5 Seconds Of Summer
","
5 Seconds Of Summer
",42,1,22
"
ShadyXV
","
Various Artists
",37,3,4
"
Ride Out
","
Bob Seger
",97,3,10
"
WOW Hits 2015
","
Various Artists
",50,23,12
"
The Big Revival
","
Kenny Chesney
",66,2,13
"
Player Select
","
Starbomb
",-,-,-
"
Merry Christmas
","
Mariah Carey
",49,3,50
"
Sundown Heaven Town
","
Tim McGraw
",62,3,14
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",51,23,42
"
Wrapped In Red
","
Kelly Clarkson
",47,3,16
"
Annie
","
Soundtrack
",182,63,4
"
It's Christmas Time
","
Elvis Presley
",53,41,44
"
Platinum
","
Miranda Lambert
",90,1,29
"
Night Visions
","
Imagine Dragons
",70,2,120
"
Globalization
","
Pitbull
",57,18,4
"
Native
","
OneRepublic
",36,4,91
"
30/40
","
Mannheim Steamroller
",55,53,7
"
AM
","
Arctic Monkeys
",74,6,67
"
Thrive
","
Casting Crowns
",54,6,46
"
Lost On The River
","
The New Basement Tapes
",67,23,6
"
The Outsiders
","
Eric Church
",80,1,45
"
Greatest Hits So Far...
","
Zac Brown Band
",69,20,6
"
My Dream Duets
","
Barry Manilow
",136,4,7
"
Here's To The Good Times
","
Florida Georgia Line
",96,4,107
"
X
","
Chris Brown
",32,2,14
"
747
","
Lady Antebellum
",95,2,12
"
Duck The Halls: A Robertson Family Christmas
","
The Robertsons
",63,3,17
"
PTX: Vol. III (EP)
","
Pentatonix
",65,5,13
"
Dream Your Life Away
","
Vance Joy
",72,17,15
"
Pure Heroine
 ","
Lorde
",91,3,64
"
The Hobbit: The Battle Of The Five Armies
","
Soundtrack
",-,-,-
"
Melody Road
","
Neil Diamond
",84,3,9
"
The Christmas Attic
","
Trans-Siberian Orchestra
",60,60,36
"
+
 ","
Ed Sheeran
",110,5,123
"
Kidz Bop 26
","
Kidz Bop Kids
",114,4,23
"
Ellen's The Only Holiday Album You'll Ever Need - Volume 1
","
Various Artists
",58,42,7
"
Just As I Am
","
Brantley Gilbert
",115,2,31
"
The Ultimate Hits
","
Garth Brooks
",107,3,109
"
NOW 51
","
Various Artists
",120,2,20
"
Reclassified
","
Iggy Azalea
",85,27,4
"
Cheers, It's Christmas
","
Blake Shelton
",64,8,28
"
Ghost Stories
","
Coldplay
",119,1,31
"
Full Of Cheer
","
Home Free
",79,65,4
"
.5: The Gray Chapter
","
Slipknot
",100,1,9
"
Motion
","
Calvin Harris
",81,5,7
"
A Family Christmas
","
The Piano Guys
",73,20,16
"
Dark Side Of The Mule
","
Gov't Mule
 ",-,-,-
"
Born To Die
","
Lana Del Rey
",103,2,151
"
Led Zeppelin IV
","
Led Zeppelin
",130,2,269
"
Unorthodox Jukebox
","
Bruno Mars
",158,1,99
"
PRISM
","
Katy Perry
",109,1,60
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",88,48,41
"
 The Lost Christmas Eve
","
Trans-Siberian Orchestra
",98,26,54
"
TALKING IS HARD
","
WALK THE MOON
",86,26,3
"
Hood Billionaire
","
Rick Ross
",68,6,4
"
This Is All Yours
","
alt-J
",135,4,13
"
Ultraviolence
","
Lana Del Rey
",78,1,27
"
These Are Special Times
","
Celine Dion
",89,2,47
"
Pain Killer
","
Little Big Town
",126,7,9
"
Paperwork
","
T.I.
",101,2,9
"
Greatest Hits
","
Fleetwood Mac
",137,14,64
"
Based On A True Story ...
","
Blake Shelton
",151,3,91
"
Talk Dirty
","
Jason Derulo
",108,4,34
"
Love Ran Red
 ","
Chris Tomlin
",99,8,8
"
White Christmas
","
Bing Crosby
",106,94,23
"
Blame It On The Streets (Soundtrack)
","
YG
",-,-,-
"
The Christmas Song
","
Nat King Cole
",113,93,18
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",147,5,344
"
Red
","
Taylor Swift
",129,1,88
"
Classics
 ","
She & Him
",77,41,3
"
I Dont Dance
","
Lee Brice
",138,5,15
"
Save Rock And Roll
","
Fall Out Boy
",163,1,87
"
Blacc Hollywood
","
Wiz Khalifa
",122,1,18
"
The Classic Christmas Album
","
Elvis Presley
",105,90,18
"
Trigga
","
Trey Songz
",128,1,25
"
The Legend Of Johnny Cash
","
Johnny Cash
",134,5,197
"
Wonders
","
The Piano Guys
",131,12,11
"
Game Changer
","
Johnny Gill
",56,56,2
"
Queen Of The Clouds
","
Tove Lo
",83,14,12
"
Anomaly
","
Lecrae
",141,1,15
"
Sadnecessary
","
Milky Chance
",127,17,9
"
My Christmas
","
Andrea Bocelli
",111,2,47
"
The 1975
","
The 1975
",149,28,54
"
The Voice: The Complete Season 7 Collection
","
Damien
",-,-,-
"
 Hope
","
Susan Boyle
",125,16,9
"
Christmas At Downton Abbey
","
Various Artists
",92,44,5
"
Love In The Future
","
John Legend
",142,4,66
"
21
","
Adele
 ",148,1,200
"
The New Classic
","
Iggy Azalea
",162,3,35
"
Bad Blood
","
 Bastille
",140,11,68
"
Rudolph The Red-Nosed Reindeer
","
Burl Ives
",116,92,16
"
Listen
","
David Guetta
",93,22,4
"
The Marshall Mathers LP 2
","
Eminem
",144,1,59
"
Journey's Greatest Hits
","
Journey
",187,10,335
"
Dreams Of Fireflies (On A Christmas Night) (EP)
","
Trans-Siberian Orchestra
",143,9,22
"
I LOVE MAKONNEN (EP)
","
 I LOVE MAKONNEN
",-,-,-
"
Red River Blue
 ","
Blake Shelton
",166,1,140
"
Awakening
","
Jackie Evancho
",178,17,9
"
 G I R L
","
Pharrell Williams
",145,2,40
"
Live: Her Greatest Performances
","
Whitney Houston
",146,19,6
