Song, Artist, Last Week, Peak Position, Weeks on Chart
"Views","Drake",-,1,7
"
Last Year Was Complicated
","
Nick Jonas
",-,-,-
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",13,3,38
"
Lemonade
","
Beyonce
",2,1,8
"
The Human Condition
","
Jon Bellion
",-,-,-
"
ANTI
","
Rihanna
",6,1,21
"
Blurryface
","
twenty one pilots
",10,1,57
"
25
","
Adele
",11,1,30
"
If I'm Honest
","
Blake Shelton
",9,3,4
"
Traveller
","
Chris Stapleton
",14,1,40
"
Dangerous Woman
","
Ariana Grande
",7,2,4
"
Thank You
","
Meghan Trainor
",15,3,5
"
Islah
","
Kevin Gates
",19,2,20
"
Strange Little Birds
","
Garbage
",-,-,-
"
Pure McCartney
","
Paul McCartney
",-,-,-
"
A / B
","
Kaleo
",-,-,-
"
Fitz And The Tantrums
","
Fitz And The Tantrums
",-,-,-
"
 Purpose
","
Justin Bieber
",22,1,31
"
Why Are You OK
","
Band Of Horses
",-,-,-
"
Black
","
Dierks Bentley
",12,2,3
"
7/27
","
Fifth Harmony
",17,4,3
"
The Life Of Pablo
","
Kanye West
",23,1,11
"
Stranger To Stranger
","
Paul Simon
",3,3,2
"
The Very Best Of Prince
","
Prince
",21,1,48
"
 Ripcord
","
Keith Urban
",28,4,6
"
This Is Acting
","
Sia
",27,4,20
"
T R A P S O U L
","
Bryson Tiller
",24,8,38
"
Tangled Up
","
Thomas Rhett
",30,6,38
"
NOW That's What I Call Country, Volume 9
","
Various Artists
",-,-,-
"
Hero
","
Maren Morris
",5,5,2
"
Beauty Behind The Madness
","
The Weeknd
",29,1,42
"
Cry Baby
","
Melanie Martinez
",31,6,44
"
Journey's Greatest Hits
","
Journey
",96,10,413
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",86,5,422
"
When It's Dark Out
","
G-Eazy
",20,5,28
"
Montevallo
","
Sam Hunt
",37,3,86
"
EVOL
","
Future
",33,1,19
"
Seal The Deal & Let's Boogie
","
Volbeat
",4,4,2
"
Revival
","
Selena Gomez
",40,1,36
"
Skin
","
Flume
",36,8,3
"
1
","
The Beatles
",117,1,229
"
The Best Of Simon & Garfunkel
","
Simon & Garfunkel
",-,42,17
"
Cleopatra
","
The Lumineers
",41,1,10
"
You Should Be Here
","
Cole Swindell
",43,6,6
"
Vessel
","
twenty one pilots
",53,21,96
"
VHS
","
X Ambassadors
",60,7,51
"
Lukas Graham
","
Lukas Graham
",35,3,11
"
Fetty Wap
","
Fetty Wap
",47,1,38
