Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Save Rock And Roll
","
Fall Out Boy
",36,1,40
"
WOW Hits 2014
","
Various Artists
",61,25,17
"
I Am
","
Yo Gotti
",49,7,9
"
Pitch Perfect
","
Soundtrack
",56,3,65
"
Love In The Future
","
John Legend
",54,4,20
"
Underground Luxury
","
B.o.B
",31,22,5
"
I Love You.
 ","
The Neighbourhood
",33,25,39
"
good kid, m.A.A.d city
","
Kendrick Lamar
",45,2,65
"
The Crystal Method
","
The Crystal Method
",-,-,-
"
The 20/20 Experience
","
Justin Timberlake
",53,1,44
"
Hail To The King
","
Avenged Sevenfold
",60,1,21
"
Blurred Lines
","
Robin Thicke
",44,1,25
"
Wake Me Up (EP)
","
Aloe Blacc
",32,32,3
"
Lindsey Stirling
","
Lindsey Stirling
",64,23,60
"
The Wrong Side Of Heaven...Volume 2
","
Five Finger Death Punch
",51,2,9
"
iTunes Session (EP)
","
Florida Georgia Line
",-,-,-
"
21
","
Adele
",58,1,152
"
Halcyon
","
Ellie Goulding
",74,9,56
"
Yours Truly
","
Ariana Grande
",43,1,20
"
Fuse
","
Keith Urban
",90,1,19
"
The Lumineers
","
The Lumineers
",47,2,94
"
Uncaged
","
Zac Brown Band
",93,1,79
"
Baptized
","
Daughtry
 ",42,6,9
"
Babel
","
Mumford & Sons
",55,1,69
"
Reflektor
","
Arcade Fire
",37,1,12
"
Common Courtesy
","
A Day To Remember
",50,37,7
"
+
","
Ed Sheeran
",89,5,80
"
Songs From The Movie
","
Mary Chapin Carpenter
",-,-,-
"
Post Tropical
","
James Vincent McMorrow
",-,-,-
"
American Hustle
","
Soundtrack
",65,65,4
"
Golden
","
Lady Antebellum
",66,1,37
"
Days Are Gone
","
HAIM
",52,6,16
"
Three Kings
","
TGT
",-,3,16
"
Same Trailer Different Park
","
Kacey Musgraves
",78,2,37
"
Magna Carta... Holy Grail
","
JAY-Z
",67,1,28
"
Random Access Memories
","
Daft Punk
",59,1,35
"
Red
","
Taylor Swift
",63,1,65
"
Modern Vampires Of The City
","
Vampire Weekend
",57,1,33
"
Rise
","
Skillet
",163,4,23
"
Doo-Wops & Hooligans
","
Bruno Mars
",100,3,169
"
When Jazz Meets Guitar
","
Various Artists
",-,-,-
"
It Goes Like This
","
Thomas Rhett
",75,6,12
"
Too Weird To Live, Too Rare To Die!
","
Panic! At The Disco
",76,2,15
"
Wicked
","
Original Broadway Cast Recording
",98,71,96
"
The Eminem Show
","
Eminem
",99,1,148
"
My Head Is An Animal
","
Of Monsters And Men
",71,6,94
"
Lightning Bolt
","
Pearl Jam
",72,1,14
"
Loved Me Back To Life
","
Celine Dion
",62,2,11
"
Off The Beaten Path
","
Justin Moore
",88,2,18
"
Mechanical Bull
","
Kings Of Leon
",70,2,17
"
Restart
","
newsboys
",185,38,7
"
The Best Of Nickelback: Volume 1
","
Nickelback
",82,21,9
"
To Be Loved
","
Michael Buble
",97,1,39
"
Hunter Hayes
","
Hunter Hayes
",118,7,101
"
Bones Of What You Believe
","
CHVRCHES
",79,12,14
"
The Secret Life Of Walter Mitty
","
Soundtrack
",39,30,4
"
WOW Christmas (Blue)
","
Various Artists
",-,49,10
"
The Piano Guys
","
The Piano Guys
",-,44,24
"
The 1975
","
The 1975
",87,28,10
"
Take Me Home
","
One Direction
",77,1,62
"
Church Clothes: Vol. 2
","
Lecrae
",101,21,5
"
Megalithic Symphony
","
AWOLNATION
",113,84,108
"
Tribute
","
John Newman
",24,24,2
"
Best Days
","
Tamela Mann
",133,14,71
"
Sigh No More
","
Mumford & Sons
",91,2,198
"
Days Of Gold
","
Jake Owen
",83,15,7
"
Live At The Cellar Door
","
Neil Young
",73,28,6
"
Global Warming
","
Pitbull
",114,14,42
"
Clarity
","
Zedd
",102,38,20
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",96,18,296
"
Grace (EP)
","
Tasha Cobbs
",129,61,34
"
Tailgates & Tanlines
","
Luke Bryan
",153,2,128
"
See You Tonight
 ","
Scotty McCreery
",85,6,14
"
Paranoid
","
Black Sabbath
",-,12,71
"
The Hunger Games: Catching Fire
","
Soundtrack
",68,5,9
"
Feels Like Carolina
","
Parmalee
",112,46,6
"
Nashville: Season 2: Volume 1
","
Soundtrack
",-,34,5
"
The Legend Of Johnny Cash
","
 Johnny Cash
",125,5,149
"
Southeastern
","
Jason Isbell
",116,23,12
"
Recovery
","
Eminem
",122,1,165
"
True Believers
","
Darius Rucker
",128,2,35
"
Danielle Bradbery
","
Danielle Bradbery
",80,19,8
"
Journey's Greatest Hits
","
Journey
",69,10,288
"
God's Not Dead
","
newsboys
",166,45,48
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",110,2,25
"
Duck The Halls: A Robertson Family Christmas
","
The Robertsons
",-,3,11
"
Stay Trippy
","
Juicy J
",106,4,17
"
Up All Night
","
One Direction
",92,1,94
"
Miracle
","
Third Day
",-,10,36
"
The Dark Side Of The Moon
","
Pink Floyd
",161,1,853
"
Teenage Dream
","
Katy Perry
",146,1,167
"
An Awesome Wave
 ","
alt-J
",119,80,52
"
NOW 47
","
Various Artists
",95,2,24
"
[Hybrid Theory]
","
Linkin Park
",141,2,120
"
Greatest Hits
","
Foo Fighters
",142,11,66
"
El Camino
","
The Black Keys
",-,2,92
"
Collide With The Sky
","
Pierce The Veil
",140,12,15
"
The Acoustic Sessions {Volume One}
","
Casting Crowns
 ",148,35,12
"
Curtain Call: The Hits
","
Eminem
",111,1,209
"
Call Me Crazy, But... (EP)
","
Sevyn Streeter
",154,30,5
"
Outlaw Gentlemen & Shady Ladies
","
Volbeat
",120,9,27
"
1
","
The Beatles
",135,1,157
"
Let's Be Still
","
The Head And The Heart
",109,10,10
"
Paradise (EP)
","
Lana Del Rey
",156,10,41
"
Austin & Ally: Turn It Up
","
Soundtrack
",117,89,5
"
Thriller
","
Michael Jackson
",136,1,199
"
The Hobbit: The Desolation of Smaug
","
Soundtrack
",94,39,6
"
Born Sinner
","
J. Cole
",138,1,25
"
American Authors (EP)
","
American Authors
",174,156,2
"
The Marshall Mathers LP
","
Eminem
",139,1,146
"
Chief
","
Eric Church
",-,1,119
"
Kidz Bop 24
","
Kidz Bop Kids
",86,3,27
"
EP2
","
Pixies
",-,-,-
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",173,22,173
"
Sempiternal
","
Bring Me The Horizon
",164,11,28
"
All The Right Reasons
","
Nickelback
",152,1,176
"
How Great Is Our God: The Essential Collection
","
Chris Tomlin
",149,40,43
"
You Get What You Give
","
Zac Brown Band
",168,1,144
"
Pioneer
","
The Band Perry
",147,2,42
"
Licensed To Ill
","
Beastie Boys
",165,1,123
"
Overexposed
","
Maroon 5
",151,2,79
"
Redneck Crazy
","
Tyler Farr
",181,5,11
"
Mothership
","
Led Zeppelin
",169,7,169
"
Wig Out At Jagbags
","
Stephen Malkmus And The Jicks
",40,40,2
"
Paradise Valley
","
John Mayer
",107,2,22
"
Metallica
","
Metallica
",178,1,289
"
From Here To Now To You
","
Jack Johnson
",121,1,18
"
PTX: Vol. II
","
Pentatonix
",81,10,8
"
Unapologetic
","
Rihanna
",171,1,55
"
The Electric Lady
","
Janelle Monae
",176,5,14
"
Frame By Frame
","
Cassadee Pope
",131,9,15
"
Teen Beach Movie
","
Soundtrack
",103,3,27
"
FutureSex/LoveSounds
","
Justin Timberlake
",177,1,101
"
Zion
","
Hillsong UNITED
",193,5,14
"
Yeezus
","
Kanye West
",108,1,31
"
A N G E L S + A N I M A L S
","
Ryan Star
",-,-,-
"
Black Sabbath
","
Black Sabbath
",-,23,66
"
Blood
","
In This Moment
",-,15,26
"
Avril Lavigne
","
Avril Lavigne
",115,5,11
"
The Foundation
","
Zac Brown Band
",180,9,257
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",150,18,125
"
A Messenger
","
Colton Dixon
",132,15,16
"
Matangi
","
M.I.A.
",167,23,7
"
Simon And Garfunkel's Greatest Hits
","
Simon & Garfunkel
",186,5,132
"
B.O.A.T.S. II #METIME
","
2 Chainz
",172,3,19
"
Paramore
","
Paramore
",182,1,39
"
The Great Gatsby: Music From Baz Luhrmann's Film
","
Soundtrack
",162,2,31
"
Love Is Everything
","
George Strait
",160,2,33
"
 Demi
","
Demi Lovato
",126,3,30
"
On Air: Live At The BBC Volume 2
","
The Beatles
",123,7,10
"
Keep Doing What You're Doing
","
You Blew It!
",-,-,-
"
Vessel
","
twenty one pilots
",197,58,5
"
Rumours
","
Fleetwood Mac
",-,1,170
