Song, Artist, Last Week, Peak Position, Weeks on Chart
"
My World 2.0
","
Justin Bieber
",63,1,96
"
Brothers
","
The Black Keys
",44,3,87
"
The Path Of Totality
","
Korn
",49,10,7
"
American Capitalist
","
Five Finger Death Punch
",50,3,15
"
Four The Record
","
Miranda Lambert
",51,3,12
"
Fearless
","
Taylor Swift
",86,1,167
"
Her Best
","
Etta James
",-,-,-
"
Come To The Well
","
Casting Crowns
",88,2,14
"
Cole World: The Sideline Story
","
J. Cole
",56,1,17
"
You Get What You Give
","
Zac Brown Band
",54,1,70
"
Making Mirrors
","
Gotye
",60,60,3
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",42,19,9
"
The Twilight Saga: Breaking Dawn: Part 1
","
Soundtrack
",46,4,11
"
Icon: George Strait
","
George Strait
",118,62,10
"
A Flash Flood Of Colour
","
Enter Shikari
",-,-,-
"
#1 Girl
","
Mindless Behavior
",77,7,18
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",83,18,55
"
Move
","
Third Day
",-,9,25
"
Laugh At My Pain
","
Kevin Hart
",-,-,-
"
The Dreamer / The Believer
","
Common
",38,18,5
"
Ambition
","
Wale
",64,2,12
"
Evanescence
","
Evanescence
",67,1,15
"
Recovery
","
Eminem
",55,1,83
"
Planet Pit
","
Pitbull
",74,7,31
"
LIVE From The Kitchen
","
Yo Gotti
",12,12,2
"
WOW Hits 2012
","
Various Artists
",90,35,17
"
The Awakening Of Le'Andria Johnson (EP)
","
Le'Andria Johnson
",174,24,15
"
Hell On Heels
","
Pistol Annies
",75,5,22
"
 When The Sun Goes Down
","
Selena Gomez & The Scene
",81,3,30
"
Blue Slide Park
","
Mac Miller
",65,1,11
"
The Very Best Of Neil Diamond: The Studio Recordings
","
Neil Diamond
",73,45,7
"
Barton Hollow
","
The Civil Wars
",69,12,50
"
Rocket Man: Number Ones
","
Elton John
",180,9,51
"
Wildflower
","
Lauren Alaina
",133,5,15
"
Courageous
","
Soundtrack
",-,87,3
"
Duets II
","
Tony Bennett
",76,1,18
"
Hats Off To The Bull
","
Chevelle
",72,20,7
"
The Lion's Roar
","
First Aid Kit
",-,-,-
"
Greatest Hits
","
Janis Joplin
",-,-,-
"
Red River Blue
","
Blake Shelton
",80,1,28
"
Pink Friday
","
Nicki Minaj
",85,1,61
"
Here For A Good Time
","
George Strait
",132,3,20
"
Formula: Vol. 1
","
Romeo Santos
",87,9,11
"
At Last!
","
Etta James
",-,-,-
"
Life At Best
","
Eli Young Band
",144,6,18
"
For The Good Times
","
The Little Willies
",45,45,2
"
Imaginaerum
","
Nightwish
",27,27,2
"
Unbroken
","
Demi Lovato
",98,4,18
"
Glee: The Music, Season 3: Volume 7
","
Soundtrack
",96,9,7
"
Love After War
","
Robin Thicke
",78,22,7
"
Open Invitation
","
Tyrese
",92,9,12
"
The Dark Side Of The Moon
","
Pink Floyd
",149,1,795
"
Taylor Swift
","
Taylor Swift
",128,5,256
"
Elevate (Soundtrack)
","
Big Time Rush
",109,12,9
"
Music By Bacharach
","
Various Artists
",58,58,3
"
Megalithic Symphony
","
AWOLNATION
",108,105,18
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",107,60,76
"
Concerto: One Night In Central Park
","
Andrea Bocelli
",66,4,10
"
Alvin And The Chipmunks: Chipwrecked
","
Soundtrack
",70,36,9
"
Need You Now
","
Lady Antebellum
",91,1,104
"
Peace Of Mind
","
Rebelution
",13,13,2
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",135,114,22
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",130,66,51
"
Barefoot Blue Jean Night
","
Jake Owen
",106,6,19
"
Rumours
","
Fleetwood Mac
",-,1,146
"
NOW 39
","
Various Artists
",79,3,24
"
The Gospel Side Of Dailey & Vincent
","
Dailey & Vincent
",61,61,2
"
rEVOLVEr
","
T-Pain
",112,28,7
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",-,5,155
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",84,67,94
"
Awake
","
Skillet
",113,2,122
"
That's Life
","
 Landau Eugene Murphy, Jr.
",121,34,9
"
Hurry Up, We're Dreaming.
","
M83.
",103,15,10
"
Wasting Light
","
Foo Fighters
",101,1,41
"
Mac + Devin Go To High School (Soundtrack)
","
Snoop Dogg & Wiz Khalifa
",89,29,6
"
Greatest Hits
","
Guns N' Roses
",141,3,223
"
How Great Is Our God: The Essential Collection
","
Chris Tomlin
",95,40,10
"
The Foundation
","
Zac Brown Band
",117,9,165
"
Someone To Watch Over Me
","
Susan Boyle
",82,4,12
"
Hell: The Sequel (EP)
","
Bad Meets Evil
",94,1,32
"
Bon Iver
","
 Bon Iver
",99,2,26
"
The Best Of Lionel Richie: 20th Century Masters The Millennium Collection
","
Lionel Richie
",140,127,26
"
Intentalo
","
3BallMTY
",126,126,3
"
This Is Country Music
","
 Brad Paisley
",125,2,35
"
Outlaws Like Me
","
Justin Moore
",124,5,31
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",142,109,31
"
The Best Of Simon & Garfunkel
","
Simon & Garfunkel
",-,129,4
"
Radioactive
","
YelaWolf
",93,27,9
"
The Head And The Heart
","
The Head And The Heart
",110,110,9
"
Greatest Hits
","
James Taylor
",200,23,51
"
The Best Of Barry White: 20th Century Masters The Millennium Collection
","
Barry White
",154,100,39
"
Camp
","
Childish Gambino
",115,11,9
"
Wind Down
","
Various Artists
",104,104,3
"
Speak Now: World Tour Live CD + DVD
","
Taylor Swift
",105,11,9
"
The Awakening
","
James Morrison
",-,49,2
"
The Best Of Aerosmith: 20th Century Masters...
","
Aerosmith
",185,67,33
"
Boston
","
Boston
",-,3,134
"
lovestrong.
","
Christina Perri
",147,4,33
"
Number Ones
","
Michael Jackson
",71,13,142
"
The Best Of Boyz II Men: 20th Century Masters The Millennium Collection
","
Boyz II Men
",156,70,33
"
Burlesque
","
Soundtrack
",183,18,51
"
Rolling Papers
","
Wiz Khalifa
",136,2,39
"
God's Not Dead
","
newsboys
",-,63,4
"
The Fame
","
Lady Gaga
",151,2,168
"
Loud
","
Rihanna
",129,3,62
"
Neon
","
Chris Young
",166,4,26
"
Jazz Impressionists
","
Various Artists
",102,102,3
"
Intimacy: Album III
","
Kem
",-,2,50
"
Kidz Bop 20
","
Kidz Bop Kids
",97,2,27
"
Back To Black
","
Amy Winehouse
",127,2,103
"
Super Hits
","
Willie Nelson
",182,125,26
"
The Lost Children
","
Disturbed
",134,13,11
"
Whatever
","
Hot Chelle Rae
",150,48,8
"
I'm With You
","
Red Hot Chili Peppers
",116,2,21
"
Greatest Hits
","
Styx
",-,138,6
"
A Year Without Rain
","
Selena Gomez & The Scene
",-,4,55
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",155,26,206
"
The Best Of Jackson 5: 20th Century Masters The Millennium Collection
","
Jackson 5
",197,170,2
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",160,8,194
"
The Best Of George Strait: 20th Century Masters The Millennium Collection
","
George Strait
",-,76,44
"
Elvis: Best Of Love
","
Elvis Presley
",195,173,3
"
A.N.T. Farm
","
Soundtrack
",175,29,15
"
Underworld: Awakening
","
Soundtrack
",-,-,-
"
The Very Best Of Daryl Hall John Oates
","
Daryl Hall John Oates
",177,86,3
"
Greatest Hits
","
Huey Lewis & The News
",-,61,22
"
Immortal
","
Michael Jackson
",100,24,9
"
The Descendants
","
Soundtrack
",176,176,2
"
4X4=12
","
deadmau5
",170,47,46
"
Sweeter
","
Gavin DeGraw
",143,8,12
"
Curtain Call: The Hits
","
Eminem
",153,1,145
"
The Muppets
","
Soundtrack
",122,38,9
"
Sinatra: Best Of The Best
","
Frank Sinatra
",114,23,10
"
Ascent
","
Secrets
",-,-,-
"
An Afternoon In The Garden
","
Elvis Presley
",145,85,40
"
Waking Up
","
OneRepublic
",164,21,79
"
Arise: The Live Worship Expierence
","
William McDowell
",138,63,6
"
Nevermind
","
Nirvana
",169,1,263
"
A Foot In The Door: The Best Of Pink Floyd
","
Pink Floyd
",137,50,10
"
Greatest Hits: We Will Rock You
","
Queen
",173,42,20
"
Young The Giant
","
Young The Giant
",163,42,11
"
Thank Me Later
","
Drake
",167,1,79
"
One True God
","
NewSong
",-,27,2
"
The Best Of Buddy Holly: 20th Century Masters The Millennium Collection
","
Buddy Holly
",-,-,-
"
Undun
","
The Roots
",119,17,7
"
The Goat Rodeo Sessions
","
Yo-Yo Ma/Stuart Duncan/Edgar Meyer/Chris Thile
",161,18,13
"
Icon: Josh Turner
","
Josh Turner
",191,98,10
"
The Marshall Mathers LP
","
Eminem
",179,1,115
"
The Wall
","
Pink Floyd
",-,1,133
