Song, Artist, Last Week, Peak Position, Weeks on Chart
"High School Musical 2","Soundtrack",-,1,1
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",4,1,8
"
Live At Radio City
","
Dave Matthews & Tim Reynolds
",-,-,-
"
NOW 25
","
Various Artists
",3,1,5
"
Hairspray
","
Soundtrack
",6,2,6
"
Underground Kingz
","
UGK
",1,1,2
"
The Dutchess
","
Fergie
",8,3,48
"
Jonas Brothers
","
Jonas Brothers
",5,5,2
"
The Real Testament
","
Plies
",2,2,2
"
Finding Forever
","
Common
",7,1,3
"
T.I. Vs T.I.P.
","
T.I.
",9,1,7
"
Minutes To Midnight
","
Linkin Park
",12,1,14
"
All The Right Reasons
","
Nickelback
",15,1,98
"
Back To Black
","
Amy Winehouse
",13,6,23
"
RIOT!
","
Paramore
",43,15,10
"
High School Musical
","
Soundtrack
",28,1,84
"
Taylor Swift
","
Taylor Swift
",16,13,43
"
Cexcells
","
Blaqk Audio
",-,-,-
"
Sean Kingston
","
Sean Kingston
",14,6,3
"
Kidz Bop 12
","
Kidz Bop Kids
",11,7,3
"
Untitled
","
Korn
",10,2,3
"
It Won't Be Soon Before Long
","
Maroon 5
",19,1,13
"
Good Girl Gone Bad
","
Rihanna
",17,2,11
"
I'll Stay Me
","
Luke Bryan
",-,-,-
"
The Best Damn Thing
","
Avril Lavigne
",25,1,18
"
Lost Highway
","
Bon Jovi
",18,1,9
"
Epiphany
","
T-Pain
",21,1,11
"
Every Second Counts
","
Plain White T's
",22,10,25
"
5th Gear
 ","
Brad Paisley
",23,3,9
"
Call Me Irresponsible
","
Michael Buble
",27,1,16
"
Let It Go
","
Tim McGraw
",24,1,21
"
 Timbaland Presents Shock Value
","
Timbaland
",29,5,20
"
Daughtry
","
Daughtry
",30,1,39
"
Hannah Montana
","
Soundtrack
",31,1,43
"
FutureSex/LoveSounds
","
Justin Timberlake
",34,1,49
"
My December
","
Kelly Clarkson
",26,2,8
"
Icky Thump
","
The White Stripes
",33,2,9
"
Coco
","
Colbie Caillat
",36,5,5
"
Forever Cool
","
Dean Martin
",-,-,-
"
Singularity
","
Mae
",-,-,-
"
Planet Earth
","
Prince
",20,3,4
"
Some Hearts
","
Carrie Underwood
",37,2,92
"
Big Dog Daddy
","
Toby Keith
 ",38,1,10
"
El Cantante (Soundtrack)
","
Marc Anthony
",32,31,4
"
Nu Mixx Klazzics Vol. 2 (Evolution: Duets And Remixes)
","
2Pac
",-,-,-
"
Insomniatic
","
Aly & AJ
",39,15,6
"
From Nothin' To Somethin'
","
Fabolous
",35,2,10
"
Because Of You
","
Ne-Yo
",40,1,16
"
Guilty By Affiliation
","
WC
",-,-,-
"
Me And My Gang
","
Rascal Flatts
",47,1,72
"
Stand
 ","
Michael W. Smith
",48,48,11
"
I'm Not Dead
","
P!nk
",53,6,57
"
Anthem For The Underdog
","
12 Stones
",-,-,-
"
Elvis: Viva Las Vegas
","
Elvis Presley
",105,54,3
"
Zeitgeist
","
The Smashing Pumpkins
",41,2,6
"
Between Raising Hell And Amazing Grace
","
Big & Rich
",45,6,11
"
Double Up
","
R. Kelly
",44,1,12
"
The Sweet Escape
","
Gwen Stefani
",50,3,37
"
The Evolution Of Robin Thicke
","
Robin Thicke
",46,5,46
"
Some Mad Hope
","
Matt Nathanson
",-,-,-
"
Boys Like Girls
","
Boys Like Girls
",59,55,18
"
Konvicted
","
Akon
",54,2,40
"
Enjoy The Ride
","
Sugarland
",49,4,41
"
Infinity On High
","
Fall Out Boy
",57,1,28
"
Flyleaf
","
Flyleaf
",66,60,74
"
Them Vs. You Vs. Me
","
Finger Eleven
",70,31,24
"
Continuum
","
John Mayer
",68,2,49
"
Underclass Hero
","
Sum 41
",51,7,4
"
Once
","
Soundtrack
",60,60,12
"
Combinations
","
Eisley
",-,-,-
"
Ga Ga Ga Ga Ga
","
Spoon
",63,10,6
"
Relentless
","
Jason Aldean
",65,4,12
"
One - X
","
Three Days Grace
",69,5,62
"
Home At Last
","
Billy Ray Cyrus
",52,20,4
"
Who We Are
","
Lifehouse
",67,14,9
"
Todo Cambio
","
Camila
",128,76,5
"
Libertad
","
Velvet Revolver
",61,5,7
"
Awake
","
Josh Groban
",84,2,41
"
Extreme Behavior
","
Hinder
",78,6,81
"
A Hundred Miles Or More: A Collection
","
Alison Krauss
",100,10,20
"
B'Day
","
Beyonce
",74,1,50
