Song, Artist, Last Week, Peak Position, Weeks on Chart
"Save Rock And Roll","Fall Out Boy",-,1,1
"
Indicud
","
Kid Cudi
",-,-,-
"
The 20/20 Experience
","
Justin Timberlake
",3,1,5
"
Based On A True Story ...
","
Blake Shelton
",4,3,4
"
Mosquito
","
Yeah Yeah Yeahs
",-,-,-
"
Pioneer
","
The Band Perry
",6,2,3
"
Wheelhouse
","
Brad Paisley
",2,2,2
"
I Am Not A Human Being II
","
Lil Wayne
",8,2,4
"
The Heist
","
Macklemore & Ryan Lewis
",16,2,28
"
The Truth About Love
","
P!nk
",14,1,31
"
Heroes For Sale
","
Andy Mineo
",-,-,-
"
Paramore
","
Paramore
",1,1,2
"
Unorthodox Jukebox
","
Bruno Mars
",12,1,19
"
Here's To The Good Times
","
Florida Georgia Line
",13,7,20
"
Caught In The Act: Live
","
Eric Church
",5,5,2
"
Night Visions
","
Imagine Dragons
",17,2,33
"
Dreamchaser
","
Sarah Brightman
",-,-,-
"
Hotel California
","
Tyga
",7,7,2
"
Right Place Right Time
","
Olly Murs
",-,-,-
"
Babel
","
Mumford & Sons
",20,1,30
"
The Terror
","
The Flaming Lips
",-,-,-
"
Spring Break... Here To Party
","
Luke Bryan
",15,1,7
"
Some Nights
","
fun.
",19,3,61
"
The Lumineers
","
The Lumineers
",24,2,55
"
Unapologetic
","
Rihanna
",23,1,22
"
Ghost On Ghost
","
Iron And Wine
",-,-,-
"
Adrian Younge Presents: Twelve Reasons To Die
","
Ghostface Killah
",-,-,-
"
Infestissumam
","
Ghost B.C.
",-,-,-
"
Pitch Perfect
","
Soundtrack
",35,3,26
"
Live: In Concert (EP)
","
Wiz Khalifa & Curren$Y
",-,-,-
"
Outlaw Gentlemen & Shady Ladies
","
Volbeat
",9,9,2
"
Standoff
","
Casey Donahew Band
",-,-,-
"
Red
","
Taylor Swift
",34,1,26
"
Free The Universe
","
Major Lazer
",-,-,-
"
21
","
Adele
",33,1,113
"
Night Train
","
Jason Aldean
",29,1,27
"
Chief
","
Eric Church
",18,1,91
"
Precious Memories: Volume II
","
Alan Jackson
",27,5,4
"
 Low Highway
","
Steve Earle & The Dukes (& Duchesses)
",-,-,-
"
Overexposed
","
Maroon 5
",38,2,43
"
Tornado
","
Little Big Town
",26,2,32
"
Greatest Hits: Chapter One
","
Kelly Clarkson
",31,11,22
"
Blown Away
","
Carrie Underwood
",28,1,51
"
good kid, m.A.A.d city
","
Kendrick Lamar
",44,2,26
"
House Of Gold & Bones: Part 2
","
Stone Sour
",10,10,2
"
NOW 45
","
Various Artists
",41,3,11
"
Wolf
","
Tyler, The Creator
",22,3,3
"
Dirt Road Driveway
","
Granger Smith
",-,-,-
"
Willie Nelson And Family: Let's Face The Music And Dance
","
Willie Nelson
",-,-,-
"
Tailgates & Tanlines
","
Luke Bryan
",21,2,89
"
Device
","
Device
",11,11,2
"
Passione
","
Andrea Bocelli
",25,2,12
"
Legendary
","
The Summer Set
",-,-,-
"
Two Lanes Of Freedom
","
Tim McGraw
",40,2,11
"
The World From The Side Of The Moon
","
Phillip Phillips
",50,4,22
"
Four The Record
","
Miranda Lambert
",39,3,75
"
Boys & Girls
","
Alabama Shakes
",73,6,51
"
Old Sock
","
Eric Clapton
",42,7,6
"
Les Miserables
","
Soundtrack
",51,1,18
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",88,18,91
"
Hunter Hayes
 ","
Hunter Hayes
",49,17,62
"
Delta Machine
","
Depeche Mode
",43,6,4
"
Same Trailer Different Park
","
Kacey Musgraves
",30,2,5
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",101,19,53
"
Just Feels Good
","
Thompson Square
",46,13,4
"
+
","
Ed Sheeran
",59,5,45
"
Take Me Home
","
One Direction
",58,1,23
"
Sigh No More
","
Mumford & Sons
",57,2,161
"
Best Days
","
Tamela Mann
",56,14,32
"
All That Echoes
","
Josh Groban
",63,1,11
"
Disarm The Descent
","
Killswitch Engage
",37,7,3
"
The Legend Of Johnny Cash
","
Johnny Cash
",66,5,114
"
Native
","
OneRepublic
",48,4,4
"
Burning Lights
","
Chris Tomlin
",137,1,15
"
My Head Is An Animal
","
Of Monsters And Men
",65,6,55
"
What About Now
","
Bon Jovi
",61,1,6
"
This River
","
JJ Grey & MOFRO
",-,-,-
"
Kaleidoscope Dream
","
Miguel
",79,3,29
"
Devotion
","
Jessie Ware
",-,-,-
"
An Awesome Wave
","
alt-J
",113,80,19
"
The 2nd Law
","
Muse
",76,2,29
"
Long.Live.A$AP
","
A$AP Rocky
",77,1,14
"
Shake It Up: I <3 Dance
","
Soundtrack
",67,26,7
"
Overgrown
","
James Blake
",32,32,2
"
Journey's Greatest Hits
","
Journey
",153,10,257
"
El Camino
","
The Black Keys
",102,2,72
"
Doo-Wops & Hooligans
 ","
Bruno Mars
",69,3,131
"
Kidz Bop 23
","
Kidz Bop Kids
",87,2,14
"
The Next Day
","
David Bowie
",71,2,6
"
 Born To Die
","
Lana Del Rey
",94,2,64
"
10
","
New Kids On The Block
",53,6,3
"
Uncaged
","
Zac Brown Band
",60,1,41
"
Girl On Fire
","
Alicia Keys
",78,1,21
"
Set You Free
","
Gary Allan
",84,1,13
"
Hard 2 Love
","
Lee Brice
",80,5,50
"
 Sempiternal
","
Bring Me The Horizon
",62,11,3
"
2013 Grammy Nominees
","
Various Artists
",81,2,13
"
People, Hell And Angels
","
Jimi Hendrix
",86,2,7
"
Stories Don't End
","
Dawes
",36,36,2
"
Give Up
","
The Postal Service
",45,45,33
"
Michael Buble
","
Michael Buble
",124,47,74
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",64,5,165
"
Up All Night
","
One Direction
",96,1,58
"
Global Warming
","
Pitbull
",98,14,22
"
Greatest Hits
","
Guns N' Roses
",186,3,266
"
NOW 44
","
Various Artists
",100,2,24
"
Trilogy
","
The Weeknd
",118,4,23
"
Django Unchained
","
Soundtrack
",-,53,7
"
Halfway To Heaven
","
Brantley Gilbert
",74,4,88
"
Cocky
","
Kid Rock
",106,3,116
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",123,66,81
"
 The Music Is You: A Tribute To John Denver
","
Various Artists
",68,37,3
"
Comedown Machine
","
The Strokes
",90,10,4
"
Megalithic Symphony
","
AWOLNATION
",120,87,76
"
Student Of The Game
","
N.O.R.E. a.k.a. P.A.P.I.
",-,-,-
"
Discovery
","
Daft Punk
",135,44,19
"
Rebel Soul
","
Kid Rock
",82,5,22
"
The Dark Side Of The Moon
","
Pink Floyd
",165,1,832
"
WOW Hits 2013
","
Various Artists
",107,35,30
"
United Tenors: Hammond, Hollister, Roberson, Wilson
","
Fred Hammond
",89,39,4
"
Trouble Man: Heavy Is The Head
","
T.I.
",104,2,18
"
How Great Is Our God: The Essential Collection
","
 Chris Tomlin
",-,40,28
"
Come To The Well
","
Casting Crowns
",146,2,68
"
Float
","
Styles P
",-,-,-
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",131,18,264
"
Lindsey Stirling
","
Lindsey Stirling
",127,81,23
"
A Messenger
","
Colton Dixon
",91,15,12
"
Rock Of Ages
","
Soundtrack
",99,5,26
"
Juke Box Heroes
","
Foreigner
",-,-,-
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",114,60,113
"
Oblivion
","
Soundtrack
",119,119,2
"
Nashville: Season 1: Volume 1
","
Soundtrack
",85,14,19
"
Life Is Beautiful
","
The Afters
",-,-,-
"
Red River Blue
","
Blake Shelton
",108,1,92
"
The Beat
","
Boney James
",54,54,2
"
The Hurt & The Healer
","
MercyMe
",121,7,30
"
In Love... With Cole Porter
","
Various Artists
",111,103,3
"
The Foundation
","
Zac Brown Band
",122,9,228
"
The Strange Case Of...
","
Halestorm
",-,15,37
"
Believe
","
Justin Bieber
",116,1,44
"
My Kinda Party
","
Jason Aldean
",125,2,128
