Song, Artist, Last Week, Peak Position, Weeks on Chart
"
 WOW Gospel 2013
","
Various Artists
",133,43,12
"
Bangarang (EP)
","
Skrillex
",93,14,63
"
Memphis
","
Boz Scaggs
",128,17,7
"
Jake Bugg
","
Jake Bugg
",75,75,2
"
Our Version Of Events
","
Emeli Sande
",176,28,23
"
Based On A T.R.U. Story
","
2 Chainz
",117,1,36
"
Duets
","
Paul Anka
",95,95,2
"
Beyond Hell/Above Heaven
","
Volbeat
",142,142,16
"
Curtain Call: The Hits
","
Eminem
",109,1,182
"
Greatest Hits... So Far!!!
","
P!nk
",156,5,80
"
Brothers
","
The Black Keys
",-,3,140
"
O.N.I.F.C.
","
Wiz Khalifa
",126,2,20
"
Silver Side Up
","
Nickelback
",149,2,88
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",162,52,147
"
Miracle
","
Third Day
",132,10,19
"
The Band Perry
","
The Band Perry
",115,4,125
"
Super Hits
","
Willie Nelson
",157,98,51
"
Shaking The Habitual
","
The Knife
",52,52,2
"
The Best Of Aerosmith: 20th Century Masters...
","
Aerosmith
",103,67,59
"
Heartthrob
","
Tegan And Sara
",167,3,11
"
The Very Best Of The Eagles
","
Eagles
",141,3,87
"
Man On The Moon: The End Of Day
","
Kid Cudi
",-,4,79
"
Cold Fact
","
Rodriguez
",177,78,17
"
Celebrando El 13
","
Joan Sebastian
",185,165,2
"
Coexist
","
The xx
 ",-,5,19
"
Black Out The Sun
","
Sevendust
",110,18,4
"
En Peligro de Extincion
","
Intocable
",105,58,3
"
Up All Night
","
Kip Moore
",138,6,47
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",178,5,52
"
Wakin On A Pretty Daze
","
Kurt Vile
",47,47,2
"
Greatest Hits
","
Fleetwood Mac
",-,14,42
"
Take Care
","
Drake
",158,1,70
"
Live At Bull Moose (EP)
","
Mumford & Sons
",-,-,-
"
Sound City -- Real To Reel
","
Soundtrack
",-,8,5
"
Love, Charlie
","
Charlie Wilson
",166,4,12
"
Lonerism
","
Tame Impala
",-,34,15
"
Finally Rich
","
Chief Keef
",174,29,18
"
Believe: Acoustic
","
Justin Bieber
",144,1,12
"
xx
","
The xx
",-,92,47
"
Let The Future Begin
","
Passion
",-,4,5
"
Extended Versions
","
Creedence Clearwater Revisited
",163,74,37
"
Purple Rain (Soundtrack)
","
Prince And The Revolution
",97,1,78
"
FutureSex/LoveSounds
","
Justin Timberlake
",-,1,90
"
Transit Of Venus
","
Three Days Grace
",-,5,23
"
A Foot In The Door: The Best Of Pink Floyd
","
Pink Floyd
",-,50,15
"
Eye On It
","
tobyMac
",-,1,33
"
The Very Best Of Prince
","
Prince
",-,66,33
"
Barefoot Blue Jean Night
 ","
Jake Owen
",148,6,60
"
Earth Rocker
","
Clutch
",183,15,5
"
Blood
","
In This Moment
",-,15,23
"
Changed
","
Rascal Flatts
",164,3,55
"
Joyas Prestadas: Pop
","
Jenni Rivera
",173,51,19
"
Blessings
","
Laura Story
",-,30,38
"
19
","
Adele
",195,4,183
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",189,109,54
"
CrazySexyCool
","
TLC
",198,3,108
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",184,73,49
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",180,49,92
"
Mas Que Amor
","
Il Volo
",161,161,2
