Song, Artist, Last Week, Peak Position, Weeks on Chart
"Noel","Josh Groban",-,1,11
"
Growing Pains
","
Mary J. Blige
",-,-,-
"
As I Am
","
Alicia Keys
",2,1,6
"
Long Road Out Of Eden
","
Eagles
",3,1,8
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",7,1,26
"
NOW 26
","
Various Artists
",4,3,6
"
Carnival Ride
","
Carrie Underwood
",9,1,9
"
Taylor Swift
","
Taylor Swift
",8,8,61
"
High School Musical 2
","
Soundtrack
",6,1,19
"
Exclusive
","
Chris Brown
",12,4,7
"
The Makings Of A Man
","
Jaheim
",-,-,-
"
The Ultimate Hits
","
Garth Brooks
",10,3,7
"
Still Feels Good
","
Rascal Flatts
",13,1,13
"
Christmas Song
","
Mannheim Steamroller
",5,5,11
"
Lupe Fiasco's The Cool
","
Lupe Fiasco
",-,-,-
"
Mothership
","
Led Zeppelin
",14,7,6
"
Coco
","
Colbie Caillat
",17,5,23
"
Taking Chances
 ","
Celine Dion
",15,3,6
"
Enjoy The Ride
","
Sugarland
",20,4,59
"
Jonas Brothers
","
Jonas Brothers
",16,5,20
"
Daughtry
","
Daughtry
",28,1,57
"
Reba Duets
","
Reba McEntire
",24,1,14
"
Raising Sand
","
Robert Plant / Alison Krauss
",23,2,9
"
Hannah Montana
","
Soundtrack
",22,1,61
"
The Best Of Andrea Bocelli: Vivere
","
Andrea Bocelli
",19,9,8
"
souljaboytellem.com
","
Soulja Boy Tell'em
",29,4,12
"
The Dutchess
","
Fergie
",27,2,66
"
Jordin Sparks
","
Jordin Sparks
",26,10,5
"
Face Off
","
Bow Wow & Omarion
",11,11,2
"
All The Right Reasons
","
Nickelback
",33,1,116
"
Just Like You
","
Keyshia Cole
",36,2,13
"
Greatest Hits
","
Keith Urban
",35,11,5
"
The Fight Of My Life
","
Kirk Franklin
",-,-,-
"
22 More Hits
","
George Strait
",38,13,6
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",41,3,15
"
Minutes To Midnight
","
Linkin Park
",47,1,32
"
One Man Band
","
James Taylor
",39,4,31
"
Call Me Irresponsible
","
Michael Buble
",34,1,34
"
High School Musical
","
Soundtrack
",31,1,102
"
Rock N Roll Jesus
","
Kid Rock
",48,1,11
"
Blackout
","
Britney Spears
",53,2,8
"
Magic
","
Bruce Springsteen
",45,1,12
"
American Gangster
","
JAY-Z
",40,1,7
"
Audio Day Dream
","
Blake Lewis
",32,10,3
"
RIOT!
","
Paramore
",54,15,28
"
Graduation
","
Kanye West
",60,1,15
"
Everything Is Fine
","
Josh Turner
",50,5,8
"
Alvin And The Chipmunks
","
Soundtrack
",67,48,3
"
Dreaming Out Loud
","
OneRepublic
",49,17,5
"
FutureSex/LoveSounds
","
Justin Timberlake
",58,1,67
"
It Won't Be Soon Before Long
","
Maroon 5
",62,1,31
"
5*Stunna
","
Birdman
",18,18,2
"
Hairspray
","
Soundtrack
",43,2,24
"
Rough Around The Edges: Live From Madison Square Garden
","
Dane Cook
",56,11,6
"
Some Hearts
","
Carrie Underwood
",59,2,110
"
Sweeney Todd: The Demon Barber Of Fleet Street
","
Soundtrack
",-,-,-
