Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Daughtry
","
Daughtry
",57,1,83
"
As I Am
","
Alicia Keys
",73,1,32
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",68,6,60
"
Vans Warped Tour '08
","
Various Artists
",65,35,3
"
 Flyleaf
","
Flyleaf
",77,57,118
"
5th Gear
","
Brad Paisley
",51,3,53
"
Just Like You
","
Keyshia Cole
",79,2,39
"
 Dreaming Out Loud
","
OneRepublic
",72,14,31
"
Grindin' For A Purpose
","
TMI Boyz
",88,79,2
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",67,22,29
"
Call Me Irresponsible
","
Michael Buble
",55,1,60
"
Wisin Vs. Yandel: Los Extraterrestres
","
Wisin & Yandel
",86,14,32
"
Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert
","
Miley Cyrus
",78,3,15
"
All The Right Reasons
","
Nickelback
",75,1,142
"
For Your Consideration
","
Kathy Griffin
",-,-,-
"
Beyond Measure
","
Jeremy Camp
",60,29,12
"
Finding Beauty In Negative Spaces
","
Seether
",83,9,35
"
Back To Black
","
Amy Winehouse
",82,2,67
"
Lady Antebellum
","
Lady Antebellum
",71,4,10
"
Love/Hate
","
The-Dream
",81,30,28
"
Lyfe Change
","
Lyfe Jennings
",85,4,8
"
Greatest Hits // Every Mile A Memory 2003-2008
","
Dierks Bentley
",76,9,7
"
Still Feels Good
","
Rascal Flatts
",69,1,39
"
Continuum
","
John Mayer
",87,2,93
"
It Won't Be Soon Before Long
","
Maroon 5
",89,1,57
"
We Started Nothing
","
The Ting Tings
",127,78,4
"
Some Hearts
","
Carrie Underwood
",92,2,136
"
The Best Of
","
Radiohead
",95,26,3
"
RIOT!
","
Paramore
",103,15,54
"
Vampire Weekend
","
Vampire Weekend
",126,17,21
"
Long Road Out Of Eden
","
Eagles
",52,1,34
"
In Rainbows
","
Radiohead
",100,1,26
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",106,1,52
"
Consolers Of The Lonely
","
The Raconteurs
",98,7,13
"
One - X
","
Three Days Grace
",105,5,106
"
Little Voice
","
Sara Bareilles
",102,7,38
"
The Dutchess
","
Fergie
",97,2,92
"
Mail On Sunday
","
Flo Rida
",134,4,14
"
Gavin DeGraw
","
Gavin DeGraw
",99,7,7
"
Love The Woman
","
Chante Moore
",-,-,-
"
Pretty.Odd.
","
Panic! At The Disco
 ",117,2,13
"
Opus Collection: A Man Called Trane
","
John Coltrane
",107,107,2
"
Pure BS
","
Blake Shelton
",93,8,29
"
Fleet Foxes
","
Fleet Foxes
",115,83,3
"
15
","
Buckcherry
",110,39,114
"
Reba Duets
","
Reba McEntire
",84,1,40
"
Flight Of The Conchords (Soundtrack)
","
Flight Of The Conchords
",96,3,9
"
Growing Pains
","
Mary J. Blige
",121,1,27
"
2C
","
Intocable
",90,90,2
"
Accelerate
","
R.E.M.
",101,2,12
"
Saving Abel
","
Saving Abel
",131,121,9
"
Chicago XXX II: Stone Of Sisyphus
","
Chicago
",-,-,-
"
Bo Fo Sho (EP)
","
Bo Burnham
",-,-,-
"
In The Heights
","
Original Broadway Cast Recording
",-,82,2
"
Mothership
","
Led Zeppelin
",108,7,32
"
95/08
","
Enrique Iglesias
",149,18,13
"
Stand Out
","
 Tye Tribbett & G.A.
",128,16,7
"
Departure
","
Jesse McCartney
",119,14,5
"
Division
","
10 Years
",122,12,6
"
Third
","
Portishead
",129,7,8
"
Shine
","
Estelle
",140,38,8
"
Arde El Cielo
","
Mana
",118,30,8
"
Just Me
","
Keith Sweat
",130,10,6
"
Welcome To The Dollhouse
","
Danity Kane
",133,1,14
"
Celtic Thunder
","
Celtic Thunder
",114,48,10
"
Snacktime!
","
Barenaked Ladies
",145,61,7
"
Avenged Sevenfold
 ","
Avenged Sevenfold
",161,4,34
"
Scars & Souvenirs
","
Theory Of A Deadman
",166,26,12
"
La Mejor... Coleccion
","
Marco Antonio Solis
",151,92,54
"
Famous
","
Puddle Of Mudd
",156,27,33
"
In Search Of Sunrise 7: Asia
","
Tiesto
",91,91,2
"
Graduation
","
Kanye West
",138,1,41
"
Rodgers & Hammerstein's South Pacific
","
The New Broadway Cast Recording
",176,59,4
"
 Love Behind The Melody
","
Raheem DeVaughn
",143,5,23
"
Oracular Spectacular
","
MGMT
",164,129,16
"
Across The Universe: Deluxe Edition
","
Soundtrack
",135,20,41
"
High School Musical 2
","
Soundtrack
",174,1,45
"
Rock My World
","
Bret Michaels
",104,40,3
"
Saturday Nights & Sunday Mornings
","
Counting Crows
",132,3,13
"
Te Quiero
","
Flex
",157,70,22
"
Mudcrutch
","
Mudcrutch
",153,8,8
"
Before The Amplifiers: Live Acoustic
","
Sister Hazel
",-,-,-
"
Light It Up
","
 Rev Theory
",74,74,2
"
Here We Stand
","
The Fratellis
",80,80,2
"
If You're Going Through Hell
","
Rodney Atkins
",120,3,101
"
Wanderlust
","
Gavin Rossdale
",116,33,3
"
Watershed
","
Opeth
",113,23,3
"
Hairspray
","
Soundtrack
",-,2,39
"
Radio Disney Jams 10
","
Various Artists
",154,18,22
"
The Altar And The Door
","
Casting Crowns
",123,2,43
"
Once
","
Soundtrack
",150,7,47
"
Self Portrait
","
Lalah Hathaway
",144,63,3
"
The Way Of The Fist
","
Five Finger Death Punch
",-,129,13
"
This Moment
","
Steven Curtis Chapman
",94,47,20
"
 Rising Down
","
The Roots
",136,6,8
"
Echoes, Silence, Patience & Grace
","
Foo Fighters
",168,3,39
"
Let It Go
","
Tim McGraw
",141,1,65
"
Greatest Hits
","
Keith Urban
",171,11,31
"
Julieta Venegas: MTV Unplugged
","
Julieta Venegas
",-,-,-
"
Stay Positive
","
The Hold Steady
",-,-,-
"
@#%&*! Smilers
","
Aimee Mann
",111,32,3
"
Prima J
","
Prima J
",-,-,-
"
Everything Is Fine
","
Josh Turner
",155,5,34
"
The Odd Couple
","
Gnarls Barkley
",148,12,14
"
Ego Trippin
","
Snoop Dogg
",170,3,15
"
Living Hard
","
Gary Allan
",177,3,34
"
Relentless
","
Natalie Grant
",181,81,10
"
Somewhere Back In Time: The Best Of: 1980-1989
","
Iron Maiden
",187,58,6
"
August Rush
","
Soundtrack
",160,33,25
"
Into The Wild (Soundtrack)
","
Eddie Vedder
",179,11,40
"
P.S. I Love You
","
Soundtrack
",165,60,12
"
Nine Lives
","
Steve Winwood
",147,12,8
"
Awake Live
","
Josh Groban
",137,8,7
"
Crayons
","
Donna Summer
",158,17,5
"
Who We Are
","
Lifehouse
",194,14,52
"
Scream
","
Tokio Hotel
",183,39,7
"
Songs From The Sparkle Lounge
","
Def Leppard
",139,5,8
"
Greatest Hits: Limited Edition
","
Tim McGraw
",125,10,8
"
When Life Gives You Lemons, You Paint That Shit Gold
","
Atmosphere
",182,5,9
"
NOW That's What I Call The 80s
","
Various Artists
",198,11,15
"
NOW 26
","
Various Artists
",190,3,32
"
Lupe Fiasco's The Cool
","
Lupe Fiasco
",173,14,27
"
WOW Gospel 2008
","
Various Artists
",175,34,19
"
Them Vs. You Vs. Me
","
Finger Eleven
",188,31,68
"
The Best Of (2-CD Limited Edition)
","
Radiohead
",146,81,3
"
Still Da Baddest
","
Trina
",184,6,12
"
The Chronicles Of Narnia: Prince Caspian
","
Soundtrack
",142,26,6
"
Alive And Transported
","
tobyMac
",152,112,4
"
I Don't Want To Go To School (Soundtrack)
","
The Naked Brothers Band
",163,23,10
"
The Makings Of A Man
","
Jaheim
",-,11,26
