Song, Artist, Last Week, Peak Position, Weeks on Chart
"Revival","Eminem",-,1,1
"
reputation
","
Taylor Swift
",2,1,6
"
The Beautiful & Damned
","
G-Eazy
",-,-,-
"
÷ (Divide)
","
Ed Sheeran
",3,1,42
"
A Pentatonix Christmas
","
Pentatonix
",4,1,21
"
Pressure
","
Jeezy
",-,-,-
"
The Thrill Of It All
","
Sam Smith
",8,1,7
"
What Makes You Country
","
Luke Bryan
",1,1,2
"
The Anthology: Part I, The First Five Years
","
Garth Brooks
",12,4,5
"
From A Room: Volume 2
","
Chris Stapleton
",7,2,3
"
Christmas
","
Michael Buble
",9,1,63
"
Star Wars: The Last Jedi (Soundtrack)
","
London Symphony Orchestra (Williams)
",-,-,-
"
Stoney
","
Post Malone
",10,4,54
"
That's Christmas To Me
","
Pentatonix
",14,2,41
"
Saturation III
","
BrockHampton
 ",-,-,-
"
DAMN.
","
Kendrick Lamar
",11,1,36
"
Evolve
","
Imagine Dragons
",17,2,26
"
Luv Is Rage 2
","
Lil Uzi Vert
",15,1,17
"
Quality Control: Control The Streets, Vol. 1
","
Various Artists
",5,5,2
"
Heartbreak On A Full Moon
","
Chris Brown
",18,3,8
"
You Make It Feel Like Christmas
","
Gwen Stefani
",16,16,7
"
Beautiful Trauma
","
P!nk
",27,1,10
"
Noel
","
Josh Groban
",21,1,81
"
Merry Christmas
","
Mariah Carey
",19,3,73
"
Hamilton: An American Musical
 ","
Original Broadway Cast Recording
",22,3,117
"
American Teen
","
Khalid
",20,4,42
"
Asking Alexandria
","
Asking Alexandria
",-,-,-
"
One More Light: Live
","
Linkin Park
",-,-,-
"
Ctrl
","
SZA
",30,3,28
"
Tell Me You Love Me
","
Demi Lovato
",26,3,12
"
No_One Ever Really Dies
","
N*E*R*D
",-,-,-
"
Songs Of Experience
","
U2
",13,1,3
"
Precious Memories Collection
","
Alan Jackson
",162,33,12
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",28,23,64
"
From A Room: Volume 1
","
Chris Stapleton
",32,2,33
"
Project Baby Two
","
Kodak Black
",23,2,18
"
24K Magic
","
Bruno Mars
",33,2,57
"
BooPac
","
Boosie BadAzz
",-,-,-
"
Double Or Nothing
","
Big Sean & Metro Boomin
",6,6,2
"
Without Warning
","
21 Savage, Offset & Metro Boomin
",24,4,8
"
Lil Pump
","
Lil Pump
",25,3,11
"
Life Changes
","
Thomas Rhett
",43,1,15
"
Traveller
","
Chris Stapleton
",34,1,119
"
Warmer In The Winter
","
Lindsey Stirling
",31,22,9
"
Ultimate Christmas
","
Frank Sinatra
",42,42,6
"
Red Pill Blues
","
Maroon 5
",35,2,7
"
hopeless fountain kingdom
","
Halsey
",38,1,29
"
The Christmas Song
","
Nat King Cole
",47,47,34
"
Kane Brown
","
Kane Brown
",44,5,55
"
Guardians Of The Galaxy, Vol. 2: Awesome Mix Vol. 2
","
Soundtrack
",65,4,35
"
Perception
","
NF
",41,1,11
"
Moana
","
Soundtrack
",46,2,57
"
It's Christmas Time
","
Elvis Presley
",52,41,65
"
Greatest Hits
","
 Tom Petty And The Heartbreakers
",45,2,246
"
Texoma Shore
","
Blake Shelton
",50,4,7
"
More Life
","
Drake
",36,1,40
"
NOW 64
","
Various Artists
",53,12,7
"
17
","
XXXTENTACION
",40,2,17
"
The Rest Of Our Life
","
Tim McGraw & Faith Hill
",54,2,5
"
War & Leisure
","
Miguel
",29,9,3
"
Pitch Perfect 3
","
Soundtrack
",-,-,-
"
My Kind Of Christmas
","
Reba
 ",39,39,7
"
The Greatest Showman
","
Soundtrack
",71,63,2
"
The Voice: The Complete Season 13 Collection
","
Chloe Kohanski
",-,-,-
"
Everyday Is Christmas
","
Sia
",70,27,5
"
Sgt. Pepper's Lonely Hearts Club Band
","
The Beatles
",158,1,215
"
Guardians Of The Galaxy: Awesome Mix Vol. 1
","
Soundtrack
",83,1,119
"
x
","
Ed Sheeran
",62,1,183
"
Starboy
","
The Weeknd
",48,1,56
"
Flicker
","
Niall Horan
",58,1,9
"
The Bigger Artist
","
A Boogie Wit da Hoodie
",49,4,12
"
The Ghosts Of Christmas Eve
","
Trans-Siberian Orchestra
",57,9,15
"
Culture
","
Migos
",51,1,47
"
Meaning Of Life
","
Kelly Clarkson
",68,2,8
"
A Decade Of Destruction
","
Five Finger Death Punch
",59,29,3
"
The Voice: The Complete Season 13 Collection
","
Addison Agen
",-,-,-
"
Bright: The Album
","
Soundtrack
",-,-,-
"
Curtain Call: The Hits
","
Eminem
",75,1,372
"
Mr. Davis
","
Gucci Mane
",55,2,10
"
These Are Special Times
","
Celine Dion
",61,2,69
"
Cheers, It's Christmas
","
Blake Shelton
",60,8,41
"
The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection
","
Bing Crosby
",63,63,28
"
Blurryface
","
twenty one pilots
",81,1,136
"
Christmas Classics
","
Bing Crosby
",73,73,16
"
Diamonds
","
Elton John
",98,23,6
"
Trolls
","
Soundtrack
",82,3,65
"
Still Striving
","
A$AP Ferg
",85,12,18
"
Views
","
Drake
",64,1,86
"
Issa Album
","
21 Savage
",66,2,24
"
Harry Styles
","
Harry Styles
",95,1,32
"
In The Lonely Hour
","
Sam Smith
",78,2,184
"
Stranger Things: Music From The Netflix Original Series
","
Soundtrack
",-,92,2
"
This One's For You
","
Luke Combs
",88,5,29
"
Birds In The Trap Sing McKnight
","
Travis Scott
",72,1,68
