Song, Artist, Last Week, Peak Position, Weeks on Chart
"Pray For The Wicked","Panic! At The Disco",-,1,1
"
?
","
XXXTENTACION
",3,1,15
"
beerbongs & bentleys
","
Post Malone
",4,1,9
"
EVERYTHING IS LOVE
","
The Carters
",2,2,2
"
17
","
XXXTENTACION
",7,2,44
"
Dan + Shay
","
Dan + Shay
",-,-,-
"
Goodbye & Good Riddance
","
Juice WRLD
",8,6,6
"
Invasion Of Privacy
","
Cardi B
",9,1,12
"
The Greatest Showman
","
Soundtrack
",12,1,29
"
Youngblood
","
5 Seconds Of Summer
",1,1,2
"
Harder Than Ever
","
Lil Baby
",15,3,6
"
Bad Witch (EP)
","
Nine Inch Nails
",-,-,-
"
Expectations
","
Bebe Rexha
",-,-,-
"
ye
","
Kanye West
",11,1,4
"
This One's For You
","
Luke Combs
",17,4,56
"
Stoney
","
Post Malone
",20,4,81
"
K.T.S.E.
","
Teyana Taylor
",-,-,-
"
Red Pill Blues
","
Maroon 5
",18,2,34
"
Evolve
","
Imagine Dragons
",21,2,53
"
Shawn Mendes
","
Shawn Mendes
",19,1,5
"
÷ (Divide)
","
Ed Sheeran
",23,1,69
"
KOD
","
J. Cole
",22,1,10
"
Culture II
","
Migos
",24,1,22
"
Come Tomorrow
","
Dave Matthews Band
",25,1,3
"
Redemption
","
Jay Rock
",13,13,2
"
KIDS SEE GHOSTS
","
KIDS SEE GHOSTS
",14,2,3
"
Rearview Town
","
Jason Aldean
",10,1,11
"
Revenge
","
XXXTENTACION
",30,28,31
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",31,3,144
"
Love Yourself: Tear
","
BTS
",27,1,6
"
 Kane Brown
","
Kane Brown
",29,5,82
"
American Teen
","
Khalid
",33,4,69
"
reputation
","
Taylor Swift
",36,1,33
"
13 Reasons Why, Season 2
 ","
Soundtrack
",32,26,6
"
DAMN.
","
Kendrick Lamar
",38,1,63
"
Nasir
","
Nas
",5,5,2
"
The World Is Yours
","
Rich The Kid
",44,2,13
"
1
","
The Beatles
",157,1,323
"
Black Panther: The Album, Music From And Inspired By
","
Soundtrack
",39,1,20
"
Luv Is Rage 2
","
Lil Uzi Vert
",42,1,44
"
Testing
","
A$AP Rocky
",37,4,5
"
Life Of A Dark Rose
","
 Lil Skies
",45,10,25
"
Cosmic
","
Bazzi
",43,14,12
"
Magic
","
Ben Rector
",-,-,-
"
Camila
","
Camila Cabello
",46,1,24
"
SR3MM
","
Rae Sremmurd, Swae Lee & Slim Jxmmi
",47,6,8
"
More Life
","
Drake
",50,1,67
"
Life Changes
","
Thomas Rhett
",51,1,42
"
Let The Trap Say Amen
","
Lecrae X Zaytoven
",-,-,-
"
Ready (EP)
","
Ella Mai
",73,50,9
"
Traveller
","
Chris Stapleton
",49,1,146
"
Passwords
","
Dawes
",-,-,-
"
Views
","
Drake
",56,1,113
"
The Essential Michael Jackson
","
Michael Jackson
",61,46,231
"
Die Lit
","
Playboi Carti
",48,3,7
"
H.E.R.
","
H.E.R.
",112,56,36
"
International Artist
","
A Boogie Wit da Hoodie
",137,57,2
"
Ctrl
","
SZA
",58,3,55
"
Until Death Call My Name
","
YoungBoy Never Broke Again
",54,7,9
"
24K Magic
","
Bruno Mars
",57,2,84
"
Superfly (Soundtrack)
","
Future
",34,25,3
"
Brett Young
","
Brett Young
",64,18,72
"
Simi
","
BlocBoy JB
",62,28,8
"
Heartbreak On A Full Moon
","
Chris Brown
",68,3,35
"
Odisea
","
Ozuna
",67,22,44
"
DAY69
","
6ix9ine
",70,4,18
"
Dont Smile At Me
","
Billie Eilish
",76,67,27
"
Reckless
","
NAV
",55,8,6
"
Dua Lipa
","
Dua Lipa
",65,27,52
"
Voicenotes
","
Charlie Puth
",60,4,7
"
Perception
","
NF
",71,1,38
"
Project Baby Two
","
Kodak Black
",63,2,45
"
Greatest Hits
","
Queen
",66,11,294
"
My Dear Melancholy, (EP)
","
The Weeknd
",59,1,13
"
The Mountain
","
Dierks Bentley
",26,3,3
"
hopeless fountain kingdom
","
Halsey
",74,1,56
"
Starboy
","
The Weeknd
",80,1,83
"
Moana
","
Soundtrack
",77,2,84
"
Curtain Call: The Hits
","
Eminem
",81,1,399
"
Bobby Tarantino II
","
Logic
",75,1,16
"
Take Care
","
Drake
",83,1,278
"
Night Visions
","
Imagine Dragons
",82,2,300
"
Tell Me You Love Me
","
Demi Lovato
",92,3,39
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",79,2,273
"
I Can Only Imagine: The Very Best Of MercyMe
","
 MercyMe
",52,23,17
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",86,5,528
"
And Justice For None
","
Five Finger Death Punch
",72,4,6
"
Death Of A Bachelor
","
Panic! At The Disco
",124,1,128
"
 Graffiti U
","
Keith Urban
",84,2,9
"
Their Greatest Hits 1971-1975
","
Eagles
",85,1,231
"
I met you when I was 18. (the playlist)
","
Lauv
",98,50,4
"
Dex Meets Dexter
","
Famous Dex
",89,12,12
"
What Makes You Country
","
Luke Bryan
",90,1,29
"
All Of This Life
","
The Record Company
",-,-,-
"
Without Warning
","
21 Savage, Offset & Metro Boomin
",94,4,35
"
Activated
 ","
Tee Grizzley
",88,10,7
"
Year Of The Snitch
","
Death Grips
",-,-,-
"
Liberation
","
Christina Aguilera
",6,6,2
"
DAYTONA
","
Pusha T
",53,3,5
"
Drip Season 3
","
Gunna
",99,55,21
"
Diamonds
","
Elton John
",105,23,33
"
Journey's Greatest Hits
","
Journey
",100,10,518
"
The Beautiful & Damned
","
G-Eazy
",101,3,28
"
4275
","
Jacquees
",35,35,2
"
Speak Your Mind
","
Anne-Marie
",95,31,9
"
x
","
Ed Sheeran
 ",107,1,210
"
The Thrill Of It All
","
Sam Smith
",93,1,34
"
Vibras
","
J Balvin
",113,15,5
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",109,8,231
"
Birds In The Trap Sing McKnight
","
Travis Scott
",116,1,95
"
Greatest Hits So Far...
","
Zac Brown Band
",96,20,170
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",102,22,373
"
Culture
","
Migos
",118,1,74
"
Freudian
","
Daniel Caesar
",138,25,42
"
Heaven And Earth
","
Kamasi Washington
",-,-,-
"
Rumours
","
Fleetwood Mac
",111,1,276
"
Love, Simon
","
Soundtrack
",106,37,15
"
Beauty Behind The Madness
","
The Weeknd
",122,1,148
"
good kid, m.A.A.d city
","
Kendrick Lamar
",121,2,296
"
 Blurryface
","
twenty one pilots
",119,1,163
