Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Back To Me
","
Fantasia
",122,2,17
"
Nightmare
","
Avenged Sevenfold
",144,1,21
"
The Promise: The Darkness On The Edge Of Town Story
","
Bruce Springsteen
",129,27,5
"
Hits Collection: Volume One
","
JAY-Z
",115,43,4
"
What Separates Me From You
","
A Day To Remember
",134,11,5
"
The Twilight Saga: Eclipse
","
Soundtrack
",109,2,20
"
Let Freedom Reign
","
Chrisette Michele
",93,25,3
"
Guitar Heaven: The Greatest Guitar Classics Of All Time
","
Santana
",145,5,13
"
Clapton
","
Eric Clapton
",157,6,22
"
Awake
","
Skillet
",147,2,69
"
Abbey Road
","
The Beatles
",140,1,153
"
Versus (EP)
","
Usher
",155,4,17
"
Endlessly
","
Duffy
",72,72,2
"
Peace On Earth
","
Casting Crowns
",100,15,24
"
The Beatles 1967-1970
","
The Beatles
",139,1,177
"
Carolina
","
Eric Church
",164,17,51
"
Lost In Time
","
Eric Benet
",90,33,3
"
Intimacy: Album III
","
Kem
",125,2,18
"
Tonight
","
tobyMac
",169,6,41
"
Raymond V Raymond
","
Usher
",179,1,38
"
Flockaveli
","
Waka Flocka Flame
",138,6,11
"
Second Chance
","
El DeBarge
",113,57,3
"
Teflon Don
","
Rick Ross
",152,2,22
"
Joy To The World
","
Faith Hill
",137,13,25
"
Holiday Spirits
","
Straight No Chaser
",132,46,15
"
Sale El Sol
","
Shakira
",156,7,9
"
War Is The Answer
","
Five Finger Death Punch
",171,7,59
"
James Taylor At Christmas
","
James Taylor
",158,16,18
"
Kaleidoscope Heart
","
Sara Bareilles
",168,1,15
"
NOW That's What I Call Country: Volume 3
","
Various Artists
",192,22,12
"
The Fame Monster (EP)
","
Lady Gaga
 ",182,5,56
"
NOW That's What I Call A Country Christmas
","
Various Artists
",120,57,14
"
Christmas With The Chipmunks
","
The Chipmunks With David Seville
",127,64,11
"
Glee: The Music, Journey To Regionals (EP)
","
Soundtrack
",183,1,24
"
Pass The Jar: Live From the Fabulous Fox Theater In Atlanta
","
Zac Brown Band
",199,17,28
"
It's Christmas Time
","
Elvis Presley
",130,80,11
"
The Beatles 1962-1966
","
The Beatles
",166,3,172
"
Dark Horse
","
Nickelback
",-,2,106
"
 Rock N Roll Jesus
","
Kid Rock
",191,1,119
"
Euphoria
","
Enrique Iglesias
",190,10,24
"
The Christmas Collection
","
Amy Grant
",128,41,22
"
White Christmas
","
Martina McBride
",116,68,17
"
Lady Antebellum
","
Lady Antebellum
",-,4,138
"
Nothing But The Best
","
Frank Sinatra
",-,2,114
"
The Christmas Attic
","
Trans-Siberian Orchestra
",172,83,14
"
Salsa: Un Homenaje A El Gran Combo
 ","
El Gran Combo
",176,168,2
"
Judge Jerrod & The Hung Jury
","
Jerrod Niemann
",189,7,22
"
Tangled
","
Soundtrack
",162,127,4
"
God Willin' & The Creek Don't Rise
","
Ray Lamontagne And The Pariah Dogs
",-,3,15
"
The Beatles [White Album]
","
The Beatles
",188,1,173
"
Mr. I
","
Ron Isley
 ",117,50,3
"
1
","
The Beatles
",-,1,112
"
Christmas In Harmony
","
Wilson Phillips
",135,135,4
"
The Christmas Collection
","
Il Divo
",143,14,21
"
Kiss And Tell
","
Selena Gomez & The Scene
",-,9,55
"
Leave This Town
","
Daughtry
",-,1,72
"
To The Sea
","
Jack Johnson
",-,1,26
"
Greatest Hits Volume 1
","
Rascal Flatts
",198,6,88
"
The DeAndre Way
","
Soulja Boy
",150,90,3
"
Twang
","
George Strait
",-,1,37
"
The Sing-Off: Harmonies For The Holidays
","
Various Artists
",-,-,-
"
We Cry Out: The Worship Project
","
Jeremy Camp
",-,15,13
"
These Are Special Times
","
Celine Dion
",153,2,25
"
If On A Winter's Night...
","
Sting
",173,6,15
"
American Saturday Night
","
Brad Paisley
",-,2,75
"
Gold And Green
","
Sugarland
",154,24,16
"
The Sound Of Madness
","
Shinedown
",-,8,123
"
NOW That's What I Call Christmas! 3
","
Various Artists
",163,10,20
"
Christmas With The Rat Pack
","
Frank Sinatra, Dean Martin & Sammy Davis Jr
",160,158,4
"
And Winter Came...
","
Enya
",174,8,25
"
Wide Open
","
Jason Aldean
",-,4,85
"
Journey's Greatest Hits
","
Journey
",-,10,147
"
Glee: The Rocky Horror Glee Show (EP)
","
Soundtrack
",197,6,8
"
NOW 34
","
Various Artists
",-,4,23
"
Until The Whole World Hears
","
Casting Crowns
",194,4,46
"
Band On The Run
","
Paul McCartney And Wings
",-,1,120
"
Curtain Call: The Hits
","
Eminem
",-,1,96
"
The Most Wonderful Time Of The Year
","
Mormon Tabernacle Choir/Orchestra At Temple Square With Natalie Cole (Wilberg)
",195,195,2
