Song, Artist, Last Week, Peak Position, Weeks on Chart
"Speak Now","Taylor Swift",-,1,8
"
The Gift
","
Susan Boyle
",1,1,6
"
Michael
","
Michael Jackson
",-,-,-
"
O Holy Night (EP)
","
Jackie Evancho
",5,2,5
"
Glee: The Music, The Christmas Album
","
Soundtrack
",3,3,5
"
Love Letter
","
R. Kelly
",-,-,-
"
Last Train To Paris
","
Diddy - Dirty Money
",-,-,-
"
Pink Friday
","
Nicki Minaj
",6,2,4
"
Born Free
","
Kid Rock
",15,5,5
"
Glee: The Music, Season Two: Volume 4
","
Soundtrack
",8,5,3
"
Loud
","
Rihanna
",9,3,5
"
My Worlds Acoustic
","
Justin Bieber
",12,7,4
"
Illuminations
","
Josh Groban
",7,4,5
"
The Beginning
","
The Black Eyed Peas
",16,6,3
"
Teenage Dream
","
Katy Perry
",18,1,17
"
Nothing Like This
","
Rascal Flatts
",13,6,5
"
Merry Christmas II You
","
Mariah Carey
",17,4,7
"
My World 2.0
","
Justin Bieber
",21,1,39
"
My Kinda Party
","
Jason Aldean
",20,2,7
"
My Christmas
","
Andrea Bocelli
",11,2,17
"
No Mercy
","
T.I.
",4,4,2
"
Recovery
","
Eminem
",25,1,26
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",14,1,4
"
NOW 36
","
Various Artists
",24,4,6
"
The Incredible Machine
","
Sugarland
",23,1,9
"
Need You Now
","
Lady Antebellum
",26,1,47
"
Get Closer
","
Keith Urban
",22,7,5
"
Farmer's Daughter
","
Crystal Bowersox
",-,-,-
"
Doo-Wops & Hooligans
","
Bruno Mars
",29,3,11
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",30,30,12
"
A Year Without Rain
","
Selena Gomez & The Scene
",32,4,13
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",34,5,6
"
Tron: Legacy (Soundtrack)
","
Daft Punk
",10,10,2
"
Greatest Hits... So Far!!!
","
P!nk
",38,14,5
"
Now Or Never
","
Tank
",-,-,-
"
Hemingway's Whiskey
","
Kenny Chesney
",40,1,12
"
Number One Hits
","
Tim McGraw
",36,27,3
"
A Christmas Cornucopia
","
Annie Lennox
",35,35,5
"
Burlesque
","
Soundtrack
",28,18,4
"
Sigh No More
","
Mumford & Sons
",39,16,39
"
Noel
","
Josh Groban
",27,1,27
"
You Get What You Give
","
Zac Brown Band
",41,1,13
"
A Merry Little Christmas (EP)
","
Lady Antebellum
",46,17,10
"
Basic Instinct
","
Ciara
",-,-,-
"
NOW That's What I Call Christmas! 4
","
Various Artists
",31,28,9
"
WOW Hits 2011
","
Various Artists
",43,26,11
"
Revolution
","
Miranda Lambert
",44,8,64
"
The Band Perry
","
The Band Perry
",49,4,10
"
I Am Not A Human Being
","
Lil Wayne
",48,1,12
"
And If Our God Is For Us...
","
Chris Tomlin
",53,17,5
"
The Union
","
Elton John / Leon Russell
",86,3,9
"
34 Number Ones
","
Alan Jackson
",42,37,4
"
BTR (Soundtrack)
","
Big Time Rush
 ",57,3,10
"
Cannibal
","
Ke$ha
",55,15,4
"
Just Charlie
","
Charlie Wilson
",19,19,2
"
Fearless
","
Taylor Swift
",54,1,110
"
Charleston, SC 1966
","
Darius Rucker
",62,2,10
"
The Taylor Swift Holiday Collection (EP)
","
Taylor Swift
",56,20,20
"
Crazy Love
","
Michael Buble
",69,1,63
"
All The Women I Am
","
Reba
",61,7,6
"
A Thousand Suns
","
Linkin Park
",76,1,14
"
Come Around Sundown
","
Kings Of Leon
",66,2,9
"
Play On
","
Carrie Underwood
",70,1,59
"
The Foundation
","
Zac Brown Band
",79,9,109
"
Let It Snow! (EP)
","
Michael Buble
",51,32,16
"
Christmas: 25th Anniversary Collection
","
Mannheim Steamroller
",52,29,18
"
Hannah Montana Forever
","
Soundtrack
",50,11,9
"
I Dreamed A Dream
","
Susan Boyle
",65,1,53
"
Animal
","
Ke$ha
",77,1,50
"
Glory In The Highest: Christmas Songs Of Worship
","
Chris Tomlin
",33,19,19
"
Sleigh Ride: Side By Side
","
Various Artists
",84,59,5
"
Lungs
","
Florence + The Machine
",73,14,29
"
Brothers
","
The Black Keys
",89,3,31
"
Passion, Pain & Pleasure
","
Trey Songz
",75,2,14
"
Glee: The Music, Volume 3: Showstoppers:
","
Soundtrack
",80,1,31
"
My World (EP)
","
Justin Bieber
",82,5,57
"
Joy To The World
","
Pink Martini
",60,35,5
"
The Promise
","
Bruce Springsteen
",85,16,5
"
It's A Wonderful Christmas
","
Michael W. Smith
",58,54,22
"
The Fame
","
Lady Gaga
",83,2,112
"
NOW 35
","
Various Artists
",81,2,16
"
Fly Me To The Moon... The Great American Songbook Volume V
","
Rod Stewart
",63,4,9
"
5.0
","
 Nelly
",67,10,5
"
Hits Alive
","
Brad Paisley
",74,9,7
"
The Lost Christmas Eve
","
Trans-Siberian Orchestra
",45,26,24
"
Libra Scale
","
Ne-Yo
",59,9,4
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",71,53,15
"
All American Nightmare
","
Hinder
",37,37,2
"
...featuring
","
Norah Jones
",78,29,5
"
 Save Me, San Francisco
","
Train
",102,17,58
"
Kandi Koated
","
Kandi
",-,-,-
"
Glee: Season One: The Music Volume 1
","
Soundtrack
",99,4,59
"
Taylor Swift
","
Taylor Swift
",95,5,217
"
Man On The Moon II: The Legend Of Mr. Rager
","
Kid Cudi
",88,3,6
"
Thank Me Later
","
Drake
",92,1,27
"
Bullets In The Gun
","
Toby Keith
",97,1,11
"
Move
","
Third Day
",104,9,9
"
Kidz Bop 18
","
Kidz Bop Kids
",107,5,22
"
Love Me Back
","
Jazmine Sullivan
",68,17,3
"
Danger Days: The True Lives Of The Fabulous Killjoys
","
My Chemical Romance
",87,8,4
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",91,24,6
"
The Lady Killer
","
Cee Lo Green
",64,9,6
"
Hands All Over
","
Maroon 5
",110,2,13
"
III/IV
","
Ryan Adams & The Cardinals
",-,-,-
"
Live At The Troubadour
","
Carole King & James Taylor
",136,4,33
"
Enjoy Yourself
","
Billy Currington
",121,9,13
"
Hollywood: The Deluxe (EP)
","
Michael Buble
",123,10,8
"
The E.N.D.
","
The Black Eyed Peas
",119,1,80
"
Dreams
","
Neil Diamond
",98,8,7
"
Glee: Season One: The Music Volume 2
","
Soundtrack
",124,3,54
"
Elvis Christmas
","
Elvis Presley
",94,69,18
"
Christmas Cheers
","
Straight No Chaser
",108,38,14
"
Asylum
","
Disturbed
",131,1,16
"
The Essential NOW That's What I Call Christmas
","
Various Artists
",106,30,21
"
Christmas
","
Celtic Thunder
",96,74,10
"
Merry Christmas
","
Mariah Carey
",105,3,22
"
4X4=12
","
deadmau5
",47,47,2
"
The Suburbs
","
Arcade Fire
",148,1,20
"
Live It Up
","
Lee DeWyze
",133,19,5
"
A Christmas Celebration
","
Celtic Woman
",101,35,22
"
Number Ones
","
Michael Jackson
",142,13,88
"
The Guitar Song
","
Jamey Johnson
",151,4,14
