Song, Artist, Last Week, Peak Position, Weeks on Chart
"Red","Taylor Swift",-,1,9
"
Trouble Man: Heavy Is The Head
","
T.I.
",-,-,-
"
Unorthodox Jukebox
","
Bruno Mars
",2,2,2
"
Take Me Home
","
One Direction
",4,1,6
"
Christmas
","
Michael Buble
",3,1,19
"
Merry Christmas, Baby
","
Rod Stewart
",5,3,8
"
The World From The Side Of The Moon
","
Phillip Phillips
",7,4,5
"
Babel
","
Mumford & Sons
",11,1,13
"
12-12-12 The Concert For Sandy Relief
","
Various Artists
 ",-,-,-
"
NOW 44
","
Various Artists
",12,2,7
"
On This Winter's Night
","
Lady Antebellum
",10,8,9
"
Girl On Fire
","
Alicia Keys
",9,1,4
"
Believe
","
Justin Bieber
",17,1,27
"
The Truth About Love
","
P!nk
",23,1,14
"
Tornado
","
Little Big Town
",16,2,15
"
Cheers, It's Christmas
","
Blake Shelton
",8,8,12
"
21
 ","
Adele
",21,1,96
"
Night Train
","
Jason Aldean
",18,1,10
"
Unapologetic
","
Rihanna
",15,1,5
"
Celebration Day
","
Led Zeppelin
",22,9,5
"
Up All Night
","
One Direction
",24,1,41
"
Blown Away
","
Carrie Underwood
",25,1,34
"
Dogs Eating Dogs (EP)
","
Blink-182
",-,-,-
"
The Lumineers
","
The Lumineers
",33,11,38
"
The Essential NOW That's What I Call Christmas
","
Various Artists
",113,25,33
"
Rebel Soul
","
Kid Rock
",28,5,5
"
Cee Lo's Magic Moment
","
Cee Lo Green
",29,25,8
"
Overexposed
","
Maroon 5
",31,2,26
"
 Finally Rich
","
Chief Keef
",-,-,-
"
Tailgates & Tanlines
","
Luke Bryan
",32,2,72
"
Here's To The Good Times
","
Florida Georgia Line
",27,10,3
"
Christmas With Scotty McCreery
","
Scotty McCreery
",19,4,10
"
Les Miserables
","
Soundtrack
",-,-,-
"
Nashville: Season 1: Volume 1
","
Soundtrack
",14,14,2
"
Hunter Hayes
","
Hunter Hayes
",37,18,45
"
Chief
","
Eric Church
",39,1,74
"
Jesus Piece
","
The Game
",6,6,2
"
La Misma Gran Senora
","
Jenni Rivera
",38,38,2
"
Some Nights
","
 fun.
",40,3,44
"
Greatest Hits: Chapter One
","
Kelly Clarkson
",45,11,5
"
good kid, m.A.A.d city
","
Kendrick Lamar
",42,2,9
