Song, Artist, Last Week, Peak Position, Weeks on Chart
"Crash My Party","Luke Bryan",-,1,2
"
Paradise Valley
","
John Mayer
",-,-,-
"
Three Kings
","
TGT
",-,-,-
"
Songs From St. Somewhere
","
Jimmy Buffett
",-,-,-
"
Doris
","
Earl Sweatshirt
",-,-,-
"
Blurred Lines
","
Robin Thicke
",4,1,4
"
NOW 47
","
Various Artists
",3,2,3
"
Teen Beach Movie
","
Soundtrack
",7,3,6
"
Trap Lord
","
A$AP Ferg
",-,-,-
"
Magna Carta... Holy Grail
","
JAY-Z
 ",6,1,7
"
Made Up Mind
","
Tedeschi Trucks Band
",-,-,-
"
Here's To The Good Times
","
Florida Georgia Line
",8,4,38
"
Sway
","
Blue October
",-,-,-
"
Rebellious Soul
","
K. Michelle
",2,2,2
"
Hollow Bodies
","
blessthefall
",-,-,-
"
The Walking In Between
","
Ben Rector
",-,-,-
"
The Civil Wars
","
The Civil Wars
",5,1,3
"
Unorthodox Jukebox
 ","
Bruno Mars
",13,1,37
"
Night Visions
","
Imagine Dragons
",9,2,51
"
The Heist
","
Macklemore & Ryan Lewis
",14,2,46
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",10,2,4
"
The 20/20 Experience
","
Justin Timberlake
",17,1,23
"
Keep It Redneck
","
The Lacs
",-,-,-
"
Born To Die
","
Lana Del Rey
",20,2,82
"
Stars Dance
","
Selena Gomez
",18,1,5
"
Based On A True Story ...
","
Blake Shelton
",11,3,22
"
Tomorrow We Die Alive
","
Born Of Osiris
",-,-,-
"
Kidz Bop 24
","
Kidz Bop Kids
",12,3,6
"
The Lumineers
","
The Lumineers
",52,2,73
"
The Love Club EP
","
Lorde
",23,23,11
"
Random Access Memories
","
Daft Punk
",22,1,14
"
The Mortal Instruments: City Of Bones
","
Soundtrack
",-,-,-
"
Tailgates & Tanlines
","
 Luke Bryan
",16,2,107
"
The Blessed Unrest
","
Sara Bareilles
",39,2,6
"
Pitch Perfect
","
Soundtrack
",24,3,44
"
Born Sinner
","
J. Cole
",25,1,10
"
Hunter Hayes
","
Hunter Hayes
",19,7,80
"
Night Train
","
Jason Aldean
",26,1,45
"
The Truth About Love
","
P!nk
",35,1,49
"
3.0
 ","
Marc Anthony
",31,5,5
"
True Believers
","
Darius Rucker
",30,2,14
"
Babel
","
Mumford & Sons
",34,1,48
