Song, Artist, Last Week, Peak Position, Weeks on Chart
"High School Musical","Soundtrack",-,1,10
"
Back To Bedlam
","
James Blunt
",2,2,24
"
My Ghetto Report Card
","
E-40
",-,-,-
"
In My Own Words
","
Ne-Yo
",5,1,3
"
Reality Check
","
Juvenile
",1,1,2
"
Some Hearts
","
Carrie Underwood
",7,2,18
"
Youth
","
Matisyahu
",4,4,2
"
 The Legend Of Johnny Cash
","
Johnny Cash
",8,5,21
"
From Under The Cork Tree
","
Fall Out Boy
",42,9,46
"
Curious George (Soundtrack)
","
Jack Johnson
",10,1,6
"
Walk The Line
","
Soundtrack
",9,9,18
"
The Breakthrough
","
Mary J. Blige
",11,1,13
"
Amore
","
Andrea Bocelli
",14,3,7
"
Precious Memories
","
Alan Jackson
",13,4,3
"
Curtain Call: The Hits
","
Eminem
",15,1,15
"
On An Island
","
David Gilmour
",6,6,2
"
Monkey Business
","
The Black Eyed Peas
",17,2,41
"
All The Right Reasons
","
Nickelback
",18,1,24
"
Breakaway
","
Kelly Clarkson
",20,3,68
"
If Only You Were Lonely
","
Hawthorne Heights
",16,3,3
"
Your Man
","
Josh Turner
",19,2,8
"
Fortuneteller's Melody
","
SHeDAISY
",-,-,-
"
PCD
","
The Pussycat Dolls
",28,5,27
"
The Greatest Songs Of The Fifties
","
Barry Manilow
",21,1,7
"
The Trinity
","
Sean Paul
",29,7,25
"
Morph The Cat
","
Donald Fagen
",-,-,-
"
Feels Like Today
","
Rascal Flatts
",23,1,77
"
The Way It Is
","
Keyshia Cole
",22,6,39
"
A Fever You Can't Sweat Out
","
Panic! At The Disco
",41,29,15
"
Be Here
","
Keith Urban
",31,3,78
"
On Top Of Our Game
","
Dem Franchize Boyz
",27,5,6
"
Chris Brown
","
 Chris Brown
",25,2,16
"
Unpredictable
","
Jamie Foxx
",24,1,13
"
My Homies Part 2
","
Scarface
",12,12,2
"
Kidz Bop 9
","
Kidz Bop Kids
",30,2,4
"
It's Time
","
Michael Buble
",33,7,58
"
Songs About Me
","
Trace Adkins
",32,11,52
"
Ancora
","
Il Divo
",53,1,8
"
Rappa Ternt Sanga
","
T-Pain
",39,33,15
"
Unwritten
","
Natasha Bedingfield
",43,26,22
"
Move Along
","
The All-American Rejects
",49,6,36
"
Whatever People Say I Am, That's What I'm Not
","
Arctic Monkeys
",52,24,4
"
Pay The Devil
","
Van Morrison
",26,26,2
