Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",61,3,50
"
E=MC2
","
Mariah Carey
",62,1,19
"
One Day As A Lion (EP)
","
One Day As A Lion
",65,28,5
"
Daughtry
","
Daughtry
",70,1,92
"
Burn Your Playhouse Down: The Unreleased Duets
","
George Jones
",-,-,-
"
Jordin Sparks
","
Jordin Sparks
",71,10,40
"
Dawn Of A New Day
","
Crystal Shawanda
",-,-,-
"
Still Feels Good
","
Rascal Flatts
",68,1,48
"
All The Right Reasons
","
Nickelback
",84,1,151
"
This Is Our God
","
Hillsong Worship
",55,55,3
"
Greatest Hits: Limited Edition
","
Tim McGraw
",122,10,14
"
Greatest Hits
","
Keith Urban
",106,11,39
"
Oracular Spectacular
","
MGMT
",92,87,25
"
Remedy Club: Tour Edition
","
David Crowder Band
",-,-,-
"
Finding Beauty In Negative Spaces
","
Seether
",81,9,44
"
Nothing But The Best
","
Frank Sinatra
",79,2,15
"
Fragile Future
","
Hawthorne Heights
",53,23,3
"
This Is The Life
","
Amy MacDonald
",-,-,-
"
Back To Black
","
Amy Winehouse
",72,2,76
"
Dreaming Out Loud
","
OneRepublic
",76,14,40
"
Saints Of Los Angeles
","
Motley Crue
",69,4,9
"
5th Gear
","
Brad Paisley
",86,3,62
"
Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert
","
Miley Cyrus
",87,3,24
"
Pass It Around
","
Donavon Frankenreiter
",-,-,-
"
Narrow Stairs
","
Death Cab For Cutie
",96,1,15
"
One - X
","
Three Days Grace
",123,5,115
"
Trilla
","
Rick Ross
",82,1,24
"
T*O*S (Terminate On Sight)
","
G Unit
",77,4,8
"
Hannah Montana: Hits Remixed
","
Hannah Montana
",-,-,-
"
Graffiti The World
","
Rehab
",118,104,6
"
Call Me Irresponsible
","
Michael Buble
",97,1,69
"
In Rainbows
","
Radiohead
",126,1,35
"
Continent
","
The Acacia Strain
 ",-,-,-
"
Continuum
","
John Mayer
",89,2,102
"
The Rhumb Line
","
Ra Ra Riot
",-,-,-
"
A Twist In My Story
","
Secondhand Serenade
",113,44,9
"
The Declaration
","
Ashanti
",91,6,12
"
 RIOT!
","
Paramore
",95,15,63
"
Just Like You
","
Keyshia Cole
",85,2,48
"
The Altar And The Door: Live
","
Casting Crowns
",-,-,-
"
Harps And Angels
","
Randy Newman
",63,30,3
"
Lady Antebellum
 ","
Lady Antebellum
",100,4,19
"
Vans Warped Tour '08
","
Various Artists
",80,35,12
"
Alvin And The Chipmunks
","
Soundtrack
",90,5,38
"
Rise And Fall, Rage And Grace
","
The Offspring
",110,10,10
"
Flyleaf
","
Flyleaf
",109,57,127
"
95/08
","
Enrique Iglesias
",102,18,22
"
Wisin Vs. Yandel: Los Extraterrestres
 ","
Wisin & Yandel
",98,14,41
"
We Started Nothing
","
The Ting Tings
",148,78,13
"
The Way Of The Fist
","
Five Finger Death Punch
",107,107,22
"
All Sides
","
O.A.R.
",101,13,6
"
Hymned Again
","
Bart Millard
",-,-,-
"
Para Siempre
","
Vicente Fernandez
",103,38,39
"
...Earth To The Dandy Warhols...
","
The Dandy Warhols
",-,-,-
"
Si Tu Te Vas
","
Los Temerarios
",75,26,7
"
Hard Candy
","
Madonna
",116,1,17
"
19
","
Adele
",121,53,11
"
Home Before Dark
","
Neil Diamond
",155,1,16
"
As I Am
","
Alicia Keys
",105,1,41
"
The Bright Sadness
","
Charlie Hall Band
",-,-,-
"
Long Road Out Of Eden
","
Eagles
",104,1,43
"
 Live: From Nowhere In Particular
","
Joe Bonamassa
",-,-,-
"
The Story
","
Brandi Carlile
",88,41,23
"
Little Voice
","
Sara Bareilles
",128,7,47
"
Perfectly Clear
","
Jewel
",108,8,12
"
Scars On Broadway
","
Scars On Broadway
",83,17,4
"
Fleet Foxes
","
Fleet Foxes
",137,83,12
"
Mothership
","
 Led Zeppelin
",133,7,41
"
Love/Hate
","
The-Dream
",120,30,37
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",125,22,38
"
15
","
Buckcherry
",131,39,123
"
The Dark Knight
","
Soundtrack
",93,20,6
"
Juno
","
Soundtrack
",129,1,34
"
Identified
","
Vanessa Hudgens
",111,23,8
"
Pure BS
","
Blake Shelton
",132,8,38
"
Bill Gaither Presents: Country Bluegrass Homecoming Volume One
","
Bill & Gloria Gaither With Their Homecoming Friends
",-,-,-
"
NOW That's What I Call Classic Rock
","
Various Artists
",119,20,12
"
Con Banda
","
Dareyes de La Sierra
",117,117,2
"
NOW 27
","
Various Artists
",127,2,24
"
Departure
","
Jesse McCartney
",144,14,14
"
Meet Glen Campbell
","
Glen Campbell
",-,-,-
"
Vampire Weekend
","
Vampire Weekend
",149,17,30
"
Avenged Sevenfold
","
Avenged Sevenfold
",152,4,43
"
Vol. 2
","
Goo Goo Dolls
",-,-,-
"
Shine
","
Estelle
",124,38,17
"
Who We Are
","
Lifehouse
",140,14,61
"
Raising Sand
","
Robert Plant / Alison Krauss
",151,2,44
"
Around The Bend
","
Randy Travis
",73,14,6
"
Sunset Man
","
James Otto
",130,3,20
"
Midheaven
","
The Human Abstract
",-,-,-
"
Julianne Hough
","
Julianne Hough
",112,3,14
"
Mail On Sunday
","
Flo Rida
",153,4,23
"
The Slip
","
Nine Inch Nails
 ",94,13,5
"
II Trill
","
Bun-B
",145,2,14
"
Bill Gaither Presents: Country Bluegrass Homecoming Volume Two
","
Bill & Gloria Gaither With Their Homecoming Friends
",-,-,-
"
Chemical Chords
","
Stereolab
",-,-,-
"
Worlds Collide
","
Apocalyptica
",171,59,10
"
Dance Gavin Dance
","
Dance Gavin Dance
",-,-,-
"
Una Noche En Madrid: Marco Antonio Solis En Vivo
","
Marco Antonio Solis
",135,41,11
"
Lay It Down
","
Al Green
",134,9,13
"
Boys Like Girls
","
Boys Like Girls
",147,55,62
"
High School Musical 2
","
Soundtrack
",158,1,54
"
Evil Urges
","
My Morning Jacket
",165,9,11
"
Two Men With The Blues
","
Willie Nelson Wynton Marsalis
",141,20,7
"
 Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",114,1,61
"
WE the Kings
","
WE the Kings
",177,151,13
"
Med Sud I Eyrum Vid Spilum Endalaust
","
Sigur Ros
",166,15,9
"
Te Quiero
","
Flex
",156,70,31
"
Total Club Hits
","
DJ Skribble
",157,30,11
"
Relentless
","
Natalie Grant
",-,81,13
"
Flight Of The Conchords (Soundtrack)
","
Flight Of The Conchords
",168,3,18
"
Reba Duets
","
Reba McEntire
",160,1,49
"
Step Up 2: The Streets
","
Soundtrack
",163,5,18
"
Seeing Sounds
","
N*E*R*D
",173,7,11
"
Living Hard
","
Gary Allan
",167,3,43
"
Norma Jean -Vs- The Anti Mother
","
Norma Jean
",99,29,3
"
Anticipation
","
Lewis Black
",136,64,3
"
After My Time
","
Noel Gourdin
",150,36,5
"
The Future Starts Here: The Essential Doors Hits
","
The Doors
",161,161,3
"
Growing Pains
","
Mary J. Blige
",185,1,36
"
Greatest Hits // Every Mile A Memory 2003-2008
","
Dierks Bentley
",179,9,16
"
Scream
","
Tokio Hotel
",178,39,12
"
 Relentless
","
Jason Aldean
",-,4,45
"
The Altar And The Door
","
Casting Crowns
",170,2,52
"
Flavors Of Entanglement
","
Alanis Morissette
",139,8,11
"
Skin Deep
","
Buddy Guy
",175,68,5
