Song, Artist, Last Week, Peak Position, Weeks on Chart
"A Little Bit Longer","Jonas Brothers",-,1,2
"
Rock N Roll Jesus
","
Kid Rock
",3,1,46
"
The Illusion Of Progress
","
Staind
",-,-,-
"
Mamma Mia!
","
Soundtrack
",2,1,7
"
Raw Footage
","
Ice Cube
",-,-,-
"
Breakout
","
Miley Cyrus
",4,1,5
"
Tha Carter III
","
Lil Wayne
",6,1,11
"
Love On The Inside
","
 Sugarland
",5,1,5
"
Camp Rock
","
Soundtrack
",8,3,10
"
Shwayze
","
Shwayze
",-,-,-
"
Viva La Vida or Death And All His Friends
","
Coldplay
",7,1,10
"
Good Girl Gone Bad
","
Rihanna
",9,2,64
"
One World (Soundtrack)
","
The Cheetah Girls
",-,-,-
"
One Of The Boys
","
Katy Perry
",14,9,10
"
Taylor Swift
","
Taylor Swift
",11,5,96
"
 NOW 28
","
Various Artists
",12,2,12
"
(Fast Times At Barrington High)
","
The Academy Is...
",-,-,-
"
Spirit
","
Leona Lewis
",15,1,20
"
Indestructible
","
Disturbed
",18,1,12
"
Jonas Brothers
","
Jonas Brothers
",10,5,55
"
Rockferry
","
Duffy
",19,4,15
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",26,3,15
"
Talento De Barrio (Soundtrack)
","
Daddy Yankee
",13,13,2
"
Lessons In Love
","
Lloyd
",17,7,3
"
Untitled
","
Nas
",21,1,6
"
Kidz Bop 14
","
Kidz Bop Kids
",16,8,4
"
3 Doors Down
","
3 Doors Down
",25,1,14
"
Folklore And Superstition
","
Black Stone Cherry
",-,-,-
"
Revelation
","
Journey
",32,5,12
"
Dance Or Die
","
Family Force 5
",-,-,-
"
What Am I Waiting For
","
Heidi Newfield
",23,10,3
"
Revelation
","
Third Day
",24,6,4
"
Sleep Through The Static
","
Jack Johnson
 ",34,1,29
"
35 Biggest Hits
","
Toby Keith
",28,2,16
"
Carnival Ride
","
Carrie Underwood
",38,1,44
"
Beautiful Eyes (EP)
","
Taylor Swift
",27,9,6
"
Kala
","
M.I.A.
",48,18,22
"
Here I Stand
","
Usher
",31,1,13
"
Definition Of Real
","
Plies
",35,2,11
"
The Greatest Story Ever Told
","
David Banner
",36,8,6
"
Where The Light Is: John Mayer Live In Los Angeles
","
John Mayer
",33,5,8
"
Exclusive
","
Chris Brown
",37,4,42
"
Troubadour
","
George Strait
",44,1,21
"
Greatest Hits
","
New Kids On The Block
",22,22,2
"
C'mON!
","
Keith Anderson
",29,12,3
"
Weezer
","
Weezer
",54,4,12
"
Thirsty
","
Marvin Sapp
",43,28,53
"
Modern Guilt
","
Beck
",42,4,7
"
Metro Station
","
Metro Station
",47,39,18
"
Coco
 ","
Colbie Caillat
",50,5,58
"
Last 2 Walk
","
Three 6 Mafia
",49,5,9
"
Pro Tools
","
GZA/Genius
",-,-,-
"
Total Dance 2008: Vol. 2
","
Stryker
",30,21,3
"
Fight With Tools
","
Flobots
",52,15,16
"
Enjoy The Ride
","
Sugarland
",41,4,94
"
It Won't Be Soon Before Long
","
Maroon 5
",51,1,66
"
First Love
","
Karina
",-,-,-
"
Saving Abel
","
Saving Abel
",58,58,18
"
No Deliverance
","
Toadies
",-,-,-
"
Life Death Love And Freedom
","
John Mellencamp
",46,7,6
"
Scars & Souvenirs
","
Theory Of A Deadman
",66,26,21
"
That Lonesome Song
","
Jamey Johnson
",45,28,3
"
Minutes To Midnight
","
Linkin Park
",60,1,67
"
Only Through The Pain...
","
Trapt
",39,18,3
"
 Look What You Made Me
","
Yung Berg
",20,20,2
"
Good Time
","
Alan Jackson
",56,1,25
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",57,6,69
"
The Sound Of Madness
","
Shinedown
",64,8,9
"
The Ultimate Hits
","
Garth Brooks
",59,3,42
"
The '59 Sound
","
The Gaslight Anthem
",-,-,-
"
You & Me
","
The Walkmen
",-,-,-
"
Pocketful Of Sunshine
","
Natasha Bedingfield
",67,3,31
"
What If We
","
Brandon Heath
",-,-,-
"
Conor Oberst
","
Conor Oberst
",40,15,3
