Song, Artist, Last Week, Peak Position, Weeks on Chart
"Frozen","Soundtrack",-,1,17
"
My Krazy Life
","
YG
",-,-,-
"
Supermodel
","
Foster The People
",-,-,-
"
Recess
","
Skrillex
",-,-,-
"
 Going To Hell
","
The Pretty Reckless
",-,-,-
"
G I R L
","
Pharrell Williams
",5,2,3
"
Mastermind
","
Rick Ross
",3,1,3
"
Sex And Love
","
Enrique Iglesias
",-,-,-
"
Pure Heroine
","
Lorde
",8,3,25
"
Happiness Is
","
Taking Back Sunday
",-,-,-
"
NOW 49
","
Various Artists
",12,1,7
"
Beyonce
","
Beyonce
",11,1,15
"
The Art Of Celebration
","
Rend Collective
",-,-,-
"
The Outsiders
","
Eric Church
",10,1,6
"
Spring Break 6 ...Like We Ain't Ever (EP)
","
Luke Bryan
",2,2,2
"
Extremist
","
Demon Hunter
",-,-,-
"
By Any Means
","
Kevin Gates
",-,-,-
"
Morning Phase
","
Beck
",13,3,4
"
Lift Your Spirit
","
Aloe Blacc
",4,4,2
"
PRISM
","
Katy Perry
",16,1,22
"
Divergent
","
Soundtrack
",29,21,2
"
Love In The Future
","
John Legend
",21,4,29
"
Awake
","
Tycho
",-,-,-
"
Here's To The Good Times
","
Florida Georgia Line
",19,4,68
"
Crash My Party
","
Luke Bryan
",18,1,32
"
Lost In The Dream
","
The War On Drugs
",-,-,-
"
The Marshall Mathers LP 2
","
Eminem
",20,1,20
"
Official 2014 ACM Awards ZinePak
","
Various Artists
",-,-,-
"
Oxymoron
","
ScHoolboy Q
",15,1,4
"
Night Visions
","
Imagine Dragons
",17,2,81
"
Kiss Me Once
","
Kylie Minogue
",-,-,-
"
Cole Swindell
","
Cole Swindell
",24,3,5
"
Unorthodox Jukebox
","
Bruno Mars
",22,1,67
"
Slow Me Down
","
Sara Evans
",9,9,2
"
Bangerz
","
Miley Cyrus
",25,1,24
"
Rise Of An Empire
","
Young Money
",7,7,2
"
Formula: Vol. 2
","
Romeo Santos
",23,5,4
"
Bad Blood
 ","
Bastille
",27,11,29
"
Pinata
","
Freddie Gibbs & Madlib
",-,-,-
"
AM
","
Arctic Monkeys
",30,6,28
"
Sail Out (EP)
","
Jhene Aiko
",33,8,18
"
The Truth
","
Ledisi
",14,14,2
"
Riser
","
Dierks Bentley
",26,6,4
"
Kidz Bop 25
","
Kidz Bop Kids
",35,3,10
"
Rooms Of The House
","
La Dispute
",-,-,-
"
American Hustle
 ","
Soundtrack
",52,46,10
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",49,1,25
"
Nothing Was The Same
","
Drake
",37,1,26
"
2014 Grammy Nominees
","
Various Artists
",38,2,9
"
El Regreso del Sobreviviente
","
Wisin
",-,-,-
"
Love, Marriage & Divorce
","
Toni Braxton & Babyface
",28,4,7
"
Midnight Memories
","
One Direction
",42,1,17
"
Halcyon
","
Ellie Goulding
",51,9,65
"
Native
","
OneRepublic
",41,4,52
"
Thrive
","
Casting Crowns
",40,6,8
"
Half The City
","
St. Paul & The Broken Bones
",-,56,2
"
(Acoustic Sessions Part 2) EP
","
Smith & Myers
",-,-,-
"
good kid, m.A.A.d city
","
Kendrick Lamar
",46,2,74
"
Louder
","
Lea Michele
",32,4,3
"
Symphonica
","
George Michael
",-,-,-
"
True
","
Avicii
",60,5,27
"
KXM
 ","
KXM
",31,31,2
"
The Heist
","
Macklemore & Ryan Lewis
",53,2,76
"
Stereolithic
","
311
",6,6,2
"
WOW Gospel 2014
","
Various Artists
",48,26,7
"
Night Train
","
Jason Aldean
",66,1,75
"
The Truth About Love
","
P!nk
",74,1,79
"
Muppets Most Wanted
","
Soundtrack
 ",-,-,-
"
NOW 48
","
Various Artists
",54,3,19
"
All The Little Lights
","
Passenger
",63,26,34
"
WOW Hits 2014
","
Various Artists
",58,25,26
"
Emerald: Musical Gems
","
Celtic Woman
",47,29,4
"
Based On A True Story ...
","
Blake Shelton
",57,3,52
"
The Wrong Side Of Heaven...Volume 2
","
Five Finger Death Punch
",73,2,18
"
10,000 Towns
","
Eli Young Band
",34,5,3
"
Born To Die
","
Lana Del Rey
",59,2,112
"
Live Through It
","
James Fortune & FIYA
",50,13,4
"
I'm A Fire
","
David Nail
",39,13,3
"
Black Panties
","
R. Kelly
",55,4,15
"
Doo-Wops & Hooligans
","
Bruno Mars
",62,3,178
"
 God's Not Dead
","
newsboys
",92,45,54
"
Because The Internet
","
Childish Gambino
",88,7,15
"
Miracle
","
Third Day
",-,10,39
"
21
","
Adele
",72,1,161
"
St. Vincent
","
St. Vincent
",56,12,4
"
Bad Self Portraits
","
Lake Street Dive
",94,18,5
"
My Own Lane
","
Kid Ink
",65,3,11
"
All The People Said Amen
","
Matt Maher
",165,88,3
"
Inside Llewyn Davis
","
Soundtrack
",69,14,16
"
[Hybrid Theory]
","
Linkin Park
",89,2,129
"
My Head Is An Animal
","
Of Monsters And Men
",129,6,103
"
The Legend Of Johnny Cash
","
Johnny Cash
",79,5,158
"
Say Yes To Love
","
Perfect Pussy
",-,-,-
"
Rise
","
Skillet
",111,4,31
"
WOW Worship (Lime)
","
Various Artists
",76,76,2
"
Days Are Gone
","
HAIM
",68,6,23
"
 Rebellious Soul
","
K. Michelle
",80,2,22
"
Paramore
","
Paramore
",109,1,45
"
Fuse
","
Keith Urban
",70,1,28
"
Restart
","
newsboys
",71,38,15
"
That Girl
","
Jennifer Nettles
",64,5,10
"
Is There Anybody Out There?
","
A Great Big World
",78,3,9
"
Same Trailer Different Park
","
Kacey Musgraves
",81,2,46
"
Random Access Memories
","
Daft Punk
",75,1,44
"
Oh, What A Life
","
American Authors
",44,15,3
"
Hail To The King
","
Avenged Sevenfold
",82,1,30
"
Lindsey Stirling
","
Lindsey Stirling
",91,23,69
"
Wolverines
","
I Am The Avalanche
",-,-,-
"
Braveheart
","
Ashanti
",43,10,3
"
Demi
","
Demi Lovato
",161,3,39
"
Voices
","
Phantogram
",93,11,5
"
Uncaged
","
Zac Brown Band
",121,1,88
"
Helios
","
The Fray
",77,8,4
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",99,18,305
"
The Essential Michael Jackson
","
Michael Jackson
",187,53,89
"
The Eminem Show
","
Eminem
",96,1,157
"
Babel
","
Mumford & Sons
",117,1,78
"
After The Disco
","
Broken Bells
 ",67,5,7
"
Modern Vampires Of The City
","
Vampire Weekend
",134,1,42
"
1
","
The Beatles
",95,1,166
"
Hunter Hayes
","
Hunter Hayes
",108,7,110
"
It Goes Like This
","
Thomas Rhett
",103,6,21
"
The 1975
","
The 1975
",85,28,19
"
Best Days
 ","
Tamela Mann
",87,14,80
"
Restoring Force
","
Of Mice & Men
",100,4,8
"
Love And War
","
Tamar Braxton
",113,2,29
"
Closer To The Truth
","
Cher
 ",-,3,19
"
Overcomer
","
Mandisa
",173,29,22
"
The Foundation
","
Zac Brown Band
",-,9,260
"
The Lumineers
","
The Lumineers
",143,2,103
"
The Blessed Unrest
","
Sara Bareilles
",136,2,33
"
I Am
","
Yo Gotti
",110,7,18
"
The Great Gatsby: Music From Baz Luhrmann's Film
","
Soundtrack
",-,2,32
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",106,18,134
"
Take Care
","
Drake
",-,1,94
"
The 20/20 Experience
","
Justin Timberlake
",-,1,52
"
Journey's Greatest Hits
","
Journey
",104,10,297
