Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Halfway To Heaven
","
Brantley Gilbert
",132,4,116
"
Save Rock And Roll
","
Fall Out Boy
",114,1,49
"
English Oceans
","
Drive-By Truckers
",61,16,3
"
Back In Black
","
AC/DC
",128,4,157
"
Too Weird To Live, Too Rare To Die!
","
Panic! At The Disco
",112,2,24
"
Underneath The Rainbow
","
Black Lips
",-,-,-
"
Atlas
","
Real Estate
",84,34,3
"
Pitch Perfect
 ","
Soundtrack
",131,3,74
"
I Love You.
","
The Neighbourhood
",86,25,48
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",153,2,33
"
ARTPOP
","
Lady Gaga
",156,1,19
"
Golden
","
Lady Antebellum
",116,1,46
"
Loco de Amor
","
Juanes
",36,36,2
"
Tailgates & Tanlines
","
Luke Bryan
",126,2,137
"
Ready To Fly
","
Jamie Grace
",105,32,8
"
Stay Trippy
","
Juicy J
",167,4,26
"
Metallica
","
Metallica
",152,1,298
"
Despicable ME 2
","
Soundtrack
",139,86,7
"
Me
","
Jo Dee Messina
",-,-,-
"
Corridos Time, Season One: Soy Parrandero
","
Los Tucanes de Tijuana
",-,-,-
"
Juke Box Heroes
","
Foreigner
",190,109,28
"
You Get What You Give
","
Zac Brown Band
",170,1,152
"
The Best Of Nickelback: Volume 1
","
Nickelback
",127,21,18
"
Wicked
","
Original Broadway Cast Recording
",163,66,105
"
Zion
","
Hillsong UNITED
",144,5,22
"
Sisyphus
","
Sisyphus
",-,-,-
"
Disney Junior: DJ Shuffle
","
Various Artists
",-,-,-
"
All The Right Reasons
","
Nickelback
",118,1,185
"
Red
","
Taylor Swift
",145,1,74
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",137,22,180
"
Off The Beaten Path
","
Justin Moore
",140,2,27
"
Blame It All On My Roots: Five Decades Of Influences
","
Garth Brooks
 ",102,1,17
"
Chief
","
Eric Church
",133,1,127
"
Outlaw Gentlemen & Shady Ladies
","
Volbeat
",159,9,35
"
Revolution
","
Miranda Lambert
",-,8,119
"
Licensed To Ill
","
Beastie Boys
",154,1,130
"
Magna Carta... Holy Grail
","
JAY-Z
",149,1,37
"
 See You Tonight
","
Scotty McCreery
",130,6,23
"
Days Of Gold
","
Jake Owen
",147,15,14
"
Blurred Lines
","
Robin Thicke
",155,1,34
"
Baptized
","
Daughtry
",146,6,18
"
Duets
","
Donnie McClurkin
",90,45,3
"
Fading West (Soundtrack)
","
Switchfoot
",189,6,10
"
The Very Best Of The Eagles
","
Eagles
",186,3,120
"
Super Hits
","
Willie Nelson
",175,98,83
"
SATELLITE FLIGHT: The journey to Mother Moon
","
Kid Cudi
",98,4,4
"
Yours Truly
","
Ariana Grande
",120,1,29
"
Elvis: Recorded Live On Stage In Memphis
","
Elvis Presley
",-,33,14
"
The Dark Side Of The Moon
","
Pink Floyd
",177,1,860
"
The Best Of The Commodores: 20th Century Masters...
","
Commodores
",191,167,8
"
The Essential Billy Joel
","
Billy Joel
",-,15,22
"
High Hopes
","
Bruce Springsteen
",135,1,10
"
Mind Over Matter
","
Young The Giant
",-,7,7
"
Mothership
","
Led Zeppelin
",179,7,176
"
Megalithic Symphony
","
AWOLNATION
",-,84,111
"
Salute
","
Little Mix
",158,6,7
"
Mechanical Bull
","
Kings Of Leon
",-,2,25
"
Sigh No More
","
Mumford & Sons
",184,2,207
"
Trouble Will Find Me
","
The National
",141,3,24
"
Love Is Everything
","
George Strait
",160,2,36
"
Grace (EP)
","
Tasha Cobbs
",115,61,43
"
PTX: Vol. II
","
Pentatonix
",150,10,15
"
Sempiternal
","
Bring Me The Horizon
",166,11,36
