Song, Artist, Last Week, Peak Position, Weeks on Chart
"Death Magnetic","Metallica",-,1,2
"
Year Of The Gentleman
","
Ne-Yo
",-,-,-
"
Brass Knuckles
","
Nelly
",-,-,-
"
Rock N Roll Jesus
","
Kid Rock
",3,1,50
"
Learn To Live
","
Darius Rucker
",-,-,-
"
The Recession
","
Young Jeezy
",2,1,3
"
We Global
","
DJ Khaled
",-,-,-
"
Black Butterfly
","
Buckcherry
",-,-,-
"
Tha Carter III
","
Lil Wayne
",8,1,15
"
LAX
","
The Game
",7,2,4
"
A Little Bit Longer
","
Jonas Brothers
",6,1,6
"
 All Hope Is Gone
","
Slipknot
",5,1,4
"
Mamma Mia!
","
Soundtrack
",10,1,11
"
Good Girl Gone Bad
","
Rihanna
",12,2,68
"
Love On The Inside
","
Sugarland
",13,1,9
"
Overcome
","
All That Remains
",-,-,-
"
Viva La Vida or Death And All His Friends
","
Coldplay
",15,1,14
"
Do You Know
","
Jessica Simpson
",4,4,2
"
The Way I See It
","
Raphael Saadiq
",-,-,-
"
Breakout
","
Miley Cyrus
",17,1,9
"
Spirit
","
Leona Lewis
",22,1,24
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",20,3,19
"
One Of The Boys
 ","
Katy Perry
",21,9,14
"
Live In The LBC & Diamonds In The Rough
","
Avenged Sevenfold
",-,-,-
"
Taylor Swift
","
Taylor Swift
",24,5,100
"
Love & Life
","
Eric Benet
",11,11,2
"
The Block
","
New Kids On The Block
",16,2,3
"
Camp Rock
","
Soundtrack
",25,3,14
"
NOW 28
","
Various Artists
",27,2,16
"
Jet Black & Jealous
 ","
Eli Young Band
",-,-,-
"
NOW That's What I Call Country
","
Various Artists
",23,7,4
"
The Illusion Of Progress
","
Staind
",26,3,5
"
Exit 13
","
LL Cool J
",9,9,2
"
Do You Believe In Gosh?
","
Mitch Hedberg
",18,18,2
"
Rockferry
","
Duffy
",30,4,19
"
Indestructible
","
Disturbed
",33,1,16
"
Still Unforgettable
","
Natalie Cole
",19,19,2
"
The Quilt
","
Gym Class Heroes
",14,14,2
"
Hello Love
","
Chris Tomlin
",28,9,3
"
Revelation
","
Journey
",35,5,16
"
Colby O
","
Colby O'Donis
",-,-,-
"
Jonas Brothers
","
Jonas Brothers
",38,5,59
"
Down To Earth
","
Jem
",-,-,-
"
Kala
","
M.I.A.
",44,18,26
"
Carnival Ride
","
Carrie Underwood
",45,1,48
"
One World (Soundtrack)
 ","
The Cheetah Girls
",37,13,5
"
3 Doors Down
","
3 Doors Down
",43,1,18
"
Gift Of Screws
","
Lindsey Buckingham
",-,-,-
"
Why Wait
","
Kristy Lee Cook
",-,-,-
"
Lost In The Sound Of Separation
","
Underoath
",29,8,3
"
Troubadour
","
George Strait
",47,1,25
"
Daughtry
","
Daughtry
",36,1,96
"
Saving Abel
","
Saving Abel
",62,53,22
"
Definition Of Real
","
Plies
",67,2,15
"
The Royalty/La Realeza
","
RKM & Ken-Y
",32,32,2
"
Raw Footage
","
Ice Cube
",41,5,5
"
What Am I Waiting For
","
Heidi Newfield
",51,10,7
"
Sleep Through The Static
","
Jack Johnson
",49,1,33
"
The Imus Ranch Record
","
 Various Artists
",-,-,-
"
Exclusive
","
Chris Brown
",46,4,46
"
Act Two
","
Celtic Thunder
",-,-,-
"
Palabras Del Silencio
","
Luis Fonsi
",48,15,4
"
That Lonesome Song
","
Jamey Johnson
",78,28,7
"
Shine
","
Estelle
",82,38,21
"
Our Long Road Home
","
Taproot
",-,-,-
"
Scars & Souvenirs
","
Theory Of A Deadman
",70,26,25
"
It Won't Be Soon Before Long
","
Maroon 5
",72,1,70
"
Sol-Angel & The Hadley St. Dreams
","
Solange
",53,9,4
"
35 Biggest Hits
","
Toby Keith
",60,2,20
"
Minutes To Midnight
","
Linkin Park
",69,1,71
"
Jordin Sparks
","
Jordin Sparks
",101,10,44
"
Tu Inspiracion
","
Alacranes Musical
",59,26,4
"
Here I Stand
","
Usher
",56,1,17
"
Swan Songs
","
Hollywood Undead
",55,22,3
"
The Sound Of Madness
","
Shinedown
",74,8,13
"
All Rebel Rockers
","
Michael Franti & Spearhead
",39,39,2
"
Who Killed Amanda Palmer
","
Amanda Palmer
",-,-,-
"
Coco
","
Colbie Caillat
",71,5,62
"
Kidz Bop 14
 ","
Kidz Bop Kids
",58,8,8
"
Revelation
","
Third Day
",75,6,8
"
Oracular Spectacular
","
MGMT
",87,74,29
"
 Untitled
","
Nas
",64,1,10
"
Do You Believe Me Now
","
Jimmy Wayne
",68,27,4
"
Modern Guilt
","
Beck
",65,4,11
"
Enjoy The Ride
","
Sugarland
",80,4,98
"
Pocketful Of Sunshine
","
Natasha Bedingfield
",107,3,35
"
Jenni
","
Jenni Rivera
",31,31,2
"
RIOT!
","
Paramore
",77,15,67
"
Where The Light Is: John Mayer Live In Los Angeles
","
John Mayer
",84,5,12
"
Idolos: De Mexico Para El Mundo
","
Various Artists
",-,-,-
"
Shwayze
","
Shwayze
",61,10,5
"
Rock Heroes
","
Various Artists
",50,50,2
"
Nothing But The Best
","
Frank Sinatra
",111,2,19
"
Thirsty
","
Marvin Sapp
",88,28,57
"
All The Right Reasons
","
Nickelback
",89,1,155
"
Metro Station
","
Metro Station
",94,39,22
"
Talento De Barrio (Soundtrack)
","
Daddy Yankee
",73,13,6
"
A Twist In My Story
","
Secondhand Serenade
",115,44,13
"
Graffiti The World
","
Rehab
",113,94,10
"
Simple Times
","
Joshua Radin
",34,34,2
"
Call Me Irresponsible
","
Michael Buble
",83,1,73
"
Greatest Hits: Limited Edition
","
Tim McGraw
",105,10,18
"
Still Feels Good
","
Rascal Flatts
",100,1,52
"
Beautiful Eyes (EP)
","
Taylor Swift
",81,9,10
"
The Greatest Story Ever Told
","
David Banner
",85,8,10
"
Real...En Vivo
","
Ednita Nazario
",57,57,2
"
Lady Antebellum
","
Lady Antebellum
",92,4,23
"
19
","
Adele
",103,53,15
"
Fight With Tools
","
Flobots
",102,15,20
"
 The Ultimate Hits
","
Garth Brooks
",106,3,46
"
That Lucky Old Sun
","
Brian Wilson
",52,21,3
"
Lessons In Love
","
Lloyd
",97,7,7
"
The Stand Ins
","
Okkervil River
",42,42,2
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",104,6,73
"
Weezer
","
Weezer
",90,4,16
"
Mothership
","
Led Zeppelin
",123,7,45
"
Life In The Concrete Jungle
","
B.G. & Chopper City Boyz
",-,-,-
"
Good Time
","
Alan Jackson
",110,1,29
"
Finding Beauty In Negative Spaces
","
Seether
",118,9,48
"
Greatest Hits
","
Keith Urban
",117,11,43
"
Narrow Stairs
","
Death Cab For Cutie
",119,1,19
"
Northern Songs: Canadas Best & Brightest
","
Various Artists
",114,108,3
"
Last 2 Walk
","
Three 6 Mafia
",112,5,13
"
WOW Gospel Essentials: All-Time Favorite Songs
","
Various Artists
",-,-,-
"
Greatest Hits
","
New Kids On The Block
",66,22,6
"
Awaken The Dreamers
","
All Shall Perish
",-,-,-
"
Under Summer Sun
","
Matt Wertz
",-,-,-
"
Dreaming Out Loud
","
OneRepublic
",109,14,44
"
Long Road Out Of Eden
","
Eagles
",124,1,47
"
Sundown: Music For Unwinding
","
Various Artists
",99,93,3
"
5th Gear
","
Brad Paisley
",127,3,66
"
Total Dance 2008: Vol. 2
","
Stryker
",108,21,7
"
Scream
","
Tokio Hotel
",96,39,15
"
Ultra Beatdown
","
DragonForce
",93,18,4
"
iTunes LIVE From Las Vegas Exclusively At The Palms (EP)
","
Death Cab For Cutie
",-,-,-
"
Keep Coming Back
","
Marc Broussard
",-,-,-
"
The Way Of The Fist
","
Five Finger Death Punch
",132,107,26
"
Not 4 Sale
","
Kardinal Offishall
",40,40,2
"
Shine Through It
","
Terrence Howard
",76,31,3
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",120,3,54
"
E=MC2
","
Mariah Carey
",122,1,23
"
Worlds Collide
","
Apocalyptica
",139,59,14
"
One Kind Favor
","
B.B. King
",116,37,4
"
Sleepless Nights
","
Patty Loveless
",86,86,2
"
All Sides
","
O.A.R.
",158,13,10
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",125,22,42
"
Continuum
","
John Mayer
",136,2,106
"
Rise And Fall, Rage And Grace
","
The Offspring
",135,10,14
"
One - X
","
Three Days Grace
",137,5,119
"
Celtic Thunder
","
Celtic Thunder
",177,48,13
"
We Started Nothing
","
The Ting Tings
",133,78,17
"
95/08
","
Enrique Iglesias
",134,18,26
"
Vamonos Pa'l Rio
","
Los Pikadientes de Caborca
",131,107,4
"
C'mON!
","
Keith Anderson
",126,12,7
"
Para Siempre
","
Vicente Fernandez
",149,38,43
"
Disney Girlz Rock 2
","
Various Artists
",154,154,2
"
Avenged Sevenfold
","
Avenged Sevenfold
",172,4,47
"
Just Like You
","
Keyshia Cole
",144,2,52
"
The Declaration
","
Ashanti
",146,6,16
"
Hard Candy
","
Madonna
",148,1,21
"
One Life
","
33Miles
",-,-,-
"
Holler Back
","
The Lost Trailers
",130,32,4
"
NOW That's What I Call Classic Rock
","
Various Artists
",129,20,16
"
Graduation
","
Kanye West
",162,1,52
"
Forth
","
The Verve
",121,23,4
"
What If We
","
Brandon Heath
",166,73,5
"
Who We Are
 ","
Lifehouse
",151,14,65
"
Walk This Way
","
The White Tie Affair
",-,-,-
"
As I Am
","
Alicia Keys
",159,1,45
"
Hannah Montana: Hits Remixed
","
Hannah Montana
",156,103,5
"
Alvin And The Chipmunks
","
Soundtrack
",153,5,42
"
Just A Rolling Stone
","
Donnie Klang
",91,19,3
"
Welcome To The Dollhouse
","
Danity Kane
",199,1,19
"
Wanderlust
","
Gavin Rossdale
",152,33,8
"
Flyleaf
","
Flyleaf
",161,57,131
"
One Day As A Lion (EP)
","
One Day As A Lion
",143,28,9
"
Vampire Weekend
","
Vampire Weekend
",179,17,34
"
Wisin Vs. Yandel: Los Extraterrestres
","
Wisin & Yandel
",150,14,45
"
Carried To Dust
","
Calexico
",98,98,2
"
Fleet Foxes
","
Fleet Foxes
",173,83,16
"
Trilla
","
Rick Ross
",170,1,28
"
Mail On Sunday
","
Flo Rida
",155,4,27
"
A Long Time Coming
","
Wayne Brady
",-,-,-
"
Greatest Hits
","
Dave Koz
",-,-,-
"
Only Through The Pain...
","
Trapt
",164,18,7
"
It's Classy Not Classic
","
Breathe Carolina
",-,-,-
"
Wonder Of The World
","
Rush Of Fools
",-,-,-
"
Save Me From Myself
","
Brian "Head" Welch
",63,63,2
"
Revealed
","
Deitrick Haddon
",145,98,3
"
In Rainbows
","
Radiohead
",180,1,39
"
Somewhere
","
Eva Cassidy
",160,136,4
"
La Mejor... Coleccion
","
Marco Antonio Solis
",185,92,64
"
Con Banda
","
Dareyes de La Sierra
",175,117,5
"
Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert
","
Miley Cyrus
",167,3,28
"
DAY26
","
DAY26
",183,1,12
"
Promised Land
","
Dar Williams
",95,95,2
"
Juno
","
Soundtrack
",189,1,38
"
Around The Bend
","
 Randy Travis
",-,14,9
"
NOW 27
","
Various Artists
",171,2,28
"
Timeless
","
Kenny Lattimore
",54,54,2
