Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Anybody Wanna Buy A Heart?
","
K. Michelle
",70,6,7
"
The Eminem Show
","
Eminem
",95,1,199
"
 The Young OG Project
","
Fabolous
",50,12,5
"
The 1975
","
The 1975
",123,28,59
"
Thriller
","
Michael Jackson
",138,1,235
"
It Goes Like This
","
Thomas Rhett
",120,6,38
"
Because The Internet
","
Childish Gambino
",79,7,56
"
Platinum
","
 Miranda Lambert
",98,1,34
"
No Fixed Address
","
Nickelback
",84,4,10
"
The Big Revival
","
Kenny Chesney
",114,2,18
"
Cole Swindell
","
Cole Swindell
",86,3,47
"
Candy (EP)
","
BORNS
",-,-,-
"
The London Sessions
","
Mary J. Blige
",68,9,8
"
Greatest Hits: We Will Rock You
","
Queen
",77,42,26
"
Journey's Greatest Hits
","
Journey
",109,10,340
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",101,5,349
"
Listen
","
David Guetta
",83,22,9
"
Pain Killer
","
Little Big Town
",112,7,14
"
The Hits
","
Billy Joel
",-,34,4
"
ShadyXV
","
Various Artists
",71,3,9
"
Paperwork
","
T.I.
",97,2,14
"
I LOVE MAKONNEN (EP)
","
I LOVE MAKONNEN
",96,72,6
"
The Legend Of Johnny Cash
","
Johnny Cash
",103,5,202
"
Red
","
Taylor Swift
",108,1,93
"
Ultraviolence
","
Lana Del Rey
",113,1,32
"
Sonic Highways (Soundtrack)
","
Foo Fighters
",88,2,11
"
Under Pressure
","
 Logic
",107,4,11
"
Moonshine In The Trunk
","
Brad Paisley
",183,2,17
"
Pitch Perfect
","
Soundtrack
",172,3,102
"
G I R L
","
Pharrell Williams
",119,2,45
"
The Greatest Hits Collection
","
Brooks & Dunn
",-,4,89
"
Empire: Music From The Pilot (EP)
","
Soundtrack
",46,36,3
"
Take Care
","
Drake
",121,1,99
"
All-Time Greatest Hits
","
Neil Diamond
",93,15,23
"
My Kinda Party
 ","
Jason Aldean
",-,2,170
"
Ghost Stories
","
Coldplay
",125,1,36
"
Curtain Call: The Hits
","
Eminem
",92,1,225
"
Luca Brasi 2: A Gangsta Grillz Special Edition
 ","
Kevin Gates
",102,38,6
"
Halcyon
","
Ellie Goulding
",153,9,78
"
Midnight Memories
","
One Direction
 ",122,1,60
"
Whitney: The Greatest Hits
","
Whitney Houston
",147,2,63
"
This Is All Yours
","
alt-J
",117,4,18
"
Songs About Jane
","
Maroon 5
",150,6,133
"
WOW Hits 2015
","
Various Artists
",130,23,17
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",131,2,51
"
Riser
","
Dierks Bentley
",141,6,45
"
Oxymoron
","
ScHoolboy Q
",137,1,40
"
Just As I Am
","
Brantley Gilbert
",135,2,36
"
Jesus Revealed
","
Jason Nelson
",-,-,-
"
Sucker
","
Charli XCX
",94,28,6
"
LIVESOS
","
5 Seconds Of Summer
",132,13,6
"
Thrive
","
Casting Crowns
",163,6,51
"
Me (EP)
","
RaeLynn
",49,49,2
"
Based On A True Story ...
","
Blake Shelton
",134,3,96
"
Number Ones
","
Michael Jackson
",-,13,197
"
Greatest Hits... So Far!!!
","
P!nk
",151,5,97
"
Greatest Hits
","
Kenny Chesney
",-,13,105
"
.5: The Gray Chapter
","
Slipknot
",149,1,14
"
Greatest Hits 1970-2002
","
Elton John
",82,12,71
"
Teenage Dream
","
Katy Perry
",148,1,195
"
The Endless River
","
Pink Floyd
",133,3,11
"
Hood Billionaire
","
Rick Ross
",124,6,9
"
Anomaly
","
Lecrae
",152,1,20
"
Melophobia
","
Cage The Elephant
",175,15,10
"
Recovery
","
Eminem
",155,1,174
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",-,5,195
"
Testimony
","
August Alsina
",154,2,36
"
Frozen: The Songs
","
Soundtrack
",126,16,17
"
Metamodern Sounds In Country Music
","
Sturgill Simpson
",186,59,10
"
Seen It All: The Autobiography
","
Jeezy
",142,2,16
"
The Cowboy Rides Away: Live From AT&T Stadium
","
George Strait
",143,4,19
"
747
","
Lady Antebellum
",100,2,17
"
Greatest Hits
","
Guns N' Roses
",159,3,300
"
The Mindsweep
","
Enter Shikari
",-,-,-
"
Panda Bear Meets The Grim Reaper
","
Panda Bear
",34,34,2
"
RUN WILD. LIVE FREE. LOVE STRONG.
","
for KING & COUNTRY
",-,13,9
"
Led Zeppelin IV
","
Led Zeppelin
",161,2,274
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",170,22,212
"
Greatest Hits
","
Foo Fighters
",156,11,83
"
Don't Kill The Magic
","
MAGIC!
",145,6,18
"
Greatest Hits
","
2Pac
",168,3,80
"
Chief
","
Eric Church
",162,1,139
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",191,19,84
"
Gypsy Heart
","
Colbie Caillat
",173,17,13
"
Opus Collection
","
Leonard Cohen
",-,-,-
"
I Am...Sasha Fierce
 ","
Beyonce
",-,1,90
"
Game Changer
","
Johnny Gill
",166,56,6
"
Bangerz
","
Miley Cyrus
",187,1,50
"
Sex And Love
 ","
Enrique Iglesias
",177,8,38
"
Fuse
","
Keith Urban
",194,1,52
"
Live: Her Greatest Performances
","
Whitney Houston
",-,19,8
"
1
","
The Beatles
",200,1,188
"
Metallica
","
Metallica
",197,1,332
"
Overexposed
","
Maroon 5
",165,2,87
"
Dark Horse
","
Nickelback
",-,2,152
"
Where It's At
","
Dustin Lynch
",-,8,8
"
Rise
","
Skillet
",-,4,36
"
From Under The Cork Tree
","
Fall Out Boy
",-,9,78
"
Dr. Dre -- 2001
","
Dr. Dre
",-,2,116
"
It's The Girls!
","
Bette Midler
",158,3,12
"
Tailgates & Tanlines
","
Luke Bryan
 ",182,2,175
"
Fearless
","
Taylor Swift
",190,1,227
"
Greatest Hits
","
Earth, Wind & Fire
",-,40,5
"
Number One Hits
","
Tim McGraw
",144,27,92
"
Too Weird To Live, Too Rare To Die!
","
Panic! At The Disco
",-,2,41
"
Goddess
","
Banks
",174,12,11
"
Man On The Moon: The End Of Day
","
Kid Cudi
",192,4,84
"
A.M.
","
Chris Young
",185,3,21
