Song, Artist, Last Week, Peak Position, Weeks on Chart
"Me And My Gang","Rascal Flatts",-,1,3
"
NOW 21
","
Various Artists
",3,2,3
"
High School Musical
","
Soundtrack
",4,1,15
"
White Trash With Money
","
Toby Keith
",2,2,2
"
King
","
T.I.
",5,1,4
"
Greatest Hits Vol 2: Reflected
","
Tim McGraw
",7,2,4
"
Back To Bedlam
","
James Blunt
",10,2,29
"
Oral Fixation Vol. 2
","
Shakira
",12,5,21
"
Daniel Powter
","
Daniel Powter
",9,9,2
"
I'm Not Dead
","
P!nk
",8,6,3
"
Todd Smith
","
LL Cool J
",6,6,2
"
Precious Memories
","
Alan Jackson
",11,4,8
"
In My Own Words
","
Ne-Yo
",14,1,8
"
All The Right Reasons
","
Nickelback
",17,1,29
"
Some Hearts
","
Carrie Underwood
",13,2,23
"
The Trinity
","
Sean Paul
",31,7,30
"
A Fever You Can't Sweat Out
","
Panic! At The Disco
",25,17,20
"
The Legend Of Johnny Cash
","
Johnny Cash
",24,5,26
"
Breakaway
","
Kelly Clarkson
",19,3,73
"
The Sound Of Revenge
","
Chamillionaire
",43,10,22
"
PCD
","
The Pussycat Dolls
",22,5,32
"
Be Here
","
Keith Urban
",18,3,83
"
Disneymania 4: Music Stars Sing Disney ...Their Way!
","
Various Artists
",15,15,3
"
The Breakthrough
","
Mary J. Blige
",21,1,18
"
Amore
 ","
Andrea Bocelli
",23,3,12
"
Curious George (Soundtrack)
","
Jack Johnson
",20,1,11
"
Educated Horses
","
Rob Zombie
",32,5,4
"
3121
","
Prince
",30,1,5
"
How To Save A Life
","
The Fray
",51,29,16
"
Curtain Call: The Hits
","
Eminem
",35,1,20
"
The Greatest Songs Of The Fifties
","
Barry Manilow
",26,1,12
"
The Way It Is
","
Keyshia Cole
",40,6,44
"
Move Along
","
The All-American Rejects
",28,6,41
"
Walk The Line
","
Soundtrack
",34,9,23
"
From Under The Cork Tree
","
Fall Out Boy
",27,9,51
"
The Charm
","
Bubba Sparxxx
",39,9,3
"
Monkey Business
","
The Black Eyed Peas
",29,2,46
"
Feels Like Today
","
Rascal Flatts
",33,1,82
