Song, Artist, Last Week, Peak Position, Weeks on Chart
"21","Adele",-,1,9
"
Glee: The Music Presents: The Warblers
","
Soundtrack
",-,-,-
"
Wasting Light
","
Foo Fighters
",1,1,2
"
Lemonade Mouth
","
Soundtrack
",18,4,2
"
Femme Fatale
","
Britney Spears
",6,1,4
"
Paper Airplane
","
Alison Krauss + Union Station
",3,3,2
"
Sigh No More
","
Mumford & Sons
",10,2,57
"
So Beautiful Or So What
","
Paul Simon
",4,4,2
"
F.A.M.E.
","
Chris Brown
",9,1,5
"
Never Say Never: The Remixes (EP)
","
Justin Bieber
",22,1,10
"
Teenage Dream
","
Katy Perry
",20,1,35
"
Rolling Papers
","
Wiz Khalifa
",8,2,4
"
My Kinda Party
","
Jason Aldean
",15,2,25
"
NOW 37
","
Various Artists
",24,1,11
"
Songs For Japan
","
Various Artists
",7,5,5
"
Loud
","
Rihanna
",17,3,23
"
Speak Now
","
Taylor Swift
",30,1,26
"
Doo-Wops & Hooligans
","
Bruno Mars
",28,3,29
"
My World 2.0
 ","
Justin Bieber
",21,1,57
"
Greatest Hits... So Far!!!
","
P!nk
",25,5,23
"
Drama y Luz
","
Mana
",5,5,2
"
Hello Fear
","
Kirk Franklin
",14,5,5
"
Country Strong
","
Soundtrack
",26,6,18
"
The Fall
","
Gorillaz
",-,-,-
"
You Get What You Give
","
Zac Brown Band
",27,1,31
"
BTR (Soundtrack)
","
Big Time Rush
",41,3,28
"
American Tragedy
","
Hollywood Undead
",16,4,3
"
19
","
Adele
",42,10,79
"
Nothing Like This
","
Rascal Flatts
",35,6,23
"
Need You Now
","
Lady Antebellum
",36,1,65
"
Until The Whole World Hears
","
Casting Crowns
",39,4,55
"
I Remember Me
","
Jennifer Hudson
",19,2,5
"
Glee: The Music, Season Two: Volume 5
","
Soundtrack
",46,3,7
"
The Band Perry
","
The Band Perry
",44,4,28
"
Recovery
","
Eminem
",33,1,44
"
Pink Friday
","
Nicki Minaj
",31,1,22
"
Stronger
","
Sara Evans
",40,6,7
"
Something Big
","
Mary Mary
",37,10,4
"
The Beginning
","
The Black Eyed Peas
",43,6,21
"
Goodbye Lullaby
","
Avril Lavigne
",49,4,7
"
The King Of Limbs
","
Radiohead
",23,3,4
"
Who You Are
 ","
Jessie J
",11,11,2
"
Kidz Bop 19
","
Kidz Bop Kids
",76,2,14
"
Lasers
","
Lupe Fiasco
",34,1,7
"
Tangled
 ","
Soundtrack
",58,44,13
"
Born Free
","
Kid Rock
",47,5,23
"
Sing It Loud
","
k.d. lang And The Siss Boom Bang
",32,32,2
"
The Incredible Machine
","
Sugarland
",57,1,27
"
Lungs
","
Florence + The Machine
",52,14,47
"
Late Nights & Early Mornings
","
Marsha Ambrosius
",38,2,8
"
All I Want Is You
","
Miguel
",62,50,16
"
Glee: The Music, Season Two: Volume 4
","
Soundtrack
 ",117,5,21
"
Revolution
","
Miranda Lambert
",61,8,82
"
Nine Types Of Light
","
TV On The Radio
",12,12,2
"
The Book Of David
","
DJ Quik
",-,-,-
"
 VH1 Storytellers
","
Johnny Cash & Willie Nelson
",56,56,6
"
Town Line (EP)
","
Aaron Lewis
",59,7,8
"
A Year Without Rain
","
Selena Gomez & The Scene
",115,4,31
"
 The Marshall Mathers LP
","
Eminem
",69,1,92
"
Against The World
","
Winds Of Plague
",-,-,-
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",60,60,38
"
The Fame
 ","
Lady Gaga
",87,2,130
"
Brothers
","
The Black Keys
",65,3,49
"
Tron: Legacy (Soundtrack)
","
Daft Punk
",50,4,20
"
Cannibal
","
Ke$ha
",111,15,22
"
My Worlds Acoustic
","
Justin Bieber
",119,7,22
"
Angles
","
The Strokes
",51,4,5
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",66,66,17
"
Hemingway's Whiskey
","
Kenny Chesney
",84,1,30
"
Thompson Square
","
Thompson Square
",77,15,11
"
I Am Not A Human Being
","
Lil Wayne
",81,1,30
"
The Lady Killer
","
Cee Lo Green
",80,9,24
"
The Foundation
","
Zac Brown Band
",75,9,127
"
Every Mother Counts
","
Various Artists
",83,74,2
"
Endgame
","
Rise Against
",64,2,6
