Song, Artist, Last Week, Peak Position, Weeks on Chart
"Genius Loves Company","Ray Charles",-,1,25
"
American Idiot
","
Green Day
",3,1,22
"
The Documentary
","
The Game
",2,1,5
"
Grammy Nominees 2005
","
Various Artists
",14,4,3
"
Confessions
","
Usher
",10,1,48
"
Seventeen Days
","
3 Doors Down
",1,1,2
"
Get Lifted
","
John Legend
",6,4,8
"
Encore
","
Eminem
",11,1,15
"
Songs About Jane
","
Maroon 5
",22,6,93
"
Breakaway
","
Kelly Clarkson
",13,3,12
"
The Diary Of Alicia Keys
","
Alicia Keys
",47,1,64
"
Ray (Soundtrack)
","
Ray Charles
",18,9,18
"
Hot Fuss
","
The Killers
 ",27,13,36
"
Free Yourself
","
Fantasia
",16,8,13
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",25,7,13
"
Be As You Are: Songs From An Old Blue Chair
","
Kenny Chesney
",8,1,4
"
It's Time
","
Michael Buble
",7,7,2
"
Crunk Juice
","
Lil Jon & The East Side Boyz
",17,3,15
"
 Heavier Things
","
John Mayer
",42,1,74
"
How To Dismantle An Atomic Bomb
","
U2
",34,1,13
"
Now 17
","
Various Artists
",24,1,16
"
Los Lonely Boys
","
Los Lonely Boys
",51,9,52
"
Here For The Party
","
Gretchen Wilson
",26,2,41
"
Destiny Fulfilled
","
Destiny's Child
",23,2,15
"
Feels Like Today
","
Rascal Flatts
",20,1,21
"
Goodies
","
Ciara
",21,3,21
"
All The Best
","
Tina Turner
",9,2,3
"
Greatest Hits
","
Shania Twain
",19,2,15
"
Totally Country Vol. 4
","
Various Artists
",5,5,2
"
Live Like You Were Dying
","
Tim McGraw
",39,1,26
"
Gemini
","
Brian McKnight
",4,4,2
"
The Red Light District
","
Ludacris
",28,1,11
"
The College Dropout
","
Kanye West
",99,2,52
"
Turning Point
","
Mario
",29,13,11
"
Urban Legend
","
T.I.
",41,7,12
"
Suit
","
Nelly
",30,1,23
"
Garden State
","
Soundtrack
",43,20,28
"
R&G (Rhythm & Gangsta): The Masterpiece
","
Snoop Dogg
",35,6,14
"
Beautiful Soul
","
Jesse McCartney
",33,32,21
"
The Phantom Of The Opera
","
Soundtrack
",32,16,13
"
Red, White & Crue
","
Motley Crue
",31,6,3
"
Mind Body & Soul
","
Joss Stone
",85,11,21
"
MTV Ultimate Mash-Ups Presents: Collision Course
","
Jay-Z/Linkin Park
",37,1,12
"
There's More Where That Came From
","
Lee Ann Womack
",12,12,2
"
Greatest Hits 2
","
Toby Keith
",36,3,15
"
Disneymania 3: Music Stars Sing Disney ...Their Way!
","
Various Artists
",-,-,-
"
50 Number Ones
","
George Strait
",38,1,20
"
The Dana Owens Album
","
Queen Latifah
",71,16,21
"
Greatest Hits
","
Guns N' Roses
",46,3,48
"
Feels Like Home
","
Norah Jones
",72,1,54
"
Stardust... The Great American Songbook Vol. III
","
Rod Stewart
",49,1,18
"
Horse Of A Different Color
","
Big & Rich
",44,6,42
"
Elephunk
","
The Black Eyed Peas
",65,14,87
"
Loyal To The Game
","
2Pac
",50,1,10
"
This Woman
","
LeAnn Rimes
",40,3,4
"
When The Sun Goes Down
","
Kenny Chesney
",55,1,55
"
Ray: More Music From (Soundtrack)
","
Ray Charles
",58,46,3
"
Hopes And Fears
","
Keane
",45,45,32
"
I'm Wide Awake, It's Morning
","
Bright Eyes
",60,10,4
"
Autobiography
","
Ashlee Simpson
",53,1,31
"
Barrio Fino
","
Daddy Yankee
",70,52,15
"
X
","
Intocable
",-,-,-
"
Contraband
","
Velvet Revolver
",74,1,37
"
Songs
","
Willie Nelson
",-,-,-
"
Still Not Getting Any...
","
Simple Plan
",62,3,17
"
Crossfade
","
Crossfade
",68,56,32
"
Under My Skin
","
Avril Lavigne
",57,1,39
"
Greatest Hits
","
Creed
",56,15,13
"
Closer
","
Josh Groban
",54,1,67
"
Mud On The Tires
","
Brad Paisley
",59,8,83
"
WOW Gospel 2005
","
Various Artists
",64,29,4
"
Concrete Rose
","
Ashanti
",67,7,10
"
Be Here
","
Keith Urban
",95,3,22
"
Y Sigue La Mata Dando
","
Grupo Montez de Durango
",63,34,3
"
Take It All Away
","
Ryan Cabrera
",66,8,27
"
 Thug Matrimony: Married To The Streets
","
Trick Daddy
",78,2,17
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",93,48,24
"
Lonely Runs Both Ways
","
Alison Krauss + Union Station
",76,29,13
"
Martina
","
Martina McBride
",73,7,73
"
The Beautiful Letdown
","
Switchfoot
",80,16,100
"
Getting Away With Murder
","
Papa Roach
",88,17,25
"
Street's Disciple
","
Nas
",79,5,12
"
Speak
","
Lindsay Lohan
",83,4,11
"
WOW Hits 2005
","
Various Artists
",81,39,20
"
Fired Up! 2
","
Various Artists
",48,48,2
"
Greatest Hits Vol. I
","
Korn
",87,4,20
"
Franz Ferdinand
","
Franz Ferdinand
",133,32,48
"
We Are Not Alone
","
Breaking Benjamin
 ",96,20,34
"
The Chronicles Of Life And Death
","
Good Charlotte
",84,3,20
"
Hitch
","
Soundtrack
",-,-,-
"
All My Life: Their Greatest Hits
","
K-Ci & JoJo
",52,52,2
"
When I Fall In Love
","
Chris Botti
",82,37,20
"
Digital Ash In A Digital Urn
","
Bright Eyes
",92,15,4
"
The World Of Nat King Cole
","
Nat King Cole
",89,41,4
"
Good News For People Who Love Bad News
","
Modest Mouse
",100,18,46
"
The Foundation
","
Geto Boys
",77,19,4
"
Andrea
","
Andrea Bocelli
",75,16,15
"
Van Lear Rose
","
Loretta Lynn
 ",171,24,13
"
Sounds Of Summer:The Very Best Of The Beach Boys
","
The Beach Boys
",127,16,89
"
Greatest Hits: My Prerogative
","
Britney Spears
",107,4,15
"
Hilary Duff
","
Hilary Duff
",105,2,21
"
Shark Tale
","
Soundtrack
",106,31,13
"
Hoy Como Ayer
","
Conjunto Primavera
",94,58,3
"
Get Born
","
Jet
",108,26,72
"
Number Ones
","
Bee Gees
",98,23,15
"
Fallen
","
Evanescence
",109,3,103
"
The Reason
","
Hoobastank
",135,3,63
"
1.22.03.Acoustic (EP)
","
Maroon 5
",143,42,34
"
Meteora
","
Linkin Park
",112,1,100
"
Coach Carter
","
Soundtrack
",91,25,6
"
Dangerously In Love
","
Beyonce
",116,1,87
"
The Phantom Of The Opera (Special Edition)
","
Soundtrack
",103,71,8
"
At Last... The Duets Album
","
Kenny G
",86,40,13
"
Purple Haze
","
Cam'ron
",113,20,11
"
The Source Presents Hip-Hop Hits Volume 9
","
Various Artists
",119,75,9
"
Leave A Whisper
","
Shinedown
",115,53,46
"
JoJo
","
JoJo
",110,4,35
"
The Greatest Hits Collection II
","
Brooks & Dunn
",111,7,18
"
The King Of Crunk & BME Recordings Present
","
Lil Scrappy/Trillville
",130,12,47
"
Sweat
","
Nelly
",114,2,23
