Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Marshall Mathers LP","Eminem",-,1,4
"
Oops!...I Did It Again
","
Britney Spears
",2,1,5
"
Riding With The King
","
B.B. King & Eric Clapton
",-,-,-
"
The History Of Rock
","
Kid Rock
",3,2,3
"
No Strings Attached
","
'N Sync
",4,1,13
"
When The Smoke Clears Sixty 6, Sixty 1
","
Three 6 Mafia
",-,-,-
"
Human Clay
","
Creed
",6,1,38
"
Mad Season
 ","
matchbox twenty
",5,3,4
"
Crush
","
Bon Jovi
",-,-,-
"
Supernatural
","
Santana
",8,1,53
"
Mission: Impossible 2
","
Soundtrack
",7,2,6
"
Infest
","
Papa Roach
",19,12,8
"
The Better Life
","
3 Doors Down
",11,11,19
"
Inside Job
","
Don Henley
",12,7,4
"
My Name Is Joe
","
Joe
",10,2,9
"
Unleash The Dragon
","
Sisqo
",9,2,29
"
Dr. Dre -- 2001
","
Dr. Dre
",15,2,31
"
Totally Hits 2
","
Various Artists
",13,13,3
"
The Writing's On The Wall
","
Destiny's Child
",17,5,47
"
Whitney: The Greatest Hits
","
Whitney Houston
",14,5,5
"
Fly
 ","
Dixie Chicks
",24,1,42
"
Shaft
","
Soundtrack
",-,1,61
"
Mer De Noms
","
A Perfect Circle
",16,4,4
"
Brand New Day
","
Sting
",31,15,38
"
I Got That Work
","
Big Tymers
",18,3,5
"
 On How Life Is
","
Macy Gray
",20,4,47
"
Skull & Bones
","
Cypress Hill
",28,5,8
"
The Heat
","
Toni Braxton
",23,2,8
"
Devil Without A Cause
","
Kid Rock
",22,4,77
"
Vol. 3... Life And Times Of S. Carter
","
JAY-Z
",21,1,25
"
I Hope You Dance
","
Lee Ann Womack
",29,17,4
"
Christina Aguilera
","
Christina Aguilera
",25,1,43
"
...And Then There Was X
","
DMX
",27,1,26
"
Breathe
","
Faith Hill
",32,1,32
"
Californication
","
Red Hot Chili Peppers
",35,3,54
"
Marc Anthony
","
Marc Anthony
",33,8,38
"
Goodfellas
","
504 Boyz
",26,2,7
"
Vitamin C
","
Vitamin C
",30,29,15
"
Binaural
","
Pearl Jam
",34,2,5
"
J.E. Heartbreak
","
Jagged Edge
",38,8,22
"
Significant Other
","
Limp Bizkit
",45,1,52
"
I Wanna Be With You
","
Mandy Moore
",43,21,6
"
All The Way...A Decade Of Song
","
Celine Dion
",47,1,31
"
The Slim Shady LP
","
Eminem
",39,2,69
"
Lucy Pearl
","
Lucy Pearl
",36,26,4
"
Romeo Must Die -- The Album
","
Soundtrack
",40,3,12
"
Unrestricted
","
Da Brat
",37,5,10
"
Return Of Saturn
","
No Doubt
",42,2,10
"
Play
","
Moby
",51,48,45
"
MTV: The Return Of The Rock
","
Various Artists
",-,-,-
"
Millennium
","
Backstreet Boys
",46,1,57
"
 Can't Take Me Home
","
P!nk
",49,26,11
"
Enrique
","
Enrique Iglesias
",44,33,30
"
My Thoughts
","
Avant
",53,45,6
"
Faith And Courage
","
Sinead O'Connor
",-,-,-
"
Where I Wanna Be
","
Donell Jones
",48,35,36
"
Latest Greatest Straitest Hits
","
George Strait
",67,2,15
"
Affirmation
","
Savage Garden
",52,6,32
"
Big Momma's House
","
Soundtrack
",41,41,3
"
Emotional
","
Carl Thomas
",50,9,9
"
Pump Up The Valuum
","
NOFX
",-,-,-
"
Come On Over
","
Shania Twain
",60,2,137
"
Enema Of The State
","
Blink-182
",55,9,55
"
...Baby One More Time
","
Britney Spears
",54,1,75
"
Everything You Want
","
Vertical Horizon
",56,40,24
"
Sweet Kisses
","
Jessica Simpson
",90,52,30
"
Godsmack
","
Godsmack
",58,22,76
"
The Madding Crowd
","
Nine Days
 ",78,68,5
"
Gone In 60 Seconds
","
Soundtrack
",-,-,-
