Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Afterglow
","
Sarah McLachlan
",80,2,24
"
Kings Of Crunk
","
Lil Jon & The East Side Boyz
",91,14,77
"
Casting Crowns
","
Casting Crowns
",77,69,17
"
Pure
","
Hayley Westenra
",-,-,-
"
The Streetsweeper Vol. 2: The Pain From The Game
","
DJ KaySlay
",74,27,3
"
Private Room
","
Avant
",86,18,19
"
Los Lonely Boys
","
Los Lonely Boys
",100,73,8
"
Soulful
","
Ruben Studdard
",72,1,19
"
Page Avenue
","
Story Of The Year
",84,51,19
"
Disneymania 2: Music Stars Sing Disney ...Their Way!
","
Various Artists
",57,29,12
"
Fever To Tell
 ","
Yeah Yeah Yeahs
",81,55,15
"
Motown
","
Michael McDonald
",66,14,39
"
The Cheetah Girls (EP)
","
Soundtrack
",58,33,36
"
Is There Love In Space?
","
Joe Satriani
 ",-,-,-
"
Now 14
","
Various Artists
",64,3,24
"
Sounds Of Summer:The Very Best Of The Beach Boys
","
The Beach Boys
",76,16,45
"
Songs Inspired By The Passion Of The Christ
","
Various Artists
",59,59,2
"
The OC: Music From: Mix 1
","
Soundtrack
",69,52,3
"
Trapt
","
Trapt
",101,42,65
"
Life For Rent
","
Dido
",95,4,29
"
Live & Off The Record
 ","
Shakira
",85,45,3
"
Get Rich Or Die Tryin'
","
50 Cent
",106,1,63
"
Me & My Brother
","
Ying Yang Twins
",105,11,31
"
Dutty Rock
","
Sean Paul
",110,9,75
"
Measure Of A Man
","
Clay Aiken
",73,1,27
"
Till Death Do Us Part
","
Cypress Hill
",97,21,4
"
Heritage
","
The Irish Tenors
",-,93,2
"
A Rush Of Blood To The Head
","
Coldplay
",103,5,86
"
Audioslave
","
Audioslave
",111,7,74
"
WOW Worship (Red)
","
Various Artists
",78,62,6
"
Tough Luv
","
Young Gunz
",124,3,8
"
Winning Days
","
The Vines
",82,23,4
"
Three Days Grace
","
Three Days Grace
",108,72,28
"
Kill Bill Vol. 1
","
Soundtrack
",-,45,8
"
No Shoes, No Shirt, No Problems
","
Kenny Chesney
",89,1,104
"
Melt
","
Rascal Flatts
",92,5,77
"
The Who Then And Now!: 1964-2004
","
The Who
",94,57,3
"
The Bootleg Series Vol. 6: Live 1964-The Philharmonic Hall Concert
","
Bob Dylan
",102,28,3
"
As Time Goes By ... The Great American Songbook Vol. II
","
Rod Stewart
",99,2,26
"
Worship Together: I Could Sing Of Your Love Forever
","
Various Artists
",189,39,51
"
Kidz Bop 5
","
Kidz Bop Kids
",38,34,8
"
Kid Rock
","
Kid Rock
",93,8,23
"
See If I Care
","
Gary Allan
",109,17,29
"
Heavier Things
","
John Mayer
",120,1,32
"
Up!
","
Shania Twain
",116,1,74
"
Pacto De Sangre
","
Los Tigres del Norte
",127,75,3
"
Give It All Away
 ","
Ben Jelen
",-,-,-
"
The Young And The Hopeless
","
Good Charlotte
",90,7,81
"
Dance With My Father
","
Luther Vandross
",125,1,45
"
The Very Best Of The Eagles
","
Eagles
",114,3,26
"
 Ella Enchanted
","
Soundtrack
",112,112,2
"
Red Dirt Road
","
Brooks & Dunn
",96,4,40
"
Make A Sound
","
Autopilot Off
",-,-,-
"
The King Of Crunk & BME Recordings Present
","
Lil Scrappy/Trillville
",143,12,8
"
Greatest Hits 1970-2002
","
Elton John
",118,12,56
"
Finger Eleven
","
Finger Eleven
",146,114,14
"
Results May Vary
","
Limp Bizkit
",136,3,30
"
Dierks Bentley
","
Dierks Bentley
",122,26,35
"
WOW Gospel 2004
","
Various Artists
",131,27,12
"
The Best Of Keith Sweat: Make You Sweat
","
Keith Sweat
",139,31,14
"
Mud On The Tires
","
Brad Paisley
",141,8,39
"
Take A Look In The Mirror
","
Korn
",147,9,22
"
Thirteenth Step
","
A Perfect Circle
",183,2,31
"
The Very Best Of Jackson Browne
","
Jackson Browne
",142,46,5
"
By Any Means Necessary
","
Pastor Troy
",137,30,4
"
Early Days & Latter Days: The Best Of Led Zeppelin Volumes One And Two
","
Led Zeppelin
",138,116,42
"
Greatest Hits
","
Red Hot Chili Peppers
",140,18,22
"
Comin' From Where I'm From
","
Anthony Hamilton
",172,33,29
"
En Vivo Desde Chicago
","
Grupo Montez de Durango
",162,91,4
"
Live In Texas
","
Linkin Park
",128,23,22
"
Rooney
","
Rooney
 ",199,125,27
"
Martina
","
Martina McBride
",88,7,29
"
Greatest Hits
","
LeAnn Rimes
",200,24,22
"
Top Of The World Tour Live
","
Dixie Chicks
",126,27,22
"
Life On Display
","
Puddle Of Mudd
",164,20,21
"
14 Shades Of Grey
","
Staind
",-,1,42
"
soulstar
","
Musiq
",167,13,19
"
Sing The Sorrow
","
AFI
",153,5,49
"
Tha Down Low
","
Various Artists
",158,22,7
"
2004 Grammy Nominees
","
Various Artists
",98,4,13
"
Unleashed
","
Toby Keith
",135,1,91
"
RBG: Revolutionary But Gangsta
","
dead prez
",144,60,3
"
Fired Up!
","
Various Artists
",157,14,12
"
On My Way
","
Ben Kweller
",83,83,2
"
Lucky
","
Melissa Etheridge
",149,15,10
"
It Had To Be You ... The Great American Songbook
","
Rod Stewart
",155,4,78
"
The Eminem Show
","
Eminem
",179,1,100
"
Carried Me: The Worship Project
","
Jeremy Camp
",132,102,10
"
The R. In R&B Collection: Volume One
","
R. Kelly
",170,4,30
"
Stripped
","
Christina Aguilera
",156,2,77
"
Spend My Time
","
Clint Black
",134,27,7
"
The Fighting Temptations
","
Soundtrack
",166,19,20
"
Come Fly With Me
","
Michael Buble
",113,55,3
"
50 First Dates
","
Soundtrack
",154,30,10
"
Drunk In Public
","
Ron White
",177,161,6
"
Honkytonkville
","
George Strait
 ",173,5,36
"
Nirvana
","
Nirvana
",117,3,30
"
Michael Buble
","
Michael Buble
",104,47,41
"
Seal IV
","
Seal
",169,3,32
"
Roots
 ","
Gipsy Kings
",-,166,4
"
Cee-Lo Green... Is The Soul Machine
","
Cee-Lo
",180,13,7
"
Splinter
","
The Offspring
",171,30,19
"
 Terrorist Threats
","
Westside Connection
",185,16,19
"
Da Skool Boy Presents Murphy's Law
","
Murphy Lee
",-,8,28
"
Faceless
","
Godsmack
",181,1,53
"
Elv1s: 30 #1 Hits
","
Elvis Presley
",187,1,77
"
Buddy Jewell
","
Buddy Jewell
",161,13,22
"
Confessions Of A Teenage Drama Queen
","
Soundtrack
",87,51,9
"
Give Up
","
The Postal Service
",-,149,5
"
And Then...
","
Joe
",-,26,17
"
True Love
","
Toots And The Maytals
",190,177,2
"
Elephant
","
The White Stripes
",163,6,55
"
Live
","
Alison Krauss + Union Station
",-,36,53
"
Tim McGraw And The Dancehall Doctors
","
Tim McGraw
",130,2,73
"
Da Derrty Versions - The Reinvention
","
Nelly
",178,12,21
"
Dropbox
","
Dropbox
",-,-,-
"
Leave A Whisper
","
Shinedown
",-,159,2
"
Barbie Hit Mix
","
Various Artists
",115,115,2
"
Comin' On Strong
","
Trace Adkins
",188,31,20
"
WOW Hits 2004
 ","
Various Artists
",121,51,28
"
The Lizzie McGuire Movie
","
Soundtrack
",129,6,48
"
Oprah's Popstar Challenge-2004 Cast Album: Dreams Really Do Come True
","
Various Artists
",70,70,3
"
Carpenters Gold: 35th Anniversary Edition
 ","
Carpenters
",182,101,10
"
Vivaldi's Cello
","
Yo-Yo Ma With Amsterdam Baroque Orchestra (Koopman)
",175,175,2
"
On And On
","
Jack Johnson
",-,3,44
"
The Way I Am
","
Knoc-Turn'Al
",176,36,4
"
Greatest Hits 2
","
Bob Seger
",196,23,24
"
Chocolate Factory
","
R. Kelly
",-,1,60
"
School Of Rock
","
Soundtrack
",150,95,12
"
Something's Gotta Give
","
Soundtrack
",195,132,9
"
Soundtrack To Your Escape
","
In Flames
",145,145,2
"
Let Go
","
Avril Lavigne
",184,2,92
"
Scooby-Doo 2: Monsters Unleashed-The Album
","
Soundtrack
",107,107,4
"
Hard
","
Jagged Edge
",-,3,26
