Song, Artist, Last Week, Peak Position, Weeks on Chart
"
So Good Together
","
Reba McEntire
",125,28,35
"
War & Peace Vol. 2 (The Peace Disc)
","
Ice Cube
",115,3,22
"
Europop
","
Eiffel 65
",118,4,38
"
Tonight And The Rest Of My Life
","
Nina Gordon
",144,123,4
"
Latest Greatest Straitest Hits
","
George Strait
",123,2,24
"
Rancid
","
Rancid
",110,68,3
"
The Very Best Of Cat Stevens
","
Cat Stevens
",126,117,20
"
S & M
","
Metallica With Michael Kamen Conducting The San Francisco Symphony Orchestra
",131,2,39
"
Hooray For Boobies
","
Bloodhound Gang
",122,14,25
"
Da Baddest B***h
","
Trina
",137,33,20
"
Who Needs Guitars Anyway?
","
Alice Deejay
",135,76,21
"
The Promise
","
Plus One
",145,76,13
"
Live At The Greek
","
Jimmy Page & The Black Crowes
",128,64,7
"
Pokemon The Movie 2000: The Power Of One
","
Soundtrack
",121,85,5
"
When I Look In Your Eyes
","
Diana Krall
",151,56,46
"
2Gether: Music From The MTV Original TV Movie
","
Soundtrack
",-,35,11
"
Enemy Of The State
","
C-BO
",119,91,4
"
Under The Influence
","
Alan Jackson
",139,9,43
"
...An Education In Rebellion
","
The Union Underground
 ",175,138,2
"
Yeeeah Baby
","
Big Punisher
",142,3,20
"
Big Momma's House
","
Soundtrack
",127,41,12
"
The State
","
Nickelback
",191,141,2
"
Fragments Of Freedom
","
Morcheeba
",130,113,3
"
Astro Lounge
","
Smash Mouth
",132,6,63
"
Invincible Summer
","
k.d. lang
",136,58,9
"
All The Man You Need
","
Will Downing
",129,100,5
"
Shake It Up
","
Boney James/Rick Braun
",178,78,12
"
400 Degreez
","
Juvenile
",150,9,94
"
Rascal Flatts
","
Rascal Flatts
",133,122,11
"
Mobysongs: 1993--1998
","
Moby
",143,137,5
"
 Vitamin C
","
Vitamin C
",138,29,24
"
Son By Four
","
Son By Four
",146,94,18
"
Sogno
","
Andrea Bocelli
",169,4,66
"
Morning Wood
","
Rodney Carrington
",-,-,-
"
High Society
","
Kottonmouth Kings
",160,65,8
"
Cowboy
","
Chris LeDoux
",134,134,3
"
My Life
","
Methrone
",171,129,7
"
Mirrorball
","
Sarah McLachlan
",173,3,62
"
WOW Worship Orange: Today's 30 Most Powerful Worship Songs
","
Various Artists
",156,65,21
"
What A Wonderful World
","
Anne Murray
",113,38,11
"
Everywhere We Go
","
Kenny Chesney
",168,51,77
"
Mary
","
Mary J. Blige
",164,2,53
"
MTV: The Return Of The Rock
","
Various Artists
",141,42,10
"
The Battle Of Los Angeles
","
Rage Against The Machine
",182,1,42
"
G
","
Gerald Levert
",162,8,24
"
10 Things I Hate About You
","
Soundtrack
",198,52,26
"
Movement In Still Life
","
BT
",192,166,2
"
This Time Around
","
Hanson
",147,19,15
"
Now 3
","
 Various Artists
",152,4,37
"
Ultimate Dance Party 2000
","
Various Artists
",170,70,11
"
She Rides Wild Horses
","
Kenny Rogers
",158,60,48
"
Snoop Dogg Presents Tha Eastsidaz
","
Snoop Dogg & Tha Eastsidaz
",165,8,29
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",-,147,24
"
Burn To Shine
","
 Ben Harper And The Innocent Criminals
",174,67,21
"
Back At One
","
Brian McKnight
",159,7,48
"
BTNHResurrection
","
Bone Thugs-N-Harmony
",157,2,25
"
New Tattoo
","
Motley Crue
",167,41,6
"
Blaque
","
Blaque
",-,53,53
"
Stiff Upper Lip
","
AC/DC
",181,7,25
"
Swimming In Champagne
","
Eric Heatherly
",166,157,15
"
Voodoo
","
D'Angelo
",177,1,30
"
Faith And Courage
","
Sinead O'Connor
",194,55,10
"
Book Of Thugs: Chapter A.K., Verse 47
","
Trick Daddy
",153,26,27
"
Keith Urban
","
Keith Urban
",188,183,2
"
WoW Worship: Today's 30 Most Powerful Worship Songs
","
Various Artists
",149,70,57
"
Tarzan
","
Soundtrack
",179,5,64
"
Greatest Hits
","
2Pac
",189,3,71
"
Gotta Get The Groove Back
","
Johnnie Taylor
",172,140,12
"
Layzie Bone Presents Mo Thugs III: The Mothership
","
Mo Thugs Family
",154,45,8
"
S Club 7
","
S Club 7
",163,112,17
"
White Ladder
","
David Gray
",-,-,-
"
Punk O Rama #5
","
Various Artists
",161,71,9
"
There Is Nothing Left To Lose
","
Foo Fighters
",-,10,41
"
Live For You
","
Rachael Lampa
",148,120,3
"
...Hits
","
Phil Collins
 ",186,18,97
"
LFO
","
LFO
",183,21,52
"
Live At Luther College
","
Dave Matthews & Tim Reynolds
",200,2,51
"
Nuthin' But A Gangsta Party
","
Various Artists
",155,155,4
"
Experience Hendrix: The Best Of Jimi Hendrix
","
Jimi Hendrix
",-,133,37
"
Listener Supported
","
Dave Matthews Band
",-,15,22
"
WOW Gold: 30 Landmark Christian Songs Of The 70's, 80's And 90's
","
Various Artists
",184,111,9
