Song, Artist, Last Week, Peak Position, Weeks on Chart
"Fearless","Taylor Swift",-,1,11
"
I Am...Sasha Fierce
","
Beyonce
",2,1,10
"
Dark Horse
","
Nickelback
",3,2,10
"
808s & Heartbreak
 ","
Kanye West
",5,1,9
"
Twilight
","
Soundtrack
",6,1,12
"
A Different Me
","
Keyshia Cole
",9,2,6
"
Circus
","
Britney Spears
",7,1,8
"
Intuition
","
Jamie Foxx
",8,3,6
"
Notorious
 ","
Soundtrack
",4,4,2
"
The Ballads
","
Mariah Carey
",-,-,-
"
NOW 29
","
Various Artists
",11,3,11
"
Noble Beast
","
Andrew Bird
",-,-,-
"
Merriweather Post Pavilion
 ","
Animal Collective
",-,-,-
"
David Cook
","
David Cook
",10,3,10
"
Funhouse
","
P!nk
",14,2,13
"
Blood Bank (EP)
","
Bon Iver
",-,-,-
"
Freedom
","
Akon
",12,7,8
"
Paper Trail
","
T.I.
",17,1,17
"
Slumdog Millionaire
","
Soundtrack
",16,16,5
"
The Fame
","
Lady Gaga
",18,14,13
"
Mamma Mia!
","
Soundtrack
",15,1,29
"
Good Girl Gone Bad
","
Rihanna
",20,2,86
"
Seduction: Sinatra Sings Of Love
","
Frank Sinatra
",-,-,-
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",21,3,37
"
Soul
","
Seal
 ",43,13,11
"
Tha Carter III
","
Lil Wayne
",23,1,33
"
Rock N Roll Jesus
","
Kid Rock
",30,1,68
"
Only By The Night
","
Kings Of Leon
",22,5,18
"
Year Of The Gentleman
","
Ne-Yo
",29,2,19
"
When The World Comes Down
","
The All-American Rejects
",28,15,6
"
NOW That's What I Call Motown
","
Various Artists
",13,13,2
"
Taylor Swift
","
Taylor Swift
",26,5,118
"
Love On The Inside
","
Sugarland
",35,1,27
"
Theater Of The Mind
","
Ludacris
",25,5,9
"
Day & Age
","
The Killers
",24,6,9
"
Fleet Foxes
","
Fleet Foxes
",46,36,30
"
The Foundation
","
Zac Brown Band
",37,17,10
"
One Of The Boys
","
Katy Perry
",36,9,32
"
The Point Of It All
","
Anthony Hamilton
",32,12,6
"
Viva La Vida or Death And All His Friends
","
Coldplay
",34,1,32
"
Evolver
","
John Legend
",33,4,13
"
Da REAList
","
Plies
",41,14,6
"
Black Ice
","
AC/DC
",39,1,14
"
Death Magnetic
","
Metallica
",40,1,20
"
Total Club Hits 2
","
DJ Skribble
",31,16,3
"
Learn To Live
","
Darius Rucker
",47,5,19
"
Swan Songs
","
Hollywood Undead
",45,22,21
"
Spirit
","
Leona Lewis
",49,1,42
"
Greatest Hits Volume 1
","
Rascal Flatts
",42,6,13
"
High School Musical 3: Senior Year
","
Soundtrack
",48,2,14
"
Folie A Deux
","
Fall Out Boy
",38,8,6
"
David Archuleta
","
David Archuleta
",53,2,11
"
The Recession
","
Young Jeezy
",59,1,21
"
19
","
Adele
",44,11,33
"
Thr33 Ringz
","
T-Pain
",52,4,11
"
onmyradio
","
Musiq Soulchild
",61,11,7
"
That Lonesome Song
","
Jamey Johnson
",50,28,25
"
Take It To The Limit
","
Hinder
",55,4,12
"
Oracular Spectacular
","
MGMT
",54,38,47
"
The Promise
","
Il Divo
",56,5,10
"
Doll Domination
","
The Pussycat Dolls
",58,4,18
"
Mantis
","
Umphrey's McGee
",-,-,-
"
Scars & Souvenirs
","
Theory Of A Deadman
",62,26,43
"
A Little Bit Longer
","
Jonas Brothers
",73,1,24
"
The Crying Light
","
Antony And The Johnsons
",-,-,-
"
Audience Of One
","
Heather Headley
",27,27,2
"
WOW Hits 2009
","
Various Artists
",68,31,16
"
Lucky Old Sun
","
Kenny Chesney
",66,1,15
"
Saving Abel
","
Saving Abel
",63,49,40
"
Carnival Ride
","
Carrie Underwood
",69,1,66
"
Fiction Family
","
Fiction Family
",-,-,-
"
Fearless
","
Jazmine Sullivan
",71,6,18
"
All Hope Is Gone
","
Slipknot
",76,1,22
"
Rockferry
","
Duffy
",65,4,37
"
Chinese Democracy
","
Guns N' Roses
",51,3,9
"
Universal Mind Control
","
Common
",64,12,7
"
Jennifer Hudson
","
Jennifer Hudson
",57,2,17
"
Lady Antebellum
","
Lady Antebellum
",77,4,41
"
Breakout
","
Miley Cyrus
",83,1,27
"
Already Free
","
The Derek Trucks Band
",19,19,2
"
iSouljaBoyTellem
","
Soulja Boy Tell'em
",88,43,6
"
Indestructible
","
Disturbed
",75,1,34
"
Cadillac Records
","
Soundtrack
",125,66,8
"
That Don't Make Me A Bad Guy
","
Toby Keith
",79,5,13
"
For Emma, Forever Ago
","
Bon Iver
",84,64,8
"
The Sound Of Madness
","
Shinedown
",85,8,31
"
Good Time
","
Alan Jackson
",87,1,47
"
My Love: Essential Collection
","
Celine Dion
",78,8,13
"
Minutes To Midnight
","
Linkin Park
",81,1,89
"
Human
","
Brandy
",80,15,7
"
The Sound
","
Mary Mary
",89,7,14
"
Don't Forget
","
Demi Lovato
",93,2,18
"
Jason Nevins Presents: Ultra Dance 10
","
Jason Nevins
",60,41,3
"
Daughtry
","
Daughtry
",97,1,114
"
And Winter Came...
","
Enya
",70,8,11
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",101,6,91
"
3 Doors Down
","
3 Doors Down
",99,1,36
"
LAX
","
The Game
",96,2,22
"
Get Guilty
","
AC Newman
",-,-,-
"
Mothership
","
Led Zeppelin
",98,7,63
"
Troubadour
","
George Strait
",100,1,43
"
Greatest Hits
","
Bruce Springsteen & The E Street Band
",86,86,2
