Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",130,6,86
"
Doll Domination
","
The Pussycat Dolls
",150,4,13
"
Radio Disney Jams 10
","
Various Artists
",153,18,34
"
Nothing But The Best
","
Frank Sinatra
",142,2,32
"
I'll Be Home For Christmas
","
Brian McKnight
 ",109,109,5
"
Gossip In The Grain
","
Ray LaMontagne
",149,3,10
"
Closer: The Best Of Sarah McLachlan
","
Sarah McLachlan
",134,11,11
"
A Candlelight Christmas
","
Mannheim Steamroller
",100,68,9
"
LAX
","
The Game
",128,2,17
"
Disney: Fairy Tale Holiday 2008 (EP)
","
Various Artists
",159,91,6
"
Electric Arguments
","
The Fireman
",177,67,4
"
Still Feels Good
","
Rascal Flatts
",165,1,65
"
Metro Station
","
Metro Station
",166,39,35
"
Raising Sand
","
Robert Plant / Alison Krauss
",155,2,57
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",160,1,65
"
 A Lovely Way To Spend Christmas
","
Kristin Chenoweth
",122,77,7
"
Appeal To Reason
","
Rise Against
",169,3,11
"
The Life Of A Song
","
Joey + Rory
",145,61,8
"
iCarly
","
Soundtrack
",167,28,12
"
Coco
","
Colbie Caillat
",163,5,75
"
Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert
","
Miley Cyrus
",154,3,33
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",162,22,55
"
Undeniable
","
Alvin And The Chipmunks
",164,78,7
"
Here I Stand
","
Usher
",151,1,30
"
What If We
","
Brandon Heath
",187,73,15
"
Jeff Dunham's Don't Come Home For Christmas
","
Jeff Dunham
",148,69,7
"
Christmas With Weezer (EP)
","
Weezer
",-,-,-
"
A Hundred Million Suns
 ","
Snow Patrol
",152,9,8
"
Dear Science
","
TV On The Radio
",-,12,8
"
Revelation
","
Journey
",173,5,29
"
The Bootleg Series Vol. 8: Tell Tale Signs: Rare And Unreleased 1989-2006
","
Bob Dylan
",-,6,7
"
16 Biggest Hits
","
Alan Jackson
",171,141,10
"
Worlds Collide
","
Apocalyptica
",170,59,27
"
Vampire Weekend
","
Vampire Weekend
",189,17,39
"
The Ultimate Christmas Collection
","
The Brian Setzer Orchestra
",186,180,3
"
A Midwinter Night's Dream
","
Loreena McKennitt
",157,140,6
"
The Block
","
New Kids On The Block
",199,2,16
"
High School Musical 2
","
Soundtrack
 ",172,1,60
"
Gangsta Grillz: Dedication 3
","
Lil Wayne & DJ Drama
",-,-,-
"
Rise And Fall, Rage And Grace
","
The Offspring
",-,10,24
"
Greatest Hits
","
Keith Urban
",185,11,52
"
The Illusion Of Progress
","
Staind
",190,3,18
"
Finding Beauty In Negative Spaces
","
Seether
",180,9,60
"
Pocketful Of Sunshine
","
Natasha Bedingfield
",182,3,48
"
Call And Response: The Remix Album
","
Maroon 5
",73,73,2
"
Disney Girlz Rock 2
","
Various Artists
",194,154,6
"
This Warm December: A Brushfire Holiday Vol. 1
","
Various Artists
",179,152,5
"
NBC Sounds Of The Season: The Nat King Cole Holiday Collection (EP)
","
Nat King Cole
",192,114,4
"
Prospekt's March (EP)
","
Coldplay
",138,15,4
"
For Emma, Forever Ago
","
Bon Iver
",198,181,3
"
A Twist In My Story
","
Secondhand Serenade
",188,44,24
"
Little Honey
","
Lucinda Williams
",-,9,9
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",-,3,61
"
As I Am
","
Alicia Keys
",178,1,58
