Song, Artist, Last Week, Peak Position, Weeks on Chart
"Sweetener","Ariana Grande",-,1,1
"
ASTROWORLD
","
Travis Scott
",1,1,3
"
Queen
","
Nicki Minaj
",2,2,2
"
Scorpion
","
Drake
",3,1,8
"
beerbongs & bentleys
","
Post Malone
",5,1,17
"
30 Greatest Hits
","
Aretha Franklin
",7,6,4
"
All Of It
","
Cole Swindell
",-,-,-
"
Young Stoner Life: Slime Language
","
Various Artists
",-,-,-
"
Goodbye & Good Riddance
","
Juice WRLD
",6,4,14
"
Invasion Of Privacy
","
Cardi B
",8,1,20
"
?
","
XXXTENTACION
",10,1,23
"
Life's A Trip
","
Trippie Redd
",4,4,2
"
Thank You For Today
","
Death Cab For Cutie
",-,-,-
"
The Greatest Showman
","
Soundtrack
",12,1,37
"
This One's For You
","
Luke Combs
",11,4,64
"
Harder Than Ever
","
Lil Baby
",16,3,14
"
÷ (Divide)
","
Ed Sheeran
",18,1,77
"
Stoney
","
Post Malone
",17,4,89
"
Mamma Mia! Here We Go Again
","
Soundtrack
",15,3,6
"
Red Pill Blues
","
Maroon 5
",19,2,42
"
Cool Patrol
","
Ninja Sex Party
",-,-,-
"
Stay Dangerous
","
YG
",13,5,3
"
Evolve
","
Imagine Dragons
",21,2,61
"
reputation
 ","
Taylor Swift
",14,1,41
"
17
","
XXXTENTACION
",23,2,52
"
Culture II
","
Migos
",24,1,30
"
Swimming
","
Mac Miller
",20,3,3
"
I Hope You're Happy
","
Blue October
",-,-,-
"
Pray For The Wicked
","
Panic! At The Disco
",26,1,9
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",28,3,152
"
Until Death Call My Name
","
YoungBoy Never Broke Again
",31,7,17
"
American Teen
","
Khalid
",33,4,77
"
Rearview Town
","
Jason Aldean
",25,1,19
"
 Cosmic
","
Bazzi
",37,14,20
"
Dan + Shay
","
Dan + Shay
",32,6,9
"
Rolling Papers 2
","
Wiz Khalifa
",29,2,6
"
Youngblood
","
5 Seconds Of Summer
",34,1,10
"
DAMN.
","
Kendrick Lamar
",39,1,71
"
Camila
","
Camila Cabello
",50,1,32
"
EVERYTHING IS LOVE
","
The Carters
",30,2,10
"
 KOD
","
J. Cole
",35,1,18
"
Kane Brown
","
Kane Brown
",36,5,90
"
Expectations
","
Bebe Rexha
",41,13,9
"
 Dont Smile At Me
","
Billie Eilish
",40,38,35
"
Luv Is Rage 2
","
Lil Uzi Vert
",46,1,52
"
Traveller
","
Chris Stapleton
",43,1,154
"
Songs For The Saints
","
Kenny Chesney
",27,2,4
"
ye
","
Kanye West
",38,1,12
"
Brett Young
","
Brett Young
",42,18,80
"
Shawn Mendes
","
Shawn Mendes
",49,1,13
"
Greatest Hits
","
Queen
",47,11,302
"
Be The Cowboy
","
Mitski
",-,-,-
"
ONEPOINTFIVE
","
Amine
",-,-,-
"
Life Changes
","
Thomas Rhett
",48,1,50
"
Ctrl
","
SZA
",53,3,63
"
Views
","
Drake
",52,1,121
"
Life Of A Dark Rose
","
Lil Skies
",55,10,33
"
Perception
","
NF
",51,1,46
"
Odisea
","
Ozuna
",58,22,52
"
Their Greatest Hits 1971-1975
","
Eagles
",125,1,239
"
Black Panther: The Album, Music From And Inspired By
","
Soundtrack
",60,1,28
"
Curtain Call: The Hits
","
Eminem
",63,1,407
"
H.E.R.
","
H.E.R.
",57,47,44
"
More Life
","
Drake
",64,1,75
"
Moana
","
Soundtrack
",62,2,92
"
Take Care
","
Drake
",70,1,286
"
 24K Magic
","
Bruno Mars
",65,2,92
"
Night Visions
","
Imagine Dragons
",56,2,308
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",61,5,536
"
BEASTMODE 2
","
Future
",54,3,7
"
Journey's Greatest Hits
","
Journey
",69,10,526
"
Heartbreak On A Full Moon
","
Chris Brown
",68,3,43
"
Starboy
","
The Weeknd
",72,1,91
"
x
","
Ed Sheeran
",81,1,218
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",74,22,381
"
Bet On Me
","
Moneybagg Yo
",45,11,3
"
Blurryface
","
twenty one pilots
",66,1,171
"
Rumours
","
Fleetwood Mac
",76,1,284
"
Voicenotes
","
Charlie Puth
",75,4,15
"
Diamonds
","
Elton John
",78,23,41
"
The World Is Yours
","
Rich The Kid
",71,2,21
"
Graffiti U
","
Keith Urban
",80,2,17
"
 13 Reasons Why, Season 2
","
Soundtrack
",73,26,14
"
Gold -- Greatest Hits
","
ABBA
",67,25,144
"
Speak Your Mind
","
Anne-Marie
",79,31,17
"
All Time Greatest Hits
","
Lynyrd Skynyrd
",128,56,33
"
Love Yourself: Tear
","
BTS
",84,1,14
"
Testing
","
A$AP Rocky
",82,4,13
"
DAY69
","
6ix9ine
",83,4,26
"
 Project Baby Two
","
Kodak Black
",101,2,53
"
Know.
","
Jason Mraz
",9,9,2
"
Die Lit
","
Playboi Carti
",90,3,15
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",87,2,281
"
The Essential Michael Jackson
","
Michael Jackson
",44,33,239
"
SR3MM
","
Rae Sremmurd, Swae Lee & Slim Jxmmi
",85,6,16
