Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Bon Iver
","
Bon Iver
",52,2,9
"
NOW That's What I Call Country: Volume 4
","
Various Artists
",51,14,10
"
Rolling Papers
","
Wiz Khalifa
",54,2,21
"
The Foundation
","
Zac Brown Band
",49,9,144
"
The Help
","
Soundtrack
",64,52,4
"
Young Love
","
Mat Kearney
",30,4,3
"
Age Of Hell
","
Chimaira
",-,-,-
"
Hemingway's Whiskey
","
Kenny Chesney
",53,1,47
"
Radio Disney Jams: 15th B-Day Edition
","
Various Artists
",-,-,-
"
Nothing Like This
","
Rascal Flatts
",63,6,40
"
Femme Fatale
","
Britney Spears
",56,1,21
"
1017 Bricksquad Presents Ferrari Boyz
","
Gucci Mane & Waka Flocka Flame
",21,21,2
"
Sorry For Party Rocking
","
LMFAO
",66,12,9
"
In Waves
","
Trivium
",13,13,2
"
We The Best Forever
","
DJ Khaled
",48,5,5
"
F.A.M.E.
 ","
Chris Brown
",61,1,22
"
If Not Now, When?
","
Incubus
",60,2,6
"
My World 2.0
","
Justin Bieber
",62,1,74
"
Lungs
","
Florence + The Machine
",58,14,64
"
The Truth Is...
","
Theory Of A Deadman
",59,8,6
"
Wasting Light
","
Foo Fighters
",69,1,19
"
All I Want Is You
","
Miguel
",67,37,33
"
lovestrong.
","
Christina Perri
",68,4,15
"
VH1 Storytellers
","
Johnny Cash & Willie Nelson
",72,56,23
"
Rio
","
Soundtrack
",70,70,5
"
Phineas & Ferb: Across The 1st And 2nd Dimensions
","
Soundtrack
",57,57,3
"
Journey's Greatest Hits
","
Journey
",74,10,182
"
American Idol Season 10 Highlights: Lauren Alaina (EP)
","
Lauren Alaina
",80,24,8
"
 Save Me, San Francisco
","
Train
",82,17,93
"
Brothers
","
The Black Keys
",90,3,66
"
BTR (Soundtrack)
","
Big Time Rush
",77,3,45
"
 Hello Fear
","
Kirk Franklin
",85,5,22
"
I Am Not A Human Being
","
Lil Wayne
",96,1,47
"
The Harrow & The Harvest
","
Gillian Welch
",78,20,8
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",83,18,41
"
Greatest Hits... So Far!!!
","
P!nk
",71,5,40
"
Waking Up
","
OneRepublic
",106,21,64
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",87,60,54
"
The Fame
","
Lady Gaga
",73,2,147
"
Outlawed
","
Attila
",-,-,-
"
 LP1
","
Joss Stone
",75,9,4
"
Church Music
","
David Crowder Band
",95,11,24
"
Success Is Certain
","
Royce da 5'9"
",25,25,2
"
Hold On 'til The Night
","
Greyson Chance
",65,29,3
"
Yours Truly
","
Sublime With Rome
",84,9,6
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",102,93,11
"
Never Say Never: The Remixes (EP)
","
Justin Bieber
",88,1,27
"
Born Free
","
Kid Rock
",111,5,40
"
Lemonade Mouth
 ","
Soundtrack
",143,4,19
"
Ronnie Dunn
","
Ronnie Dunn
",92,5,11
"
Pieces Of Me
","
Ledisi
",91,8,10
"
Re:Creation
","
Steven Curtis Chapman
",45,45,2
"
Barton Hollow
","
The Civil Wars
",110,12,29
"
Holding Onto Strings Better Left To Fray
","
Seether
",98,2,14
"
Awake
","
Skillet
",105,2,104
"
Revolution
","
Miranda Lambert
",86,8,99
"
YRM /Your Righteous Mind/
 ","
Donald Lawrence & Co.
",41,41,2
"
Burlesque
","
Soundtrack
",103,18,38
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",93,26,197
"
The Incredible Machine
","
Sugarland
",157,1,44
"
Country Strong
","
Soundtrack
",190,6,33
"
Stronger
","
Sara Evans
",132,6,24
"
Enjoy Yourself
","
Billy Currington
",125,9,48
"
Vans Warped Tour '11: 2011 Tour Compilation
","
Various Artists
",79,61,11
"
4X4=12
","
deadmau5
",94,47,34
"
Il Volo
","
Il Volo
",101,10,14
"
Curtain Call: The Hits
","
Eminem
",100,1,131
"
Fearless
","
Taylor Swift
 ",121,1,145
"
Codes And Keys
","
Death Cab For Cutie
",114,3,12
"
Number One Hits
","
Tim McGraw
 ",119,27,38
"
An Afternoon In The Garden
","
Elvis Presley
",117,85,18
"
Tha Carter III
","
Lil Wayne
",171,1,141
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",129,67,83
"
Revelator
","
Tedeschi Trucks Band
",154,12,11
"
The Best Of Barry White: 20th Century Masters The Millennium Collection
","
Barry White
",112,100,21
"
American Tragedy
","
Hollywood Undead
",135,4,20
"
Maybach Music Group Presents: Self Made: Vol. I
","
Various Artists
",107,5,13
"
The Ultimate Collection
","
Sade
",138,7,16
"
Dirty Jeans And Mudslide Hymns
","
John Hiatt
",89,59,3
"
Love?
","
Jennifer Lopez
",108,5,16
"
Blessings
","
Laura Story
",168,102,19
"
Thank Me Later
","
Drake
",145,1,60
"
Number Ones
","
Michael Jackson
",128,13,123
"
Late Nights & Early Mornings
","
Marsha Ambrosius
",120,2,25
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",127,126,13
"
NOW 37
","
Various Artists
",116,1,28
"
Perfectionist
","
Natalia Kills
",-,-,-
"
The Suburbs
","
Arcade Fire
",115,1,50
"
Circuital
","
My Morning Jacket
",153,5,12
"
Get Closer
","
Keith Urban
",176,7,35
"
All 6's & 7's
","
Tech N9ne
",130,4,11
"
Nightmare
","
Avenged Sevenfold
",155,1,56
"
The Drug In Me Is You
","
Falling In Reverse
",118,19,4
"
Jamaica: Island In The Sun
","
Various Artists
",104,56,4
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",147,8,178
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",149,143,4
"
American Idol Season 10 Highlights: James Durbin (EP)
","
James Durbin
 ",146,31,8
"
The Beginning
","
The Black Eyed Peas
",144,6,38
"
Songs And Stories
","
Guy Clark
",-,-,-
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",124,1,39
"
American Idol Season 10 Highlights: Haley Reinhart (EP)
 ","
Haley Reinhart
",140,37,8
"
War Is The Answer
","
Five Finger Death Punch
",180,7,88
"
Helplessness Blues
","
Fleet Foxes
",152,4,16
"
Science & Faith
","
The Script
",170,3,26
"
iTunes Live From SoHo (EP)
","
Amos Lee
",-,-,-
"
Illuminations
","
Josh Groban
",163,4,33
"
Turtleneck & Chain
","
The Lonely Island
",156,3,15
"
Sucker Punch
","
Soundtrack
",141,22,14
"
Greatest Hits
","
Guns N' Roses
",164,3,215
"
Universal Pulse
","
311
",134,7,5
"
Charleston, SC 1966
","
Darius Rucker
",194,2,39
"
Modern Love
","
Matt Nathanson
",142,17,7
"
Ukulele Songs
","
Eddie Vedder
",136,4,12
"
Live: God Is Able
","
Hillsong Worship
",139,35,4
"
 T Bone Burnett: The Producer
","
Various Artists
",137,92,4
"
I Remember Me
","
Jennifer Hudson
",122,2,22
"
Greatest Hits Volume 1
","
Rascal Flatts
",183,6,120
"
A Year Without Rain
","
Selena Gomez & The Scene
",161,4,48
"
Taylor Swift
","
Taylor Swift
",160,5,245
"
Puros Trankazos
","
Various Artists
",-,167,2
"
Dubstep: For The Masses Vol. 1
","
Various Artists
",-,-,-
"
The Marshall Mathers LP
","
Eminem
",159,1,109
"
Nothing But The Best
","
Frank Sinatra
",169,2,125
"
Hot Sauce Committee Part Two
","
Beastie Boys
",113,2,16
"
Paper Airplane
","
Alison Krauss + Union Station
",131,3,19
"
Greatest Hits
","
Foo Fighters
",184,11,42
"
Mothership
","
Led Zeppelin
",167,7,124
"
Pass The Jar: Live From the Fabulous Fox Theater In Atlanta
","
Zac Brown Band
",187,17,33
"
Mission Bell
","
Amos Lee
",-,1,14
"
The Best Of George Strait: 20th Century Masters The Millennium Collection
","
George Strait
",166,76,33
"
Dirty Work
","
All Time Low
",-,6,6
"
Glee: The Music, Season Two Volume 6
","
Soundtrack
",174,4,13
"
Doin' My Thing
","
Luke Bryan
",126,6,69
"
The Lady Killer
","
Cee Lo Green
",151,9,41
"
Prince Royce
","
Prince Royce
",181,77,40
"
Icon: Billy Currington
","
Billy Currington
",182,118,10
"
The Best Of Lionel Richie: 20th Century Masters The Millennium Collection
","
Lionel Richie
",173,143,8
"
Lasers
","
Lupe Fiasco
",165,1,24
"
Within And Without
","
Washed Out
",172,26,6
"
Animal
","
Ke$ha
",150,1,85
"
Goodbye Lullaby
","
Avril Lavigne
 ",158,4,24
"
How I Go
","
The Kenny Wayne Shepherd Band
",123,52,3
"
Megalithic Symphony
","
AWOLNATION
",-,-,-
"
King
","
O.A.R.
",76,12,3
"
 Town Line (EP)
","
Aaron Lewis
",-,7,23
"
Every Chance I Get
","
Colt Ford
",-,26,15
"
Carolina
","
Eric Church
",179,17,86
"
Martin Scorsese Presents The Blues: Stevie Ray Vaughan
","
Stevie Ray Vaughan
",189,99,12
"
Lady Antebellum
","
Lady Antebellum
",193,4,142
"
Wide Open
","
Jason Aldean
",-,4,106
"
Dark Horse
","
Nickelback
",195,2,140
"
Thompson Square
","
Thompson Square
",177,15,27
"
Icon: Lynyrd Skynyrd
","
Lynyrd Skynyrd
 ",-,145,5
