Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",45,19,5
"
When The Sun Goes Down
","
Selena Gomez & The Scene
",47,3,26
"
Sigh No More
","
Mumford & Sons
",59,2,92
"
Doo-Wops & Hooligans
","
Bruno Mars
",60,3,64
"
Elevate (Soundtrack)
","
Big Time Rush
",51,12,5
"
Come To The Well
","
Casting Crowns
",53,2,10
"
You Get What You Give
","
Zac Brown Band
",61,1,66
"
The Gift
","
Susan Boyle
",40,1,21
"
My World 2.0
","
Justin Bieber
",65,1,92
"
Glory In The Highest: Christmas Songs Of Worship
","
Chris Tomlin
",42,19,30
"
The Path Of Totality
","
Korn
",46,10,3
"
Chief
","
Eric Church
",63,1,22
"
#1 Girl
","
Mindless Behavior
",73,7,14
"
Christmas Symphony
","
Mannheim Steamroller With Members Of The Czech Philharmonic Orchestra
",41,19,10
"
WOW Hits 2012
","
Various Artists
",54,35,13
"
Immortal
","
Michael Jackson
",66,24,5
"
Red River Blue
","
Blake Shelton
",69,1,24
"
NOW 39
","
Various Artists
",75,3,20
"
Alvin And The Chipmunks: Chipwrecked
","
Soundtrack
",80,64,5
"
Dream With Me
","
Jackie Evancho
",57,2,28
"
Noel
","
Josh Groban
",36,1,36
"
Need You Now
","
Lady Antebellum
",84,1,100
"
The Very Best Of Neil Diamond: The Studio Recordings
","
Neil Diamond
",58,46,3
"
Blue Slide Park
","
Mac Miller
",120,1,7
"
American Capitalist
","
Five Finger Death Punch
",90,3,11
"
The Muppets
","
Soundtrack
",97,38,5
"
1
","
The Beatles
",177,1,125
"
Love After War
","
Robin Thicke
",68,22,3
"
Halfway To Heaven
","
Brantley Gilbert
",79,4,19
"
A Holiday Carole
","
Carole King
",55,52,8
"
That's Life
","
Landau Eugene Murphy, Jr.
",62,34,5
"
Cole World: The Sideline Story
","
J. Cole
",96,1,13
"
Pink Friday
","
Nicki Minaj
",103,1,57
"
I'm With You
","
Red Hot Chili Peppers
",114,2,17
"
This Is Country Music
","
Brad Paisley
",89,2,31
"
Lungs
 ","
Florence + The Machine
",105,14,82
"
Here For A Good Time
","
George Strait
",99,3,16
"
Hell On Heels
","
Pistol Annies
",92,5,18
"
Ambition
","
Wale
",106,2,8
"
Sinatra: Best Of The Best
","
Frank Sinatra
",76,23,6
"
Mac + Devin Go To High School (Soundtrack)
","
Snoop Dogg & Wiz Khalifa
",29,29,2
"
Evanescence
","
Evanescence
",101,1,11
"
Shake It Up: Break It Down
","
Soundtrack
",85,22,24
"
Fearless
","
Taylor Swift
",113,1,163
"
Wildflower
","
Lauren Alaina
",100,5,11
"
Kidz Bop 20
","
Kidz Bop Kids
",108,2,23
"
Never Say Never: The Remixes (EP)
","
Justin Bieber
",102,1,37
"
NOW That's What I Call Christmas! 4
","
Various Artists
",52,28,18
"
Wicked Game
","
Il Divo
",81,10,7
"
Undun
","
The Roots
",70,17,3
"
Open Invitation
","
Tyrese
",104,9,8
"
How Great Is Our God: The Essential Collection
","
Chris Tomlin
",95,40,6
"
Recovery
","
Eminem
",131,1,79
"
Hats Off To The Bull
","
Chevelle
",77,20,3
"
rEVOLVEr
","
T-Pain
",93,28,3
"
Let It Snow
","
Various Artists
",88,45,6
"
Glee: The Music, The Christmas Album
","
Soundtrack
",86,3,15
"
The Foundation
","
Zac Brown Band
",123,9,161
"
Unbroken
","
Demi Lovato
",136,4,14
"
It's Christmas Time
","
Elvis Presley
",72,60,19
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",138,69,29
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",78,53,22
"
Brothers
","
The Black Keys
",112,3,83
"
The Essential NOW That's What I Call Christmas
","
Various Artists
",67,30,28
"
Merry Christmas
","
Mariah Carey
",87,3,30
"
The Lost Christmas Eve
","
Trans-Siberian Orchestra
",71,26,32
"
Wasting Light
","
Foo Fighters
",142,1,37
"
Eleven
","
Martina McBride
",141,10,11
"
Elvis Christmas
","
Elvis Presley
",94,68,26
"
O Holy Night (EP)
","
Jackie Evancho
",74,2,16
"
The Lost Children
","
Disturbed
",132,13,7
"
Hell: The Sequel (EP)
","
Bad Meets Evil
",173,1,28
"
The Fame
","
Lady Gaga
",139,2,164
"
 A.N.T. Farm
","
Soundtrack
",126,29,11
"
Victorious: Music From The Hit TV Show
","
Soundtrack
",122,5,21
"
The Goat Rodeo Sessions
","
Yo-Yo Ma/Stuart Duncan/Edgar Meyer/Chris Thile
",107,18,9
"
 Planet Pit
","
Pitbull
",169,7,27
"
Formula: Vol. 1
","
Romeo Santos
",121,9,7
"
WOW Christmas: 32 Christian Artists And Holiday Songs
","
Various Artists
",83,61,10
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",133,60,72
"
Outlaws Like Me
","
Justin Moore
",150,5,27
"
Barefoot Blue Jean Night
","
Jake Owen
",157,6,15
"
Taylor Swift
","
Taylor Swift
",140,5,252
"
Memories Of A Beautiful Disaster
","
James Durbin
",128,36,5
"
Bad As Me
","
Tom Waits
",148,6,9
"
A Merry Little Christmas (EP)
","
Lady Antebellum
",111,12,20
"
NOW That's What I Call Country: Volume 4
","
Various Artists
",147,14,27
"
Bon Iver
","
Bon Iver
",176,2,22
"
Hemingway's Whiskey
","
Kenny Chesney
",145,1,62
"
Some Girls
","
The Rolling Stones
",125,1,87
"
Crazy Love
","
Michael Buble
",146,1,82
"
Number One Hits
","
Tim McGraw
",172,27,51
"
Nothing Like This
","
Rascal Flatts
",152,6,56
"
Back To Black
","
Amy Winehouse
",156,2,99
"
The Taylor Swift Holiday Collection (EP)
","
Taylor Swift
",82,20,30
"
 Christmas: 25th Anniversary Collection
","
Mannheim Steamroller
",109,29,26
"
Merry Christmas II You
","
Mariah Carey
",115,4,15
"
The Dark Side Of The Moon
","
Pink Floyd
",175,1,791
"
Barton Hollow
","
The Civil Wars
",162,12,46
"
James Taylor At Christmas
","
James Taylor
",110,16,25
"
Nothing But The Beat
","
David Guetta
",-,5,14
"
Loud
","
Rihanna
",185,3,58
"
Abbey Road
","
The Beatles
",-,1,162
"
lovestrong.
","
Christina Perri
",-,4,29
"
BTR (Soundtrack)
","
Big Time Rush
",158,3,56
"
Take A Back Road
","
Rodney Atkins
",182,8,9
"
Rolling Papers
","
Wiz Khalifa
",-,2,35
"
Positively Christmas
","
Various Artists
",98,46,8
"
Duets: An American Classic
","
Tony Bennett
",170,3,52
"
What If We Were Real
","
Mandisa
",154,66,17
"
Number Ones
","
Michael Jackson
",-,13,138
"
A Year Without Rain
","
Selena Gomez & The Scene
",168,4,53
"
Neighborhoods
","
Blink-182
",200,2,11
"
My World (EP)
","
Justin Bieber
",181,5,89
"
Thank Me Later
","
Drake
",-,1,75
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",-,18,51
"
The Christmas Song
","
Nat King Cole
",124,121,8
"
Greatest Hits... So Far!!!
","
P!nk
",184,5,53
"
A Christmas Celebration
","
Celtic Woman
",116,35,30
"
The King Is Dead
","
The Decemberists
",-,1,25
"
F.A.M.E.
","
Chris Brown
",-,1,36
"
It's Time
","
Michael Buble
",191,7,143
"
Journey's Greatest Hits
","
Journey
",-,10,194
"
So Beautiful Or So What
","
Paul Simon
",-,4,16
"
An Afternoon In The Garden
","
Elvis Presley
",167,85,36
"
Whatever
","
Hot Chelle Rae
",187,48,4
"
These Are Special Times
","
Celine Dion
",118,2,31
"
Awake
","
Skillet
",199,2,118
"
Vice Verses
","
Switchfoot
",-,8,9
"
A Foot In The Door: The Best Of Pink Floyd
","
Pink Floyd
",194,50,7
"
Neon
","
Chris Young
",193,4,22
"
Revolution
","
Miranda Lambert
",-,8,110
"
Radioactive
","
YelaWolf
",178,27,5
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",186,66,47
"
J.U.I.C.E (EP)
","
Roscoe Dash
",-,-,-
"
Call Me Irresponsible
","
Michael Buble
",192,1,113
"
Christmas Extraordinaire
","
Mannheim Steamroller
",117,5,17
"
The Incredible Machine
","
Sugarland
",-,1,50
"
The Classic Christmas Album
","
Tony Bennett
",91,91,5
"
VH1 Storytellers
","
Johnny Cash & Willie Nelson
",-,56,34
"
Coast To Coast (EP)
","
Cody Simpson
",-,12,8
"
Beyond Magnetic (EP)
","
Metallica
",32,32,2
"
 Icon: George Strait
","
George Strait
",-,62,7
"
The Whole Love
","
Wilco
",-,5,10
"
Finally Famous
","
Big Sean
",-,3,23
"
Christmas Cheers
","
Straight No Chaser
",129,38,20
"
Elf
","
Soundtrack
",143,81,13
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",-,8,190
"
Curtain Call: The Hits
","
Eminem
",-,1,141
"
Camp
","
Childish Gambino
",-,11,5
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",-,132,18
"
Kiss And Tell
","
Selena Gomez & The Scene
",-,9,59
"
Holiday Spirits
","
Straight No Chaser
",127,46,20
"
Enjoy Yourself
","
Billy Currington
",-,9,57
"
Joy To The World
","
Pink Martini
",171,35,12
