Song, Artist, Last Week, Peak Position, Weeks on Chart
"Delta","Mumford & Sons",-,1,1
"
Love
","
Michael Buble
",-,-,-
"
The Greatest Showman: Reimagined
","
Various Artists
",-,-,-
"
A Star Is Born (Soundtrack)
","
Lady Gaga & Bradley Cooper
",5,1,7
"
 Caution
","
Mariah Carey
",-,-,-
"
Bohemian Rhapsody (Soundtrack)
","
Queen
",7,3,5
"
ASTROWORLD
","
Travis Scott
",10,1,16
"
Scorpion
","
Drake
",9,1,21
"
A Love Letter To You 3
","
Trippie Redd
",3,3,2
"
Not All Heroes Wear Capes
","
Metro Boomin
",8,1,3
"
Oxnard
","
Anderson .Paak
",-,-,-
"
Drip Harder
","
Lil Baby & Gunna
",13,4,7
"
beerbongs & bentleys
","
Post Malone
",14,1,30
"
Tha Carter V
","
Lil Wayne
",11,1,8
"
Down The Road Wherever
","
Mark Knopfler
",-,-,-
"
Origins
","
Imagine Dragons
",2,2,2
"
Christmas Is Here!
","
Pentatonix
",46,17,4
"
Sweetener
","
Ariana Grande
",16,1,14
"
The Greatest Showman
","
Soundtrack
",18,1,50
"
Christmas
","
Michael Buble
",42,1,67
"
Greatest Hits
","
Queen
",19,11,315
"
This One's For You
","
Luke Combs
",25,4,77
"
Goodbye & Good Riddance
","
Juice WRLD
",21,4,27
"
?
","
XXXTENTACION
",20,1,36
"
Ella Mai
","
Ella Mai
",22,5,6
"
Experiment
","
Kane Brown
",1,1,2
"
Kamikaze
","
Eminem
",26,1,12
"
Invasion Of Privacy
","
Cardi B
",27,1,33
"
Look Up Child
","
Lauren Daigle
",23,3,11
"
The Beatles [White Album]
","
The Beatles
",6,1,186
"
Dont Smile At Me
","
Billie Eilish
",36,31,48
"
Future & Juice WRLD Present... WRLD ON DRUGS
","
Future & Juice WRLD
",24,2,5
"
Simulation Theory
","
Muse
",12,12,2
"
Trench
","
twenty one pilots
",30,2,7
"
A Pentatonix Christmas
","
Pentatonix
",72,1,26
"
Come Over When You're Sober, Part 2
","
Lil Peep
",4,4,2
"
LoVE me NOw?
","
Tory Lanez
",28,4,4
"
÷ (Divide)
","
Ed Sheeran
",31,1,90
"
Stoney
","
Post Malone
",33,4,102
"
LM5
","
Little Mix
",-,-,-
"
American Teen
","
Khalid
",49,4,90
"
Only Jesus
","
Casting Crowns
",-,-,-
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",40,3,165
"
Mudboy
","
Sheck Wes
",37,17,7
"
Pray For The Wicked
","
Panic! At The Disco
",45,1,22
"
Signed To The Streets 3
","
Lil Durk
",17,17,2
"
Quavo Huncho
 ","
Quavo
",35,2,7
"
Queen
","
Nicki Minaj
",39,2,15
"
Creed II: The Album (Soundtrack)
","
Mike WiLL Made-It
",-,-,-
"
Merry Christmas
","
Mariah Carey
",102,3,76
"
Dan + Shay
","
Dan + Shay
",48,6,22
"
Suncity
","
Khalid
",38,8,5
"
Luca Brasi 3
","
Kevin Gates
",41,4,8
"
SHINY AND OH SO BRIGHT, VOL. 1 / LP: NO PAST. NO FUTURE. NO SUN.
 ","
The Smashing Pumpkins
",-,-,-
"
Traveller
","
Chris Stapleton
",52,1,167
"
17
","
XXXTENTACION
",44,2,65
"
Evolve
","
Imagine Dragons
",47,2,74
"
Harder Than Ever
","
Lil Baby
",51,3,27
"
Greatest Hits I II & III: The Platinum Collection
","
Queen
",34,9,119
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",147,23,67
"
Culture II
","
Migos
",55,1,43
"
The Last Rocket
","
TakeOff
",32,4,3
"
Girl Code
","
 City Girls
",-,-,-
"
A Legendary Christmas
","
John Legend
",108,26,4
"
50 Years: Don't Stop
","
Fleetwood Mac
",-,-,-
"
Cosmic
","
Bazzi
",56,14,33
"
Chris Cornell (4 CD)
","
Chris Cornell
",-,-,-
"
DAMN.
","
Kendrick Lamar
",59,1,84
"
Kane Brown
","
Kane Brown
",57,5,103
"
Love Yourself: Answer
","
BTS
",69,1,13
"
Shawn Mendes
","
Shawn Mendes
",62,1,26
"
Swimming
","
Mac Miller
",54,3,16
"
Diamonds
","
Elton John
",83,23,54
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",113,5,549
"
The Christmas Song
","
Nat King Cole
",-,29,36
"
Ain't No Goin' Bacc
","
Yella Beezy
",-,-,-
"
reputation
","
Taylor Swift
",68,1,54
"
Take Care
","
Drake
",77,1,299
"
4Respect 4Freedom 4Loyalty 4WhatImportant
","
YoungBoy Never Broke Again
",66,14,10
"
Aura
","
Ozuna
",70,7,13
