Song, Artist, Last Week, Peak Position, Weeks on Chart
"
 good kid, m.A.A.d city
","
Kendrick Lamar
",94,2,57
"
The Acoustic Sessions (EP)
","
Cody Simpson
",-,-,-
"
Uncaged
","
Zac Brown Band
",111,1,72
"
Under The Influence: Holiday Edition (EP)
","
Straight No Chaser
",123,33,4
"
Forte
","
Forte
",76,76,2
"
Glory In The Highest: Christmas Songs Of Worship
","
Chris Tomlin
",136,19,41
"
The Essential NOW That's What I Call Christmas
","
Various Artists
",-,25,34
"
Overcomer
","
Mandisa
",124,29,13
"
The Bluegrass Album
","
Alan Jackson
",91,11,9
"
Kidz Bop 24
","
Kidz Bop Kids
",134,3,19
"
Winter Loversland
","
Tamar Braxton
",43,43,2
"
Matangi
","
M.I.A.
",90,23,3
"
Recharged
","
Linkin Park
",80,10,4
"
Yeezus
","
Kanye West
",198,1,23
"
Too Weird To Live, Too Rare To Die!
","
Panic! At The Disco
",101,2,7
"
Knock Madness
","
Hopsin
",-,-,-
"
To All The Girls...
","
Willie Nelson
",103,9,6
"
Merry Christmas... Love, Elvis
","
Elvis Presley
",147,134,2
"
The Marshall Mathers LP
","
Eminem
",58,1,142
"
Live At The BBC
","
The Beatles
",34,3,26
"
Gold: A 50th Anniversary Christmas Celebration
","
Johnny Mathis
",126,126,3
"
From Here To Now To You
","
Jack Johnson
",119,1,10
"
The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection
","
Bing Crosby
",145,139,7
"
God's Not Dead
","
newsboys
",193,45,45
"
Paradise Valley
","
John Mayer
",138,2,14
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",-,48,31
"
Same Trailer Different Park
","
Kacey Musgraves
",72,2,29
"
Trill O.G.: The Epilogue
","
Bun-B
",30,30,2
"
Magpie And The Dandelion
","
The Avett Brothers
",108,5,6
"
Save Rock And Roll
","
Fall Out Boy
",142,1,32
"
Holiday Collection
","
Kenny G
",165,85,26
"
Christmas Songs By Sinatra
","
Frank Sinatra
",164,127,8
"
White Christmas
","
Bing Crosby
",187,105,14
"
Miracle
","
Third Day
",118,10,34
"
The Paradigm Shift
","
Korn
",113,8,7
"
Classic Christmas Album
","
Barbra Streisand
",150,150,2
"
The Eminem Show
","
Eminem
",88,1,144
"
Up All Night
","
One Direction
",-,1,86
"
Sending You A Little Christmas
","
Johnny Mathis
",153,153,4
"
Do You Hear What I Hear?: Women Of Christmas
","
Various Artists
",195,118,13
"
Blown Away
","
Carrie Underwood
",120,1,82
"
Zion
","
Hillsong UNITED
",-,5,12
"
Let's Be Still
","
The Head And The Heart
",110,10,6
"
Personal Christmas Collection
","
Andy Williams
",131,131,7
"
Under The Mistletoe
","
Justin Bieber
",-,1,19
"
Tailgates & Tanlines
","
Luke Bryan
",106,2,120
"
12 Stories
","
Brandy Clark
",-,163,2
"
Love In Portofino
","
Andrea Bocelli
",185,40,5
"
Once Upon A Christmas
","
Kenny Rogers & Dolly Parton
",188,31,23
"
Chipmunks Christmas
","
Alvin And The Chipmunks
",-,111,7
"
The Legend Of Johnny Cash
","
Johnny Cash
",166,5,141
"
Recovery
","
Eminem
",107,1,161
"
My Head Is An Animal
","
Of Monsters And Men
",179,6,86
"
Redneck Crazy
","
Tyler Farr
",132,5,8
"
PTX: Vol. II
","
Pentatonix
",70,10,3
"
Stay Trippy
","
Juicy J
",143,4,13
"
My Name Is My Name
","
Pusha T
",128,4,7
"
Christmas Extraordinaire
","
Mannheim Steamroller
",-,5,21
"
Tornado
","
Little Big Town
",117,2,59
"
Love Is Everything
","
George Strait
",151,2,27
"
Bones Of What You Believe
","
CHVRCHES
",-,12,8
"
Unapologetic
","
Rihanna
",146,1,51
"
Doo-Wops & Hooligans
","
Bruno Mars
",162,3,162
"
Louder
","
R5
",149,24,9
"
Moon Landing
","
James Blunt
",96,20,3
"
Pioneer
","
The Band Perry
",141,2,34
"
Random Access Memories
","
Daft Punk
",140,1,27
"
Sigh No More
","
Mumford & Sons
",182,2,192
"
Ray Charles Forever
","
Ray Charles
",190,24,9
"
Come To The Well
","
Casting Crowns
",160,2,79
"
Peace On Earth
","
Casting Crowns
",-,15,31
"
The Classic Christmas Album
","
Elvis Presley
",-,152,7
"
Better Together: Acoustic (EP)
","
 Fifth Harmony
",-,-,-
"
Clarity
","
Zedd
",-,38,16
"
Christmas: What's It Gonna Be, Santa?
","
Chicago
",-,102,5
"
NOW That's What I Call Country: Volume 6
","
Various Artists
",156,16,22
"
Christmas Symphony
","
Mannheim Steamroller With Members Of The Czech Philharmonic Orchestra
",-,19,18
"
Burning Lights
","
Chris Tomlin
",139,1,30
"
Teenage Dream
","
Katy Perry
",158,1,160
"
The World From The Side Of The Moon
","
Phillip Phillips
",-,4,52
"
Curtain Call: The Hits
","
Eminem
",135,1,205
"
Three Kings
","
TGT
",168,3,14
"
20
","
TLC
",97,12,6
"
3.0
","
Marc Anthony
",-,5,16
