Song, Artist, Last Week, Peak Position, Weeks on Chart
"Based On A T.R.U. Story","2 Chainz",-,1,1
"
NOW 43
","
Various Artists
",1,1,2
"
God Forgives, I Don't
","
Rick Ross
",2,1,3
"
Mighty Death Pop
","
Insane Clown Posse
",-,-,-
"
Overexposed
","
Maroon 5
",11,2,8
"
Believe
","
Justin Bieber
",7,1,9
"
Up All Night
","
One Direction
",8,1,23
"
21
","
Adele
",9,1,78
"
Uncaged
","
Zac Brown Band
",6,1,6
"
 Southern Air
","
Yellowcard
",-,-,-
"
Kidz Bop 22
","
Kidz Bop Kids
",10,3,5
"
Some Nights
","
fun.
",12,3,26
"
Top Of The World
","
Slightly Stoopid
",-,-,-
"
Best Days
","
Tamela Mann
",-,-,-
"
Blood
","
In This Moment
",-,-,-
"
The Lumineers
","
The Lumineers
",14,14,20
"
Blown Away
","
Carrie Underwood
",16,1,16
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",38,18,236
"
Tailgates & Tanlines
","
Luke Bryan
",15,2,54
"
Declaration Of Independence
","
Colt Ford
 ",5,5,2
"
Sparkle
","
Soundtrack
",42,21,3
"
Perfectly Imperfect
","
Elle Varner
",4,4,2
"
Life Is Good
","
Nas
",13,1,5
"
Tuskegee
","
Lionel Richie
",68,1,21
"
Living Things
","
Linkin Park
",21,1,8
"
My Head Is An Animal
","
Of Monsters And Men
",19,6,20
"
Pink Friday: Roman Reloaded
","
Nicki Minaj
",52,1,20
"
Sigh No More
","
Mumford & Sons
",20,2,126
"
Welcome To The Fishbowl
","
Kenny Chesney
",18,2,9
"
Teenage Dream
","
Katy Perry
",24,1,104
"
Chief
","
 Eric Church
",25,1,56
"
Jesus At The Center: Live
","
Israel & New Breed
",-,-,-
"
Channel Orange
","
Frank Ocean
",22,2,6
"
Fortune
","
Chris Brown
",27,1,7
"
Stronger
","
Kelly Clarkson
",63,2,43
"
Mile High
","
Kottonmouth Kings
",-,-,-
"
Looking 4 Myself
","
Usher
",29,1,10
"
Take Care
","
Drake
",62,1,40
"
+
 ","
Ed Sheeran
",47,5,10
"
The Whippoorwill
","
Blackberry Smoke
",-,-,-
"
Hunter Hayes
","
Hunter Hayes
",31,18,27
"
Born And Raised
 ","
John Mayer
",23,1,13
"
My Kinda Party
","
Jason Aldean
",36,2,94
"
California 37
","
Train
",58,4,18
"
Just Tell Me That You Want Me: A Tribute To Fleetwood Mac
","
Various Artists
",-,-,-
"
Anastasis
","
Dead Can Dance
",-,-,-
"
Changed
","
Rascal Flatts
",80,3,20
"
Talk That Talk
","
Rihanna
",93,3,39
"
Ceremonials
","
Florence + The Machine
",82,6,42
"
Autotheism
","
The Faceless
",-,-,-
"
Born To Die
","
Lana Del Rey
",64,2,29
"
NOW That's What I Call Party Anthems
","
Various Artists
",34,34,2
"
NOW 42
","
Various Artists
",32,3,16
"
Enduring Soul
","
Etta James
",-,-,-
"
A Thousand Miles Left Behind
","
Gloriana
",30,11,3
"
Halfway To Heaven
","
Brantley Gilbert
",61,4,53
"
Greatest Hits
","
Queen
",-,11,245
"
Continued Silence (EP)
 ","
Imagine Dragons
",40,40,14
"
Love Is A Four Letter Word
","
Jason Mraz
",56,2,18
"
Write Me Back
","
R. Kelly
",43,5,8
"
Speak Now
","
Taylor Swift
",126,1,95
"
NOW That's What I Call Country: Volume 5
","
Various Artists
",44,13,10
"
Maybach Music Group Presents: Self Made 2
","
Various Artists
 ",39,4,8
"
Boys & Girls
","
Alabama Shakes
",41,8,20
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",118,65,124
"
Curtain Call: The Hits
","
Eminem
",171,1,166
"
19
","
Adele
",49,4,148
"
Making Mirrors
","
Gotye
",46,6,33
"
El Camino
","
The Black Keys
",51,2,37
"
Bangarang (EP)
","
Skrillex
",67,14,34
"
Wild Ones
","
Flo Rida
",50,14,7
"
Americana
","
Neil Young With Crazy Horse
",-,4,10
"
Gossamer
","
Passion Pit
",37,4,4
"
Hard 2 Love
","
Lee Brice
",66,5,17
"
Hands All Over
","
Maroon 5
",130,2,96
"
The Hunger Games: Songs From District 12 And Beyond
","
Soundtrack
",175,1,19
"
Careless World: Rise Of The Last King
","
Tyga
",103,4,26
"
The Story Of Light
","
Steve Vai
",-,-,-
"
Lights
","
Ellie Goulding
",95,21,29
"
Punching Bag
","
Josh Turner
",87,4,10
"
Rocket Man: Number Ones
","
Elton John
",-,9,59
