Song, Artist, Last Week, Peak Position, Weeks on Chart
"
As Cruel As School Children
","
Gym Class Heroes
",62,35,19
"
Sam's Town
","
The Killers
",65,2,29
"
Taking The Long Way
","
Dixie Chicks
",70,1,48
"
Elliott Yamin
","
Elliott Yamin
",59,3,5
"
One - X
","
Three Days Grace
",72,5,45
"
Because Of The Times
","
Kings Of Leon
",45,25,3
"
A New Journey
","
Celtic Woman
",73,4,12
"
Love, Pain & The Whole Crazy Thing
","
Keith Urban
",92,3,24
"
Ciara: The Evolution
","
Ciara
",61,1,20
"
King Of The Mountains
","
Rodney Carrington
",101,68,3
"
CeU
","
CeU
",57,57,3
"
Back To Basics
","
Christina Aguilera
",68,1,36
"
Crystal Visions... The Very Best Of Stevie Nicks
","
Stevie Nicks
",49,21,4
"
Long Trip Alone
","
Dierks Bentley
",100,5,27
"
Your Man
","
Josh Turner
",82,2,65
"
Anything Worth Saying
","
Aaron Shust
",78,74,6
"
(portable sounds)
","
tobyMac
",103,10,9
"
Good Morning Revival
","
Good Charlotte
",54,7,4
"
If You're Going Through Hell
","
Rodney Atkins
",87,3,40
"
Cannibal
","
Static-X
",53,36,3
"
Neon Bible
","
Arcade Fire
",64,2,7
"
BIG
","
Macy Gray
",111,39,4
"
Historia De Un Idolo
","
Vicente Fernandez
",125,81,3
"
15
","
Buckcherry
",94,41,54
"
The Black Parade
","
My Chemical Romance
",83,2,26
"
PCD
","
The Pussycat Dolls
",95,5,84
"
Press Play
","
Diddy
",98,1,27
"
Southern Weather
","
The Almost
",52,39,3
"
Late Night Special
","
Pretty Ricky
",81,1,13
"
Across The Water
","
Baby Boy Da Prince
",91,26,5
"
The Open Door
","
Evanescence
",86,1,29
"
Greatest Hits Vol 2: Reflected
","
Tim McGraw
",124,2,56
"
Grammy Nominees 2007
","
Various Artists
",102,3,13
"
Stadium Arcadium
","
Red Hot Chili Peppers
",89,1,50
"
I Need Mine $$
","
Lil' Flip
",76,15,4
"
High School Musical
","
Soundtrack
",106,1,67
"
Veteran
","
Marques Houston
",58,5,5
"
Time Well Wasted
","
Brad Paisley
",110,2,88
"
Jump In!
 ","
Soundtrack
",80,3,15
"
Love
","
The Beatles
",84,4,22
"
Greatest Hits
","
The Notorious B.I.G.
",93,1,7
"
Mi Tiempo
","
Chayanne
",42,42,2
"
Red Gone Wild
","
Redman
",75,13,4
"
Happy Feet
","
Soundtrack
",88,51,19
"
The Dio Years
","
Black Sabbath
 ",67,54,3
"
Five Score And Seven Years Ago
","
Relient K
",90,6,7
"
In My Songs
","
Gerald Levert
",109,2,10
"
Light Grenades
","
Incubus
",128,1,21
"
Awake
","
Josh Groban
",116,2,24
"
Katharine McPhee
","
Katharine McPhee
",112,2,12
"
Nothing Left To Lose
","
Mat Kearney
",154,109,20
"
This Is It
","
Jack Ingram
",113,34,4
"
Live...One Last Time
","
The Clark Sisters
",56,56,2
"
Wincing The Night Away
","
The Shins
",96,2,13
"
Costello Music
","
The Fratellis
",104,48,6
"
Foiled
","
Blue October
",114,29,55
"
For The Love
","
Tracy Lawrence
",135,53,12
"
Masterpiece: Commemorative Edition
","
RKM & Ken-Y
",-,-,-
"
Elements Of Life
","
Tiesto
",71,71,2
"
Small Town Girl
","
Kellie Pickler
",142,9,25
"
Kidz Bop 11
","
Kidz Bop Kids
",107,4,9
"
Begin To Hope
","
Regina Spektor
",118,20,24
"
Undiscovered
","
James Morrison
",122,24,6
"
Solo Pienso En Ti
","
Grupo Bryndis
",145,97,4
"
V2...
","
J Moss
",99,84,3
"
NOW 23
","
Various Artists
",117,1,24
"
West
","
Lucinda Williams
",97,14,10
"
Dreamgirls
","
Soundtrack
",132,1,20
"
Hated On Mostly
","
Crime Mob
",133,31,5
"
Threads Of Life
","
Shadows Fall
",85,46,3
"
Santi
","
The Academy Is...
",79,32,3
"
Eyes Open
","
Snow Patrol
",143,27,50
"
Once Again
","
John Legend
",137,3,26
"
Like Father, Like Son
","
Birdman & Lil Wayne
",148,3,25
"
Van Morrison At The Movies
","
Van Morrison
",139,35,10
"
Hillbilly Deluxe
","
Brooks & Dunn
",120,3,86
"
The Paramour Sessions
","
Papa Roach
",187,16,14
"
Dangerous Man
","
Trace Adkins
",155,3,36
"
Carnavas
","
Silversun Pickups
",164,80,14
"
Sentimiento
","
Ivy Queen
",131,105,4
"
Ridin High
","
8Ball & MJG
",127,8,6
"
Chronology: Volume One: 1996-2000
","
Third Day
",130,61,4
"
Aqua Teen Hunger Force Colon Movie Film For Theaters Colon The Soundtrack
","
Soundtrack
",126,126,2
"
Jason Aldean
","
Jason Aldean
",172,37,91
"
Stand Still, Look Pretty
","
The Wreckers
",167,14,48
"
Doin' Somethin' Right
","
Billy Currington
",157,11,53
"
Southern Comfort
","
Anthony Hamilton
",119,90,3
"
Detalles Y Emociones
","
Los Tigres del Norte
",140,65,4
"
III
","
Joe Nichols
",144,7,52
"
The Road And The Radio
","
Kenny Chesney
",198,1,74
"
The Price Of Fame
","
Bow Wow
",158,6,18
"
Zombies! Aliens! Vampires! Dinosaurs!
","
 Hellogoodbye
",121,13,35
"
Live In Kenya: Grace: The Kenya Expierence
","
Bishop T.D. Jakes And The Potter's House Mass Choir
",-,-,-
"
Precious Memories
","
Alan Jackson
",115,4,60
"
Duets: An American Classic
","
Tony Bennett
",138,3,30
"
23
","
Blonde Redhead
",63,63,2
"
Mind Control
","
Stephen Marley
",152,35,5
"
Headstrong
","
Ashley Tisdale
",134,5,11
"
All The Stars And Boulevards
","
Augustana
",108,96,17
"
It Just Comes Natural
","
George Strait
",169,3,29
"
Radio Disney Jams 9
","
Various Artists
",151,55,6
"
Them Vs. You Vs. Me
","
Finger Eleven
",181,31,7
"
Beat'n Down Yo Block
","
Unk
",173,109,11
"
Blood Stained Love Story
","
Saliva
",141,19,13
"
Release Therapy
","
Ludacris
",165,1,30
"
Reflections (A Retrospective)
","
Mary J. Blige
",156,9,19
"
Eminem Presents: The Re-Up
","
Various Artists
",163,2,20
"
Fantasia
","
Fantasia
",192,19,19
"
Mi Vida Loca
","
Jenni Rivera
",174,113,3
"
Greatest Hits Album Versions
","
A.B. Quintanilla III Presents Kumbia Kings
",147,147,3
"
Yours Truly, Angry Mob
","
Kaiser Chiefs
",129,45,4
"
300
","
Soundtrack
",136,52,7
"
Tragedias Reales De La Vida
","
Beto Quintanilla
",-,-,-
"
Like Red On A Rose
","
Alan Jackson
",180,4,30
"
Amar Es Combatir
","
Mana
",175,4,31
"
Eye To The Telescope
","
KT Tunstall
",176,33,63
"
Alpha
","
Sevendust
",160,14,7
"
Waitin' In The Country
","
Jason Michael Carroll
",168,8,11
"
The Poison
","
Bullet For My Valentine
",178,128,16
"
WOW Hits 2007
","
Various Artists
",183,38,29
"
See The Morning
","
Chris Tomlin
",-,15,28
"
WOW Gospel 2007
","
Various Artists
",188,21,12
"
10,000 Days
","
 Tool
",-,1,49
"
La Llave De Mi Corazon
","
Juan Luis Guerra 440
",170,77,5
"
Waitin' To Inhale
","
Devin The Dude
",153,30,5
"
These Streets
","
Paolo Nutini
",162,48,12
"
MTV Unplugged
","
Korn
",146,9,7
"
Every Second Counts
","
Plain White T's
",-,89,8
"
Rodrigo y Gabriela
","
Rodrigo y Gabriela
",-,172,2
"
The Breakthrough
","
Mary J. Blige
",191,1,70
"
Comatose
","
Skillet
",-,55,9
"
K.O.B.: Live
","
Aventura
",194,124,17
"
V
","
Vanessa Hudgens
",159,24,30
"
Glory Revealed: The Word Of God In Worship
","
Various Artists
",190,151,6
"
Holding A Wolf By The Ears
","
From Autumn To Ashes
",74,74,2
"
That's How They Do It In Dixie: The Essential Collection
","
Hank Williams Jr.
",-,16,36
"
The Road To Here
","
Little Big Town
",-,51,77
"
The Legend Of Johnny Cash
","
Johnny Cash
",199,5,78
"
Black Holes And Revelations
","
Muse
",184,9,29
"
Totally Country 6
","
Various Artists
",-,18,11
"
Tha Blue Carpet Treatment
","
Snoop Dogg
",-,5,21
"
Cars
","
Soundtrack
",196,6,46
