Song, Artist, Last Week, Peak Position, Weeks on Chart
"Hope For Haiti Now","Various Artists",-,1,1
"
I Dreamed A Dream
","
Susan Boyle
",2,1,9
"
The Fame
","
Lady Gaga
",4,2,65
"
Transference
","
Spoon
",-,-,-
"
2010 Grammy Nominees
","
Various Artists
",-,-,-
"
Contra
","
Vampire Weekend
",1,1,2
"
The Element Of Freedom
","
Alicia Keys
",5,2,6
"
Animal
","
Ke$ha
",3,1,3
"
The E.N.D.
","
The Black Eyed Peas
",10,1,33
"
Fearless
","
Taylor Swift
",8,1,63
"
The Fame Monster (EP)
","
Lady Gaga
",6,5,9
"
Alvin And The Chipmunks: The Squeakquel
","
Soundtrack
",9,6,8
"
My World (EP)
 ","
Justin Bieber
",11,6,10
"
STRONGER withEach Tear
","
Mary J. Blige
",7,2,5
"
My Dinosaur Life
","
Motion City Soundtrack
",-,-,-
"
Lady Antebellum
","
Lady Antebellum
",14,4,93
"
Michael Jackson's This Is It (Soundtrack)
","
Michael Jackson
",17,1,13
"
Crazy Love
","
Michael Buble
",12,1,16
"
Rated R
","
Rihanna
",13,4,9
"
Ocean Eyes
","
Owl City
",15,8,28
"
For Your Entertainment
","
Adam Lambert
",35,3,9
"
NOW 32
","
Various Artists
",20,5,12
"
We Are Young Money
","
Young Money
",18,9,5
"
Play On
","
Carrie Underwood
",16,1,12
"
The Foundation
","
Zac Brown Band
",24,11,62
"
Battle Studies
","
John Mayer
",21,1,10
"
Glee: Season One: The Music Volume 2
","
Soundtrack
",22,3,7
"
Wide Open
","
Jason Aldean
",30,4,42
"
Glee: Season One: The Music Volume 1
","
Soundtrack
",27,4,12
"
Relapse
","
Eminem
",23,1,36
"
The Blueprint 3
","
JAY-Z
",26,1,20
"
Number Ones
","
Michael Jackson
",31,13,41
"
Only By The Night
","
Kings Of Leon
",34,4,70
"
Kiss And Tell
","
Selena Gomez & The Scene
",32,9,17
"
Sex Therapy: The Session
","
Robin Thicke
",28,9,6
"
Dark Horse
","
Nickelback
",36,2,62
"
Ready
","
Trey Songz
",37,3,21
"
Crazy Heart
","
Soundtrack
",-,-,-
"
The State Vs. Radric Davis
","
Gucci Mane
",38,10,7
"
I Am...Sasha Fierce
","
Beyonce
",39,1,62
"
Total Club Hits 4
","
DJ Poet Name Life
",25,25,2
"
The Fall
","
Norah Jones
",33,3,10
"
The Time Of Our Lives (EP)
 ","
Miley Cyrus
",29,2,22
"
Revolution
","
Miranda Lambert
",41,8,17
"
Learn To Live
","
Darius Rucker
",44,5,71
"
Wolfgang Amadeus Phoenix
","
Phoenix
",46,37,36
"
The Bridge
","
Melanie Fiona
",42,42,12
"
Avatar
","
Soundtrack
",47,31,6
"
Southern Voice
","
Tim McGraw
",52,2,14
"
Until The Whole World Hears
","
Casting Crowns
",48,4,10
"
Malice N Wonderland
","
Snoop Dogg
",45,23,7
"
Defying Gravity
","
Keith Urban
",72,1,43
"
Dear Agony
","
Breaking Benjamin
",51,4,17
"
Leave This Town
","
Daughtry
",53,1,28
"
Taylor Swift
","
Taylor Swift
",55,5,170
"
Awake
","
Skillet
",79,2,22
"
The Twilight Saga: New Moon
","
Soundtrack
",50,1,15
"
Funhouse
","
P!nk
",63,2,65
"
Timbaland Presents Shock Value II
","
Timbaland
",65,36,7
"
WOW Hits 2010
","
Various Artists
",59,33,16
"
Speaking Louder Than Before
","
Jeremy Camp
",54,38,25
"
Them Crooked Vultures
","
Them Crooked Vultures
",73,12,10
"
The Essential Michael Jackson
","
Michael Jackson
",69,54,16
"
The Sound Of Madness
","
Shinedown
",70,8,83
"
The 99 Most Essential Brahms Masterpieces
","
Various Artists
",-,-,-
"
End Times
","
eels
",-,-,-
"
Twilight
","
Soundtrack
",71,1,64
"
Untitled
","
R. Kelly
",66,4,8
"
Save Me, San Francisco
","
Train
",74,17,11
"
The Resistance
","
Muse
",67,3,19
"
Man On The Moon: The End Of Day
","
Kid Cudi
",64,4,15
"
So Far Gone (EP)
","
Drake
",75,6,19
"
Before I Self-Destruct
","
50 Cent
",68,5,10
"
Graffiti
","
Chris Brown
",60,7,7
"
Ollusion
","
 Omarion
",19,19,2
"
Memento Mori
","
Flyleaf
",76,8,11
"
She Wolf
","
Shakira
",62,15,9
"
BLACKsummers'night
","
Maxwell
",89,1,29
"
(500) Days Of Summer
","
Soundtrack
",81,42,16
"
Nine
","
Soundtrack
",61,26,5
"
All Or Nothing
","
Jay Sean
",77,37,9
"
 Thriller
","
Michael Jackson
",93,1,132
"
Cage The Elephant
","
Cage The Elephant
",95,67,37
"
Greatest Hits
","
Foo Fighters
",78,11,12
"
My One And Only Thrill
","
Melody Gardot
",-,42,4
"
Doin' My Thing
","
Luke Bryan
",109,6,16
"
Ando Bien Pedo!
","
Banda Los Recoditos
",-,-,-
"
Black Gives Way To Blue
","
Alice In Chains
",90,5,17
"
Intimate Moments For A Sensual Evening
","
Aziz Ansari
",-,-,-
"
Memoirs Of An Imperfect Angel
","
Mariah Carey
",83,3,17
"
Brand New Eyes
","
Paramore
",85,2,17
"
Life Starts Now
","
Three Days Grace
",88,3,18
"
Breakthrough
","
Colbie Caillat
",87,1,22
