Song, Artist, Last Week, Peak Position, Weeks on Chart
"iridescence","BrockHampton",-,1,1
"
Bridges
","
Josh Groban
",-,-,-
"
Kamikaze
","
Eminem
",2,1,4
"
Scorpion
","
Drake
",4,1,13
"
ASTROWORLD
","
Travis Scott
",5,1,8
"
beerbongs & bentleys
","
Post Malone
",6,1,22
"
Cry Pretty
","
Carrie Underwood
",1,1,2
"
Goodbye & Good Riddance
","
Juice WRLD
",10,4,19
"
Look Up Child
","
Lauren Daigle
",16,3,3
"
Sweetener
","
Ariana Grande
",7,1,6
"
Piano & A Microphone 1983
","
Prince
",-,-,-
"
East Atlanta Love Letter
","
6LACK
",3,3,2
"
Queen
 ","
Nicki Minaj
",9,2,7
"
?
","
XXXTENTACION
",13,1,28
"
Role Model
","
Young Dolph
",-,-,-
"
Invasion Of Privacy
","
Cardi B
",15,1,25
"
On The Rvn!! (EP)
","
Young Thug
",-,-,-
"
The Greatest Showman
","
 Soundtrack
",17,1,42
"
Proper Dose
","
The Story So Far
",-,-,-
"
This One's For You
","
Luke Combs
",18,4,69
"
4Respect 4Freedom 4Loyalty 4WhatImportant
","
YoungBoy Never Broke Again
",14,14,2
"
Swimming
","
Mac Miller
",12,3,8
"
÷ (Divide)
","
Ed Sheeran
",20,1,82
"
BINGE
","
Machine Gun Kelly
",-,-,-
"
Love Yourself: Answer
","
BTS
",19,1,5
"
Redemption
","
Joe Bonamassa
",-,-,-
"
Living The Dream
","
Slash Feat. Myles Kennedy And The Conspirators
",-,-,-
"
Harder Than Ever
","
Lil Baby
",21,3,19
"
Stoney
","
Post Malone
",23,4,94
"
Youngblood
","
5 Seconds Of Summer
",46,1,15
"
17
","
XXXTENTACION
",26,2,57
"
Aura
","
Ozuna
",24,7,5
"
Life's A Trip
","
Trippie Redd
",25,4,7
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",32,3,157
"
Evolve
","
Imagine Dragons
",28,2,66
"
Red Pill Blues
","
Maroon 5
",30,2,47
"
Culture II
","
Migos
",31,1,35
"
reputation
","
Taylor Swift
",29,1,46
"
American Teen
","
Khalid
",34,4,82
"
Pray For The Wicked
","
Panic! At The Disco
",39,1,14
"
Decided
","
YoungBoy Never Broke Again
",-,-,-
"
Cosmic
","
Bazzi
",40,14,25
"
Curtain Call: The Hits
","
Eminem
",49,1,412
"
Luv Is Rage 2
","
Lil Uzi Vert
",43,1,57
"
DAMN.
","
Kendrick Lamar
",41,1,76
"
The Essential Michael Jackson
","
Michael Jackson
",47,31,244
"
Kane Brown
","
Kane Brown
",45,5,95
"
Traveller
","
Chris Stapleton
",52,1,159
"
Dan + Shay
","
Dan + Shay
",48,6,14
"
Expectations
","
Bebe Rexha
",38,13,14
"
Greatest Hits: You Never Saw Coming
","
Kid Rock
",-,-,-
"
Stay Dangerous
","
YG
",44,5,8
"
KOD
","
J. Cole
",51,1,23
"
 Until Death Call My Name
","
YoungBoy Never Broke Again
",50,7,22
"
Egypt Station
","
Paul McCartney
",8,1,3
"
Zoo
","
Russ
",33,4,3
"
Rolling Papers 2
","
Wiz Khalifa
",57,2,11
"
Dont Smile At Me
","
Billie Eilish
",55,38,40
"
Greatest Hits
","
Queen
",54,11,307
"
Drogas Wave
","
Lupe Fiasco
",-,-,-
"
Perception
","
NF
",56,1,51
"
YBN: The Mixtape
","
YBN Nahmir, YBN Almighty Jay & YBN Cordae
",42,21,3
"
Sick Boy
","
The Chainsmokers
",163,53,6
"
Rearview Town
","
Jason Aldean
 ",22,1,24
"
Views
","
Drake
",61,1,126
"
Life Of A Dark Rose
","
Lil Skies
",59,10,38
"
Ctrl
","
SZA
",58,3,68
"
Life Changes
","
Thomas Rhett
",73,1,55
"
Camila
","
Camila Cabello
",53,1,37
"
Take Care
","
Drake
",63,1,291
"
H.E.R.
","
H.E.R.
",62,47,49
"
Love Is Here To Stay
","
Tony Bennett & Diana Krall
",11,11,2
"
The Big Bad Blues
","
Billy F Gibbons
",-,-,-
"
More Life
","
Drake
",68,1,80
"
Black Panther: The Album, Music From And Inspired By
","
Soundtrack
",67,1,33
"
Moana
","
Soundtrack
",65,2,97
"
x
","
Ed Sheeran
",72,1,223
"
All Of It
","
Cole Swindell
",83,7,6
"
Starboy
","
The Weeknd
",75,1,96
"
24K Magic
","
Bruno Mars
",74,2,97
"
EVERYTHING IS LOVE
","
The Carters
",64,2,15
"
Diamonds
","
Elton John
",76,23,46
"
Heartbreak On A Full Moon
","
Chris Brown
",79,3,48
"
Shawn Mendes
","
Shawn Mendes
",77,1,18
"
Night Visions
","
Imagine Dragons
",80,2,313
"
Brett Young
","
Brett Young
",71,18,85
"
Journey's Greatest Hits
","
Journey
",86,10,531
"
My Way
","
Willie Nelson
",36,36,2
"
ye
","
Kanye West
",78,1,17
"
Odisea
","
Ozuna
",84,22,57
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",81,5,541
"
Rumours
","
Fleetwood Mac
 ",87,1,289
"
I Want To Die In New Orleans
","
$uicideBoy$
",66,9,3
"
7
","
David Guetta
",37,37,2
"
Art Of Doubt
","
Metric
",-,-,-
"
Greatest Hits
","
2Pac
",85,3,241
"
Greatest Hits
","
Earth, Wind & Fire
",-,40,20
"
Project Baby Two
","
Kodak Black
",90,2,58
"
Voicenotes
","
Charlie Puth
",93,4,20
"
Young Stoner Life: Slime Language
","
Various Artists
",82,8,6
"
Drip Season 3
","
Gunna
",89,55,34
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
 ",91,22,386
"
The Essential Billy Joel
","
Billy Joel
",-,15,113
"
Beauty Behind The Madness
","
The Weeknd
",98,1,161
"
13 Reasons Why, Season 2
","
Soundtrack
",99,26,19
"
The World Is Yours
","
Rich The Kid
",95,2,26
"
Birds In The Trap Sing McKnight
","
Travis Scott
",100,1,108
"
2014 Forest Hills Drive
","
J. Cole
",96,1,199
"
Blurryface
","
twenty one pilots
",102,1,176
"
Freudian
","
Daniel Caesar
",101,25,55
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",97,2,286
"
In The Lonely Hour
","
Sam Smith
",106,2,224
"
Nothing Was The Same
","
Drake
",135,1,256
"
ANTI
","
Rihanna
",105,1,140
"
I met you when I was 18. (the playlist)
","
Lauv
",110,50,17
"
Die Lit
","
Playboi Carti
",94,3,20
"
The Beautiful & Damned
","
G-Eazy
",109,3,41
"
Ready (EP)
","
Ella Mai
",108,29,22
"
Bloom
","
Troye Sivan
",92,4,4
"
1989
","
Taylor Swift
",112,1,198
"
Greater Than
","
Gateway
",-,-,-
"
The Click
","
AJR
",-,61,27
"
good kid, m.A.A.d city
","
Kendrick Lamar
",117,2,309
"
Mamma Mia! Here We Go Again
","
Soundtrack
",88,3,11
"
My Dear Melancholy, (EP)
","
The Weeknd
",125,1,26
"
DAY69
","
6ix9ine
",107,4,31
"
Testing
","
A$AP Rocky
",111,4,18
"
California Sunrise
","
Jon Pardi
",119,11,117
"
hopeless fountain kingdom
","
Halsey
",121,1,69
"
Dua Lipa
","
Dua Lipa
 ",115,27,65
"
SR3MM
","
Rae Sremmurd, Swae Lee & Slim Jxmmi
",116,6,21
"
Trolls
","
Soundtrack
",134,3,105
"
Greatest Hits So Far...
","
Zac Brown Band
",127,20,183
"
T R A P S O U L
","
Bryson Tiller
",132,8,157
"
Their Greatest Hits 1971-1975
","
Eagles
",120,1,244
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",114,8,244
"
Revenge
","
XXXTENTACION
",131,28,44
"
TA13OO
","
Denzel Curry
",-,28,4
"
Greatest Hits
","
The Notorious B.I.G.
",146,1,147
"
Culture
","
Migos
",139,1,87
"
Too Hard
","
Lil Baby
",137,80,41
"
All Time Greatest Hits
","
Lynyrd Skynyrd
",118,56,38
"
Metallica
","
Metallica
",145,1,502
"
ONEPOINTFIVE
","
Amine
",136,53,6
"
Greatest Hits
","
Guns N' Roses
",128,3,445
"
Love, Simon
","
Soundtrack
",124,37,28
"
The Thrill Of It All
","
Sam Smith
",60,1,47
"
Doo-Wops & Hooligans
","
Bruno Mars
",140,3,394
"
Tha Carter III
","
Lil Wayne
",-,1,153
"
Montevallo
","
Sam Hunt
",138,3,205
"
A Decade Of Destruction
","
Five Finger Death Punch
",129,29,43
"
Recovery
","
Eminem
",122,1,316
"
How Can It Be
","
Lauren Daigle
",196,28,114
"
Without Warning
","
21 Savage, Offset & Metro Boomin
",143,4,48
"
Songs For The Saints
","
Kenny Chesney
",123,2,9
"
21
","
Adele
",166,1,383
"
 There's Really A Wolf
","
Russ
",141,7,73
"
From A Room: Volume 1
","
Chris Stapleton
",149,2,73
"
What Makes You Country
","
Luke Bryan
",133,1,42
"
'Til I'm Gone
","
Frank Foster
",-,-,-
"
Tha Carter IV
","
Lil Wayne
",-,1,63
"
Illuminate
","
Shawn Mendes
",160,1,104
"
Queen Naija (EP)
 ","
Queen Naija
",148,26,9
"
Back In Black
","
AC/DC
",150,4,327
"
Greatest Hits
","
Red Hot Chili Peppers
",157,18,186
"
BEASTMODE 2
","
Future
",126,3,12
"
Death Of A Bachelor
","
Panic! At The Disco
",155,1,141
"
25
","
Adele
",162,1,149
"
Tell Me You Love Me
","
Demi Lovato
",154,3,52
"
Speak Your Mind
","
Anne-Marie
",152,31,22
"
Bobby Tarantino II
","
Logic
",176,1,29
"
Dig Your Roots
","
Florida Georgia Line
",158,2,108
"
Blonde
","
Frank Ocean
",168,1,102
"
Life After Fame
","
Quando Rondo
",-,-,-
"
And Justice For None
","
Five Finger Death Punch
",104,4,19
"
Hozier
","
Hozier
",174,2,165
"
1
","
The Beatles
",151,1,336
"
Simi
","
BlocBoy JB
",161,28,21
"
Happy Endings
","
Old Dominion
",156,7,53
"
Mothership
","
Led Zeppelin
",165,7,270
"
The Life Of Pablo
","
Kanye West
",177,1,126
"
Hot Rocks 1964-1971
","
The Rolling Stones
",172,4,283
"
Dangerous Woman
","
Ariana Grande
",171,2,116
"
Real Hasta La Muerte
","
Anuel AA
",180,42,11
"
Tangled Up
","
Thomas Rhett
",175,6,151
"
Redemption
","
Jay Rock
",159,13,15
"
Vibras
","
J Balvin
",-,15,17
"
Greatest Hits: Decade #1
","
Carrie Underwood
",153,4,144
"
From The Fires
","
Greta Van Fleet
",191,36,40
"
Florida Georgia Line (EP)
","
Florida Georgia Line
",170,72,5
"
Trip
","
Jhene Aiko
",186,5,53
"
Reloaded: 20 #1 Hits
","
Blake Shelton
",179,5,130
"
The Mountain
","
Dierks Bentley
",70,3,15
"
Abbey Road
","
The Beatles
",178,1,276
"
I Am...Sasha Fierce
","
Beyonce
",187,1,186
"
4275
","
Jacquees
",198,35,7
"
8 Letters
","
Why Don't We
",130,9,4
"
If You're Reading This It's Too Late
","
Drake
",190,1,188
"
Come Over When You're Sober (EP)
","
Lil Peep
",-,38,23
"
Memories...Do Not Open
","
The Chainsmokers
",188,1,77
