Song, Artist, Last Week, Peak Position, Weeks on Chart
"NOW 25","Various Artists",-,1,1
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",3,1,4
"
T.I. Vs T.I.P.
","
T.I.
",1,1,3
"
Hairspray
","
Soundtrack
",20,4,2
"
Coco
","
Colbie Caillat
",-,-,-
"
The Dutchess
","
Fergie
",8,3,44
"
Minutes To Midnight
","
Linkin Park
",7,1,10
"
Back To Black
","
Amy Winehouse
",9,6,19
"
All The Right Reasons
","
Nickelback
",12,1,94
"
Lost Highway
","
Bon Jovi
",6,1,5
"
My December
","
Kelly Clarkson
",5,2,4
"
Zeitgeist
","
The Smashing Pumpkins
",2,2,2
"
Paper Walls
","
Yellowcard
",-,-,-
"
Icky Thump
","
The White Stripes
",11,2,5
"
Taylor Swift
","
Taylor Swift
",21,13,39
"
Good Girl Gone Bad
","
Rihanna
",18,2,7
"
5th Gear
","
Brad Paisley
",14,3,5
"
It Won't Be Soon Before Long
","
Maroon 5
",16,1,9
"
Epiphany
","
T-Pain
",17,1,7
"
The Best Damn Thing
","
Avril Lavigne
",22,1,14
"
Every Second Counts
","
Plain White T's
",30,21,21
"
Daughtry
","
Daughtry
",23,1,35
"
Hannah Montana
","
Soundtrack
",31,1,39
"
Call Me Irresponsible
","
Michael Buble
",32,1,12
"
Double Up
","
R. Kelly
",24,1,8
"
Our Love To Admire
","
Interpol
",4,4,2
"
From Nothin' To Somethin'
","
Fabolous
",25,2,6
"
Libertad
","
Velvet Revolver
",19,5,3
"
Big Dog Daddy
","
Toby Keith
",27,1,6
"
Some Hearts
","
Carrie Underwood
",29,2,88
"
Insomniatic
","
Aly & AJ
",15,15,2
"
Because Of You
","
Ne-Yo
",28,1,12
"
Timbaland Presents Shock Value
","
Timbaland
",37,5,16
"
Memory Almost Full
","
Paul McCartney
",26,3,7
"
Ga Ga Ga Ga Ga
","
Spoon
",10,10,2
"
The Police
","
The Police
",33,11,7
"
FutureSex/LoveSounds
 ","
Justin Timberlake
",39,1,45
"
Let It Go
","
Tim McGraw
",40,1,17
"
Ms. Kelly
","
Kelly Rowland
",13,6,3
"
Between Raising Hell And Amazing Grace
","
Big & Rich
",36,6,7
"
Transformers: The Album
","
Soundtrack
",34,21,3
"
Calling The World
","
Rooney
",-,-,-
